no_cue,no_target,type,cue_type,target_type,no_cosine
nedre,øverste,related,word,word,0.342535995042682
konvolutt,pakke,related,word,word,0.337738778025708
onkel,pappa,related,word,word,0.334609994917013
overnaturlig,paranormal,related,word,word,0.431245309897983
leppestift,parfyme,related,word,word,0.37440141780508
mottagelse,fest,related,word,word,0.345471466176418
materie,partikkel,related,word,word,0.473004613857233
billett,pass,related,word,word,0.125938917213713
kode,passord,related,word,word,0.373686845010566
elendig,patetisk,related,word,word,0.394250395305199
vakt,patrulje,related,word,word,0.34978991103816
mynter,penger,related,word,word,0.389037936102032
vagina,penis,related,word,word,0.481693645111012
papir,penn,related,word,word,0.501356305879932
ideell,perfekt,related,word,word,0.365909299803883
fase,periode,related,word,word,0.34796320372006
karakter,personlighet,related,word,word,0.427827134050126
privat,personvern,related,word,word,0.336103901961594
utsikt,perspektiv,related,word,word,0.239303218287781
tablett,pille,related,word,word,0.518211918580308
astronaut,pilot,related,word,word,0.366514765873178
forberedelse,planlegging,related,word,word,0.53904058170285
plass,plassering,related,word,word,0.396811253144714
sement,plast,related,word,word,0.312106935054147
forklaring,plausibel,related,word,word,0.334180695889576
ansvar,plikt,related,word,word,0.409604452720586
velge,plukke ut,related,word,word,
horn,plystre,related,word,word,0.19572709530156
gambling,poker,related,word,word,0.337473163917487
politikk,politiker,related,word,word,0.638686654836117
journalistikk,politikk,related,word,word,0.416170497552511
kritisk,politisk,related,word,word,0.446382648255832
portal,port,related,word,word,0.656521882022491
status,posisjon,related,word,word,0.387867017014493
bokstavelig,faktisk,related,word,word,0.252681365618242
tale,preken,related,word,word,0.34613423785554
nobel,premie,related,word,word,0.16656251576072
kansler,president,related,word,word,0.316161958097614
puls,press,related,word,word,0.145638391271748
munk,prest,related,word,word,0.419545525192169
prinsesse,prins,related,word,word,0.666099563816349
verdi,pris,related,word,word,0.334776781032778
forstyrrelse,problem,related,word,word,0.284232556567623
fabrikk,produksjon,related,word,word,0.327053497354436
merke,produkt,related,word,word,0.10737392983895
skape,produsere,related,word,word,0.320122972400471
amatør,profesjonell,related,word,word,0.330675877040128
dekan,professor,related,word,word,0.382263094340179
prosjekt,program,related,word,word,0.376479361489844
regel,protokoll,related,word,word,0.313425839583463
modell,prototype,related,word,word,0.346210087278823
anatomi,psykologi,related,word,word,0.443974928668719
medisinsk,psykologisk,related,word,word,0.511073151921583
publikum,folkemengde,related,word,word,0.306476079524835
råd,rådgi,related,word,word,0.387248921461837
rakett,misil,related,word,word,
tyveri,ran,related,word,word,0.43760234203834
stjele,rane,related,word,word,0.394461243896501
uvanlig,rar,related,word,word,0.309622997788894
sinne,raseri,related,word,word,0.524895853058546
sakte,raskt,related,word,word,0.420457969502796
generator,reaktor,related,word,word,0.436989508591648
optimistisk,realistisk,related,word,word,0.521532534381682
øke,redusere,related,word,word,0.577815735794861
produsent,regissør,related,word,word,0.497505260498077
telle,regne ut,related,word,word,
kommando,rekkefølge,related,word,word,0.121691515102806
filosofi,religion,related,word,word,0.441052859926301
fikse,reparere,related,word,word,0.53778655586925
pub,restaurant,related,word,word,0.341113173350324
hevn,rettferdighet,related,word,word,0.425528495013476
høring,rettsak,related,word,word,0.513861979789
kjøre,ri,related,word,word,0.367034117657474
fattig,rik,related,word,word,0.511324692206847
skatt,rikdom,related,word,word,0.192039721717833
kongelig,rike,related,word,word,0.240441565732501
feil,riktig,related,word,word,0.472457374307618
rettferdig,rimelig,related,word,word,0.395528190910542
stille,rolig,related,word,word,0.451698474422275
caesar,roma,related,word,word,0.227855069368658
dramatisk,romantisk,related,word,word,0.366468371459476
flyktning,rømling,related,word,word,0.460078990639041
ufo,romvesen,related,word,word,0.296403088272471
svinge,rotere,related,word,word,0.362285785877287
mus,rotte,related,word,word,0.381685095161749
byttedyr,rovdyret,related,word,word,0.523803214109931
rund,rundt,related,word,word,0.523994954971626
skjold,rustning,related,word,word,0.371591458139097
kalender,timeplan,related,word,word,0.428149225932696
karriere,rykte,related,word,word,0.293805664405826
spionasje,sabotasje,related,word,word,0.53107936560117
suppe,salat,related,word,word,0.41927855712542
auksjon,salg,related,word,word,0.346108268579545
samfunn,allmenheten,related,word,word,0.26709229565965
samle inn,samle,related,word,word,
ninja,samurai,related,word,word,0.245739154839266
søle,sand,related,word,word,0.320207185171158
album,sang,related,word,word,0.370930582525601
sannsynlighet,sannsynlig,related,word,word,0.803116591398247
kanskje,sannsynligvis,related,word,word,0.502253322464408
radar,satellitt,related,word,word,0.46389209268105
krem,saus,related,word,word,0.418880656789346
titte,vokte,related,word,word,0.189725471319013
anker,seile,related,word,word,0.343504183945884
kjøpe,selge,related,word,word,0.559206815100015
bedrift,selskap,related,word,word,0.38813705226375
sta,selvopptatt,related,word,word,0.383544582128522
stortinget,senatet,related,word,word,0.283845888582774
guvernør,senator,related,word,word,0.423950845874455
bringe,sende,related,word,word,0.364041544062003
mottager,sender,related,word,word,0.247223528786245
sofa,seng,related,word,word,0.434253971595044
ritual,seremoni,related,word,word,0.398894878424578
kelner,servitør,related,word,word,0.404944030247466
ord,setning,related,word,word,0.384195356398392
sett inn,sette,related,word,word,
beundre,sette pris på,related,word,word,
røyk,sigar,related,word,word,0.391833802550027
tobakk,sigarett,related,word,word,0.391629242068955
frekvens,signal,related,word,word,0.425605164347649
stempel,signatur,related,word,word,0.223887016547538
trygghet,sikkerhet,related,word,word,0.510345536245259
sikker,trygg,related,word,word,0.431096081792469
sjalu,sint,related,word,word,0.494682446402467
dyrehage,sirkus,related,word,word,0.353665181611145
først,sist,related,word,word,0.348008119613967
stå,sitte,related,word,word,0.420410373447073
kultur,sivilisasjon,related,word,word,0.395843466438343
passasjer,sjåfør,related,word,word,0.308830747005346
attraktivt,sjarmerende,related,word,word,0.328769340229884
leder,sjef,related,word,word,0.332914180886519
av og til,sjelden,related,word,word,
medfølende,sjenerøs,related,word,word,0.450342501480729
sukker,sjokolade,related,word,word,0.458665879161516
sjørøver,sjømann,related,word,word,0.444786131568037
sår,skade,related,word,word,0.274878130766994
sladder,skandale,related,word,word,0.405337609471585
kabinett,skap,related,word,word,0.227067506286027
monster,skapning,related,word,word,0.413655444860449
snegl,skilpadde,related,word,word,0.351163194524661
skjema,signere,related,word,word,0.260309260247332
mannskap,skip,related,word,word,0.506493632868047
ekkel,skitten,related,word,word,0.455034225556214
hende,skje,related,word,word,0.44382488092432
forutbestemt,skjebne,related,word,word,0.422219792540128
hår,skjegg,related,word,word,0.471750895587038
sjarm,skjønnhet,related,word,word,0.392188931490591
støvel,sko,related,word,word,0.311681628968646
jungel,skog,related,word,word,0.351790649573509
klasse,skole,related,word,word,0.434020804985986
bli redd,skremme,related,word,word,
lese,skrive,related,word,word,0.518863715378154
lesning,skriving,related,word,word,0.454417893641638
forfatter,skuespiller,related,word,word,0.464392497566253
overraskelse,skuffelse,related,word,word,0.438638730339109
lengsel,skulle ønske,related,word,word,
skummelt,nifs,related,word,word,0.365921589842927
uskyldig,skyldig,related,word,word,0.670398360022298
skudd,skyte,related,word,word,0.396503251523687
krig,slag,related,word,word,0.197977077089342
arena,slagmark,related,word,word,0.346936012846041
pumpe,slange,related,word,word,0.246915618799166
mark,slange,related,word,word,0.0320565320551772
kamp,slåss,related,word,word,0.350367705630541
suge,slikke,related,word,word,0.473418258471617
knyte,slips,related,word,word,0.272217763468452
lidelse,smerte,related,word,word,0.597881588204887
honning,smør,related,word,word,0.421300497389101
snakke,si,related,word,word,0.42092555418796
skytter,snikskytter,related,word,word,0.733106195288128
regn,snø,related,word,word,0.439057150204732
limonade,brus,related,word,word,0.542115148731632
måne,sol,related,word,word,0.452566079468727
lunar,solar,related,word,word,0.187746047347509
solnedgang,soloppgang,related,word,word,0.55946922602579
gylden,sølv,related,word,word,0.205271929374729
naturlig,generell,related,word,word,0.224217400265925
lørdag,søndag,related,word,word,0.67984585851927
kapsel,sonde,related,word,word,0.426835231155081
område,sone,related,word,word,0.277879479009668
datter,sønn,related,word,word,0.612998202853811
søppel,avfall,related,word,word,0.465840678977944
søt,yndig,related,word,word,0.363664224282299
hvile,sove,related,word,word,0.447588214216881
rom,soverom,related,word,word,0.547783857344313
lasagne,spaghetti,related,word,word,0.480569200419861
lur,spasere,related,word,word,0.23791347959923
speilbilde,speil,related,word,word,0.643712143812305
oppsiktsvekkende,spektakulær,related,word,word,0.370436432260857
stolt,spent,related,word,word,0.252133364555977
ekspert,spesialist,related,word,word,0.412877032672958
spille,spill,related,word,word,0.554006148865342
trener,spiller,related,word,word,0.309220462005679
mate,spise,related,word,word,0.392859553591843
spørsmål,spørre,related,word,word,0.447975539349383
hobby,sport,related,word,word,0.333426451429745
nål,sprøyte,related,word,word,0.388419284799688
motstand,stå imot,related,word,word,
bestandig,stadig,related,word,word,0.320659737960242
betong,stål,related,word,word,0.462103481551296
plattform,stasjon,related,word,word,0.33079569995005
føderal,stat,related,word,word,0.274138331992882
monument,statue,related,word,word,0.340726796132721
lampe,stearinlys,related,word,word,0.441977553450365
berg,stein,related,word,word,0.145381719111044
flertall,stemme,related,word,word,0.312366810696935
fast,sterkt,related,word,word,0.0970416290097585
rute,sti,related,word,word,0.246992568085336
rytme,stil,related,word,word,0.288795961288126
stille,stillhet,related,word,word,0.452245925704518
kjendis,stjerne,related,word,word,0.279664133876866
bord,stol,related,word,word,0.264269405311462
forhindre,stoppe,related,word,word,0.493374128282604
vind,storm,related,word,word,0.452872798136924
aske,støv,related,word,word,0.398328013832715
rusten,støvete,related,word,word,0.292540922545952
forurensning,stråling,related,word,word,0.343847067468074
plan,strategi,related,word,word,0.496058590861717
treffe,slå,related,word,word,0.191669013366365
pyramide,struktur,related,word,word,0.245962099287963
forskning,studie,related,word,word,0.431318123759747
ekkel,stygg,related,word,word,0.497323739544591
fragment,del,related,word,word,0.223732263691766
trett,sulten,related,word,word,0.496780926559805
sterk,svak,related,word,word,0.457432348062685
fødsel,svangerskap,related,word,word,0.293312813826399
svar,besvare,related,word,word,0.531434392842332
hvit,svart,related,word,word,0.595326795943001
drukne,svømme,related,word,word,0.381855296180278
dårlig,syk,related,word,word,0.329325238191264
influensa,sykdom,related,word,word,0.471815325873488
flagg,symbol,related,word,word,0.275692005130116
åpenbaring,syn,related,word,word,0.267007422831895
symptom,syndrom,related,word,word,0.481528019761471
ta i betraktning,tenke,related,word,word,
toalett,synke,related,word,word,0.178225454515224
nettverk,system,related,word,word,0.388978458607229
eliminere,slette,related,word,word,0.279491242108963
sky,tåke,related,word,word,0.335726373372191
takknemlig,takke,related,word,word,0.587202390226955
gjestfrihet,takknemlighet,related,word,word,0.434264862191203
potensial,talent,related,word,word,0.361745176474742
bolle,tallerken,related,word,word,0.463683577574752
spiker,tann,related,word,word,0.342472832122038
kjede,tau,related,word,word,0.153270979178693
liga,lag,related,word,word,0.108195233976862
kino,teater,related,word,word,0.374951123558406
male,tegne,related,word,word,0.411296405754372
metode,teknikk,related,word,word,0.397470747767598
anrop,telefon,related,word,word,0.370540840972079
varme,temperatur,related,word,word,0.297872856974089
tenårene,tenåring,related,word,word,0.602347598397173
golf,tennis,related,word,word,0.407281413377692
idé,teori,related,word,word,0.374228015215763
gulv,teppe,related,word,word,0.491329658850791
eksperiment,test,related,word,word,0.363427883649406
århundre,tiår,related,word,word,0.443152182703942
sent,tidlig,related,word,word,0.570549783578458
respekt,tillit,related,word,word,0.508186539702066
innrømme,tilstå,related,word,word,0.424806773106106
nok,tilstrekkelig,related,word,word,0.429952042478412
oppmerksomhet,tiltrekke,related,word,word,0.38201628895362
detonator,tidsbryter,related,word,word,
mandag,tirsdag,related,word,word,0.610517479221994
navn,tittel,related,word,word,0.243635784784785
