nl_cue,nl_target,type,cue_type,target_type,nl_cosine
envelop,pakket,related,word,word,0.445769213540463
sectie,paragraaf,related,word,word,0.55210614109199
bovennatuurlijk,paranormaal,related,word,word,0.524955850838361
lippenstift,parfum,related,word,word,0.488396241968826
ontvangst,partij,related,word,word,0.183383648780281
ticket,paspoort,related,word,word,0.583865326739905
enthousiasme,passie,related,word,word,0.534249204465348
bewaker,patrouille,related,word,word,0.34583499067136
verpletteren,breken,related,word,word,0.391550330251372
papier,pen,related,word,word,0.519030832555244
vagina,penis,related,word,word,0.643496158337353
ideaal,perfect,related,word,word,0.503685960249599
straal,perimeter,related,word,word,0.469509448356156
karakter,persoonlijkheid,related,word,word,0.60858279226401
visie,perspectief,related,word,word,0.423134498019433
bril,pet,related,word,word,0.551462339909006
lijden,pijn,related,word,word,0.551752940648355
tablet,pil,related,word,word,0.374499549081823
astronaut,piloot,related,word,word,0.420106923701339
geweer,pistool,related,word,word,0.835150637759803
ruimte,plaats,related,word,word,0.352950324214126
voorbereiding,planning,related,word,word,0.586896674087249
cement,plastic,related,word,word,0.455482715702668
verantwoordelijkheid,plicht,related,word,word,0.50332853894304
proberen,poging,related,word,word,0.479086875484648
gokken,poker,related,word,word,0.549986334811047
beleid,politicus,related,word,word,0.214099527903973
journalistiek,politiek,related,word,word,0.576172776254134
kritisch,politiek,related,word,word,0.30813063203146
portaal,poort,related,word,word,0.596972555854195
zak,portemonnee,related,word,word,0.529327035267192
status,positie,related,word,word,0.445452554664739
letterlijk,praktisch,related,word,word,0.434032767995502
toespraak,preek,related,word,word,0.534444558957891
kanselier,president,related,word,word,0.471267444860323
comfortabel,prettig,related,word,word,0.539459790149818
monnik,priester,related,word,word,0.581006537566826
waarde,prijs,related,word,word,0.457919781227257
nobel,prijs,related,word,word,0.204870363694928
secundair,primair,related,word,word,0.53537285659874
prinses,prins,related,word,word,0.723075033341362
prive,privacy,related,word,word,0.415519627877554
moeilijkheden,probleem,related,word,word,0.403548051387648
proces,procedure,related,word,word,0.485961565705464
verhoor,proces,related,word,word,0.528012756188288
creëren,produceren,related,word,word,0.406388751327217
merk,product,related,word,word,0.417949580279475
fabriek,productie,related,word,word,0.317034522209189
amateur,professioneel,related,word,word,0.421967915223416
decaan,professor,related,word,word,0.47648776084274
project,programma,related,word,word,0.510936436613533
regel,protocol,related,word,word,0.426847286307686
model,prototype,related,word,word,0.409724341947947
anatomie,psychologie,related,word,word,0.466992308076371
medisch,psychologisch,related,word,word,0.565214585791058
menigte,publiek,related,word,word,0.546148117665357
fase,periode,related,word,word,0.470763820729079
marathon,race,related,word,word,0.372179084343085
raket,projectiel,related,word,word,0.560996273892823
muis,rat,related,word,word,0.559855843699963
generator,reactor,related,word,word,0.561170626663885
optimistisch,realistisch,related,word,word,0.611065434464425
rechtbank,rechter,related,word,word,0.637978208885233
held,redder,related,word,word,0.555589271070304
eerlijk,redelijk,related,word,word,0.432582353418728
administratie,regering,related,word,word,0.337766912150942
producent,regisseur,related,word,word,0.645645489345878
repareren,reparatie,related,word,word,0.645321669116763
carrière,reputatie,related,word,word,0.532282735036235
kroeg,restaurant,related,word,word,0.457321079854506
resultaat,uitkomst,related,word,word,0.539494341551354
groot,reusachtig,related,word,word,0.504577532498878
rit,rijden,related,word,word,0.464496940765922
arm,rijk,related,word,word,0.337724327540373
dynastie,rijk,related,word,word,0.321474300605574
schat,rijkdom,related,word,word,0.352825023595317
dramatisch,romantisch,related,word,word,0.460322320147645
caesar,rome,related,word,word,0.638396470316012
ronde,rondom,related,word,word,0.281177885238408
dutje,rondslenteren,related,word,word,0.156413353099165
prooi,roofdier,related,word,word,0.627327186323519
spionage,sabotage,related,word,word,0.468247936065179
soep,salade,related,word,word,0.580248587648405
pensioen,salaris,related,word,word,0.535271402148083
ninja,samurai,related,word,word,0.316160486292572
melk,sap,related,word,word,0.472142134929979
radar,satelliet,related,word,word,0.509372995496681
room,saus,related,word,word,0.466153216774913
roddel,schandaal,related,word,word,0.452829540936727
zoet,schattig,related,word,word,0.341540559820547
bot,schedel,related,word,word,0.460163024470362
kalender,schema,related,word,word,0.370654486298302
monster,schepsel,related,word,word,0.532696049644482
schot,schieten,related,word,word,0.469771805387289
schild,pantser,related,word,word,0.547082967397974
artiest,schilder,related,word,word,0.58339474245242
slak,schildpad,related,word,word,0.439091477069399
bemanning,schip,related,word,word,0.595869641329658
laars,schoen,related,word,word,0.590279197701212
klas,school,related,word,word,0.572507310271764
charme,schoonheid,related,word,word,0.488924572892012
lees,schrijf,related,word,word,0.592680623636358
lezen,schrijven,related,word,word,0.634394381041503
toevluchtsoord,schuilplaats,related,word,word,0.477259419299235
onschuldig,schuldig,related,word,word,0.626514844585651
muur,schutting,related,word,word,0.414601168002588
kiezen,selecteren,related,word,word,0.453572754554025
parlement,senaat,related,word,word,0.494530460082298
gouverneur,senator,related,word,word,0.602071677991258
bediende,serveerster,related,word,word,0.495962919993925
rook,sigaar,related,word,word,0.402226509010336
tabak,sigaret,related,word,word,0.450588701139601
frequentie,signaal,related,word,word,0.538584273984428
rust,slaap,related,word,word,0.329310989586847
kamer,slaapkamer,related,word,word,0.73186962250047
ader,slagader,related,word,word,0.781028608468294
beheren,slagen,related,word,word,0.172087642172
arena,slagveld,related,word,word,0.378753479033014
pomp,slang,related,word,word,0.278483214329995
worm,slang,related,word,word,0.444050665644569
goed,slecht,related,word,word,0.691509235727643
druppel,slokje,related,word,word,0.424030927547915
toets,slot,related,word,word,0.210990225619195
huurling,sluipmoordenaar,related,word,word,0.474719589922751
schutter,sluipschutter,related,word,word,0.694834225298526
opening,sluiting,related,word,word,0.429788469511677
scheur,snee,related,word,word,0.424072392450715
regenen,sneeuw,related,word,word,0.415521136661595
traag,snel,related,word,word,0.523722843614691
langzaam,snel,related,word,word,0.574011230956102
afstand,snelheid,related,word,word,0.429879001090748
weg,snelweg,related,word,word,0.396127448441169
capsule,sonde,related,word,word,0.561921117484342
lasagne,spaghetti,related,word,word,0.565688805826704
deskundige,specialist,related,word,word,0.548648745231956
sensationeel,spectaculair,related,word,word,0.47299937012003
pop,speelgoed,related,word,word,0.355332199658786
geroosterd brood,spek,related,word,word,
spelen,videospel,related,word,word,0.305817024140844
coach,speler,related,word,word,0.531021995892484
reflectie,spiegel,related,word,word,0.515412820990609
zenuw,spier,related,word,word,0.53321568365667
hobby,sport,related,word,word,0.395090710898566
praten,spreken,related,word,word,0.685100536237095
beklimmen,springen,related,word,word,0.460761359950837
naald,spuit,related,word,word,0.54123510067316
beton,staal,related,word,word,0.587858269672256
federaal,staat,related,word,word,0.265949229068801
hoofdstad,stad,related,word,word,0.514434548341112
raken,slaan,related,word,word,0.341889551873819
monument,standbeeld,related,word,word,0.561462954730307
platform,station,related,word,word,0.460586586206234
hoek,steeg,related,word,word,0.345494893425814
rots,steen,related,word,word,0.626268735349908
voorstellen,voorleggen,related,word,word,0.453257054153078
meerderheid,stem,related,word,word,0.364643458904733
beroemdheid,ster,related,word,word,0.413452304419427
stevig,sterk,related,word,word,0.485195807596376
ritme,stijl,related,word,word,0.357569155564233
stil,stilte,related,word,word,0.385066735209837
tafel,stoel,related,word,word,0.53166840709908
as,stof,related,word,word,0.471031530317938
roestig,stoffig,related,word,word,0.392694411391416
onderbreken,storen,related,word,word,0.678000653384028
wind,storm,related,word,word,0.571179928659968
laan,straat,related,word,word,0.339213451684798
besmetting,straling,related,word,word,0.502755129032304
plan,strategie,related,word,word,0.507506844791083
oorlog,strijd,related,word,word,0.616295887668479
soldaat,strijder,related,word,word,0.484902441240911
binden,stropdas,related,word,word,0.202492119442647
piramide,structuur,related,word,word,0.395497310613843
onderzoek,studie,related,word,word,0.487468698167149
vlag,symbool,related,word,word,0.334075345228365
symptoom,syndroom,related,word,word,0.445706666192378
netwerk,systeem,related,word,word,0.502760454521365
toetje,taart,related,word,word,0.568045999803125
potentieel,talent,related,word,word,0.420465676306512
nagel,tand,related,word,word,0.483621230130596
vloer,tapijt,related,word,word,0.546571937057717
doos,tas,related,word,word,0.55924718904395
liga,team,related,word,word,0.386522683093233
methode,techniek,related,word,word,0.581730158107912
zacht,teder,related,word,word,0.610509950220764
tegenovergestelde,tegendeel,related,word,word,0.475949702454413
ongelukkig,tegenslag,related,word,word,0.310101125566752
vijand,tegenstander,related,word,word,0.557850312288667
formulier,ondertekenen,related,word,word,0.508245040641405
verven,tekenen,related,word,word,0.191227768099635
telefoongesprek,telefoon,related,word,word,0.520273907966757
verrassing,teleurstelling,related,word,word,0.438527575533298
radio,televisie,related,word,word,0.53224520873762
warmte,temperatuur,related,word,word,0.528080440854346
golf,tennis,related,word,word,0.452513417098676
galerij,tentoonstelling,related,word,word,0.585414323307315
experiment,test,related,word,word,0.52794096433194
bioscoop,theater,related,word,word,0.498809953261136
idee,theorie,related,word,word,0.424444660381363
tiener-,puber,related,word,word,
playboy,tijdschrift,related,word,word,0.444157590502446
detonator,timer,related,word,word,0.59201034361236
naam,titel,related,word,word,0.344993593377679
erkennen,toegeven,related,word,word,0.548224751096351
trouw,toewijding,related,word,word,0.554009714313202
scherm,monitor,related,word,word,0.498248467137048
aardappel,tomaat,related,word,word,0.558572357550796
orkaan,tornado,related,word,word,0.639558297780857
keten,touw,related,word,word,0.221392217857694
modern,traditioneel,related,word,word,0.501107727445074
triest,tragisch,related,word,word,0.591725601862592
duw,trekken,related,word,word,0.298087103920182
kroon,troon,related,word,word,0.613734826886041
loyaal,trouw,related,word,word,0.636800347176483
brug,tunnel,related,word,word,0.507797879286783
knoflook,ui,related,word,word,0.439481677126391
obstakel,uitdaging,related,word,word,0.385017201040514
tenslotte,uiteindelijk,related,word,word,0.344521473495239
verspillen,uitgeven,related,word,word,0.418669131233462
apparatuur,uitrusten,related,word,word,0.357410030822246
opmerking,uitspraak,related,word,word,0.48710460454605
veiling,uitverkoop,related,word,word,0.494390621815769
voorstelling,uitvoering,related,word,word,0.448472410350594
finaal,ultiem,related,word,word,0.21511964995798
speciaal,uniek,related,word,word,0.489539817232175
insigne,uniform,related,word,word,0.570986843529942
college,universiteit,related,word,word,0.674511838027794
bloed,urine,related,word,word,0.562296291738286
soms,vaak,related,word,word,0.441115679766563
tegengif,vaccin,related,word,word,0.617137515882773
moeder,vader,related,word,word,0.842042041072836
kerstmis,vakantie,related,word,word,0.416652426505538
woestijn,vallei,related,word,word,0.443940439299003
nep,vals,related,word,word,0.498723964981718
zombie,vampier,related,word,word,0.554507806366329
aanhanger,busje,related,word,word,0.174477465625205
vertrouwen,geloven,related,word,word,0.394211161026595
grijpen,vangen,related,word,word,0.38901737727739
kaneel,vanille,related,word,word,0.575096775539877
koe,varken,related,word,word,0.554872972259532
kampioen,vechter,related,word,word,0.459929242241248
beveiliging,veiligheid,related,word,word,0.477529523232439
bedrijf,vennootschap,related,word,word,0.523913020660922
ventiel,ventilatie,related,word,word,0.529497532303205
mars,venus,related,word,word,0.583021283049843
dichtbij,ver,related,word,word,0.486190502835199
bedekken,verbergen,related,word,word,0.421974794411277
verandering,verbetering,related,word,word,0.535715001797442
verboden,verbieden,related,word,word,0.563041043504141
contact,verbinding,related,word,word,0.555037586437778
twijfelen,verdenken,related,word,word,0.428203846932151
beschermen,verdedigen,related,word,word,0.626677041566553
verdubbelen,verdrievoudigen,related,word,word,0.68436264575342
dood,verdwijning,related,word,word,0.394351339768053
