zh_hk_cue,zh_hk_target,type,cue_type,target_type,zh_hk_cosine
狀態,位置,related,word,word,0.953792524373343
魅力,美貌,related,word,word,0.981532174125478
互聯網,網頁,related,word,word,
射手,狙擊手,related,word,word,0.959980320687891
瘋狂,愚蠢,related,word,word,0.972745793552554
月台,車站,related,word,word,
蘋果,生果,related,word,word,
逃跑,逃脫,related,word,word,
匙羹,膠叉,related,word,word,
咪錶,車庫,related,word,word,
款待,感激,related,word,word,
薯仔,番茄,related,word,word,0.98090210687659
院長,教授,related,word,word,0.915693242312542
折磨,酷刑,related,word,word,
避難,庇護所,related,word,word,0.864775703167511
藥片,藥丸,related,word,word,0.952380190401948
靜脈,動脈,related,word,word,
男爵,夫人,related,word,word,0.711224755165246
公斤,公克,related,word,word,
賣方,買家,related,word,word,
帝國,皇帝,related,word,word,0.956438710007459
軍團,軍隊,related,word,word,0.954339324157422
駕駛,騎車,related,word,word,0.125591032247786
墜落,崩塌,related,word,word,
腦部,大腦,related,word,word,
教會,教堂,related,word,word,0.947506883366428
突然,意想不到,related,word,word,0.944261038586614
選擇,挑選,related,word,word,
店鋪,士多,related,word,word,
月亮,太陽,related,word,word,0.915418768992976
營地,村落,related,word,word,
目的,意圖,related,word,word,
輕力,溫柔,related,word,word,0.905150368806132
飯碗,茶杯碟,related,word,word,
閃耀,明亮,related,word,word,0.934057186511319
情婦,戀人,related,word,word,0.961139752711503
前進,繼續,related,word,word,0.814326650852156
黃金,白銀,related,word,word,-0.0635192516995559
縣市,分區,related,word,word,
衝突,爭議,related,word,word,
長靴,皮鞋,related,word,word,
動物園,馬戲團,related,word,word,0.941435237819687
工具,儀器,related,word,word,
錯處,誤解,related,word,word,
多數,投票,related,word,word,
獎盃,獎牌,related,word,word,
可口,好味,related,word,word,0.754854576967819
嘴唇,臉頰,related,word,word,
陛下,殿下,related,word,word,0.767559547533139
技術,機械,related,word,word,0.939184927426403
蛋白質,維他命,related,word,word,0.938741072587825
指南針,地圖,related,word,word,0.935328063440983
生鏽,封塵,related,word,word,
牢牢,強烈,related,word,word,
荷爾蒙,腎上腺素,related,word,word,0.957235085154813
羅密歐,茱麗葉,related,word,word,0.949607085818877
福爾摩斯,華生,related,word,word,0.877698471386304
攜帶,送出,related,word,word,
食物,正餐,related,word,word,
頂端,底部,related,word,word,
證據,證明,related,word,word,0.985138288807315
受害人,攻擊者,related,word,word,
皮膚,組織,related,word,word,0.978369637465303
注意,吸引,related,word,word,
承認,招供,related,word,word,0.868974706013492
擔心,緊張,related,word,word,0.933773196867832
沙灘,海岸,related,word,word,
意見,建議,related,word,word,
結果,成效,related,word,word,
勇氣,決心,related,word,word,0.940448865324369
荒謬,怪誕,related,word,word,0.935056552550825
生病,不適,related,word,word,
字面上,實際上,related,word,word,
器材,裝備,related,word,word,
馬騮,大猩猩,related,word,word,
寶藏,財富,related,word,word,0.858709747776761
命令,請求,related,word,word,0.981394797018855
章節,段落,related,word,word,
平衡,和諧,related,word,word,0.963803688982256
動機,不在場證據,related,word,word,
恢復,癒合,related,word,word,
護送,陪伴,related,word,word,
警覺,警報,related,word,word,
評論,陳述,related,word,word,
高級,初級,related,word,word,
侮辱,得罪,related,word,word,
阻力,抵抗,related,word,word,
破裂,爆炸,related,word,word,
義工,自願,related,word,word,
喇叭,哨子,related,word,word,
抗議,示威,related,word,word,0.968340273888358
卑微,謙虛,related,word,word,
輝煌,榮耀,related,word,word,0.858441544556388
天真,犬儒,related,word,word,
青蛙,蜥蜴,related,word,word,0.909583563616149
日落,黎明,related,word,word,0.943495522702735
花名,姓氏,related,word,word,
絲綢,棉質,related,word,word,
唇膏,香水,related,word,word,0.858185638490863
咳嗽,發燒,related,word,word,0.985274096435614
層次,表面,related,word,word,
蒜頭,洋蔥,related,word,word,
松鼠,浣熊,related,word,word,0.936076643454165
金字塔,結構,related,word,word,
無知,傲慢,related,word,word,0.973608216088693
裸露,赤裸,related,word,word,
航海,海軍,related,word,word,
馬拉松,比賽,related,word,word,
太空艙,探測,related,word,word,
次要,首要,related,word,word,
競技,牛仔,related,word,word,0.895301981477719
文憑,畢業,related,word,word,
障礙,挑戰,related,word,word,0.975596516032255
高潮,勃起,related,word,word,0.966383945372159
半徑,周界,related,word,word,
超人,蝙蝠俠,related,word,word,0.970378505381389
太平洋,大西洋,related,word,word,0.985750127506877
離開,放棄,related,word,word,0.887898632697098
檢查,核實,related,word,word,0.893623979028764
正面,背後,related,word,word,0.94822477960144
屎忽,屁股,related,word,word,0.628067322774015
結果,最終,related,word,word,0.90258773872653
推開,拉出,related,word,word,
應得,值得,related,word,word,
見解,觀點,related,word,word,
寫字枱,辦公室,related,word,word,
演說,講道,related,word,word,
人群,觀眾,related,word,word,0.966939639710376
害怕,驚嚇,related,word,word,0.430653576832633
無用,毫無價值,related,word,word,0.784504057202471
加載,貨物,related,word,word,
活動,選舉,related,word,word,0.905411191228896
觸發,啟用,related,word,word,
對面,相反,related,word,word,0.94855214643516
賭博,啤牌,related,word,word,
候選人,選民,related,word,word,
水泵,喉管,related,word,word,
致死,致命,related,word,word,
焗爐,爐頭,related,word,word,
排除,移走,related,word,word,
柔弱,敏感,related,word,word,
成人,父母,related,word,word,
融化,凍結,related,word,word,
才能,能力,related,word,word,0.946821724429111
出現,發生,related,word,word,0.927706348103635
賄賂,勒索,related,word,word,0.970878356639239
總和,數量,related,word,word,
保存,維持,related,word,word,0.930155813044129
愛好,運動,related,word,word,0.968152973261518
豬肉,肉類,related,word,word,
拋錨,航行,related,word,word,0.934189001457062
天鵝,灰鴨,related,word,word,
碳元素,氫元素,related,word,word,
碎片,塊狀,related,word,word,
吹捧,打動,related,word,word,
砰砰,叮叮,related,word,word,0.953892269357362
原子,核能,related,word,word,
諾貝爾,獎項,related,word,word,
打中,撞擊,related,word,word,0.960640303256387
聲線,口音,related,word,word,
老友,兄弟,related,word,word,0.72873561063002
廚師,大廚,related,word,word,0.948961107263773
守衛,巡邏,related,word,word,0.808849975209576
沉重,重度,related,word,word,
基地,總部,related,word,word,0.942193692997221
命運,天意,related,word,word,0.952265029254455
新鮮,清爽,related,word,word,0.885640171328443
恐怖,嚇人,related,word,word,0.976651079536443
吸啜,舔嘴,related,word,word,
垃圾,廢物,related,word,word,0.946254463904348
悲慘,可憐,related,word,word,0.467589989467595
安排,組織,related,word,word,
概念,定義,related,word,word,
提出,建議,related,word,word,
預算,資金,related,word,word,
品牌,產品,related,word,word,
歡迎會,派對,related,word,word,
吞嚥,嘴嚼,related,word,word,
針咀,針筒,related,word,word,
聯盟,團隊,related,word,word,
新郎,新娘,related,word,word,0.967759883688458
飢餓,口渴,related,word,word,0.933613288755953
禁止,嚴禁,related,word,word,
無助,無力,related,word,word,
穀物,麵粉,related,word,word,0.667297983849463
貧困,苦難,related,word,word,
本能,直覺,related,word,word,0.883211106674517
進化,突變,related,word,word,
廣告,營銷,related,word,word,
儲物櫃,衣櫃,related,word,word,
低估,誇大,related,word,word,
望遠鏡,顯微鏡,related,word,word,0.882386367398822
捆綁,連結,related,word,word,
保守派,自由派,related,word,word,
氣閥,通風,related,word,word,
插入,放低,related,word,word,0.948473385684195
吐痾,作嘔,related,word,word,
數量,品質,related,word,word,0.858416329598277
天然,人工,related,word,word,
偶然,故意,related,word,word,0.682152560634812
蟲子,大蛇,related,word,word,
保姆,女傭,related,word,word,0.961789092767531
印鑑,簽名,related,word,word,
颶風,龍捲風,related,word,word,0.899891954799249
茄汁,沙律醬,related,word,word,
火藥,炸藥,related,word,word,0.968299175470566
王朝,帝國,related,word,word,
導航,溝通,related,word,word,0.966795273285022
保養,檢修,related,word,word,
額外,附加,related,word,word,
吞拿魚,龍蝦,related,word,word,
僱傭兵,刺客,related,word,word,
分析師,研究員,related,word,word,
農曆,新曆,related,word,word,
管理,行政,related,word,word,0.950005932733753
不幸,厄運,related,word,word,
綁架,拐帶,related,word,word,
零食,午餐,related,word,word,0.924487019450956
檢驗,抽查,related,word,word,
辭職,解僱,related,word,word,
超自然,反常,related,word,word,0.926936621260774
非凡,卓越,related,word,word,
青少年,後生仔,related,word,word,
基因,指紋,related,word,word,0.953426273417396
地區,本土,related,word,word,
使能夠,提供,related,word,word,
闊條麵,意粉,related,word,word,
報道,政治,related,word,word,0.962672268520502
解剖學,心理學,related,word,word,
肉桂,雲呢拿,related,word,word,
無力,難以,related,word,word,
間諜,破壞,related,word,word,0.973507479030714
想像力,創意,related,word,word,0.970457174086748
通常,一般,related,word,word,0.951937858339375
偶爾,間中,related,word,word,
懲罰,監禁,related,word,word,0.965045461933917
擂台,戰場,related,word,word,
孤兒院,修道院,related,word,word,0.957561612187247
百萬富翁,企業家,related,word,word,0.949891042477744
檸水,梳打,related,word,word,
綁匪,贖金,related,word,word,0.780934280884416
操作,功能,related,word,word,
字典,詞語,related,word,word,
租客,業主,related,word,word,
無理,卸責,related,word,word,
轟動,壯觀,related,word,word,0.953244590655935
財務,融資,related,word,word,
時尚,優雅,related,word,word,0.974968788991326
導火線,計時器,related,word,word,
同情,慷慨,related,word,word,0.975082509327803
兵工廠,軍火庫,related,word,word,
海軍,艦隊,related,word,word,
蝸牛,烏龜,related,word,word,0.890650824468619
無政府狀態,資本主義,related,word,word,
污染,輻射,related,word,word,0.905266426856432
脊椎,腹部,related,word,word,
私人,親密,related,word,word,0.941403434353046
最後,終極,related,word,word,0.9146086867567
管理,成功,related,word,word,0.940770916929928
核突,污糟,related,word,word,
解釋,合理,related,word,word,0.91779662381695
小休,散步,related,word,word,
才能,豬乸,unrelated,word,word,
拒絕,高處,unrelated,word,word,
護送,業主,unrelated,word,word,
積極,甲板,unrelated,word,word,
意見,長度,unrelated,word,word,
公司,喉管,unrelated,word,word,
警覺,清洗,unrelated,word,word,
角落,檢修,unrelated,word,word,
總和,公路,unrelated,word,word,
蜜蜂,移走,unrelated,word,word,
獨立屋,手術,unrelated,word,word,
允許,犬儒,unrelated,word,word,
靜脈,間中,unrelated,word,word,
騎兵,口音,unrelated,word,word,
僱傭兵,沙石,unrelated,word,word,
幫忙,稱謂,unrelated,word,word,
紙盒,樞機,unrelated,word,word,
會所,經典,unrelated,word,word,
沖涼,失敗,unrelated,word,word,
擂台,教導,unrelated,word,word,
百萬,灰鴨,unrelated,word,word,
粉碎,女性,unrelated,word,word,
新郎,句子,unrelated,word,word,
刮傷,對手,unrelated,word,word,
建築物,蠟燭,unrelated,word,word,
挖掘,足球,unrelated,word,word,
產業,甲等,unrelated,word,word,
蜜糖,計算,unrelated,word,word,
賣方,喜悅,unrelated,word,word,
你好,私家車,unrelated,word,word,
主教,劇場,unrelated,word,word,
加載,新曆,unrelated,word,word,
山墳,陪伴,unrelated,word,word,
飯枱,音樂會,unrelated,word,word,
跟隨,馬戲團,unrelated,word,word,
麵包,贏取,unrelated,word,word,
胃部,啤牌,unrelated,word,word,
首都,浪漫,unrelated,word,word,
醫院,發展,unrelated,word,word,0.0655696281158887
上鎖,砲兵,unrelated,word,word,
儲物櫃,繼續,unrelated,word,word,
冧酒,遙遠,unrelated,word,word,
炎熱,步驟,unrelated,word,word,
任命,帝國,unrelated,word,word,
導航,王國,unrelated,word,word,
耐心,愛滋病病毒,unrelated,word,word,
總數,侍應,unrelated,word,word,
聚焦,嚴禁,unrelated,word,word,
包含,總統,unrelated,word,word,
正本,承諾,unrelated,word,word,
想像力,艦隊,unrelated,word,word,
眼瞎,性格,unrelated,word,word,
勝利,利刀,unrelated,word,word,
保護,結構,unrelated,word,word,
概念,護照,unrelated,word,word,
自由,耳聾,unrelated,word,word,
到埗,大猩猩,unrelated,word,word,
命運,煙肉,unrelated,word,word,
進步,基督教,unrelated,word,word,
晶片,騎車,unrelated,word,word,
打斷,瘀腫,unrelated,word,word,
英磅,笨蛋,unrelated,word,word,
慈善機構,分鐘,unrelated,word,word,
上色,腎上腺素,unrelated,word,word,
短裙,研究員,unrelated,word,word,
清醒,寬闊,unrelated,word,word,
