en_target,en_cue,en_fake_cue,en_fake_target,cs_cue,cs_target,cs_fake_target,cs_fake_cue,da_cue,da_target,da_fake_target,da_fake_cue,de_cue,de_target,de_fake_target,de_fake_cue,ja_target,ja_cue,ja_fake_target,ja_fake_cue,ko_target,ko_cue,ko_fake_cue,ko_fake_target,ru_target,ru_cue,ru_fake_cue,ru_fake_target,tr_target,tr_cue,tr_fake_cue,tr_fake_target,en_word_combo,en_target_word_unique,cs_word_combo,cs_target_word_unique,ja_word_combo,ja_target_word_unique,ko_word_combo,ko_target_word_unique,tr_word_combo,tr_target_word_unique,ru_word_combo,ru_target_word_unique
attitude,opinion,mintion,attibler,názor,postoj,podrom,nákdy,mening,holdning,mundning,metion,meinung,einstellung,einrichlung,cannung,態度,意見,熊疼,惹貝,태도,의견,밍도,테론,позиция,мнение,ролние,позициласс,tutum,görüş,fimus,davrahing,opinionattitude,attitude,názorpostoj,postoj,意見態度,態度,의견태도,태도,görüştutum,tutum,мнениепозиция,позиция
attract,attention,attenberg,atgrate,pozornost,přitahovat,vzkvétahovat,pozorství,opmærksomhed,tiltrække,bestyrke,opmærksomkomst,aufmerksamkeit,anziehen,anfallhen,auftragssamkeit,引きつける,注意,弦さへりも,住薏,끌어들이다,주목,군답,끌어츄르다,привлекать,внимание,охотмание,привлеским,cezbetmek,dikkat,diknel,şünmek,attentionattract,attract,pozornostpřitahovat,přitahovat,注意引きつける,引きつける,주목끌어들이다,끌어들이다,dikkatcezbetmek,cezbetmek,вниманиепривлекать,привлекать
audience,crowd,crawe,audigled,dav,publikum,publichvář,luv,folkemængde,publikum,publistre,folkevægde,zuschauer,publikum,publimans,zuschunge,観客,群衆,ホー,浅は,관중,군중,랑제,재우,публика,толпа,скулпа,изяблика,izleyici,kalabalık,kavabalık,üçüle,crowdaudience,audience,davpublikum,publikum,群衆観客,観客,군중관중,관중,kalabalıkizleyici,izleyici,толпапублика,публика
authority,jurisdiction,jurisdicments,augreedity,jurisdikce,autorita,autovzkvéta,juhispánce,jurisdiktion,myndighed,pluddighed,kirurdiktion,zuständigkeit,behörde,bereide,zugangsdigkeit,権力,権威,タア,仔佇,권한,관할권,군옷은,짓거,власть,юрисдикция,укладикция,хёасть,otorite,yargı,tutgı,milki,jurisdictionauthority,authority,jurisdikceautorita,autorita,権威権力,権力,관할권권한,권한,yargıotorite,otorite,юрисдикциявласть,власть
autumn,spring,chring,autoly,jaro,podzim,podpír,jacha,forår,efterår,eftergisk,tilår,frühling,herbst,härdst,kranling,秋,春,楠硬,帆ち,가을,봄,션트,스나,осень,весна,вшина,осаль,sonbahar,ilkbahar,baund,sonbaking,springautumn,autumn,jaropodzim,podzim,春秋,秋,봄가을,가을,ilkbaharsonbahar,sonbahar,веснаосень,осень
bacon,toast,tobat,bathy,toust,slanina,čtvrnina,torit,toast,bacon,baløg,frast,toast,speck,spink,chast,ベーコン,トースト,オコン,門じスト,베이컨,토스트,좆까트,컨심의,бекон,тост,тоды,бесер,pastırma,tost,kınarmış epmek,dopek zestırması,toastbacon,bacon,toustslanina,slanina,トーストベーコン,ベーコン,토스트베이컨,베이컨,tostpastırma,pastırma,тостбекон,бекон
bad,good,goze,gad,dobrý,špatný,kavrý,karrý,godt,dårligt,slaligt,gopi,gut,schlecht,schlehdi,ärt,悪い,良い,窓ふ,限り,나쁜,좋은,없으,능을,плохой,хороший,хоротерий,плосер,kötü,iyi,yai,gittü,goodbad,bad,dobrýšpatný,špatný,良い悪い,悪い,좋은나쁜,나쁜,iyikötü,kötü,хорошийплохой,плохой
bag,box,nax,kag,krabice,taška,boška,střebice,kasse,taske,tatio,skose,kasten,tasche,tastro,theten,バッグ,箱,ウグ,問越,가방,상자,매당,카동,мешок,коробка,кодентка,мечхок,sırt çantası,kutu,kusız,dırt mastası,boxbag,bag,krabicetaška,taška,箱バッグ,バッグ,상자가방,가방,kutusırt çantası,sırt çantası,коробкамешок,мешок
bait,trap,buap,hait,past,návnada,nelhada,rost,fælde,lokkemad,sulkemad,tjede,fangen,köder,körin,thegen,餌,トラップ,くお,コミップ,미끼,덫,좀전,놀즈,приманка,ловушка,ломатька,прислуманка,tuzak,kapan,tuzak kuhultz,bem,trapbait,bait,pastnávnada,návnada,トラップ餌,餌,덫미끼,미끼,kapantuzak,tuzak,ловушкаприманка,приманка
band,orchestra,orrashtra,basi,orchestr,kapela,kapetent,orvestre,orkester,band,rynde,orkemæng,orchester,band,aund,ordertter,バンド,オーケストラ,うへド,オーケス男生,밴드,오케스트라,오하열러아,염이,группа,оркестр,оркасть,сестпа,bando,orkestra,orlondra,grnç,orchestraband,band,orchestrkapela,kapela,オーケストラバンド,バンド,오케스트라밴드,밴드,orkestrabando,bando,оркестргруппа,группа
bar,club,clun,kar,klub,bar,fir,klor,klub,bar,jår,klakt,club,bar,tar,tlub,バー,クラブ,必地,減謝ブ,술집,클럽,는디,랐을,бар,клуб,клшо,бантр,bar,kulüp,kutel,çufil,clubbar,bar,klubbar,bar,クラブバー,バー,클럽술집,술집,kulüpbar,bar,клуббар,бар
baseball,stadium,babidium,hangball,stadión,baseball,basespal,bloudión,stadion,baseball,basemisk,stavogn,stadion,baseball,basegeld,friedion,野球,スタジアム,けび,枝衝シアム,야구,경기장,날려장,알의,бейсбол,стадион,блондион,бейсзим,beyzbol,stadyum,inatyum,beyzdia,stadiumbaseball,baseball,stadiónbaseball,baseball,スタジアム野球,野球,경기장야구,야구,stadyumbeyzbol,beyzbol,стадионбейсбол,бейсбол
bathroom,shower,proser,bathtons,sprcha,koupelna,kouuznána,kouznána,brusebad,badeværelse,sløbsbade,brusegift,dusche,badezimmer,vidzimmer,duples,トイレ,シャワー,トネレ,シャヴー,화장실,샤워,겼전,틀렸실,ванная,душевая,эпшевая,вомныя,banyo,duş,meş,kesyo,showerbathroom,bathroom,sprchakoupelna,koupelna,シャワートイレ,トイレ,샤워화장실,화장실,duşbanyo,banyo,душеваяванная,ванная
batman,superman,superform,ferman,superman,batman,bazaan,batmus,superman,batman,dumman,supersisk,superman,batman,nerman,sapermal,バットマン,スーパーマン,不河トンマ,パース―ヒー,배트맨,슈퍼맨,티파맨,래빨맨,бэтмен,супермен,супержэм,оземен,batman,süpermen,süedilmen,yarasaterly,supermanbatman,batman,supermanbatman,batman,スーパーマンバットマン,バットマン,슈퍼맨배트맨,배트맨,süpermenbatman,batman,суперменбэтмен,бэтмен
battalion,regiment,regitors,battalents,pluk,prapor,pramut,plšt,regiment,bataljon,batalsteds,regiskab,regiment,bataillon,bechelon,regicorp,大隊,連隊,夭階,逋階,대대,연대,음었,슨네,батальон,полк,ватк,батажечь,tabur,alay,alkı,tagel,regimentbattalion,battalion,plukprapor,prapor,連隊大隊,大隊,연대대대,대대,alaytabur,tabur,полкбатальон,батальон
battle,war,eir,centle,válka,bitva,pečka,rečka,krig,kamp,kaft,akig,krieg,schlacht,schlahdi,hilieg,交戦,戦争,斧禅,禅箏,전투,전쟁,소타,픽에,битва,война,ресна,боеда,muharebe,savaş,sazör,sanif,warbattle,battle,válkabitva,bitva,戦争交戦,交戦,전쟁전투,전투,savaşmuharebe,muharebe,войнабитва,битва
battlefield,arena,sysna,battlewoman,aréna,bojiště,botáchtě,štana,arena,slagmark,skulmark,mudna,arena,schlachtfeld,schlachtlern,gisna,戦場,競技場,禅揚,鋭枝湯,싸움터,투기장,보돋장,터술예,поле битвы,арена,бодна,поле библизь,savaş alanı,arena,mehna,saben akanı,arenabattlefield,battlefield,arénabojiště,bojiště,競技場戦場,戦場,투기장싸움터,싸움터,arenasavaş alanı,savaş alanı,аренаполе битвы,поле битвы
beard,hair,moir,bered,vlasy,vousy,bibsy,kresy,hår,skæg,skåd,fror,haare,bart,bata,haso,あごひげ,髪,可大,ヴィ,수염,머리카락,머리천섬,색어,борода,волосы,волоурен,неверода,sakal,saç,anç,sajik,hairbeard,beard,vlasyvousy,vousy,髪あごひげ,あごひげ,머리카락수염,수염,saçsakal,sakal,волосыборода,борода
beautiful,pretty,pacity,whittiful,krásná,nádherná,zmraherná,odpuná,smuk,skøn,skrom,aduk,hübsch,schön,skunn,ebsch,美しい,かわいい,動要ほ,いついい,아름다운,예쁜,권동,아른가길,красивый,симпатичный,неприпатичный,бельсивый,güzel,hoş,gükım,güdam,prettybeautiful,beautiful,krásnánádherná,nádherná,かわいい美しい,美しい,예쁜아름다운,아름다운,hoşgüzel,güzel,симпатичныйкрасивый,красивый
beauty,charm,chrum,twanty,kouzlo,krása,přisa,křiklo,charme,skønhed,slaghed,planme,charme,schönheit,sehrtheit,chutime,美しさ,魅力,安腎さ,なて,아름다움,매력,터롤,아둔순한,красота,очарование,устрование,спонсота,güzellik,cazibe,cazilong,güçiftlik,charmbeauty,beauty,kouzlokrása,krása,魅力美しさ,美しさ,매력아름다움,아름다움,cazibegüzellik,güzellik,очарованиекрасота,красота
bed,sofa,sogon,ild,gauč,postel,pogles,gabl,sofa,seng,arneg,sotær,sofa,bett,benn,sodos,ベッド,ソファー,ぺド,ソフ死本,침대,소파,니드,었믿,кровать,диван,дитом,коровать,yatak,kanepe,dizüs,yanüp,sofabed,bed,gaučpostel,postel,ソファーベッド,ベッド,소파침대,침대,kanepeyatak,yatak,диванкровать,кровать
bedroom,room,roup,turroom,pokoj,ložnice,povak,"pokoj, míaumont",værelse,soveværelse,jurisværelse,væklasse,zimmer,schlafzimmer,stoffzimmer,framer,ベッドルーム,部屋,文子ドムール,杉雨,침실,방,앨라,리씨,спальня,комната,кодушата,папальня,yatak odası,oda,üra,yabak ebası,roombedroom,bedroom,pokojložnice,ložnice,部屋ベッドルーム,ベッドルーム,방침실,침실,odayatak odası,yatak odası,комнатаспальня,спальня
beer,drink,swink,beor,pít,pivo,stavo,ent,drik,øl,øn,flytke,getränk,bier,binä,gestifk,ビール,酒類,暴揆ル,ンー,맥주,마시다,건사다,란거,пиво,напиток,напищень,дозво,bira,içmek,içkiy,kahra,drinkbeer,beer,pítpivo,pivo,酒類ビール,ビール,마시다맥주,맥주,içmekbira,bira,напитокпиво,пиво
believe,trust,moust,beplete,důvěřovat,věřit,věchý,důvěřostroj,tillid,tiltro,tilbil,tilron,vertrauen,glauben,bradden,verchenen,信じる,信頼,決是る,稿低,믿다,신뢰,작물,포유,верить,доверять,довестачь,верастер,inanmak,güvenmek,günar,inancıy,trustbelieve,believe,důvěřovatvěřit,věřit,信頼信じる,信じる,신뢰믿다,믿다,güvenmekinanmak,inanmak,доверятьверить,верить
billion,million,milhood,wonlion,milión,miliarda,milinávnada,milistat,million,milliard,millisnit,fremlion,million,milliarde,grundliarde,langlion,十億,百万,お際,十彩百,십억,백만,홍키,펴요 억,миллиард,миллион,франлион,миллистье,milyar,milyon,unuyon,senyar,millionbillion,billion,miliónmiliarda,miliarda,百万十億,十億,백만십억,십억,milyonmilyar,milyar,миллионмиллиард,миллиард
biological,chemical,tourical,bioquistsical,chemický,biologický,legračologický,vzrumický,kemisk,biologisk,biolosteds,kesigt,chemisch,biologisch,biolockeln,eunmisch,生物学的,化学的,訛佛際衆,ソケ迪,생물학적,화학적 인,장지소인,죽기학적,биологический,химический,химиченоский,биолобраческий,biyolojik,kimyasal,unutyasal,biyolopis,chemicalbiological,biological,chemickýbiologický,biologický,化学的生物学的,生物学的,화학적 인생물학적,생물학적,kimyasalbiyolojik,biyolojik,химическийбиологический,биологический
biology,chemistry,adelistry,bilizedogy,chemie,biologie,bioloostro,formie,kemi,biologi,bioristisk,galmi,chemie,biologie,frülogie,chenas,生物学,化学,ソピ岳,れぬ,생물학,화학,위원,증인학,биология,химия,хицах,пальлогия,biyoloji,kimya,inaya,biyolorecek,chemistrybiology,biology,chemiebiologie,biologie,化学生物学,生物学,화학생물학,생물학,kimyabiyoloji,biyoloji,химиябиология,биология
bird,butterfly,buttercare,biot,motýl,pták,udák,mosup,sommerfugl,fugl,hogel,somervert,schmetterling,vogel,votin,schmetterspre,鳥,蝶,席髄,浪貝,새,나비,보너,한둣,птица,бабочка,бавитька,охоца,kuş,kelebek,kelenald,teş,butterflybird,bird,motýlpták,pták,蝶鳥,鳥,나비새,새,kelebekkuş,kuş,бабочкаптица,птица
birthday,anniversary,announcsary,pitchday,výročí,narozeniny,narozenivit se,výroskop,jubilæum,fødselsdag,elekselsdag,jufinger,jubiläum,geburtstag,gelingstag,jubiläumschleicht,誕生日,記念日,可び日,タア日,생일,기념일,퐁푹일,씨토,день рождения,годовщина,гостильщина,день рождстоль,doğum günü,yıl dönümü,yız dözümü,dopuz zünü,anniversarybirthday,birthday,výročínarozeniny,narozeniny,記念日誕生日,誕生日,기념일생일,생일,yıl dönümüdoğum günü,doğum günü,годовщинадень рождения,день рождения
black,white,whobe,grack,bílý,černá,krylý,sejná,hvid,sort,purt,hvøb,weiß,schwarz,schwizz,weoh,ブラック,白,ブライイ,ウォ,검은 색,하얀색,남김색,검은빅햄,черный,белый,баслый,чефеный,siyah,beyaz,behio,sinıt,whiteblack,black,bílýčerná,černá,白ブラック,ブラック,하얀색검은 색,검은 색,beyazsiyah,siyah,белыйчерный,черный
blackmail,bribe,brame,blackbank,úplatek,vydírání,ústředírání,úplafie,bestikke,afpresse,afsnitse,begrunke,bestechung,erpressung,bestewards,bestepford,恐喝,賄賂,砦昏,郁落,약탈,뇌물,맨슘,동업,шантаж,взятка,зьянка,шанетаж,şantaj,rüşvet,rüşkil,şanhis,bribeblackmail,blackmail,úplatekvydírání,vydírání,賄賂恐喝,恐喝,뇌물약탈,약탈,rüşvetşantaj,şantaj,взяткашантаж,шантаж
blue,brown,benin,bles,hnědý,modrý,plerý,řekdý,brun,blå,neå,frun,braun,blau,bluxe,bropen,青色,茶色,お飲,セノ,푸른,갈색,픽에,듯하,синий,коричневый,коричнестовый,сиконий,mavi,kahverengi,elektverengi,marun,brownblue,blue,hnědýmodrý,modrý,茶色青色,青色,갈색푸른,푸른,kahverengimavi,mavi,коричневыйсиний,синий
