fa_cue,fa_target,type,cue_type,target_type,fa_cosine
ظریف,حساس,related,word,word,0.362988815491387
عادی,معمولی,related,word,word,0.659111476047374
ممتاز,عالی,related,word,word,0.237921256050368
مأمور,کاراگاه,related,word,word,0.364196470329658
عامل,عنصر,related,word,word,0.361354701973165
ناتوانی,عاجز,related,word,word,0.329281427968215
شماره,نشانی,related,word,word,0.16103937504886
عذاب,شکنجه,related,word,word,0.447731613273976
عرصه,میدان جنگ,related,word,word,
عروسک,اسباب بازی,related,word,word,
نوزاد,کودک,related,word,word,0.390891543872328
عسل,کره,related,word,word,0.255919621882893
عصب,ماهیچه,related,word,word,0.359092767150085
عضو,رهبر,related,word,word,0.366508206257547
عالی جناب,حضرت,related,word,word,
علامت بیماری,سندرم,related,word,word,
شیمی,زیست,related,word,word,0.476684389723832
عمل کردن,عمل جراحي,related,word,word,
عملیاتی,کاربردی,related,word,word,0.449968877697377
عمو,بابا,related,word,word,0.351565850750002
ژنرال,سرهنگ,related,word,word,0.450686961146873
عنکبوت,حشره,related,word,word,0.444271251967536
عینک,کلاه لبه دار,related,word,word,
غاز,اردک,related,word,word,0.438795206752538
غذا,وعده غذایی,related,word,word,
غرب,شرق,related,word,word,0.596900677427193
غرق شدن,شنا کردن,related,word,word,
غروب خورشید,سپیده دم,related,word,word,
غرور,احترام,related,word,word,0.290424617861589
غریزه,بینش,related,word,word,0.346214119468896
غلات,ارد,related,word,word,0.231724790664113
غمگین,غم انگیز,related,word,word,
غیر مجاز,مجاز,related,word,word,
غیر معمول,عجیب,related,word,word,
غیر ممکن,آسان,related,word,word,
غیر منطقی,وظیفه نشناس,related,word,word,
دست سازه,گردن بند,related,word,word,
دوره,مرحله,related,word,word,0.391984909963834
مسافت,سرعت,related,word,word,0.388078006523752
پرونده,مدرک,related,word,word,0.342193196300204
فدرال,دولت,related,word,word,0.444994144085771
فر,اجاق گاز,related,word,word,
یاد گرفتن,تدریس کردن,related,word,word,
فرار کردن,در رفتن,related,word,word,
فراموش کردن,به یاد آوردن,related,word,word,
فرد مشهور,ستاره,related,word,word,
فردا,صبح,related,word,word,0.461833116371745
فرزند,پسر,related,word,word,0.495393734730974
فرشته,شیطان,related,word,word,0.317750516921449
فرکانس,علامت,related,word,word,0.163094706953839
فرم,امضا,related,word,word,0.378910933266406
فرمان,سفارش,related,word,word,0.245559858372994
فرماندار,سناتور,related,word,word,0.326467690294022
فرمانده,کاپیتان,related,word,word,0.382201753355682
فرهنگ,تمدن,related,word,word,0.485851291164625
فرهنگ لغت,عبارت,related,word,word,
فروتن,متواضع,related,word,word,0.461327056779002
فرود,پرواز,related,word,word,0.45561375358217
فروشنده,خریدار,related,word,word,0.38724972797492
استرس,افسردگی,related,word,word,0.413364097948745
فشار دادن,کشیدن,related,word,word,
فضانورد,خلبان,related,word,word,0.35498750753068
فعال,فعالیت,related,word,word,0.428899871817386
فعال کردن,ارائه دادن,related,word,word,
فقر,بدبختی,related,word,word,0.288332242488309
الان,به تازگی,related,word,word,
فقیر,ثروتمند,related,word,word,0.425601744574186
چاپلوسی کردن,تاثیر گذاشتن,related,word,word,
فلسفه,مذهب,related,word,word,0.346803180410533
فن آوری,علم,related,word,word,
فنجان,قهوه,related,word,word,0.371904812487448
فنی,مکانیکی,related,word,word,0.395592055307928
حقه,شوخی,related,word,word,0.197714028332435
فوری,اضطراری,related,word,word,0.55733746568521
فراطبیعی,ماوراطبیعی,related,word,word,
فیزیک,ریاضیات,related,word,word,0.624593280237283
قاتل,آدمکش,related,word,word,0.469912145534066
قاشق,چنگال,related,word,word,0.473997334751269
قاعده,پروتکل,related,word,word,0.291825732665386
قانون,قانون اساسي,related,word,word,
قبر,قبرستان,related,word,word,0.523285722223721
قبلاً,هنوز,related,word,word,
قبیله,خانواده,related,word,word,0.323920189735208
قدرت,انرژی,related,word,word,0.379073608208434
پیر,جوان,related,word,word,0.296417208926864
قرارداد,توافق,related,word,word,0.486055974291908
قربانی,حمله کننده,related,word,word,
قرمز,زرد,related,word,word,0.575639972310748
قرن,دهه,related,word,word,0.468910531582697
قصر,قلعه,related,word,word,0.440041918311049
قطار,اتوبوس,related,word,word,0.598285126715003
قطب نما,نقشه,related,word,word,
قطره,جرعه,related,word,word,0.457449771639328
قطعه,تکه,related,word,word,0.460319168943097
قفل شده,بسته,related,word,word,
قمار,ورق بازی,related,word,word,
قمری,شمسی,related,word,word,
قند,شکلات,related,word,word,0.397199060824695
مبارز,جنگنده,related,word,word,0.297025004315641
قهرمان,ناجی,related,word,word,0.200251800955212
قورباغه,مارمولک,related,word,word,0.333792006872831
قوی,ضعیف,related,word,word,0.484473171562609
کائنات,کهکشان,related,word,word,0.413713618462907
کابل,سیم,related,word,word,0.408274027759793
کابوس,رویا,related,word,word,0.399291904006984
کابین,عرشه,related,word,word,0.304890415808438
کابینت,کمد لباس,related,word,word,
کاتولیک,مسیحی,related,word,word,0.523749896250538
شغل,کار,related,word,word,0.398795310415873
کارخانه,تولید,related,word,word,0.371829938964623
کارشناس,متخصص,related,word,word,0.542185393740599
کارگاه,گاراژ,related,word,word,0.300451349997946
کارناوال,جشنواره,related,word,word,0.311055765261468
کاسه,بشقاب,related,word,word,0.373859185760175
کاغذ,خودکار,related,word,word,0.398993379024458
کافی,بس,related,word,word,0.18903960395126
کالبد شکافی,تحلیل,related,word,word,
دهانه تفنگ,گلوله,related,word,word,
کاملا,به طور کامل,related,word,word,
کاناپه,تخت,related,word,word,0.463683411866325
کانال,اخبار,related,word,word,0.358049930717286
کپسول,پویشگر,related,word,word,
قرآن,کتاب,related,word,word,0.298977936167326
کتابخانه,موزه,related,word,word,0.377601075402267
کثیف,چندش آور,related,word,word,
کربن,هیدروژن,related,word,word,0.48078845348169
کرم,مار,related,word,word,0.347945724081041
خامه,سس,related,word,word,0.496894371277399
نوروز,تعطیلات,related,word,word,0.233613477978781
سود,پیروزی,related,word,word,0.162948458938846
کش رفتن,دزدیدن,related,word,word,
کشور,ملت,related,word,word,0.422608339703191
کف,فرش,related,word,word,0.305260360770162
کلاس,مدرسه,related,word,word,0.499731004280438
کلانتر,شهردار,related,word,word,0.401633631329363
کلاه ایمنی,کلاه,related,word,word,
کلمه,جمله,related,word,word,0.514611279831225
کلید,قفل,related,word,word,0.357846623436846
مسجد,نمازخانه,related,word,word,
کلیه,کبد,related,word,word,0.333253108755393
کم,زیاد,related,word,word,0.345545114401251
کمترین,بیشترین,related,word,word,0.728664098911076
کمک کردن,یاری رساندن,related,word,word,
کمیسیون,کمیته,related,word,word,0.562370201980672
کنترل,دستکاری,related,word,word,0.330629989081089
کنفرانس,ملاقات,related,word,word,0.326291907486883
کوتاه,بلند,related,word,word,0.418620913816369
کور,کر,related,word,word,0.428916555555689
کوسه,ماهی,related,word,word,0.33426317516422
کوکائین,هروئین,related,word,word,0.648764529688278
کویر,دره,related,word,word,0.198785527392232
کیف,چمدان,related,word,word,0.348296092020292
کیلو,گرم,related,word,word,0.234562697560593
کیلومتر,متر,related,word,word,0.507503701428941
گارسون,پیشخدمت,related,word,word,0.428188153620942
گاز,سوخت,related,word,word,0.271632389806521
گالری,نمایشگاه,related,word,word,0.519923808341571
گاهی,به ندرت,related,word,word,
بعضی وقت ها,غالبا,related,word,word,
گاو,خوک,related,word,word,0.412024173645257
گران,ارزان,related,word,word,0.314053607926026
گرسنگی,تشنگی,related,word,word,0.671765528453212
آوردن,ارسال,related,word,word,0.114331341821778
قاپیدن,گرفتن,related,word,word,
گرم,سرد,related,word,word,0.455675661344242
گروگان,زندانی,related,word,word,0.288664942230319
گروهبان,ستوان,related,word,word,0.569137007603996
گزارش دادن,به اطلاع رساندن,related,word,word,
گفتگو,بحث,related,word,word,0.432541997161834
گفتن,بیان کردن,related,word,word,
گل و لای,شن,related,word,word,
گلف,تنیس,related,word,word,0.309130294319303
گلو,گردن,related,word,word,0.279106852367045
گناه,جرم,related,word,word,0.431699250619421
گنج,ثروت,related,word,word,0.420226963135931
غذا,رستوران,related,word,word,0.287045537503055
گوش دادن,شنیدن,related,word,word,
گوشت خوک,گوشت,related,word,word,
گوشه,کوچه,related,word,word,0.469074264250429
گیاه,گل,related,word,word,0.385955020487656
لازانیا,ماکارونی,related,word,word,0.542572362568794
لازم,نیاز داشتن,related,word,word,
نازک,ضخیم,related,word,word,0.434238672676627
لامپ,شمع,related,word,word,0.404652471557292
لانه,تخم مرغ,related,word,word,
لایه,سطح,related,word,word,0.27906026721719
لب,گونه,related,word,word,0.209570409005338
لبخند,خنده,related,word,word,0.440712444296847
لذت,شادی,related,word,word,0.31069421899657
زن همجنس گرا,مرد همجنس گرا,related,word,word,
سپاه,ارتش,related,word,word,0.563941042530784
نفرین,جادوگر,related,word,word,0.317577893082898
لنگر,دریانوردی,related,word,word,0.201893056344703
لیگ,تیم,related,word,word,0.448430122289768
لیموناد,نوشابه,related,word,word,0.443751368252359
مادر,پدر,related,word,word,0.706331826825149
ماراتن,مسابقه,related,word,word,0.357110018150029
راه انداختن,فعال کردن,related,word,word,
مافیا,اتحادیه,related,word,word,0.41301528772942
ماندن,اقامت کردن,related,word,word,
مانع,چالش,related,word,word,0.186336059697261
مهتاب,آفتاب,related,word,word,0.447109873738355
ماه,هفته,related,word,word,0.583820135863971
ماهی تن,خرچنگ,related,word,word,
موش,موش صحرایی,related,word,word,
مایع,سیال,related,word,word,
مایل,سانتی متر,related,word,word,
مایه تاسف,بد شانسی,related,word,word,
مبارزه کردن,جنگیدن,related,word,word,
متن,شعر,related,word,word,0.39295918968459
مثبت,منفی,related,word,word,0.500921191985758
