"fa_target","fa_cue","type","target_type","cue_type","fa_cosine"
"محاسبه","شمردن","related","word","word",0.282115728806796
"چاقو","شمشیر","related","word","word",0.365256753604618
"یکشنبه","شنبه","related","word","word",0.599080217843694
"آزمایش","شنوایی","related","word","word",0.431075202507329
"ناحیه","شهرستان","related","word","word",0.258401983888876
"اثبات","شواهد و مدارک","related","word","word",NA
"خنده دار","شوخ","related","word","word",NA
"همسر","شوهر","related","word","word",0.559019658502017
"سوت زدن","شیپور","related","word","word",NA
"آب میوه","شیر","related","word","word",NA
"تهویه","شیر فلکه","related","word","word",NA
"جذاب","شیرین","related","word","word",0.254919210067748
"بطری","شیشه","related","word","word",0.541545282935556
"بیولوژیکی","شیمیایی","related","word","word",0.556607889287457
"رحم و شفقت - دلسوزی","صبر","related","word","word",NA
"انتظار","صبر کن","related","word","word",NA
"مشتری","صبور","related","word","word",0.150988009977087
"صحبت","صحبت","related","word","word",1
"لهجه","صدا","related","word","word",0.199977924387585
"رئيس جمهور","صدف","related","word","word",NA
"مانیتور","صفحه نمایش","related","word","word",NA
"قدرت","صلاحیت قضایی","related","word","word",NA
"اقیانوس اطلس","صلح جو","related","word","word",NA
"کسب و کار","صنعت","related","word","word",NA
"وعده","ضمانت","related","word","word",0.228110762459907
"بیماری همه گیر","طاعون","related","word","word",NA
"ساختگی","طبیعی","related","word","word",0.367735056263198
"برنامه","طرح","related","word","word",0.395196838534488
"راهبرد","طرح","related","word","word",0.240773732904363
"بو","طعم","related","word","word",0.32848738457573
"ازدواج","طلاق","related","word","word",0.477820128821386
"نقره اي","طلایی","related","word","word",NA
"طوفان","طلسم","related","word","word",0.173807638359541
"گردباد","طوفان","related","word","word",0.454697710779217
"توانایی","ظرفیت","related","word","word",0.46515883546053
"حساس","ظریف","related","word","word",0.362988815491387
"معمولی","عادی","related","word","word",0.659111476047374
"عالی","عالی","related","word","word",1
"کاراگاه","عامل","related","word","word",0.136429474189906
"عنصر","عامل","related","word","word",0.361354701973165
"قادر نبود","عجز","related","word","word",NA
"نشانی","عدد","related","word","word",0.0913613242467381
"شکنجه","عذاب","related","word","word",0.447731613273976
"میدان جنگ","عرصه","related","word","word",NA
"اسباب بازی","عروسک","related","word","word",NA
"کودک","عزیزم","related","word","word",0.12383375619669
"کره","عسل","related","word","word",0.255919621882893
"ماهیچه","عصب","related","word","word",0.359092767150085
"رهبر","عضو","related","word","word",0.366508206257547
"بزرگی","عظمت","related","word","word",0.313726389357264
"سندرم","علامت","related","word","word",0.192719624673458
"زیست شناسی","علم شیمی","related","word","word",NA
"عمل جراحي","عمل کردن","related","word","word",NA
"کاربردی","عملیاتی","related","word","word",0.449968877697377
"بابا","عمو یا دایی","related","word","word",NA
"سرهنگ","عمومی","related","word","word",0.105837093998364
"حشره","عنکبوت","related","word","word",0.444271251967536
"کلاه لبه دار","عینک","related","word","word",NA
"اردک","غاز","related","word","word",0.438795206752538
"وعده غذایی","غذا","related","word","word",NA
"شرق","غرب","related","word","word",0.596900677427193
"شنا کردن","غرق شدن","related","word","word",NA
"سپیده دم","غروب خورشید","related","word","word",NA
"کرامت","غرور","related","word","word",0.26408779340271
"بینش","غریزه","related","word","word",0.346214119468896
"ارد","غلات","related","word","word",0.231724790664113
"غم انگیز","غمگین","related","word","word",NA
"مجاز","غیر مجاز","related","word","word",NA
"عجیب","غیر معمول","related","word","word",NA
"آسان","غیر ممکن","related","word","word",NA
"وظیفه نشناس","غیر منطقی","related","word","word",NA
"مدال","غیرواقعی، ساختگی","related","word","word",NA
"عادت زنانه","فاز","related","word","word",NA
"سرعت","فاصله","related","word","word",0.337102348666968
"سند","فایل","related","word","word",0.249630659631003
"دولت","فدرال","related","word","word",0.444994144085771
"اجاق گاز","فر","related","word","word",NA
"تدریس کردن","فرا گرفتن","related","word","word",NA
"در رفتن","فرار کردن","related","word","word",NA
"یاد آوردن","فراموش کردن","related","word","word",NA
"ستاره","فرد مشهور","related","word","word",NA
"صبح","فردا","related","word","word",0.461833116371745
"فرزند پسر","فرزند دختر","related","word","word",NA
"شیطان","فرشته","related","word","word",0.317750516921449
"علامت","فرکانس","related","word","word",0.163094706953839
"امضاء کردن","فرم","related","word","word",NA
"سفارش","فرمان","related","word","word",0.245559858372994
"سناتور","فرماندار","related","word","word",0.326467690294022
"کاپیتان","فرمانده","related","word","word",0.382201753355682
"تمدن","فرهنگ","related","word","word",0.485851291164625
"عبارت","فرهنگ لغت","related","word","word",NA
"فروتن","فروتن","related","word","word",1
"پرواز","فرود آمدن","related","word","word",NA
"خریدار","فروشنده","related","word","word",0.38724972797492
"افسردگی","فشار","related","word","word",0.206823360624773
"کشیدن","فشار دادن","related","word","word",NA
"خلبان","فضانورد","related","word","word",0.35498750753068
"فعالیت","فعال","related","word","word",0.428899871817386
"ارائه دادن","فعال کردن","related","word","word",NA
"بدبختی","فقر","related","word","word",0.288332242488309
"به تازگی","فقط","related","word","word",NA
"ثروتمند","فقیر","related","word","word",0.425601744574186
"تاثیر گذاشتن","فلاتر","related","word","word",NA
"مذهب","فلسفه","related","word","word",0.346803180410533
"علوم پایه","فن آوری","related","word","word",NA
"قهوه","فنجان","related","word","word",0.371904812487448
"مکانیکی","فنی","related","word","word",0.395592055307928
"شوخی کردن","فوت و فن","related","word","word",NA
"اضطراری","فوری","related","word","word",0.55733746568521
"ماوراء الطبیعه","فوقالعادهای","related","word","word",NA
"ریاضیات","فیزیک","related","word","word",0.624593280237283
"قاتل","قاتل","related","word","word",1
"چنگال","قاشق","related","word","word",0.473997334751269
"پروتکل","قانون","related","word","word",0.386545608566874
"قانون اساسي","قانون","related","word","word",NA
"قبرستان","قبر","related","word","word",0.52328572222372
"هنوز","قبلا، پیش از این","related","word","word",NA
"خانواده","قبیله","related","word","word",0.323920189735208
"انرژی","قدرت","related","word","word",0.379073608208434
