"da_target","da_cue","type","target_type","cue_type","da_cosine"
"øre","øje","related","word","word",0.350476618866625
"ja","okay","related","word","word",0.703305028206851
"finansiering","økonomisk","related","word","word",0.467707288135532
"grusomhed","ond","related","word","word",0.206881541288191
"far","onkel","related","word","word",0.545459153473933
"ønske","ønske","related","word","word",1
"funktionelt","operationel","related","word","word",0.352519823327089
"kirurgi","operere","related","word","word",0.39929344869316
"mission","opgave","related","word","word",0.601227749171185
"telefon","opkald","related","word","word",0.434579599523503
"at tiltrække","opmærksomhed","related","word","word",NA
"indspilning","optage","related","word","word",0.421117637971722
"realistisk","optimistisk","related","word","word",0.539111882439016
"dømme","ord","related","word","word",0.144576516576597
"udtryk","ordbog","related","word","word",0.251791916268977
"erektion","orgasme","related","word","word",0.472186035948161
"kopi","original","related","word","word",0.434958681492725
"tornado","orkan","related","word","word",0.470332032887106
"dal","ørken","related","word","word",0.330445517722473
"band","orkester","related","word","word",0.574697746263082
"slange","orm","related","word","word",0.455294364078838
"kloster","orphanage","related","word","word",NA
"dyrke motion","øve sig","related","word","word",NA
"skuffelse","overraskelse","related","word","word",0.486723200552921
"tænke","overveje","related","word","word",0.44816522386126
"komfur","ovn","related","word","word",0.504353721586041
"elegant","på mode","related","word","word",NA
"atlantisk","pacific","related","word","word",0.275405289920664
"dejlig","pæn","related","word","word",0.486323185385335
"slot","palads","related","word","word",0.553761484979921
"pen","papir","related","word","word",0.381510235431259
"helvede","paradis","related","word","word",0.251630741503087
"helt vildt","paranoid","related","word","word",NA
"forberede","parat","related","word","word",0.338742414440423
"senat","parlament","related","word","word",0.43536799827712
"chauffør","passager","related","word","word",0.295222662862001
"klient","patient","related","word","word",0.449274050995772
"løn","pension","related","word","word",0.433151671432813
"individuel","person","related","word","word",0.220314828236094
"intim","personlig","related","word","word",0.318122173344976
"epidemi","pest","related","word","word",0.436263969833096
"camping","picnic","related","word","word",0.323842641105469
"dreng","pige","related","word","word",0.648141777028328
"hammer","pind","related","word","word",0.341932733259789
"tortur","pine","related","word","word",0.375370642984204
"ding","ping","related","word","word",0.385155295990245
"sømand","pirat","related","word","word",0.419981501198608
"våben","pistol","related","word","word",0.562537062265121
"beliggenhed","placere","related","word","word",0.225931689356384
"strategi","plan","related","word","word",0.549322487831751
"kredsløb","planet","related","word","word",0.333544945983037
"blomst","plante","related","word","word",0.381759937413297
"station","platform","related","word","word",0.346282635654815
"magasin","playboy","related","word","word",0.341039965549295
"uventet","pludselig","related","word","word",0.325071735697151
"minus","plus","related","word","word",0.442617189853108
"politiker","politik","related","word","word",0.552698316987346
"berømt","populær","related","word","word",0.408380337222406
"film","porno","related","word","word",0.438468929628886
"port","portal","related","word","word",0.583440758788443
"negativ","positiv","related","word","word",0.704327910047839
"fax","post","related","word","word",0.304679998342358
"talent","potentiel","related","word","word",0.182323931039979
"nødsituation","presserende","related","word","word",0.254905537823398
"prins","prinsesse","related","word","word",0.613732633286586
"privatliv","privat","related","word","word",0.456697250626735
"ære","privilegium","related","word","word",0.434938683272037
"problem","problemer","related","word","word",0.628705314140833
"direktør","producent","related","word","word",0.2708293477122
"beskrivelse","profil","related","word","word",0.431621933672511
"indkomst","profit","related","word","word",0.440594156067481
"program","projekt","related","word","word",0.419483762360732
"vitamin","protein","related","word","word",0.439089723154446
"demonstration","protest","related","word","word",0.484780476874172
"forsøg","prøve","related","word","word",0.446499033595316
"udvalget","provision","related","word","word",0.195542666855576
"restaurant","pub","related","word","word",0.472593646501774
"tryk","puls","related","word","word",0.268226969457816
"slange","pumpe","related","word","word",0.198110150060775
"dollar","pund","related","word","word",0.552559213295451
"angive","punkt","related","word","word",0.105987596167549
"struktur","pyramide","related","word","word",0.251115296881198
"kommunist","racist","related","word","word",0.438456456391102
"rådgive","råd","related","word","word",0.402448011013051
"satellit","radar","related","word","word",0.432986508630996
"television","radio","related","word","word",0.266442601330836
"omkreds","radius","related","word","word",0.528349038026847
"frygt","rædsel","related","word","word",0.463439108113037
"kanin","ræv","related","word","word",0.470722010614974
"missil","raket","related","word","word",0.496230168735718
"informere","rapport","related","word","word",0.253945826236738
"forstå","realisere","related","word","word",0.287289410931239
"parti","reception","related","word","word",0.169685737006671
"gemme","redde","related","word","word",0.22108890124271
"æg","rede","related","word","word",0.250310034799722
"bataljon","regiment","related","word","word",0.482354484954299
"lokal","regional","related","word","word",0.353392292995847
"sne","regn","related","word","word",0.51148171988003
"marketing","reklame","related","word","word",0.411016093063979
"vask","ren","related","word","word",0.296444127402758
"virkelig","rent faktisk","related","word","word",NA
"journalist","reporter","related","word","word",0.549622679774632
"afskedigelse","resignation","related","word","word",0.269271110058281
"tillid","respekt","related","word","word",0.55250997661499
"resultat","resultat","related","word","word",1
"dommer","ret","related","word","word",0.209779862721565
"rimelig","retfærdig","related","word","word",0.426101615218312
"reparation","rette op","related","word","word",NA
"pistol","riffel","related","word","word",0.63363993094436
"ægte","rigtigt","related","word","word",0.357507442692381
"halskæde","ring","related","word","word",0.417077125594978
"farligt","risikabel","related","word","word",0.451859303307598
"fare","risiko","related","word","word",0.482440120366335
"bacon","ristet brød","related","word","word",NA
"ceremoni","ritual","related","word","word",0.467198645473311
"maskine","robot","related","word","word",0.417681603289415
"gul","rød","related","word","word",0.555315701155538
"cowboy","rodeo","related","word","word",0.323488627081304
"cigar","røg","related","word","word",0.325043975409527
"berolige","rolige","related","word","word",0.476987777544189
"græsk","roman","related","word","word",0.154412002989875
"juliet","romeo","related","word","word",0.485549664384713
"kongerige","royal","related","word","word",0.204799968044588
"cognac","rum","related","word","word",0.123580494567503
"rundt om","rund","related","word","word",NA
"støvet","rusten","related","word","word",0.295846543469226
"sti","rute","related","word","word",0.449619715171066
"stil","rytme","related","word","word",0.21644849046641
"køber","sælger","related","word","word",0.589685807159498
"enestående","særlig","related","word","word",0.346847749436071
"fællesskab","samfund","related","word","word",0.476994444694959
"svig","sammensværgelse","related","word","word",0.341937982600242
"diskussion","samtale","related","word","word",0.50257793298316
"sandsynligvis","sandsynlighed","related","word","word",0.602791365193803
"hamburger","sandwich","related","word","word",0.476493283801403
"musiker","sanger","related","word","word",0.605664517461955
"skade","sår","related","word","word",0.282740352529991
"kigge på","se","related","word","word",NA
"møde","se","related","word","word",0.355842210274131
