"af_cue","af_target","type","cue_type","target_type","af_cosine"
"entoesiasme","passie","related","word","word",0.341210446548498
"ellendig","pateties","related","word","word",0.305236104001804
"wag","patrollie","related","word","word",0.225743419102976
"papier","pen","related","word","word",0.273864854778547
"vagina","penis","related","word","word",0.576301212717897
"donkie","perd","related","word","word",0.442494860672045
"knoop","pers","related","word","word",0.0372678664895496
"karakter","persoonlikheid","related","word","word",0.306219187119052
"beskou","perspektief","related","word","word",0.24455011682847
"tablet","pil","related","word","word",0.22437498479868
"streek-","plaaslik","related","word","word",NA
"vervang","plaasvervanger","related","word","word",0.526332577502273
"sement","plastiek","related","word","word",0.433305220332772
"verantwoordelikheid","plig","related","word","word",0.441050860200058
"bombardeer","plofbaar","related","word","word",0.297435077348372
"dobbel","poker","related","word","word",0.2714076279486
"joernalisme","politiek","related","word","word",0.310640435128588
"krities","politiese","related","word","word",0.364397876548123
"gedragslyn","politikus","related","word","word",NA
"status","posisie","related","word","word",0.217732620097529
"praat","praat","related","word","word",1
"mooi","pragtige","related","word","word",0.434093340457141
"letterlik","prakties","related","word","word",0.202585859177582
"spraak","preek","related","word","word",0.189243409832097
"kanselier","president","related","word","word",0.46631329627942
"monnik","priester","related","word","word",0.406759999609404
"prinses","prins","related","word","word",0.731715566475053
"privaat","privaatheid","related","word","word",0.649680052041513
"verhoor","probeer","related","word","word",0.157247266122851
"moeilikheid","probleem","related","word","word",0.355024033752785
"handelsmerk","produk","related","word","word",0.290125922797349
"fabriek","produksie","related","word","word",0.294714369087947
"skep","produseer","related","word","word",0.24958116255
"dekaan","professor","related","word","word",0.49712827966912
"projek","program","related","word","word",0.330050633546468
"proses","prosedure","related","word","word",0.472693398437428
"bepaling","protokol","related","word","word",0.17447899796472
"model","prototipe","related","word","word",0.319768914226225
"nobelp","prys","related","word","word",NA
"waarde","prys","related","word","word",0.296030688405878
"medies","psigologies","related","word","word",0.333696153566875
"lyding","pyn","related","word","word",0.497664639985318
"kragopwekker","reaktor","related","word","word",0.478521740083005
"optimisties","realisties","related","word","word",0.500179104290325
"held","redder","related","word","word",0.319791162011248
"jaarbeurs","redelik","related","word","word",NA
"administrasie","regering","related","word","word",0.436377719854932
"produsent","regisseur","related","word","word",0.289789444989844
"hof","regter","related","word","word",0.474578333274033
"soluta","rekenaar","related","word","word",NA
"beroep","reputasie","related","word","word",0.140056070262757
"marnahon","resies","related","word","word",NA
"kroeg","restaurant","related","word","word",0.428791425725688
"dramaties","romanties","related","word","word",0.339614880569675
"keiser","rome","related","word","word",0.306115041142825
"ronde","rondom","related","word","word",0.383845508969346
"prooi","roofdier","related","word","word",0.568968186884485
"diefstal","rooftog","related","word","word",0.411501430225028
"muis","rot","related","word","word",0.321143837847358
"draai","roteer","related","word","word",0.409376401549486
"smaak","ruik","related","word","word",0.37942052146806
"bestuur","ry","related","word","word",0.19762162215217
"arm","ryk","related","word","word",0.376368656673754
"skat","rykdom","related","word","word",0.295682475275415
"spioenasie","sabotasie","related","word","word",0.547752671961905
"boks","sak","related","word","word",0.191074475740955
"doek","sakdoek","related","word","word",0.534080672566808
"industrie","sakeonderneming","related","word","word",0.25002305756978
"pensioen","salaris","related","word","word",0.537160265758572
"wet","samestelling","related","word","word",0.187853066887315
"ninja","samurai","related","word","word",0.529364743935582
"modder","sand","related","word","word",0.516425521337803
"melk","sap","related","word","word",0.101845485144189
"radar","satelliet","related","word","word",0.37177888961497
"anker","seil","related","word","word",0.376087220185022
"per geleentheid","selde","related","word","word",NA
"hardnekkig","selfsugtig","related","word","word",0.376579329275483
"parlement","senafe","related","word","word",NA
"goewerneur","senator","related","word","word",0.370534745728348
"delikaat","sensitief","related","word","word",0.339562199950828
"myl","sentimeter","related","word","word",0.406349918772578
"sensor","sentreerder","related","word","word",NA
"bekommerd","senuweeagtig","related","word","word",0.314344542132453
"brein","serebrale","related","word","word",0.5138421827096
"ritueel","seremonie","related","word","word",0.367402317942236
"invoeg","set","related","word","word",0.198352965787629
"dogter","seun","related","word","word",0.531111988637364
"meisie","seun","related","word","word",0.300416905634437
"siek","siek","related","word","word",1
"griep","siekte","related","word","word",0.495590601362624
"anatomie","sielkunde","related","word","word",0.428992777307888
"rook","sigaar","related","word","word",NA
"tabak","sigaret","related","word","word",0.362325319506835
"goud","silwer","related","word","word",0.650109109641697
"vlag","simbool","related","word","word",0.313769175650284
"simptoom","sindroom","related","word","word",0.48225206549539
"naïef","sinies","related","word","word",0.372533988605064
"kapsule","sink","related","word","word",0.233526165722486
"dieretuin","sirkus","related","word","word",0.178084731472797
"netwerk","sisteem","related","word","word",0.185226134890332
"staan","sit","related","word","word",0.261018578671279
"god","sivineer","related","word","word",NA
"wyn","sjampanje","related","word","word",0.421676440138812
"suiker","sjokolade","related","word","word",0.43319304617391
"skinderstorie","skandaal","related","word","word",0.294137329781113
"been","skedel","related","word","word",0.380934517638794
"kalender","skedule","related","word","word",0.326662589208267
"liefdadigheid","skenking","related","word","word",0.280277951065713
"shooter","skerpskutter","related","word","word",0.283228422897044
"skut","skiet","related","word","word",0.396128936831858
"stewel","skoen","related","word","word",0.417264051525808
"klas","skool","related","word","word",0.286310125734138
"bekoring","skoonheid","related","word","word",0.374712202051155
"sensasioneel","skouspelagtige","related","word","word",0.143700470469007
"skrikmaak","skrikmaak","related","word","word",NA
"lees","skryf","related","word","word",0.463928317247266
"digter","skrywer","related","word","word",0.49548700149715
"toevlug","skuiling","related","word","word",0.440808575862672
"onskuldig","skuldig","related","word","word",0.827943279745641
"sop","slaai","related","word","word",0.407626391064765
"getref","slaan","related","word","word",0.14958681220402
"rusteken","slaap","related","word","word",NA
"kamer","slaapkamer","related","word","word",0.7022982705289
"aar","slagaar","related","word","word",0.494173835271733
"arena","slagveld","related","word","word",0.0985027323289368
"wurm","slang","related","word","word",0.374418549589981
"goed","sleg","related","word","word",0.453614179568669
"huursoldaat","sluipmoordenares","related","word","word",NA
"sleutel","sluit","related","word","word",0.148880805564061
"skin","sneesdoekie","related","word","word",NA
"reën","sneeu","related","word","word",0.430345751844735
"pad","snelweg","related","word","word",0.43207190783714
"skeur","sny","related","word","word",0.282625520820001
"basketbal","sokker","related","word","word",0.584063741028258
"maan","son","related","word","word",0.457194015857886
"saterdag","sondag","related","word","word",0.620506215387767
"area","sone","related","word","word",0.205995515784984
"maan","sonkrag","related","word","word",0.309294800326704
"room","sous","related","word","word",0.43655187002673
"red","spaar","related","word","word",0.248838478202555
"lasagne","spaghetti","related","word","word",0.383304067853222
"liga","span","related","word","word",0.405979551591927
"afval","spandeer","related","word","word",0.141106405268376
"pop","speelding","related","word","word",0.237358977754993
"heildronk","spek","related","word","word",0.171160130737944
"kenner","spesialis","related","word","word",0.348196603133805
"agent","speurder","related","word","word",0.278644519072577
"weerkaatsing","spieël","related","word","word",0.526578001021112
"senuwee","spier","related","word","word",0.538969996554861
"afstand","spoed","related","word","word",0.287170894085027
"stokperdjie","sport","related","word","word",0.408865028733023
"opereer","sprerkkamer","related","word","word",NA
"klim","spring","related","word","word",0.320253142070532
"naald","spuitnaald","related","word","word",NA
