"gl_target","gl_cue","type","target_type","cue_type","gl_cosine"
"friendly","polito","related","word","word",NA
"dynamite","pólvora","related","word","word",NA
"túnel","ponte","related","word","word",0.278406020028472
"famoso","popular","related","word","word",0.29158785657109
"meat","porco","related","word","word",NA
"película","porn","related","word","word",0.309563034973921
"hide","portada","related","word","word",NA
"gate","portal","related","word","word",NA
"negativo","positivo","related","word","word",0.663353847131655
"cake","postre","related","word","word",NA
"talento","potencial","related","word","word",0.275702693323647
"venda","poxa","related","word","word",0.333626861631811
"alegría","pracer","related","word","word",0.297516424546462
"exercicio","práctica","related","word","word",0.354733410466409
"costa","praia","related","word","word",0.215607800361606
"solicitar","pregunta","related","word","word",0.246350342062251
"preocupación","preocupación","related","word","word",1
"nervioso","preocupado","related","word","word",0.435268602865404
"planificación","preparación","related","word","word",0.664201353820446
"absence","presenza","related","word","word",NA
"manter","preservar","related","word","word",0.299967545713448
"stop","prevención","related","word","word",NA
"depredador","prey","related","word","word",NA
"dignidade","pride","related","word","word",NA
"o último","primeira","related","word","word",NA
"príncipe","princesa","related","word","word",0.48587536651254
"privacidade","private","related","word","word",0.249274852209232
"honor","privilexio","related","word","word",0.455431313458133
"probable","probabilidade","related","word","word",0.524671939873228
"procedemento","proceso","related","word","word",0.554752725412547
"director","produtor","related","word","word",0.489887321694399
"ingresos","profit","related","word","word",NA
"desenvolvemento","progreso","related","word","word",0.328886801327146
"prohibido","prohibido","related","word","word",1
"propietario","propiedade","related","word","word",0.592067181166107
"suxerir","propoñer","related","word","word",NA
"intención","propósito","related","word","word",0.201289226964171
"vitamina","proteína","related","word","word",NA
"demostración","protesta","related","word","word",0.235891024679676
"defender","protexer","related","word","word",0.467509419679612
"programa","proxecto","related","word","word",0.491583160872838
"restaurante","pub","related","word","word",0.284707662976794
"márketing","publicidade","related","word","word",NA
"presión","pulso","related","word","word",0.195886094954205
"mangueira","pump","related","word","word",NA
"arresto","punish","related","word","word",0.328033146787014
"indicar","punto","related","word","word",0.0990135501946803
"estrutura","pyramid","related","word","word",NA
"que","que","related","word","word",1
"king","queen","related","word","word",0.514396877666368
"accusation","queixa","related","word","word",NA
"meter","quilómetro","related","word","word",0.270870293736711
"bioloxía","química","related","word","word",0.55458978005049
"comunista","racista","related","word","word",0.632151154239052
"satélite","radar","related","word","word",0.265539478432209
"perímetro","radio","related","word","word",0.269793320801339
"televisión","radio","related","word","word",0.375623221593765
"snow","rain","related","word","word",NA
"boy","rapaza","related","word","word",0.176574244438396
"estraño","rara","related","word","word",0.349699404366448
"rat","rato","related","word","word",NA
"irresponsable","razoable","related","word","word",NA
"causa","razón","related","word","word",0.226600455028937
"prepare","ready","related","word","word",NA
"fantasía","realidade","related","word","word",0.272683784251877
"festy","recepción","related","word","word",NA
"reúnense","recoller","related","word","word",NA
"sabía","recoñecer","related","word","word",0.265791398952599
"cura","recuperación","related","word","word",0.12069894314582
"prisioneiro","reféns","related","word","word",0.259089593686349
"espello","reflexión","related","word","word",0.300566433961013
"fugitive","refuxiado","related","word","word",NA
"refuxio","refuxio","related","word","word",1
"batallón","regimiento","related","word","word",NA
"protocolo","regra","related","word","word",0.210597915092235
"amizade","relación","related","word","word",0.33217872106777
"fígado","renney","related","word","word",NA
"dimisión","renuncia","related","word","word",0.299168622342281
"xornalista","reporter","related","word","word",NA
"save","rescate","related","word","word",0.165380854860372
"estudo","research","related","word","word",NA
"gasto","residuos","related","word","word",0.202020418395457
"resistir","resistencia","related","word","word",0.553108588502501
"confianza","respecto","related","word","word",0.265416199000009
"deber","responsabilidade","related","word","word",0.249086541545776
"responder","resposta","related","word","word",0.613702859201242
"resultado","resultado","related","word","word",1
"vision","revelación","related","word","word",NA
"xustiza","revenge","related","word","word",NA
"aceptar","rexeitar","related","word","word",0.576451537326206
"local","rexional","related","word","word",0.45997797605333
"gravación","rexistro","related","word","word",0.295499131027145
"escándalo","rexouba","related","word","word",NA
"absurdo","ridículo","related","word","word",0.55797580189528
"gun","rifle","related","word","word",NA
"lago","río","related","word","word",0.50116989050824
"danger","risco","related","word","word",NA
"estilo","ritmo","related","word","word",0.209834804581538
"cerimonia","ritual","related","word","word",0.332478467990797
"machine","robot","related","word","word",NA
"pedra","rock","related","word","word",0.211876407117402
"misiles","rocket","related","word","word",NA
"cowboy","rodeo","related","word","word",NA
"arredor","rolda","related","word","word",0.132275001190379
"grego","roman","related","word","word",0.289215597810712
"juliet","romeo","related","word","word",NA
"rob","roubar","related","word","word",0.210473250342237
"roubo","roubo","related","word","word",1
"reino","royal","related","word","word",NA
"son","ruído","related","word","word",0.077770322060966
"cognac","rum","related","word","word",NA
"walk","run","related","word","word",NA
"dusty","rusty","related","word","word",NA
"camiño","ruta","related","word","word",0.369474565729551
"delicioso","saboroso","related","word","word",0.612326152329504
"tráxico","sad","related","word","word",NA
"secure","safe","related","word","word",NA
"entrada","saída","related","word","word",0.388406980332613
"dormitorio","sala","related","word","word",0.389209656872216
"harmonía","saldo","related","word","word",NA
"hamburguesa","sandwich","related","word","word",0.407790594194996
"urine","sangue","related","word","word",NA
"feliz","satisfeito","related","word","word",0.375200254402692
"domingo","saturda","related","word","word",NA
"normal","saudable","related","word","word",0.351376062411428
"educación","saúde","related","word","word",0.385813742684159
"bretaña","scratch","related","word","word",NA
"océano","sea","related","word","word",0.103868103338616
"wet","secar","related","word","word",NA
"parágrafo","sección","related","word","word",0.25764052390908
"asistente","secretario","related","word","word",0.387223502134612
"misterio","secreto","related","word","word",0.258402965494612
"decada","século","related","word","word",NA
"primaria","secundaria","related","word","word",0.645402709361708
