"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"kavč","postelja","related","word","word",0.523796431054659
"dostojnik","pošten","related","word","word",NA
"zvestoba","poštenost","related","word","word",0.530943240064632
"postopek","postopek","related","word","word",1
"pot","pot","related","word","word",1
"potisnite","poteg","related","word","word",0.354034140611861
"vozovnice","potni list","related","word","word",NA
"potrditev","potrdite","related","word","word",0.723869402074534
"potrebno","potreba","related","word","word",0.491715879621216
"reči","povej","related","word","word",0.24693355739071
"kontakt","povezava","related","word","word",0.347983625342667
"layer","površina","related","word","word",NA
"čestitajte","pozdravi","related","word","word",0.219537839820372
"pepel","prah","related","word","word",0.522379109232838
"dobesedno","praktično","related","word","word",0.342264629205949
"čisto","pranje","related","word","word",0.179871204851491
"krava","prašič","related","word","word",0.445559784335779
"nezakonito","prav","related","word","word",0.185654771310668
"narobe","pravilno","related","word","word",0.374717683250047
"maščevanje","pravosodje","related","word","word",0.238663524609764
"fidelity","predanost","related","word","word",0.0946763669004417
"seminar","predavanje","related","word","word",0.516677140059248
"predlaga","predlagam","related","word","word",0.650775409936905
"predmet","predmet","related","word","word",1
"zaključek","predpostavka","related","word","word",0.27762132852475
"tabela","predsednik","related","word","word",0.136559475734952
"kancler","predsednik","related","word","word",0.413929121388848
"pregledati","preiskava","related","word","word",0.268078128254879
"analitik","preiskovalec","related","word","word",0.474665938651049
"smash","premor","related","word","word",0.105348851734702
"premakni","prenos","related","word","word",0.09796430445187
"prepovedano","prepovedati","related","word","word",0.725342925494043
"crown","prestol","related","word","word",0.0750325428092722
"prestrašiti","prestrašiti","related","word","word",1
"prihodnost","preteklost","related","word","word",0.629721462194776
"podcenjevati","pretirano","related","word","word",0.217466737784918
"preverite","preveri","related","word","word",0.835255734537186
"živi","preživeli","related","word","word",0.346704751750839
"ventil","prezračevanje","related","word","word",0.500819154067985
"ven","približno","related","word","word",0.133998392814669
"počakati","pričakovati","related","word","word",0.311494359450764
"priča","pričanje","related","word","word",0.437162079184361
"prihod","pridi","related","word","word",0.145282007580599
"vzdevek","priimek","related","word","word",0.476404993460061
"sodelavec","prijatelj","related","word","word",0.540443578306631
"odnos","prijateljstvo","related","word","word",0.42374074495891
"vljudni","prijazno","related","word","word",0.442953600197817
"udobno","prijetno","related","word","word",0.585084738210094
"sekundarno","primarno","related","word","word",0.59200219915352
"princesa","princ","related","word","word",0.642317702630538
"pripravljen","pripravite se","related","word","word",NA
"zaliv","pristanišče","related","word","word",0.423094926510308
"pulse","pritisk","related","word","word",0.359424611135127
"gumb","pritisnite","related","word","word",0.587028516841761
"pozornost","privlačijo","related","word","word",0.25646882713221
"priznaj","priznava","related","word","word",0.424225708239256
"težava","problem","related","word","word",0.662924235954076
"kupite","prodaj","related","word","word",0.356166406778784
"dražba","prodaja","related","word","word",0.400458060507144
"dekan","profesor","related","word","word",0.54321479500726
"project","program","related","word","word",0.400075048249236
"ustvarite","proizvajajo","related","word","word",0.292688182996336
"tovarna","proizvodnja","related","word","word",0.57043825762081
"povpraševanje","prošnja","related","word","word",0.206065184736365
"prosto","prost","related","word","word",0.571003203280672
"prostovoljca","prostovoljno","related","word","word",0.59893893490953
"pravilo","protokol","related","word","word",0.432353128474938
"model","prototip","related","word","word",0.440288442644021
"želodec","prsni koš","related","word","word",NA
"dna","prstni odtis","related","word","word",NA
"tekmovanje","prvenstvo","related","word","word",0.621767410566448
"anatomija","psihologija","related","word","word",0.565137784248696
"medical","psihološki","related","word","word",0.174207513854994
"butterfly","ptica","related","word","word",0.217395818705948
"chicken","puran","related","word","word",0.214336803380933
"dovolite","pustiti","related","word","word",0.355361987686158
"vstavi","put","related","word","word",0.210807401654245
"maraton","race","related","word","word",0.129101659681319
"programska oprema","računalnik","related","word","word",NA
"tumor","rak","related","word","word",0.476527894075853
"rocket","raketa","related","word","word",0.213439653108996
"veverica","rakun","related","word","word",0.432456003357079
"ugrabitelj","ransom","related","word","word",0.144758014085612
"presenečenje","razočaranje","related","word","word",0.54137132728075
"galerija","razstava","related","word","word",0.566656512377128
"se zavedajte","razumeti","related","word","word",NA
"pošteno","razumno","related","word","word",0.431329984450453
"napredek","razvoj","related","word","word",0.480200890748644
"generator","reaktor","related","word","word",0.521393546824537
"prav","real","related","word","word",0.0915713316307792
"optimist","realističen","related","word","word",0.428276644363324
"občasno","redko","related","word","word",0.390544868572266
"filozofija","religija","related","word","word",0.494130694755236
"pravzaprav","res","related","word","word",0.292194318587893
"gostilna","restavracija","related","word","word",0.517100910741308
"morski pes","ribe","related","word","word",NA
"lov","ribolov","related","word","word",0.585153196910651
"slabo","rich","related","word","word",0.146310857530106
"drive","ride","related","word","word",0.316290281672386
"cezar","rim","related","word","word",0.539546793068829
"tkanina","robček","related","word","word",0.255175217286022
"obletnica","rojstni dan","related","word","word",NA
"roka","roka","related","word","word",1
"dramatično","romantic","related","word","word",NA
"kraja","rop","related","word","word",0.294468706887175
"rdeča","rumena","related","word","word",0.570120834729624
"wspionage","sabotaža","related","word","word",NA
"apple","sadje","related","word","word",0.18058017996019
"sidro","sail","related","word","word",NA
"pirate","sailor","related","word","word",0.111372820971222
"trik","šala","related","word","word",0.29292531869405
"temple","samostan","related","word","word",0.159278580161125
"sirotišnica","samostan","related","word","word",0.396218686927455
"ninja","samurai","related","word","word",0.329493640577611
"blato","sand","related","word","word",0.0955439470517681
"radar","satellite","related","word","word",0.302979877220933
"opravljanje","scandal","related","word","word",0.105684363694699
"končno","sčasoma","related","word","word",0.307776565093806
"že","še vedno","related","word","word",NA
"trmast","sebično","related","word","word",0.295257919050917
"sef","secure","related","word","word",0.167128721589287
"base","sedež","related","word","word",0.133045643079965
"upravitelj","šef","related","word","word",0.45365871196673
"parlament","senat","related","word","word",0.537695914991164
"guverner","senator","related","word","word",0.43792080075036
"govor","sermon","related","word","word",0.161142370164853
"konferenca","sestanek","related","word","word",0.43393178140006
"kontaminacija","sevanje","related","word","word",0.373210058711293
"južno","sever","related","word","word",0.454670688796591
"strel","shoot","related","word","word",0.201252276531085
"reševanje","shrani","related","word","word",0.160617942927873
"močna","šibka","related","word","word",0.496647983556383
"frekvenca","signal","related","word","word",0.525796301332263
"moč","sila","related","word","word",0.375196899864152
"zlato","silver","related","word","word",0.128411191252625
"oznaka","simbol","related","word","word",0.319672923526324
"hči","sin","related","word","word",0.439957253610733
"simptom","sindrom","related","word","word",0.49729563170561
"padec","sip","related","word","word",0.131295142785377
"ozko","širok","related","word","word",0.379705371376976
"network","sistem","related","word","word",0.203596560591445
"stand","sit","related","word","word",0.108847530249282
