"hi_target","hi_cue","type","target_type","cue_type","hi_cosine"
"घड़ी","बारूद भरा हुआ पटाखा","related","word","word",NA
"फ़ुटबॉल","बास्केटबाल","related","word","word",NA
"के भीतर","बाहर","related","word","word",NA
"के बारे में","बाहर","related","word","word",NA
"प्रवेश","बाहर जाएं","related","word","word",NA
"संकेत मिलता है","बिंदु","related","word","word",NA
"पूरी तरह","बिल्कुल","related","word","word",NA
"कार्डिनल","बिशप","related","word","word",NA
"जूता","बीओओटी","related","word","word",NA
"बीमार","बीमार","related","word","word",NA
"गोली","बुद्धि का विस्तार","related","word","word",NA
"बुद्धिमान","बुद्धिमान","related","word","word",NA
"मूर्ख","बुद्धू","related","word","word",NA
"गंदा","बुरा","related","word","word",NA
"सपना","बुरा सपना","related","word","word",NA
"क्रूरता","बुराई","related","word","word",NA
"telephone","बुलाना","related","word","word",NA
"पेड़","बुश","related","word","word",NA
"सिप","बूंद","related","word","word",NA
"खर्च करना","बेकार","related","word","word",NA
"बेटा","बेटी","related","word","word",NA
"इन्वेस्टर","बैंकर","related","word","word",NA
"वित्तीय","बैंकिंग","related","word","word",NA
"वर्दी","बैज","related","word","word",NA
"स्नानघर","बौछार","related","word","word",NA
"आकाशगंगा","ब्रम्हांड","related","word","word",NA
"उत्पाद","ब्रांड","related","word","word",NA
"सूटकेस","ब्रीफ़केस","related","word","word",NA
"महिला","भगवान","related","word","word",NA
"दिव्य","भगवान","related","word","word",NA
"भयंकर","भयानक","related","word","word",NA
"मुश्किल","भयानक","related","word","word",NA
"भूतकाल","भविष्य","related","word","word",NA
"पलायन","भागना","related","word","word",NA
"भाग्य","भाग्य","related","word","word",NA
"माल","भार","related","word","word",NA
"भेड़िया","भालू","related","word","word",NA
"उपदेश","भाषण","related","word","word",NA
"मरना","भुगतना","related","word","word",NA
"विस्फोट","भूकंप","related","word","word",NA
"प्यास","भूख","related","word","word",NA
"उड़ना","भूमि","related","word","word",NA
"नीला","भूरा","related","word","word",NA
