"sr_cue","sr_target","type","cue_type","target_type","sr_cosine"
"коментар","школски","unrelated","word","word",0.457259077580896
"галерија","лав","unrelated","word","word",0.414529806480905
"сума","писати","unrelated","word","word",0.458401416308083
"описати","инфекција","unrelated","word","word",0.403778799288754
"рачунати","ињекција","unrelated","word","word",0.3621166891227
"невер","снајпер","unrelated","word","word",0.430293280088233
"ласкати","опис","unrelated","word","word",NA
"банкар","мачка","unrelated","word","word",0.376606301218247
"паук","комуниста","unrelated","word","word",0.443786433715378
"преглед","шума","unrelated","word","word",0.289940671249807
"надахнути","хришћанин","unrelated","word","word",NA
"оруђе","мучнина","unrelated","word","word",0.482198943265717
"оштроуман","предавање","unrelated","word","word",NA
"лични","висина","unrelated","word","word",0.347544144202915
"инстинкт","брат","unrelated","word","word",0.308012345516212
"вирус","статуа","unrelated","word","word",0.388140366484644
"извор","превара","unrelated","word","word",0.400296875947872
"подаци","размислити","unrelated","word","word",0.334530684476455
"доза","власник","unrelated","word","word",0.357544522850656
"иронија","дно","unrelated","word","word",0.344474505836052
"пристојан","знати","unrelated","word","word",0.384100630764206
"лојалност","челик","unrelated","word","word",0.378905889648807
"запад","флота","unrelated","word","word",0.485269254729479
