sr_cue,sr_target,type,cue_type,target_type,sr_cosine
зарђао,прашњав,related,word,word,
такмичење,првенство,related,word,word,0.632586158319455
плен,предатор,related,word,word,0.451534785871999
завера,превара,related,word,word,0.592033901826846
семинар,предавање,related,word,word,0.50710918498413
сензор,предајник,related,word,word,0.514849016130044
предлагати,предложити,related,word,word,
објекат,субјекат,related,word,word,0.884688692559893
верност,оданост,related,word,word,0.82963280968786
канцелар,председник,related,word,word,0.535655600630097
милионер,предузетник,related,word,word,0.549390494297691
живети,преживети,related,word,word,0.81613854806441
надимак,презиме,related,word,word,0.485523370639533
потез,пренос,related,word,word,0.384153254285613
круна,престо,related,word,word,0.498974418393042
потцењивати,претеривати,related,word,word,0.795885636948031
закључак,претпоставка,related,word,word,0.442822931560114
топао,хладан,related,word,word,0.623798643247861
приватан,приватност,related,word,word,0.714256116617162
пажња,привући,related,word,word,0.501456664324696
признати,исповедити,related,word,word,
удобан,пријатан,related,word,word,0.653803350615375
колега,пријатељ,related,word,word,0.458226599651892
учтив,пријатељски,related,word,word,0.456621117807208
однос,пријатељство,related,word,word,0.471991618781934
контакт,веза,related,word,word,0.485025626218713
секундаран,примаран,related,word,word,
принцеза,принц,related,word,word,0.810035024786081
спреман,припремити,related,word,word,0.590723812262158
пулс,притисак,related,word,word,0.588812632967198
дугме,притиснути,related,word,word,0.591484056744789
одбити,прихватити,related,word,word,0.624981007315483
профит,приход,related,word,word,0.646999520940224
гадан,прљав,related,word,word,0.55060993803731
невоља,проблем,related,word,word,0.497745863374015
проверавати,потврдити,related,word,word,0.570539278276618
протраћити,проводити,related,word,word,
пројекат,програм,related,word,word,0.67619023857858
аукција,продаја,related,word,word,0.519658294426518
купити,продати,related,word,word,0.640998747497275
направити,произвести,related,word,word,0.507230411806629
марка,производ,related,word,word,0.379213074028184
фабрика,производња,related,word,word,0.594176343051272
ракета,пројектил,related,word,word,0.643106140101301
тражити,пронаћи,related,word,word,0.579542663746293
говор,проповед,related,word,word,0.517522525741345
непријатељ,противник,related,word,word,0.521316267776705
владавина,правила,related,word,word,0.431780267024279
модел,прототип,related,word,word,0.533317667781783
аматерски,професионалан,related,word,word,0.600027443699614
декан,професор,related,word,word,0.47263882362959
процес,процедура,related,word,word,0.778096056990335
посматрање,процена,related,word,word,0.436760881207335
будућност,прошлост,related,word,word,0.629085272585697
анатомија,психологија,related,word,word,0.692926915797963
медицински,психолошки,related,word,word,0.634677328184218
лептир,птица,related,word,word,0.515438500718598
гомила,публика,related,word,word,0.43124414671122
генерал,пуковник,related,word,word,0.574658092100187
празан,пун,related,word,word,0.465460522037135
пуцањ,пуцати,related,word,word,0.734288427312829
