"ca_target,"ca_cue","type","target_type","cue_type","ca_cosine"
"tanca","obert","related","word","word",0.291014581853596
"clausura","obertura","related","word","word",NA
"assignatura","objecte","related","word","word",NA
"enrecordar","oblidar","related","word","word",NA
"valoració","observació","related","word","word",0.533627347611243
"desafiament","obstacle","related","word","word",0.296152900842996
"ànec","oca","related","word","word",0.329055731459226
"est","occident","related","word","word",0.218054014883686
"ocórrer","ocórrer","related","word","word",1
"amor","odiar","related","word","word",0.154618299640378
"donar","oferta","related","word","word",0.176410794654478
"oficial","oficialment","related","word","word",0.696524183645257
"fosc","ombra","related","word","word",0.35999817791694
"pare","oncle","related","word","word",0.225121238850569
"funcional","operacional","related","word","word",NA
"altitud","opinió","related","word","word",0.279591359791354
"possibilitat","oportunitat","related","word","word",0.375544273063226
"realista","optimista","related","word","word",0.63369885261494
"organitzar","ordenar","related","word","word",0.294330270345218
"convent","orfenat","related","word","word",0.210697286883886
"erecció","orgasme","related","word","word",0.136352908134408
"dignitat","orgull","related","word","word",0.358333233534187
"excitat","orgullós","related","word","word",0.27028134396218
"còpia","original","related","word","word",0.193554792255814
"tira","orquestra","related","word","word",NA
"calavera","os","related","word","word",0.211000468192488
"pres","ostatge","related","word","word",0.163483776046468
"estranger","ovni","related","word","word",NA
"formatge","pa","related","word","word",0.357140765939906
"compassió","paciència","related","word","word",0.364178651475732
"clienta","pacient","related","word","word",0.389251187851823
"atlàntic","pacífic","related","word","word",0.589087822090964
"martell","pal","related","word","word",0.284868572504053
"castell","palau","related","word","word",0.348122795139123
"observar","pantalla","related","word","word",0.237147391310186
"ocell","papallona","related","word","word",0.239168349271927
"bolígraf","paper","related","word","word",0.411156917732774
"infern","paradís","related","word","word",0.194480015316411
"boja","paranoica","related","word","word",0.29772995439337
"frase","paraula","related","word","word",0.465324103196169
"mare","pare","related","word","word",0.53562729763463
"cosí","parent","related","word","word",0.255685971352117
"tanca","paret","related","word","word",0.201608207150182
"senat","parlament","related","word","word",0.269858726510406
"conductora","passatger","related","word","word",NA
"tomàquet","patata","related","word","word",0.368516309800659
"mal","patiment","related","word","word",0.167172823385478
"heretar","patratge","related","word","word",NA
"crim","pecat","related","word","word",0.213578150683656
"teixit","pell","related","word","word",0.287015015888441
"execució","penjant","related","word","word",0.097687405758722
"sou","pensió","related","word","word",0.0674889441347773
"guanyador","perdedor","related","word","word",0.538193616223675
"gràcies","perdó","related","word","word",0.275147174182184
"excusar","perdonar","related","word","word",NA
"descripció","perfil","related","word","word",0.340372890117869
"perillós","perillós","related","word","word",1
"política","periodisme","related","word","word",0.301563295173521
"periodista","periodista","related","word","word",1
"aprobació","permissió","related","word","word",NA
"individual","persona","related","word","word",0.231943568668554
"íntim","personal","related","word","word",0.144584536512032
"personalitat","personatge","related","word","word",0.62825556929202
"altura","pes","related","word","word",0.218265838995002
"fortament","pesat","related","word","word",0.198334155453114
"petit","petit","related","word","word",1
"abraçada","petó","related","word","word",0.395730948762177
"guitarra","piano","related","word","word",0.410543678002224
"ding","pical","related","word","word",NA
"campament","pícnic","related","word","word",0.240686611533016
"dibuixar","pintura","related","word","word",0.288888450392852
"estructura","piràmide","related","word","word",0.297176325809571
"mariner","pirata","related","word","word",0.331859684324668
"catifa","pis","related","word","word",0.167954859474191
"arma","pistola","related","word","word",0.414901499290447
"alegria","plaer","related","word","word",0.291374042749929
"epidèmia","plaga","related","word","word",0.364219103477075
"estratègia","planejar","related","word","word",0.147442138928111
"òrbita","planeta","related","word","word",0.468784458647121
"flor","planta","related","word","word",0.171008502319556
"maduixa","plàtan","related","word","word",0.483117126637895
"costa","platja","related","word","word",0.142139861660335
"revista","playboy","related","word","word",NA
"tallar","plor","related","word","word",0.0924864643933437
"gent","població","related","word","word",0.272879092888653
"ric","pobre","related","word","word",0.354362396080366
"misèria","pobresa","related","word","word",0.36008127302221
"escriptor","poeta","related","word","word",0.33982482823877
"gall dindi","pollastre","related","word","word",NA
"pressió","pols","related","word","word",0.207934634356776
"fruita","poma","related","word","word",0.349925849452296
"túnel","pont","related","word","word",0.437967195411438
"famós","popular","related","word","word",0.362561051730173
"pel·lícula","porno","related","word","word",NA
"porta","portal","related","word","word",0.695979430216258
"enviar","portar","related","word","word",0.181275071747006
"negatiu","positiu","related","word","word",0.521521265146442
"alba","posta de sol","related","word","word",NA
"pastís","postres","related","word","word",0.213681902401328
"probalment","pot ser","related","word","word",NA
"talent","potencial","related","word","word",0.32524233047615
"exercici","practicar","related","word","word",0.309055270143997
"nerviós","preocupat","related","word","word",0.381100358876008
"planificació","preparació","related","word","word",0.388709577647744
"procediment","preparar","related","word","word",0.145931510349644
"depredador","presa","related","word","word",0.215657047521563
"absència","presència","related","word","word",0.778087874873618
"mantenir","preservar","related","word","word",0.309344040982474
"finançament","pressupost","related","word","word",0.352984618150117
"atura","prevenir","related","word","word",0.110327035743148
"espés","prim","related","word","word",NA
"per acabar","primer","related","word","word",NA
"príncep","princesa","related","word","word",0.387985372745739
"intimitat","privat","related","word","word",0.317315323058572
"honor","privilegi","related","word","word",0.401284759125086
"probable","probabilitat","related","word","word",0.558195582078432
"problema","problema","related","word","word",1
"continuar","procedir","related","word","word",0.2513787974786
"director","productor","related","word","word",0.525932283509333
"ordinador","programari","related","word","word",0.326013634174367
"desenvolupament","progrés, progressar","related","word","word",NA
"prohibit","prohibit","related","word","word",1
"programa","projecte","related","word","word",0.361309235302776
"propietari","propietat","related","word","word",0.783634546399543
"sugerir","proposar","related","word","word",NA
"intenció","propòsit","related","word","word",0.177353722834094
"defendre","protegir","related","word","word",0.327807323914798
