"pt_cue","pt_target","type","cue_type","target_type","pt_cosine"
"troféu","medalha","related","word","word",0.525369207542677
"artefato","medalhão","related","word","word",0.385816198064848
"álcool","medicamento","related","word","word",0.398416275231225
"horror","medo","related","word","word",0.320612920083694
"meia-noite","meio-dia","related","word","word",NA
"mudança","melhoria","related","word","word",0.502776979178535
"mais","menos","related","word","word",0.543839642736939
"aviso","mensagem","related","word","word",0.360467923469517
"mentira","mentiroso","related","word","word",0.505471568930211
"ferro","metal","related","word","word",0.498650795596251
"quilômetro","metro","related","word","word",0.369597502539456
"câmera","microfone","related","word","word",0.513349967310582
"telescópio","microscópio","related","word","word",0.516015818995274
"civil","militares","related","word","word",0.406683494847933
"embaixada","ministério","related","word","word",0.394893937344455
"embaixador","ministro","related","word","word",0.49150338551427
"segundo","minuto","related","word","word",0.653484939407212
"pobreza","miséria","related","word","word",0.579149617076151
"perdão","misericórdia","related","word","word",0.579076297777534
"tarefa","missão","related","word","word",0.659501456456916
"foguete","míssil","related","word","word",0.547580726866905
"segredo","mistério","related","word","word",0.43026023718489
"combinação","mistura","related","word","word",0.516032299239759
"humilde","modesto","related","word","word",0.536149025187048
"seco","molhado","related","word","word",0.607622135556013
"creme","molho","related","word","word",0.567203641318822
"tela","monitor","related","word","word",0.314141670445128
"colina","montanha","related","word","word",0.670209616741077
"soma","montante","related","word","word",0.510906105913186
"número","morada","related","word","word",0.452716556703633
"banana","morango","related","word","word",0.56385038270674
"aspirina","morfina","related","word","word",0.574758339877261
"sofra","morrer","related","word","word",0.328634671414086
"vivo","morta","related","word","word",0.335761718581847
"terra","mosca","related","word","word",0.124452823036289
"têmpora","mosteiro","related","word","word",0.0674195904118234
"hotel","motel","related","word","word",0.779457546439226
"tanque","motor","related","word","word",0.465623124412693
"às vezes","muitas vezes","related","word","word",NA
"extremamente","muito","related","word","word",0.659643580648451
"viúva","mulher","related","word","word",0.52317021211541
"internacional","mundo","related","word","word",0.321822293583775
"nervo","músculo","related","word","word",0.549280826559888
"biblioteca","museu","related","word","word",0.446058340021648
"jazz","música","related","word","word",0.580466459723237
"álbum","música","related","word","word",0.44455272871108
"cantor","músico","related","word","word",0.688144041383945
"evolução","mutação","related","word","word",0.536973195640339
"país","nação","related","word","word",0.57188131489874
"afogar","nadar","related","word","word",0.449690471581737
"boca","nariz","related","word","word",0.456087681498012
"diarréia","náusea","related","word","word",0.524887133622827
"positivo","negativo","related","word","word",0.736835627364398
"com ciumes","nervoso","related","word","word",NA
"preocupado","nervoso","related","word","word",0.534723918705226
"chuva","neve","related","word","word",0.550556146034981
"nuvem","névoa","related","word","word",0.543002481105933
"noivo","noiva","related","word","word",0.766559931906384
"saudável","normal","related","word","word",0.471161278685759
"sul","norte","related","word","word",0.883066258510378
"excepcional","notável","related","word","word",0.592411080215876
"canal","notícias","related","word","word",0.270873428547665
"velho","novo","related","word","word",0.391572278042648
"nu","nu","related","word","word",1
"atômico","nuclear","related","word","word",0.494964959530798
"indústria","o negócio","related","word","word",NA
"claramente","obviamente","related","word","word",0.621366811960059
"mar","oceano","related","word","word",0.763355051581227
"sulista","ocidental","related","word","word",0.34617680309673
"tampa","ocultar","related","word","word",0.103592728153201
"insulto","ofender","related","word","word",0.414409100193075
"leilão","oferta","related","word","word",0.301296316799082
"oficialmente","oficial","related","word","word",0.477919074977184
"carvão","óleo","related","word","word",0.353741854191203
"comboio","ônibus","related","word","word",0.55377900377906
"hoje","ontem","related","word","word",0.665964688921717
"escolha","opção","related","word","word",0.683181195464333
"inimigo","oponente","related","word","word",0.509004239458236
"planeta","órbita","related","word","word",0.494622781963073
"olho","orelha","related","word","word",0.349758733306232
"arranjo","organizar","related","word","word",0.263883564824494
"rachadura","orifício","related","word","word",0.322233509574605
"mola","outono","related","word","word",0.0973641767398757
"setembro","outubro","related","word","word",0.654191102418669
"ouvir","ouvir","related","word","word",1
"ninho","ovo","related","word","word",0.431308525663513
"ar","oxigênio","related","word","word",0.427893786582893
"envelope","pacote","related","word","word",0.518240326635297
"monge","padre","related","word","word",0.530319496807675
"adulto","pai","related","word","word",0.294956837056631
"mãe","pai","related","word","word",0.690345387795704
"entusiasmo","paixão","related","word","word",0.518930370771891
"seminário","palestra","related","word","word",0.542223405615992
"tio","papai","related","word","word",0.438470148194437
"eterno","para todo sempre","related","word","word",NA
"seção","parágrafo","related","word","word",0.453924112892812
"sobrenatural","paranormal","related","word","word",0.581873880735475
"evitar","pare","related","word","word",0.211002049034261
"importam","partícula","related","word","word",0.0874673096856692
"chegada","partida","related","word","word",0.401473013799968
"torneio","partida","related","word","word",0.364131313657216
"futuro","passado","related","word","word",0.47711839082859
"bilhete","passaporte","related","word","word",0.499835374242273
"borboleta","pássaro","related","word","word",0.485096659501753
"dirigir","passeio","related","word","word",0.173959077233842
"sesta","passeio","related","word","word",0.363067052766359
"miserável","patético","related","word","word",0.549789706108508
"ganso","pato","related","word","word",0.60004404194237
"guarda","patrulha","related","word","word",0.327705661589883
"quebra","pausa","related","word","word",0.084909290706787
"fragmento","peça","related","word","word",0.269363106956365
"comando","pedido","related","word","word",0.158571286174974
"rocha","pedra","related","word","word",0.676960595458906
"estômago","peito","related","word","word",0.546306823345862
"tubarão","peixe","related","word","word",0.598948353722291
"vagina","pênis","related","word","word",0.559365774361249
"considerar","pensar","related","word","word",0.475426730494188
"pequeno","pequeno","related","word","word",1
"ideal","perfeito","related","word","word",0.62745992141601
"batom","perfume","related","word","word",0.504285592806179
"pergunta","perguntar","related","word","word",0.645748522980147
