"uk_cue","uk_target","type","cue_type","target_type","uk_cosine"
"безплив","патруль","nonword","nonword","word",NA
"севк","спасибі","nonword","nonword","word",NA
"прнсий","саботаж","nonword","nonword","word",NA
"безсправний","вибух","nonword","nonword","word",NA
"стадорн","сенат","nonword","nonword","word",NA
"тоно","ваніль","nonword","nonword","word",NA
"супетрен","пеніс","nonword","nonword","word",NA
"візоа","мутація","nonword","nonword","word",NA
"галущо","мурашка","nonword","nonword","word",NA
"оправдання","потрійний","nonword","nonword","word",NA
"хіначний","вчора","nonword","nonword","word",NA
"хіхая","передача","nonword","nonword","word",NA
"відткнень","слабкий","nonword","nonword","word",NA
"параноna","відданість","nonword","nonword","word",NA
"нег","чарівник","nonword","nonword","word",NA
"володая","ліжка","nonword","nonword","word",NA
"ботивий","таймер","nonword","nonword","word",NA
"ісрно","спільнота","nonword","nonword","word",NA
"жирівник","творчість","nonword","nonword","word",NA
"ваюснгтон","кафедра","nonword","nonword","word",NA
"чусик","сталь","nonword","nonword","word",NA
"вістра","голосувати","nonword","nonword","word",NA
"леанти","доказ","nonword","nonword","word",NA
"отт","практично","nonword","nonword","word",NA
"непрошений","бабуся","nonword","nonword","word",NA
"баьба","лін","nonword","nonword","word",NA
"будівечнний","лідер","nonword","nonword","word",NA
"телестана","комуніст","nonword","nonword","word",NA
"клгвина","таблетка","nonword","nonword","word",NA
"наромаення","військовий","nonword","nonword","word",NA
"ціалий","мішок","nonword","nonword","word",NA
"сеle","намір","nonword","nonword","word",NA
"антихшт","паркан","nonword","nonword","word",NA
"портчула","якість","nonword","nonword","word",NA
"зобьі","сік","nonword","nonword","word",NA
"причli","жарт","nonword","nonword","word",NA
"кориво","журнал","nonword","nonword","word",NA
"лош","грецький","nonword","nonword","word",NA
"надонтаження","оцінка","nonword","nonword","word",NA
"джщт","зазвичай","nonword","nonword","word",NA
"шейдок","знаходження","nonword","nonword","word",NA
"самогурутво","місія","nonword","nonword","word",NA
"убивін","епізод","nonword","nonword","word",NA
"нагнанці","їсти","nonword","nonword","word",NA
"випанутий","лють","nonword","nonword","word",NA
"відземний","щось","nonword","nonword","word",NA
"пандць","дохід","nonword","nonword","word",NA
"величкй","про","nonword","nonword","word",NA
"магo","паранормальний","nonword","nonword","word",NA
"клтуан","монтаж","nonword","nonword","word",NA
"швидка дащомога","величезний","nonword","nonword","word",NA
"втжній","детектив","nonword","nonword","word",NA
"долучення","справедливість","nonword","nonword","word",NA
"лач","вибирати","nonword","nonword","word",NA
"завантодувати","нормальний","nonword","nonword","word",NA
"вибиразо","медаль","nonword","nonword","word",NA
"кампанце","успадковувати","nonword","nonword","word",NA
