"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"банковскийподозренивать","банковский","подозренивать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банковскийфинансовый","банковский","финансовый","related","word","word",0.603406804645141,-0.340191197606472,0.57005799869047,0.0712572498363087,64,74,79,6,0.936708860759494,72,80,5,0.9,TRUE,TRUE,TRUE
"бапалатака","бапал","атака","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бапалневинпер","бапал","невинпер","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баронагентство","барон","агентство","unrelated","word","word",0.0958845031337341,-0.268829457350684,0.680672279502729,0.0864454659423558,62,68,71,8,0.957746478873239,67,73,6,0.917808219178082,TRUE,TRUE,TRUE
"баронграфиня","барон","графиня","related","word","word",0.406540961430272,-0.215426511589011,1.03871044295192,0.137580559131118,57,59,65,8,0.907692307692308,59,63,10,0.936507936507937,FALSE,TRUE,TRUE
"барондарсия","барон","дарсия","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баскетболодершение","баскетбол","одершение","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баскетболфутбол","баскетбол","футбол","related","word","word",0.734749770215859,-0.680926301192986,0.821566068914972,0.106958791810837,59,70,76,5,0.921052631578947,71,76,5,0.93421052631579,FALSE,TRUE,TRUE
"баскетболцеремония","баскетбол","церемония","unrelated","word","word",0.115918958844105,-0.33619246498671,0.564591116052663,0.0747819201723218,57,65,70,4,0.928571428571429,62,70,4,0.885714285714286,TRUE,TRUE,TRUE
"баскетлотводитель","баскетлот","водитель","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баскетлотсарье","баскетлот","сарье","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баслыйпрелепестный","баслый","прелепестный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баслыйпривлекать","баслый","привлекать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"башняздание","башня","здание","related","word","word",0.294458268112085,-0.54514168855332,0.678221228281497,0.0906311238809414,56,64,66,6,0.96969696969697,65,67,5,0.970149253731343,FALSE,TRUE,TRUE
"башняобыстро","башня","обыстро","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"башняпринимать","башня","принимать","unrelated","word","word",0.0929571466104083,-0.0832178221075774,1.01424097785812,0.119529445533459,72,88,93,9,0.946236559139785,85,92,10,0.923913043478261,FALSE,TRUE,TRUE
"баяншойвторник","баяншой","вторник","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баяншойстека","баяншой","стека","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бегатьорганикренивать","бегать","органикренивать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бегатьфестиваль","бегать","фестиваль","unrelated","word","word",0.0812859945406658,0.24929332180445,1.52792282442297,0.189515502000097,65,74,81,12,0.91358024691358,71,78,15,0.91025641025641,FALSE,TRUE,TRUE
"бегатьходить","бегать","ходить","related","word","word",0.642978994700829,-0.738072353451699,0.453712827859381,0.0617424954450391,54,60,62,3,0.967741935483871,58,61,4,0.950819672131147,TRUE,TRUE,TRUE
"бедностьатмультический","бедность","атмультический","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бедностьневзгоды","бедность","невзгоды","related","word","word",0.306389073760831,0.00748177965174384,0.878074249861762,0.111515541248041,62,67,77,11,0.87012987012987,71,77,11,0.922077922077922,FALSE,TRUE,TRUE
"бедностьсообщение","бедность","сообщение","unrelated","word","word",0.0291362072185172,-0.407732761577317,0.478385549892618,0.0617593089266795,60,68,70,8,0.971428571428571,68,70,8,0.971428571428571,TRUE,TRUE,TRUE
"бедныйбогатый","бедный","богатый","related","word","word",0.328591012830439,-0.81018472940591,0.524282419564,0.0700601852827627,56,66,67,8,0.985074626865672,62,67,8,0.925373134328358,TRUE,TRUE,TRUE
"бедныйнекроложение","бедный","некроложение","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бедныйпроверка","бедный","проверка","unrelated","word","word",0.0863551905248485,-0.301623791490741,0.792425408587336,0.0933882299994376,72,80,85,6,0.941176470588235,78,85,6,0.917647058823529,FALSE,TRUE,TRUE
"беженецбеглец","беженец","беглец","related","word","word",0.391661845061333,-0.608159618912505,0.695608280093489,0.0913378419267628,58,69,71,8,0.971830985915493,67,71,8,0.943661971830986,FALSE,TRUE,TRUE
"беженецвверх","беженец","вверх","unrelated","word","word",0.0675796771114177,-0.555998583317082,0.616111388239494,0.0802108706777833,59,67,72,10,0.930555555555556,68,72,10,0.944444444444444,TRUE,TRUE,TRUE
"беженецсущенутво","беженец","сущенутво","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безмальныйосвежать","безмальный","освежать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безмальныйсвалубь","безмальный","свалубь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безмолвныйрыбалка","безмолвный","рыбалка","unrelated","word","word",0.111408781203016,-0.46297151228128,0.789290279140897,0.1054733501163,56,62,65,8,0.953846153846154,59,65,8,0.907692307692308,FALSE,TRUE,TRUE
"безмолвныйрыним","безмолвный","рыним","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безмолвныйтишина","безмолвный","тишина","related","word","word",0.334189506697984,-0.415726280102218,0.660709471612746,0.0867554038741018,58,64,69,11,0.927536231884058,61,70,10,0.871428571428571,TRUE,TRUE,TRUE
"безопасныйвенреть","безопасный","венреть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безопасныйнадежный","безопасный","надежный","related","word","word",0.588408081619082,-0.480609289833156,0.596484141296634,0.0745605176620792,64,71,72,6,0.986111111111111,69,71,7,0.971830985915493,TRUE,TRUE,TRUE
"безопасныйобвинение","безопасный","обвинение","unrelated","word","word",0.0790520823685024,-0.259506151882317,0.521338540450823,0.067304516163404,60,63,66,11,0.954545454545455,64,65,12,0.984615384615385,TRUE,TRUE,TRUE
"безтопныйпроживод","безтопный","проживод","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безтопныйсенат","безтопный","сенат","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безумиегавань","безумие","гавань","unrelated","word","word",0.0875672670812064,-0.169956727921074,0.775279424354865,0.100088143306122,60,69,77,10,0.896103896103896,69,76,11,0.907894736842105,FALSE,TRUE,TRUE
"безумиеглупость","безумие","глупость","related","word","word",0.449668667159439,-0.642391408275217,0.420661643284953,0.0529983854397976,63,71,75,5,0.946666666666667,70,75,5,0.933333333333333,TRUE,TRUE,TRUE
"безумиестранера","безумие","странера","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безусловнокак правило","безусловно","как правило","related","word","word",NA,0.149656729846782,0.854243110685801,0.113147264090324,57,63,67,8,0.940298507462687,60,68,7,0.88235294117647,FALSE,TRUE,TRUE
"безусловномиллиард","безусловно","миллиард","unrelated","word","word",0.0999148538637356,-0.149407545067366,0.708417248027263,0.0973085927000031,53,58,60,9,0.966666666666667,57,60,9,0.95,FALSE,TRUE,TRUE
"безусловноследоморитель","безусловно","следоморитель","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бейлобозаскать","бейл","обозаскать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бейлтанец","бейл","танец","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бейсбодажесторонне","бейсбода","жесторонне","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бейсбодаизучать","бейсбода","изучать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беконьмапатч","беконь","мапатч","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беконьосень","беконь","осень","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"белкаенот","белка","енот","related","word","word",0.366794550189479,-0.402654619767872,0.662526957468336,0.0848278845056803,61,68,74,7,0.918918918918919,69,74,7,0.932432432432432,TRUE,TRUE,TRUE
"белкакнига","белка","книга","unrelated","word","word",0.12594292667883,-0.666064731228445,0.613835558977891,0.077336011187801,63,69,71,8,0.971830985915493,65,70,9,0.928571428571429,TRUE,TRUE,TRUE
"белкаладрка","белка","ладрка","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"белыймертира","белый","мертира","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"белыйписьмо","белый","письмо","unrelated","word","word",-0.00856134711803602,-0.7685362584561,0.39203025431031,0.0465254315272548,71,86,90,13,0.955555555555556,87,90,13,0.966666666666667,TRUE,TRUE,TRUE
"белыйчерный","белый","черный","related","word","word",0.657747970379172,-0.729171972327052,0.70820342502428,0.0963742791889382,54,57,59,7,0.966101694915254,56,58,8,0.96551724137931,FALSE,TRUE,TRUE
"беннолочка","бенно","лочка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беннотянуть","бенно","тянуть","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бентатьвызов","бентать","вызов","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бентатьсверь","бентать","сверь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"берешенецдруг","берешенец","друг","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"берешенецфырк","берешенец","фырк","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беседаиндивидолестный","беседа","индивидолестный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беседалес","беседа","лес","unrelated","word","word",0.0829870144219985,-0.720041858837627,0.580046913082279,0.0742673969657627,61,73,75,6,0.973333333333333,71,74,7,0.959459459459459,TRUE,TRUE,TRUE
"беседаобсуждение","беседа","обсуждение","related","word","word",0.315790007820909,-0.0835481332178954,0.857296688742528,0.115597861928081,55,63,64,2,0.984375,61,64,2,0.953125,FALSE,TRUE,TRUE
"бесерьёзмегерл","бесерьёз","мегерл","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бесерьёзплавать","бесерьёз","плавать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспокойгнозакломный","беспокойгно","закломный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспокойгнонажимать","беспокойгно","нажимать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспокойствоволнение","беспокойство","волнение","related","word","word",0.560497065004069,-0.278514560845846,1.22943858663101,0.157413480701344,61,68,75,14,0.906666666666667,68,76,13,0.894736842105263,FALSE,TRUE,TRUE
"беспокойстворичь","беспокойство","ричь","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспокойствостатуя","беспокойство","статуя","unrelated","word","word",0.0753891649611221,-0.392689804739237,0.500213402760371,0.065122238163385,59,66,70,6,0.942857142857143,62,69,7,0.898550724637681,TRUE,TRUE,TRUE
"бесполезныйникчемный","бесполезный","никчемный","related","word","word",0.617826753306123,0.21274353837864,0.711361656465636,0.0968040600512125,54,65,92,17,0.706521739130435,83,91,18,0.912087912087912,FALSE,TRUE,TRUE
"бесполезныйслурваться","бесполезный","слурваться","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бесполезныйсообщество","бесполезный","сообщество","unrelated","word","word",0.112007279339662,-0.40056188179324,0.51749062300311,0.067371540651563,59,69,73,5,0.945205479452055,67,71,7,0.943661971830986,TRUE,TRUE,TRUE
"беспомощныйбессильный","беспомощный","бессильный","related","word","word",0.623462633492592,-0.290119220714338,0.609060314643988,0.0744085602195325,67,83,90,9,0.922222222222222,80,88,11,0.909090909090909,TRUE,TRUE,TRUE
"беспомощныйматч","беспомощный","матч","unrelated","word","word",0.144260706479377,-0.54628665193969,0.457161944729959,0.058533589027279,61,67,73,9,0.917808219178082,68,73,9,0.931506849315068,TRUE,TRUE,TRUE
"беспомощныйстрашшать","беспомощный","страшшать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспострашныйрыбалка","беспострашный","рыбалка","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспострашныйтеншат","беспострашный","теншат","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспотральныйвздошной","беспотральный","вздошной","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беспотральныйрезать","беспотральный","резать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бестератьблагодальоне","бестерать","благодальоне","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бестератьзима","бестерать","зима","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бетонведьма","бетон","ведьма","unrelated","word","word",0.0723197128765291,-0.506944093546335,1.02165949199478,0.13652499232107,56,60,65,10,0.923076923076923,58,66,9,0.878787878787879,FALSE,TRUE,TRUE
"бетонрисоблать","бетон","рисоблать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
