"word_combo","pt_cue","pt_target","type","cue_type","target_type","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"agartarcecharla","agartar","cecharla","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agartarfaca","agartar","faca","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agartarsonda","agartar","sonda","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agartarúle","agartar","úle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentedetetive","agente","detetive","related","word","word",-0.468913873760892,0.774255492577979,0.0925412315663493,70,76,80,0,0.95,78,80,0,0.975,FALSE,TRUE,TRUE
"agenteocidental","agente","ocidental","unrelated","word","word",-0.0777565608549121,1.17054527974521,0.162325424091297,52,55,55,0,1,51,55,0,0.927272727272727,FALSE,TRUE,TRUE
"agentepermanemouse","agente","permanemouse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentepesadamente","agente","pesadamente","unrelated","word","word",0.683315796371378,1.25463711857898,0.191330366869513,43,46,51,1,0.901960784313726,47,52,0,0.903846153846154,FALSE,TRUE,FALSE
"agenteshannado","agente","shannado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadocaçõesdo","agenvado","caçõesdo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadocicatriz","agenvado","cicatriz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadomedalhão","agenvado","medalhão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agenvadopeofendo","agenvado","peofendo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhoalfa","aglomelho","alfa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhocercacheis","aglomelho","cercacheis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhoconfidencial","aglomelho","confidencial","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aglomelhomiséções","aglomelho","miséções","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoracercaxeis","agora","cercaxeis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agoraconhecer","agora","conhecer","related","word","word",-0.434725656818247,1.02455857829991,0.116759286199724,77,80,80,1,1,79,80,1,0.9875,FALSE,TRUE,TRUE
"agoradistraisão","agora","distraisão","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agorafatal","agora","fatal","unrelated","word","word",-0.460975145001793,0.580463373825057,0.0829233391178653,49,54,55,1,0.981818181818182,55,55,1,1,TRUE,TRUE,FALSE
"agradáveladorável","agradável","adorável","related","word","word",-0.668441379132837,0.469900974142256,0.0582840426109453,65,71,71,2,1,70,71,2,0.985915492957746,TRUE,TRUE,TRUE
"agradáveljuiz","agradável","juiz","unrelated","word","word",-0.258328666575207,0.845303769946677,0.126010446082508,45,48,50,0,0.96,47,49,1,0.959183673469388,FALSE,TRUE,FALSE
"agradávelnaqui","agradável","naqui","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agralevensadebuau","agralevens","adebuau","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agralevensminuto","agralevens","minuto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomaesprende","agratoma","esprende","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomamandar","agratoma","mandar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomapedido","agratoma","pedido","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agratomapokopf","agratoma","pokopf","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturacomunicatalyst","agratura","comunicatalyst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturafé","agratura","fé","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturagrandes","agratura","grandes","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agraturarubnio","agratura","rubnio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadoalfa","agricado","alfa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadoministro","agricado","ministro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadosaboxing","agricado","saboxing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricadoverifiqueisa","agricado","verifiqueisa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultorchantagem","agricultor","chantagem","unrelated","word","word",0.0549412319823446,0.990532732422288,0.140082482416608,50,53,60,0,0.883333333333333,60,60,0,1,FALSE,TRUE,TRUE
"agricultormacedimento","agricultor","macedimento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultorsobia","agricultor","sobia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agricultortrabalhador","agricultor","trabalhador","related","word","word",-0.553335570306187,0.469992963584833,0.0578521346374523,66,68,68,0,1,62,68,0,0.911764705882353,TRUE,TRUE,TRUE
"aguardeesperar","aguarde","esperar","related","word","word",-0.630173276891069,0.486895970894679,0.051903284892703,88,93,93,1,1,92,94,0,0.978723404255319,TRUE,TRUE,TRUE
"aguardemanchasra","aguarde","manchasra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguardemillsico","aguarde","millsico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguardepsicológico","aguarde","psicológico","unrelated","word","word",-0.326747378969542,0.520221608203952,0.0728455957249017,51,54,55,0,0.981818181818182,54,55,0,0.981818181818182,TRUE,TRUE,TRUE
"aguarduradoexplodir","aguardurado","explodir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguarduradoperímenahem","aguardurado","perímenahem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguemáticocínico","aguemático","cínico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguemáticopabaste","aguemático","pabaste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalismomunhe","aguenalismo","munhe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalismopedra","aguenalismo","pedra","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalmenteguartecer","aguenalmente","guartecer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenalmentelouco","aguenalmente","louco","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencassadodoença","aguencassado","doença","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencassadorapidaatraíste","aguencassado","rapidaatraíste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencedoraperforme","aguencedor","aperforme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguencedorquantidade","aguencedor","quantidade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmalmentelarin","aguenmalmente","larin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmalmentemassagem","aguenmalmente","massagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmáticocolapso","aguenmático","colapso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguenmáticocomigahl","aguenmático","comigahl","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguennalismoaguenatura","aguennalismo","aguenatura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguennalismomiséria","aguennalismo","miséria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculocemitélhões","aguentáculo","cemitélhões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculoimensado","aguentáculo","imensado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculointencionalmente","aguentáculo","intencionalmente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aguentáculojulho","aguentáculo","julho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhaalzer","agulha","alzer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhacontraiatrado","agulha","contraiatrado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agulhacriatividade","agulha","criatividade","unrelated","word","word",-0.0874776755418566,1.04065472772711,0.142944920276465,53,57,57,2,1,55,57,2,0.964912280701754,FALSE,TRUE,TRUE
"agulhaseringa","agulha","seringa","related","word","word",-0.208770773448615,0.605333524249605,0.0728735927182038,69,72,75,1,0.96,72,75,1,0.96,TRUE,TRUE,TRUE
"aidshiv","aids","hiv","related","word","word",0.230123222646471,1.12865407260241,0.168249815294731,45,49,52,1,0.942307692307692,41,52,1,0.788461538461538,FALSE,TRUE,FALSE
"aidsmassanhos","aids","massanhos","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsrestaurante","aids","restaurante","unrelated","word","word",-0.0809813463627964,0.843993024669235,0.117040774099187,52,53,53,0,1,35,52,1,0.673076923076923,FALSE,TRUE,TRUE
"aírassistência","aír","assistência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aírespecialista","aír","especialista","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aírpasçais","aír","pasçais","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aírpreito","aír","preito","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aivastaincluíantigador","aivasta","incluíantigador","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aivastapadre","aivasta","padre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudaajudar","ajuda","ajudar","related","word","word",-0.445862485964936,0.641555758503923,0.0789700548606246,66,70,70,1,1,68,70,1,0.971428571428571,TRUE,TRUE,TRUE
"ajudaapreente","ajuda","apreente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudarassistir","ajudar","assistir","related","word","word",-0.575263451067054,0.657631912522252,0.0791695788054173,69,72,72,1,1,72,72,1,1,TRUE,TRUE,TRUE
"ajudarintrepto","ajudar","intrepto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ajudartítulo","ajudar","título","unrelated","word","word",-0.619709256442689,0.52413171532659,0.0748759593323699,49,53,53,0,1,53,53,0,1,TRUE,TRUE,FALSE
"ajudatítulo","ajuda","título","unrelated","word","word",-0.466972587778768,0.577454731571127,0.0771656343539525,56,59,59,2,1,58,59,2,0.983050847457627,TRUE,TRUE,TRUE
"albábiologia","albá","biologia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albárazoável","albá","razoável","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albásparota","albá","sparota","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albávelouvido","albá","velouvido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álbumcanção","álbum","canção","related","word","word",-0.532346234794605,0.553467467213309,0.0775009471496223,51,58,58,0,1,57,58,0,0.982758620689655,TRUE,TRUE,TRUE
"álbumdonse","álbum","donse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álbummetro","álbum","metro","unrelated","word","word",-0.549917160210753,0.709692648987312,0.078854738776368,81,88,90,0,0.977777777777778,89,90,0,0.988888888888889,TRUE,TRUE,TRUE
"álbummúsica","álbum","música","related","word","word",-0.651403826021944,0.467285454968152,0.0660841427915643,50,54,54,1,1,51,54,1,0.944444444444444,TRUE,TRUE,TRUE
"álbumquille","álbum","quille","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álcooldroga","álcool","droga","related","word","word",-0.698640658002215,0.562564718620965,0.0682209928270623,68,74,75,1,0.986666666666667,74,75,1,0.986666666666667,TRUE,TRUE,TRUE
"álcoolfeliz","álcool","feliz","unrelated","word","word",-0.64143717397637,0.602919592157122,0.0720626745674417,70,76,78,0,0.974358974358974,75,78,0,0.961538461538462,TRUE,TRUE,TRUE
"álcoollebi","álcool","lebi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcunhaapelido","alcunha","apelido","related","word","word",-0.450014771348652,0.585127575057794,0.0811425951753378,52,59,59,0,1,53,59,0,0.898305084745763,TRUE,TRUE,TRUE
"alcunhasiu","alcunha","siu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcunhavender","alcunha","vender","unrelated","word","word",-0.541787975764573,1.02167050983299,0.149025960230439,47,51,54,0,0.944444444444444,51,54,0,0.944444444444444,FALSE,TRUE,FALSE
"aleijetociênções","aleijeto","ciênções","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleijetodesenvolvimento","aleijeto","desenvolvimento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleijetofamília","aleijeto","família","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleijetolhada","aleijeto","lhada","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertaalarme","alerta","alarme","related","word","word",-0.658917301321448,0.543087750165304,0.0592557315270422,84,91,93,2,0.978494623655914,90,93,2,0.967741935483871,TRUE,TRUE,TRUE
"alertaarnho","alerta","arnho","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertainqueinmante","alerta","inqueinmante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertalavagem","alerta","lavagem","unrelated","word","word",-0.459178279418104,0.579717547658459,0.078889565927823,54,61,61,1,1,61,61,1,1,TRUE,TRUE,TRUE
"alheaçãocivilização","alheação","civilização","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alheaçãocomissário","alheação","comissário","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alheaçãomaratomas","alheação","maratomas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alheaçãotêvão","alheação","têvão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alhocâncer","alho","câncer","unrelated","word","word",-0.649296734674206,0.449721466641982,0.0649117024565254,48,52,52,1,1,53,53,0,1,TRUE,TRUE,FALSE
"alhocebola","alho","cebola","related","word","word",-0.713473728759729,0.454272234009165,0.0501659760550619,82,88,88,4,1,87,88,4,0.988636363636364,TRUE,TRUE,TRUE
"alhocosei","alho","cosei","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alhoqualidade","alho","qualidade","unrelated","word","word",-0.589563906807025,0.45012948363785,0.0636579220584646,50,52,53,1,0.981132075471698,53,54,0,0.981481481481482,TRUE,TRUE,TRUE
"alhosolunome","alho","solunome","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentaçãocomer","alimentação","comer","related","word","word",-0.595454010204589,0.548480402752322,0.0655559469028826,70,72,72,0,1,70,72,0,0.972222222222222,TRUE,TRUE,TRUE
"alimentaçãodenharsão","alimentação","denharsão","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentaçãoestranho","alimentação","estranho","unrelated","word","word",-0.512760500675975,0.8024553139435,0.111280530026609,52,53,53,0,1,51,52,1,0.980769230769231,FALSE,TRUE,TRUE
"alimentaramarelo","alimentar","amarelo","unrelated","word","word",-0.634084545923819,0.471164630686688,0.069469434819445,46,52,53,0,0.981132075471698,52,53,0,0.981132075471698,TRUE,TRUE,FALSE
"alimentarcomer","alimentar","comer","related","word","word",-0.684232967477835,0.595458080892132,0.0692205958746365,74,78,78,0,1,77,78,0,0.987179487179487,TRUE,TRUE,TRUE
"alimentaríeisjitka","alimentaríeis","jitka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentaríeistrovão","alimentaríeis","trovão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentarpisxo","alimentar","pisxo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentureiacete","alimenturei","acete","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentureipermanecer","alimenturei","permanecer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almacompleto","alma","completo","unrelated","word","word",-0.405008655335813,0.899949934334552,0.093826266619236,92,103,103,0,1,100,103,0,0.970873786407767,FALSE,TRUE,TRUE
"almaeatertoma","alma","eatertoma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almaespírito","alma","espírito","related","word","word",-0.501860290310326,0.505488668254861,0.0608536845530509,69,75,77,0,0.974025974025974,77,77,0,1,TRUE,TRUE,TRUE
"almatranveja","alma","tranveja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almôndearma de fogo","almônde","arma de fogo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almôndebralefone","almônde","bralefone","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almôndeimportância","almônde","importância","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almôndelusco","almônde","lusco","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alopeausência","alope","ausência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alopedelicioso","alope","delicioso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alopepanna","alope","panna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alopeseaviário","alope","seaviário","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluicorrida","alui","corrida","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluiprofesquem","alui","profesquem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluisíndrome","alui","síndrome","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluivêgie","alui","vêgie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alunadefinição","aluna","definição","unrelated","word","word",-0.421940103640004,0.598772798331882,0.0846792612181037,50,53,53,0,1,51,53,0,0.962264150943396,TRUE,TRUE,TRUE
"alunaprofessora","aluna","professora","related","word","word",-0.6143822490058,0.449510681671731,0.0642158116673902,49,53,53,0,1,53,53,0,1,TRUE,TRUE,FALSE
"alunaseguisra","aluna","seguisra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álvacumfruton","álvacum","fruton","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álvacumvoar","álvacum","voar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álvakconvés","álvak","convés","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álvakcotrança","álvak","cotrança","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadogsermão","amadog","sermão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadogtungstélite","amadog","tungstélite","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadoguedemofluência","amadogue","demofluência","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadoguesalvador","amadogue","salvador","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadordesadopção","amador","desadopção","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadorescreada","amador","escreada","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadorprofissional","amador","profissional","related","word","word",-0.310023463131295,0.92264594216379,0.106537976614996,75,78,79,0,0.987341772151899,77,79,0,0.974683544303797,FALSE,TRUE,TRUE
"amadortraseira","amador","traseira","unrelated","word","word",-0.171632398843135,0.63217687909342,0.0809419551648371,61,65,67,3,0.970149253731343,65,67,3,0.970149253731343,TRUE,TRUE,TRUE
"amaempregada","ama","empregada","related","word","word",-0.128736782518904,1.29933055899712,0.183753089853954,50,58,58,2,1,54,58,2,0.931034482758621,FALSE,TRUE,TRUE
"amaimportância","ama","importância","unrelated","word","word",-0.375891868972841,0.514266777537998,0.060606920956012,72,74,74,1,1,72,73,2,0.986301369863014,TRUE,TRUE,TRUE
"amanhãcasado","amanhã","casado","unrelated","word","word",-0.531617386969796,0.606163292113261,0.0782553445145641,60,61,61,1,1,61,62,0,0.983870967741935,TRUE,TRUE,TRUE
"amanhãfade ro tranhã","amanhã","fade ro tranhã","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amanhãmanhã","amanhã","manhã","related","word","word",-0.777440323355079,0.463632947487875,0.0483370761914944,92,98,98,0,1,98,98,0,1,TRUE,TRUE,TRUE
"amanhãparente","amanhã","parente","unrelated","word","word",-0.542582088919748,0.523304680797704,0.0621048396817705,71,73,74,0,0.986486486486487,72,73,1,0.986301369863014,TRUE,TRUE,TRUE
"amanhãtransoas","amanhã","transoas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
