"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"オーフーム正式な","オーフーム","正式な","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オーフーム経徒","オーフーム","経徒","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オーブンストーブ","オーブン","ストーブ","related","word","word",0,-0.56542788529505,0.669866106509735,0.0879577289394243,58,64,68,6,0.941176470588235,65,68,6,0.955882352941177,TRUE,TRUE,TRUE
"オーブンプレーヤー","オーブン","プレーヤー","unrelated","word","word",0,-0.50509790663511,0.495397859032482,0.0596388938764889,69,80,81,5,0.987654320987654,77,81,5,0.950617283950617,TRUE,TRUE,TRUE
"オーブン嘔め","オーブン","嘔め","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オー段票乙吽","オー段票","乙吽","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オー段票寄付","オー段票","寄付","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おさえておく保つ","おさえておく","保つ","related","word","word",0,-0.55919689017763,0.415647082772616,0.0519558853465769,64,72,75,4,0.96,71,76,3,0.93421052631579,TRUE,TRUE,TRUE
"おさえておく感謝する","おさえておく","感謝する","unrelated","word","word",0,-0.613131604578038,0.287545520447986,0.0356656323110818,65,70,73,4,0.958904109589041,69,73,4,0.945205479452055,TRUE,TRUE,TRUE
"おさえておく暖勉","おさえておく","暖勉","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おさつて立えテニス","おさつて立え","テニス","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おさつて立え永んな","おさつて立え","永んな","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おじさんお父さん","おじさん","お父さん","related","word","word",0.983057485719559,-0.703106317638743,0.355369044698023,0.0374591863721312,90,97,103,1,0.941747572815534,95,103,1,0.922330097087379,TRUE,TRUE,TRUE
"おじさんじっと見る","おじさん","じっと見る","unrelated","word","word",0,-0.250236385987244,0.437146732624354,0.0550753114746898,63,69,74,2,0.932432432432432,69,73,3,0.945205479452055,TRUE,TRUE,TRUE
"おじさん橙場チ","おじさん","橙場チ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オヌフィ","オヌ","フィ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オヌ継承する","オヌ","継承する","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おひりも","おひ","りも","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おひ悪魔","おひ","悪魔","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おもてなし感謝の気持ち","おもてなし","感謝の気持ち","related","word","word",0,-0.00996573023906403,0.682707862130312,0.082790489029497,68,72,74,3,0.972972972972973,70,73,4,0.958904109589041,TRUE,TRUE,TRUE
"おもてなし矢学物","おもてなし","矢学物","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おもてなし醜い","おもてなし","醜い","unrelated","word","word",0.956600705422399,-0.116828187709796,0.641986058928425,0.0857889956998369,56,64,75,2,0.853333333333333,67,75,2,0.893333333333333,TRUE,TRUE,TRUE
"おもプ保朱ろえ","おもプ","保朱ろえ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おもプ描く","おもプ","描く","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オリジナルコピー","オリジナル","コピー","related","word","word",0.714914448435273,-0.643291613413369,0.618086924101249,0.0772608655126562,64,69,73,1,0.945205479452055,69,73,1,0.945205479452055,TRUE,TRUE,TRUE
"オリジナルひに","オリジナル","ひに","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"オリジナルリムジン","オリジナル","リムジン","unrelated","word","word",0.739630308027496,0.0980155139471855,0.599466989222537,0.0726960504598683,68,77,86,2,0.895348837209302,82,86,2,0.953488372093023,TRUE,TRUE,TRUE
"おりぜにし苗ゅく困窮","おりぜにし苗ゅく","困窮","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"おりぜにし苗ゅく贈侶ージ","おりぜにし苗ゅく","贈侶ージ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お世お帖","お世","お帖","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お世愛情","お世","愛情","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お世辞を言うゴッショナー","お世辞を言う","ゴッショナー","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お世辞を言う感動させる","お世辞を言う","感動させる","related","word","word",0,-0.485535759810658,0.791941568056045,0.10776959710205,54,58,61,2,0.950819672131147,56,60,3,0.933333333333333,FALSE,TRUE,TRUE
"お世辞を言う額","お世辞を言う","額","unrelated","word","word",0,-0.304552142771096,0.581259210803385,0.0776740292761742,56,65,69,3,0.942028985507246,64,68,4,0.941176470588235,TRUE,TRUE,TRUE
"お交げてろいこれまで","お交げてろい","これまで","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お交げてろい液明ル","お交げてろい","液明ル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お前ジェター","お前","ジェター","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お前仲間の","お前","仲間の","related","word","word",0,-0.402229613078476,1.22943373873284,0.151332831960921,66,73,74,1,0.986486486486487,73,74,1,0.986486486486487,FALSE,TRUE,TRUE
"お前森","お前","森","unrelated","word","word",0.661232413014188,-0.380313553000026,1.56664401501885,0.18090046875909,75,88,92,3,0.956521739130435,86,92,3,0.934782608695652,FALSE,TRUE,TRUE
"お尻軍重クヒ","お尻軍重","クヒ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お尻軍重証言","お尻軍重","証言","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お椱敬粟","お椱","敬粟","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お椱陰茎","お椱","陰茎","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お父ちゃんお母さん","お父ちゃん","お母さん","related","word","word",0,-0.55459978869619,0.908477376711672,0.0979636349234045,86,92,98,0,0.938775510204082,91,98,0,0.928571428571429,FALSE,TRUE,TRUE
"お父ちゃん束度者","お父ちゃん","束度者","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"お父ちゃん製造","お父ちゃん","製造","unrelated","word","word",0,-0.215497159817425,0.59053357083848,0.0710918877011759,69,74,81,0,0.91358024691358,75,81,0,0.925925925925926,TRUE,TRUE,TRUE
"ガーデッキ","ガー","デッキ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガー烝点","ガー","烝点","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カヴお父さん","カヴ","お父さん","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カヴ成兼","カヴ","成兼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カエルトカゲ","カエル","トカゲ","related","word","word",0.938276366492476,-0.352153257443791,0.597012222600809,0.0764395822636111,61,69,72,3,0.958333333333333,71,73,2,0.972602739726027,TRUE,TRUE,TRUE
"カエルベッドルーム","カエル","ベッドルーム","unrelated","word","word",0,0.235879147653766,1.19986536485564,0.157550040971124,58,59,62,3,0.951612903225806,59,62,3,0.951612903225806,FALSE,TRUE,TRUE
"カエル符意","カエル","符意","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガス卦","ガス","卦","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガス燃料","ガス","燃料","related","word","word",0.931814431362527,-0.430780887910762,0.940179560392925,0.111578785768308,71,78,81,5,0.962962962962963,78,81,5,0.962962962962963,FALSE,TRUE,TRUE
"ガス身体的","ガス","身体的","unrelated","word","word",0,-0.2049664613553,0.969350213371094,0.0877608447440265,122,138,144,3,0.958333333333333,136,143,4,0.951048951048951,TRUE,TRUE,TRUE
"カタツムリカメ","カタツムリ","カメ","related","word","word",0.929537860428317,-0.628654243755178,0.384967416220994,0.0420033886886732,84,91,94,2,0.968085106382979,92,94,2,0.978723404255319,TRUE,TRUE,TRUE
"カタツムリ个佛晴伏","カタツムリ","个佛晴伏","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カタツムリ数学","カタツムリ","数学","unrelated","word","word",0.869586423309836,-0.565251108433749,0.599377365452376,0.0554124570382323,117,123,129,3,0.953488372093023,123,128,4,0.9609375,TRUE,TRUE,TRUE
"ガチョウアヒル","ガチョウ","アヒル","related","word","word",0.969371412676068,-0.577795407295395,0.544289949438892,0.0714687717022197,58,70,72,3,0.972222222222222,69,73,2,0.945205479452055,TRUE,TRUE,TRUE
"ガチョウタア","ガチョウ","タア","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガチョウどっかりと","ガチョウ","どっかりと","unrelated","word","word",0,0.858007032421293,1.54216380573102,0.213859641412611,52,54,77,3,0.701298701298701,71,77,3,0.922077922077922,FALSE,TRUE,TRUE
"カッチィーンエイジャー","カッ","チィーンエイジャー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カップコーヒー","カップ","コーヒー","related","word","word",0.686276676723115,-0.791451748047942,0.354548806945219,0.0417839776087608,72,80,83,0,0.963855421686747,79,83,0,0.951807228915663,TRUE,TRUE,TRUE
"カップ価値のない","カップ","価値のない","unrelated","word","word",0,-0.0182106767888453,0.729355485518602,0.0853646027388879,73,79,79,4,1,76,79,4,0.962025316455696,TRUE,TRUE,TRUE
"カップ艦陸かさった","カップ","艦陸かさった","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カッ正反対の","カッ","正反対の","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カトリックえ戊","カトリック","え戊","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カトリックギリシャ語","カトリック","ギリシャ語","unrelated","word","word",0.736628525669276,-0.389245894678039,0.58426618431868,0.078075853014222,56,64,64,4,1,60,64,4,0.9375,TRUE,TRUE,TRUE
"カトリックキリスト教徒","カトリック","キリスト教徒","related","word","word",0.847911432919167,-0.112313464937435,0.891878339824909,0.111484792478114,64,76,79,2,0.962025316455696,73,80,1,0.9125,FALSE,TRUE,TRUE
"ガノナヨルメ保つ","ガノナヨルメ","保つ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガノナヨルメ千私","ガノナヨルメ","千私","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カプセル不河トンマ","カプセル","不河トンマ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カプセル探査機","カプセル","探査機","related","word","word",0,0.42510228194696,1.14131903761685,0.135449649999114,71,76,78,2,0.974358974358974,78,79,1,0.987341772151899,FALSE,TRUE,TRUE
"カプセル現実的","カプセル","現実的","unrelated","word","word",0,-0.388948797115125,0.662065772032012,0.0834124468745089,63,69,74,3,0.932432432432432,70,75,2,0.933333333333333,TRUE,TRUE,TRUE
"カプ力消余らいな","カプ力","消余らいな","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カプ力製品","カプ力","製品","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カプ産末かわいい","カプ産末","かわいい","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カプ産末痩きろに","カプ産末","痩きろに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガミョウいあ","ガミョウ","いあ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ガミョウフットボール","ガミョウ","フットボール","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カメラマイク","カメラ","マイク","related","word","word",0.891606581320351,-0.534359172472905,0.573229660885777,0.0675557633982663,72,76,78,1,0.974358974358974,74,78,1,0.948717948717949,TRUE,TRUE,TRUE
"カメラ建てる","カメラ","建てる","unrelated","word","word",0,-0.545952757514692,0.481887386295105,0.0622113940622787,60,67,70,0,0.957142857142857,68,70,0,0.971428571428571,TRUE,TRUE,TRUE
"カメラ明らテス","カメラ","明らテス","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カレンダースケジュール","カレンダー","スケジュール","related","word","word",0.808418430558971,-0.573494165477441,0.509729768384058,0.058089098243685,77,83,85,3,0.976470588235294,82,85,3,0.964705882352941,TRUE,TRUE,TRUE
"カレンダー孝育なら","カレンダー","孝育なら","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カレンダー教える","カレンダー","教える","unrelated","word","word",0.541521042453482,-0.605273334263889,1.00067035743515,0.125083794679393,64,72,77,5,0.935064935064935,70,77,5,0.909090909090909,FALSE,TRUE,TRUE
"カロしば夜体","カロ","しば夜体","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カロ失敗","カロ","失敗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"かわいい突犬な","かわいい","突犬な","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"かわいい美しい","かわいい","美しい","related","word","word",0.963640766312756,-0.622537106527951,0.508156316439632,0.0603070595845907,71,78,87,2,0.896551724137931,79,87,2,0.908045977011494,TRUE,TRUE,TRUE
"かわいい親指","かわいい","親指","unrelated","word","word",0.850575098827219,-0.230741885176786,0.73424907499277,0.0972536657973002,57,63,69,3,0.91304347826087,65,69,3,0.942028985507246,FALSE,TRUE,TRUE
"かわいらしいテニス","かわいらしい","テニス","unrelated","word","word",0.801642567820872,-0.566115811435364,0.769998825597357,0.100245308561033,59,62,68,3,0.911764705882353,64,67,4,0.955223880597015,FALSE,TRUE,TRUE
"かわいらしい孫敵イス","かわいらしい","孫敵イス","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"かわいらしい小さい","かわいらしい","小さい","related","word","word",0.807180345511128,-0.592830210522266,0.529944295956124,0.0652316335252321,66,79,85,2,0.929411764705882,80,85,2,0.941176470588235,TRUE,TRUE,TRUE
"カ目候いめ","カ目","候いめ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"カ目明るさ","カ目","明るさ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギ―槍造マー","ギ―","槍造マー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギ―王子","ギ―","王子","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギヌソ死ぬ","ギヌソ","死ぬ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギヌソ蜜概盲","ギヌソ","蜜概盲","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ぎねいい","ぎね","いい","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ぎね嵐","ぎね","嵐","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギヘシュ","ギヘ","シュ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギヘメダル","ギヘ","メダル","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キヘもコソクリーター","キヘも","コソクリーター","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キヘも取り除く","キヘも","取り除く","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"きまーンのトネレ","きまーンの","トネレ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"きまーンのドル","きまーンの","ドル","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キャケヌジイル","キャケヌ","ジイル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キャケヌ素敵な","キャケヌ","素敵な","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キャビンデッキ","キャビン","デッキ","related","word","word",0.893168660003808,-0.28869850323608,0.822921027776862,0.0983578755621769,70,72,76,3,0.947368421052632,69,75,4,0.92,FALSE,TRUE,TRUE
"キャビン人解","キャビン","人解","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キャビン愚か者","キャビン","愚か者","unrelated","word","word",0.634261086968698,0.495038608617073,1.04429252751005,0.121396540480858,74,83,91,2,0.912087912087912,81,90,3,0.9,FALSE,TRUE,TRUE
"キャフシナイフ","キャフシ","ナイフ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キャフシ浦切","キャフシ","浦切","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギャラリー展覧会","ギャラリー","展覧会","related","word","word",0.630426283022747,-0.239579053791672,0.678089718718217,0.082230456880017,68,75,79,5,0.949367088607595,76,80,4,0.95,TRUE,TRUE,TRUE
"ギャラリー武装","ギャラリー","武装","unrelated","word","word",0.692341024509336,0.100933848439323,1.12414264432815,0.138372394163802,66,68,71,5,0.957746478873239,68,71,5,0.957746478873239,FALSE,TRUE,TRUE
"ギャラリー禾欠","ギャラリー","禾欠","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギャンググループ","ギャング","グループ","related","word","word",0.843105696923506,-0.450284727838589,0.475156225996129,0.0548663149971983,75,81,87,0,0.931034482758621,79,87,0,0.908045977011494,TRUE,TRUE,TRUE
"ギャングじお","ギャング","じお","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギャング王国","ギャング","王国","unrelated","word","word",0.848850985426839,-0.349856972348448,0.539707647330036,0.0669424947923471,65,72,74,2,0.972972972972973,70,74,2,0.945945945945946,TRUE,TRUE,TRUE
"キャンプシンボル","キャンプ","シンボル","unrelated","word","word",0.885267668273827,-0.249991913019357,0.714837700160784,0.0900610848761329,63,70,73,5,0.958904109589041,67,73,5,0.917808219178082,FALSE,TRUE,TRUE
"キャンププー","キャンプ","プー","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ギャンブルジュリエット","ギャンブル","ジュリエット","unrelated","word","word",0.901672579031132,1.13676683345233,1.46226429191,0.195403285330029,56,66,76,5,0.868421052631579,71,77,4,0.922077922077922,FALSE,TRUE,TRUE
"ギャンブルポーカー","ギャンブル","ポーカー","related","word","word",0.882866698328187,-0.139539784893373,0.842251661840919,0.103674012835819,66,79,82,4,0.963414634146341,79,82,4,0.963414634146341,FALSE,TRUE,TRUE
"ギャンブルほこス","ギャンブル","ほこス","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"キャンプ村","キャンプ","村","related","word","word",0.630802984673918,-0.678214001304192,0.525019107621532,0.0672218084450143,61,76,81,1,0.938271604938272,75,81,1,0.925925925925926,TRUE,TRUE,TRUE
