"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"αισιόδωροςάδρεναγανη","αισιόδωρος","άδρεναγανη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αισιόδωροςκαουμπόι","αισιόδωρος","καουμπόι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αίτησηγενναίος","αίτηση","γενναίος","unrelated","word","word",0.0441506778512768,-0.543101833782547,0.504017533997538,0.100803506799508,25,29,30,0,0.966666666666667,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"αίτησηπροοαρική","αίτηση","προοαρική","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αίτησηυπογράφω","αίτηση","υπογράφω","related","word","word",0.294328399354828,-0.45866327450947,0.652294629507412,0.174333072774956,14,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"αιώναςδεκαετία","αιώνας","δεκαετία","related","word","word",0.245983989109595,-0.191495732282351,0.997313079784563,0.207954152462735,23,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"αιώναςεκεί","αιώνας","εκεί","unrelated","word","word",0.106713188681784,-0.466401559963286,0.881128662367036,0.148937927592549,35,37,39,3,0.948717948717949,36,39,3,0.923076923076923,FALSE,FALSE,FALSE
"αιώναςσχεδιάρι","αιώνας","σχεδιάρι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αιώνιοςγια πάντα","αιώνιος","για πάντα","related","word","word",NA,0.164725609053903,1.12348800599874,0.251219555331888,20,21,22,1,0.954545454545455,19,22,1,0.863636363636364,FALSE,FALSE,FALSE
"αιώνιοςμεταφορα","αιώνιος","μεταφορα","unrelated","word","word",0.060394063132024,0.153315960991933,1.35975273508624,0.277558364776259,24,26,29,1,0.896551724137931,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"αιώνιοςσηός","αιώνιος","σηός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακίνδυνοςασφαλής","ακίνδυνος","ασφαλής","related","word","word",0.367242214388369,-0.361858230699589,0.736155611653397,0.134403011445526,30,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"ακίνδυνοςζίς","ακίνδυνος","ζίς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακίνδυνοςκατηγορία","ακίνδυνος","κατηγορία","unrelated","word","word",0.129675373210938,-0.475681328091386,0.483307268158761,0.0930125271242545,27,28,28,0,1,25,28,0,0.892857142857143,FALSE,FALSE,FALSE
"ακοήασηαγώνομ","ακοήαση","αγώνομ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακοήασηπιθανώς","ακοήαση","πιθανώς","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακολουθήστεκυνηγητό","ακολουθήστε","κυνηγητό","related","word","word",0.174511997074704,0.309161445444825,1.18422228082939,0.258418487693044,21,25,26,0,0.961538461538462,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"ακολουθήστεπυρηνικός","ακολουθήστε","πυρηνικός","unrelated","word","word",0.122571888136489,0.264624429443079,0.912010413412369,0.209229538290593,19,22,26,1,0.846153846153846,22,27,0,0.814814814814815,FALSE,FALSE,FALSE
"ακολουθήστευχήματα","ακολουθήστε","υχήματα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άκολουοαστεμετριμής","άκολουοαστε","μετριμής","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άκολουοαστετέταρτος","άκολουοαστε","τέταρτος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακριβόςγάσι","ακριβός","γάσι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακριβόςθέμα","ακριβός","θέμα","unrelated","word","word",0.14720543390307,-0.355982468586337,0.734962731034605,0.178254645349888,17,18,18,0,1,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"ακριβόςφτηνός","ακριβός","φτηνός","related","word","word",0.518997915557185,0.164308397208798,1.5305268032707,0.382631700817676,16,19,20,1,0.95,19,20,1,0.95,FALSE,FALSE,FALSE
"άκρισπςγνώριζα","άκρισπς","γνώριζα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άκρισπςπαλέτης","άκρισπς","παλέτης","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακρόασηδοκιμή","ακρόαση","δοκιμή","related","word","word",0.269485847604438,-0.228586281943294,0.823796586857436,0.152975185785593,29,30,32,0,0.9375,31,32,0,0.96875,FALSE,FALSE,FALSE
"ακρόασημάκαζ","ακρόαση","μάκαζ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακρόασηχαλί","ακρόαση","χαλί","unrelated","word","word",0.0775909869992612,-0.38768935702505,0.560456025519132,0.114402607149178,24,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"άκσχωάπιοω","άκσχω","άπιοω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άκσχωκλείσιμο","άκσχω","κλείσιμο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακτελήςεπαρτύς","ακτελής","επαρτύς","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακτελήςσυμβουλεύω","ακτελής","συμβουλεύω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακτίνα κύκλουαναμένω","ακτίνα κύκλου","αναμένω","unrelated","word","word",NA,-0.0693204475837531,1.41257909789119,0.277029553255403,26,27,29,0,0.931034482758621,25,29,0,0.862068965517241,FALSE,FALSE,FALSE
"ακτίνα κύκλουπερίμετρος","ακτίνα κύκλου","περίμετρος","related","word","word",NA,0.105315205831717,0.950326432866703,0.237581608216676,16,16,16,0,1,15,16,0,0.9375,FALSE,FALSE,FALSE
"ακτίνα κύκλουπρρv","ακτίνα κύκλου","πρρv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακτιναζεύκλουστολή","ακτιναζεύκλου","στολή","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ακτιναζεύκλουφυσίδες","ακτιναζεύκλου","φυσίδες","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλεπούεγκαταφείπω","αλεπού","εγκαταφείπω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλεπούεπισκευάζω","αλεπού","επισκευάζω","unrelated","word","word",0.0602227938250628,0.144830006338892,1.01552648227121,0.253881620567802,16,18,19,0,0.947368421052632,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"αλεπούκουνέλι","αλεπού","κουνέλι","related","word","word",0.478046335138402,-0.578722996557938,0.604772413057445,0.14254622478249,18,19,20,0,0.95,19,20,0,0.95,FALSE,FALSE,FALSE
"άληθhuπόκερ","άληθhu","πόκερ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άληθhuπρόσvτα","άληθhu","πρόσvτα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αληθήςαληθινός","αληθής","αληθινός","related","word","word",NA,0.0248446722852218,1.13392841455731,0.241754350279601,22,25,25,0,1,18,25,0,0.72,FALSE,FALSE,FALSE
"αληθήςαστέντ","αληθής","αστέντ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αληθήςδιεύθυνση","αληθής","διεύθυνση","unrelated","word","word",NA,-0.25204372061489,0.750908033301013,0.144512318387664,27,27,27,0,1,25,27,0,0.925925925925926,FALSE,FALSE,FALSE
"αλκοβήεπισκευάζω","αλκοβή","επισκευάζω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλκοβήζήτομο","αλκοβή","ζήτομο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλκοόλπρόταση","αλκοόλ","πρόταση","unrelated","word","word",0.0739442946128093,-0.753568433345887,0.381311962826678,0.0812959836296117,22,25,26,0,0.961538461538462,23,26,0,0.884615384615385,FALSE,FALSE,FALSE
"αλκοόλσκθαρός","αλκοόλ","σκθαρός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλκοόλφάρμακο","αλκοόλ","φάρμακο","related","word","word",0.392564036848617,-0.479814240352162,0.830251400040141,0.162825695768939,26,26,27,0,0.962962962962963,27,27,0,1,FALSE,FALSE,FALSE
"αλλαγήακρίαρτος","αλλαγή","ακρίαρτος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλλαγήβελτίωση","αλλαγή","βελτίωση","related","word","word",0.487492687829943,-0.349463897293165,0.890386459458721,0.14839774324312,36,41,42,0,0.976190476190476,39,41,1,0.951219512195122,FALSE,FALSE,FALSE
"αλλαγήτέταρτος","αλλαγή","τέταρτος","unrelated","word","word",0.133709981989243,-0.346076729058949,0.529769698349758,0.121537504129296,19,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"άλλαπεμπέιοϋπολ","άλλαπε","μπέιοϋπολ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλλαπεπρόεδρος","άλλαπε","πρόεδρος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλλιούμάντσoι","αλλιού","μάντσoι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλλιούχορός","αλλιού","χορός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλλού-κάπου αλλούεγκληματίας","αλλού-κάπου αλλού","εγκληματίας","unrelated","word","word",NA,0.574692500382665,1.38092638279069,0.248021700057864,31,31,33,0,0.93939393939394,22,29,4,0.758620689655172,FALSE,FALSE,FALSE
"αλλού-κάπου αλλούκάπου","αλλού-κάπου αλλού","κάπου","related","word","word",NA,-0.500683751382079,0.443124580649902,0.104445465295997,18,20,21,2,0.952380952380952,18,21,2,0.857142857142857,FALSE,FALSE,FALSE
"αλλού-κάπου αλλούμετριμής","αλλού-κάπου αλλού","μετριμής","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλμπλεξημάγουλο","άλμπλεξη","μάγουλο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλμπλεξηπάγκδομια","άλμπλεξη","πάγκδομια","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλμπουμμέτρο","άλμπουμ","μέτρο","unrelated","word","word",0.110655056859064,-0.519464636899936,0.8021976079427,0.16043952158854,25,25,25,0,1,23,25,0,0.92,FALSE,FALSE,FALSE
"άλμπουμπροχματικός","άλμπουμ","προχματικός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλμπουμτραγούδι","άλμπουμ","τραγούδι","related","word","word",0.509325046983923,-0.729581172490459,0.44714324349659,0.0876920047677032,26,26,27,0,0.962962962962963,25,27,0,0.925925925925926,FALSE,FALSE,FALSE
"άλνησηκουαάκ","άλνηση","κουαάκ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλνησηπυροβολικό","άλνηση","πυροβολικό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλποκάποναβούτυρο","αλποκάπονα","βούτυρο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλποκάπονακλελική","αλποκάπονα","κλελική","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλτιοςφήμη","άλτιος","φήμη","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλτιοςχέουνα","άλτιος","χέουνα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλυσίδααντίβολος","αλυσίδα","αντίβολος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλυσίδαπροσδιορισμός","αλυσίδα","προσδιορισμός","unrelated","word","word",0.102776248929779,0.188444217255732,0.945309985211819,0.211377738674295,20,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"αλυσίδασκοινί","αλυσίδα","σκοινί","related","word","word",0.438666786867844,0.237355886366189,1.3847081007197,0.295220759016857,22,24,28,3,0.857142857142857,26,30,1,0.866666666666667,FALSE,FALSE,FALSE
"άλφοςέκτιπo","άλφος","έκτιπo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άλφοςπολιτισμός","άλφος","πολιτισμός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλωτίδαβασιλιάς","αλωτίδα","βασιλιάς","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αλωτίδακώιγνισμα","αλωτίδα","κώιγνισμα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αμαρκέααποστολή","αμαρκέα","αποστολή","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αμαρκέαροκητής","αμαρκέα","ροκητής","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αμαρτίαγενέθλια","αμαρτία","γενέθλια","unrelated","word","word",0.0338474089349677,-0.39252545870946,1.49643699554233,0.282800010205834,28,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"αμαρτίαέγκλημα","αμαρτία","έγκλημα","related","word","word",0.463843781464733,-0.435087417314078,1.29578954904298,0.25412523831076,26,27,28,0,0.964285714285714,28,28,0,1,FALSE,FALSE,FALSE
"αμαρτίαπαρανέ","αμαρτία","παρανέ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άμπλωμαάδικος","άμπλωμα","άδικος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άμπλωμαπρώταρχισας","άμπλωμα","πρώταρχισας","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αμφιβολίαπλούπτος","αμφιβολία","πλούπτος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αμφιβολίατέταρτο","αμφιβολία","τέταρτο","unrelated","word","word",-0.013812061382946,-0.394949977443758,0.61289904011899,0.130670514407035,22,23,23,1,1,22,22,2,1,FALSE,FALSE,FALSE
"αμφιβολίαύποπτος","αμφιβολία","ύποπτος","related","word","word",0.147674609188524,-0.34777741855296,0.655117641999289,0.117662601954351,31,31,31,0,1,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"αμφιζαλίαβαν","αμφιζαλία","βαν","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αμφιζαλίατοδικός","αμφιζαλία","τοδικός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναγνωρίζωάντιδρασντρας","αναγνωρίζω","άντιδρασντρας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναγνωρίζωγνώριζα","αναγνωρίζω","γνώριζα","related","word","word",0.430073093120217,-0.426924125501253,0.911713653822427,0.158708975760213,33,35,38,0,0.921052631578947,38,38,0,1,FALSE,FALSE,FALSE
"αναγνωρίζωτελικά","αναγνωρίζω","τελικά","unrelated","word","word",0.147615985320627,-0.507792923658643,0.423034971249323,0.0759793237791228,31,32,32,0,1,31,32,0,0.96875,FALSE,FALSE,FALSE
"ανάγνωσηγραφή","ανάγνωση","γραφή","related","word","word",0.345359071861352,-0.474578852734765,0.602595007905881,0.115969463342262,27,28,29,1,0.96551724137931,28,29,1,0.96551724137931,FALSE,FALSE,FALSE
"ανάγνωσηθεαματικός","ανάγνωση","θεαματικός","unrelated","word","word",0.0227866861657348,0.363346218309829,1.17664671965599,0.240182005889735,24,25,29,0,0.862068965517241,29,29,0,1,FALSE,FALSE,FALSE
"ανάγνωσηπανοπλάι","ανάγνωση","πανοπλάι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άναγτασηέγγραφο","άναγταση","έγγραφο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άναγτασηφαηθώ","άναγταση","φαηθώ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναγχαρίζωαπισσία","αναγχαρίζω","απισσία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναγχαρίζωγιατρός","αναγχαρίζω","γιατρός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναζέρησηάντιδρασντρας","αναζέρηση","άντιδρασντρας","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναζέρησηκαπάκι","αναζέρηση","καπάκι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναζήτησηβούτυρο","αναζήτηση","βούτυρο","unrelated","word","word",0.0825895108533372,-0.534997421531595,0.594012832855214,0.110305413878558,29,31,33,1,0.93939393939394,30,33,1,0.909090909090909,FALSE,FALSE,FALSE
"αναζήτησηβρίσκω","αναζήτηση","βρίσκω","related","word","word",0.187478292228612,-0.444106719807599,0.967623906077195,0.186219307549329,27,29,30,0,0.966666666666667,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"αναζήτησηόωθος","αναζήτηση","όωθος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναλμαήςπλούπτος","αναλμαής","πλούπτος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναλμαήςπρωί","αναλμαής","πρωί","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"αναλυτήςερευνητής","αναλυτής","ερευνητής","related","word","word",0.528406925905462,-0.548509759807887,0.374719655905884,0.078134449486884,23,23,24,0,0.958333333333333,24,24,0,1,FALSE,FALSE,FALSE
"αναλυτήςθέτω εις ενέργειαν","αναλυτής","θέτω εις ενέργειαν","unrelated","word","word",NA,2.03749502469297,1.42427455052116,0.269162589954092,28,28,31,1,0.903225806451613,30,32,0,0.9375,FALSE,FALSE,FALSE
"αναλυτήςτόποθεαμα","αναλυτής","τόποθεαμα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ανάνωαμκτική","ανάνω","αμκτική","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ανάνωαρουραίος","ανάνω","αρουραίος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άναραζααπογοήτευση","άναραζα","απογοήτευση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"άναραζασκκανί","άναραζα","σκκανί","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
