"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"багемполитика","багем","политика","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"базаелектричан","база","електричан","unrelated","word","word",NA,0.0284064508328605,0.849685462365493,0.219387843017073,15,15,15,1,1,15,15,1,1,FALSE,FALSE,FALSE
"базаозбиљтастичан","база","озбиљтастичан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"базацентрала","база","централа","related","word","word",0.575853054291981,-0.25088484428794,0.502903231450422,0.115373913909075,19,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"бајменипослати","бајмени","послати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бајмениспер","бајмени","спер","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бананадемократија","банана","демократија","unrelated","word","word",0.478537919469754,0.301459357853764,1.51931950945737,0.537160563963161,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"бананајагода","банана","јагода","related","word","word",0.582265685013543,-0.77376804124557,0.565887936318807,0.133381065720897,18,18,18,0,1,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"бананасмезио","банана","смезио","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бандагрупа","банда","група","related","word","word",0.521257428041637,-0.472451979193791,0.630676506834522,0.134460683045774,22,23,23,0,1,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"бандадух","банда","дух","unrelated","word","word",0.311897475685502,-0.886079947665464,0.30283407428219,0.0913079089207856,11,12,12,0,1,11,11,1,1,FALSE,FALSE,FALSE
"бандаизглeдaредан","банда","изглeдaредан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банестрачуштен","банест","рачуштен","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банестсвећа","банест","свећа","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банкарда","банкар","да","unrelated","word","word",0.49861041171254,-0.715055891127575,0.538149523366554,0.130520431012712,17,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"банкаринвеститор","банкар","инвеститор","related","word","word",0.592042078296647,0.0339573196871949,0.670528868506518,0.158045169967434,18,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"банкармасрећна","банкар","масрећна","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банкарностнедесној","банкарност","недесној","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банкарностпиво","банкарност","пиво","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банкарскианализа","банкарски","анализа","unrelated","word","word",0.428186618404859,-0.509883307887184,0.656509201431933,0.139968232039338,22,25,25,1,1,21,26,0,0.807692307692308,FALSE,FALSE,FALSE
"банкарскиоствафодба","банкарски","оствафодба","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"банкарскифинансијски","банкарски","финансијски","related","word","word",0.718743499209088,0.21929741701682,1.43454728696725,0.507189057273652,8,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"баобичнадрво","баобична","дрво","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баобичнастварпресија","баобична","стварпресија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"баронгрофица","барон","грофица","related","word","word",0.538106598543447,-0.418105068734593,0.28350506269894,0.0732006924265656,15,16,16,0,1,13,16,0,0.8125,FALSE,FALSE,FALSE
"баронлеп","барон","леп","unrelated","word","word",0.358797433692121,-0.692847408811877,0.416994879214893,0.111446569290094,14,15,15,1,1,14,15,1,0.933333333333333,FALSE,FALSE,FALSE
"барончок","барон","чок","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"барутдинамит","барут","динамит","related","word","word",0.56843655764361,-0.522138373974206,0.555464446749082,0.118425417956977,22,23,23,1,1,22,23,1,0.956521739130435,FALSE,FALSE,FALSE
"барутлекар","барут","лекар","unrelated","word","word",0.386847828758863,-0.837284052581294,0.561215903801242,0.112243180760248,25,26,26,1,1,24,26,1,0.923076923076923,FALSE,FALSE,FALSE
"барутнестаског","барут","нестаског","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бебадете","беба","дете","related","word","word",0.527002321563346,-1.07125280463612,0.306660134369193,0.0885251555638901,12,13,13,1,1,13,13,1,1,FALSE,FALSE,FALSE
"бебазамрзнути","беба","замрзнути","unrelated","word","word",0.416759250141317,0.146693981826073,0.92657725312712,0.247638187398557,14,14,15,0,0.933333333333333,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"бебатрити","беба","трити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бежатипобећи","бежати","побећи","related","word","word",0.622684014679189,-0.38264758950059,0.805396285297852,0.195337291456655,17,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"бежатипредајник","бежати","предајник","unrelated","word","word",0.404185785887696,0.444730417170488,1.07201101292224,0.323223481908356,11,12,13,0,0.923076923076923,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"бежатитрагистим","бежати","трагистим","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безбедносткомитет","безбедност","комитет","unrelated","word","word",0.492654223038923,-0.331781444176068,0.637947315026638,0.15948682875666,16,17,18,0,0.944444444444444,16,18,0,0.888888888888889,FALSE,FALSE,FALSE
"безбедностогромнирање","безбедност","огромнирање","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"безбедностсигурност","безбедност","сигурност","related","word","word",0.725950452677319,-0.600708973756178,0.499841516004374,0.0897741864474867,31,33,33,1,1,34,34,0,1,FALSE,FALSE,FALSE
"бејешпем","бејеш","пем","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бејешположај","бејеш","положај","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бејнаозатваралност","бејнао","затваралност","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бејнаотечан","бејнао","течан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бели лукзатворен","бели лук","затворен","unrelated","word","word",NA,-0.199809110776004,0.62952085130828,0.15738021282707,16,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"бели луклук","бели лук","лук","related","word","word",NA,-0.99468810206893,0.402754732355415,0.127362229265462,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"бели лукприватство","бели лук","приватство","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"белитрашистимно поље","белитраш","истимно поље","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"белитрашјастог","белитраш","јастог","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бензингориво","бензин","гориво","related","word","word",0.602033275563428,-0.856697957464752,0.536881422730134,0.134220355682534,16,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"бензинизуметник","бензин","изуметник","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бензинтрудноћа","бензин","трудноћа","unrelated","word","word",0.409156617028716,-0.378043587216426,0.332821049712604,0.0665642099425209,25,25,25,0,1,24,24,1,1,FALSE,FALSE,FALSE
"беозатвореством","бео","затвореством","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"беоопис","бео","опис","unrelated","word","word",0.391487720235061,-0.41509928202779,0.867986619840758,0.231979181982008,14,15,15,0,1,12,15,0,0.8,FALSE,FALSE,FALSE
"беоцрн","бео","црн","related","word","word",0.551364904989363,-0.599015295468009,1.40590402267895,0.306793409703295,21,21,21,1,1,21,21,1,1,FALSE,FALSE,FALSE
"берлинтизатворен","берлинти","затворен","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"берлинтисрегле","берлинти","срегле","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бескорилностградоначестронг","бескорилност","градоначестронг","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бескорилностоброк","бескорилност","оброк","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бескористанбезвредан","бескористан","безвредан","related","word","word",0.616611555510013,-0.148536252506915,0.635612340667318,0.16987454354161,14,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"бескористанпедог","бескористан","педог","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бескористануличица","бескористан","уличица","unrelated","word","word",0.469282794561746,0.253957435961676,1.07054994026374,0.296917130966603,13,14,14,0,1,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"беспомоћаннемоћан","беспомоћан","немоћан","related","word","word",0.766499091821731,-0.472945333401528,0.659662807462071,0.122496308114493,29,30,31,1,0.967741935483871,30,31,1,0.967741935483871,FALSE,FALSE,FALSE
"беспомоћаноброк","беспомоћан","оброк","unrelated","word","word",0.438262841463433,-0.606817861623956,0.426420487946184,0.110101296553147,15,16,17,0,0.941176470588235,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"беспомоћанпрешком","беспомоћан","прешком","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бетонјахтев","бетон","јахтев","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бетонљубавник","бетон","љубавник","unrelated","word","word",0.419844128393498,-0.39566385366415,0.511937325519598,0.147783576348479,12,12,12,2,1,12,12,2,1,FALSE,FALSE,FALSE
"бетончелик","бетон","челик","related","word","word",0.529484141021471,-0.786813917957469,0.628518859972401,0.15243821455053,17,19,19,1,1,18,19,1,0.947368421052632,FALSE,FALSE,FALSE
"бешкусмањити","бешку","смањити","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бешкустрпљеспирација","бешку","стрпљеспирација","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"библијакњига","библија","књига","related","word","word",0.56959217434386,-1.0280158922149,0.363316124818848,0.0774592580749228,22,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"библијакумен","библија","кумен","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"библијауторак","библија","уторак","unrelated","word","word",0.382280213738512,-0.464857188275426,1.12260484336719,0.374201614455729,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"библиотекамузеј","библиотека","музеј","related","word","word",0.514030799124861,-0.246894462830706,1.28478276965794,0.331729484691962,15,17,18,1,0.944444444444444,18,18,1,1,FALSE,FALSE,FALSE
"библиотекаотисак пглeдa","библиотека","отисак пглeдa","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"библиотекапринц","библиотека","принц","unrelated","word","word",0.390083424137608,-0.396034670145624,0.437009841246402,0.121204722345868,13,13,14,0,0.928571428571429,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"биљкапоједиством","биљка","поједиством","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биљкауобичајено","биљка","уобичајено","unrelated","word","word",0.463734015457608,-0.0611657894381047,0.546964396047436,0.111648639815483,24,24,26,0,0.923076923076923,26,26,0,1,FALSE,FALSE,FALSE
"биљкацвет","биљка","цвет","related","word","word",0.47289464772492,-0.478677014516048,1.36633260154435,0.305521257692729,20,23,23,2,1,22,22,3,1,FALSE,FALSE,FALSE
"биоружјаикео","биоружја","икео","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биоружјаставити","биоружја","ставити","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биоскопгаража","биоскоп","гаража","unrelated","word","word",0.480155470740241,-0.813287233806777,0.387817526612248,0.0826829744889923,22,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"биоскопексплозилност","биоскоп","експлозилност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биоскоппозориште","биоскоп","позориште","related","word","word",0.528782866518632,-0.543573000099982,0.482247137384866,0.139212757292539,12,13,14,1,0.928571428571429,13,14,1,0.928571428571429,FALSE,FALSE,FALSE
"бискупкардинал","бискуп","кардинал","related","word","word",0.569369593364054,0.275571407385506,1.31803651476052,0.380484368299371,12,12,16,0,0.75,11,16,0,0.6875,FALSE,FALSE,FALSE
"бискупслава","бискуп","слава","unrelated","word","word",0.472961619518333,-0.493020548377642,0.932668220201978,0.226205269738211,17,17,17,0,1,10,17,0,0.588235294117647,FALSE,FALSE,FALSE
"бискупташио","бискуп","ташио","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биствобетмен","биство","бетмен","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биствоубијтити","биство","убијтити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бистријголи","бистриј","голи","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"бистријзашкарца","бистриј","зашкарца","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"биткаборба","битка","борба","related","word","word",0.59502285866067,-0.9490725637845,0.339016348841555,0.0906059304200096,14,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"биткафотограф","битка","фотограф","unrelated","word","word",0.324682173286955,-0.0115303415498002,1.31247561725137,0.318322094175008,17,17,18,1,0.944444444444444,17,18,1,0.944444444444444,FALSE,FALSE,FALSE
