"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"land","nation","related","word","word",0.390967559547059
"seger","nederlag","related","word","word",0.502766341611749
"positiv","negativ","related","word","word",0.636196252818146
"orolig","nervös","related","word","word",0.572002820197398
"brådskande","nödsituation","related","word","word",0.365732454017709
"söder","norr","related","word","word",0.7279024894812
"kanal","nyheter","related","word","word",0.314377211960448
"bara","nyligen","related","word","word",0.125290479870147
"orimlig","oansvarig","related","word","word",0.349773307551975
"obekväm","obehaglig","related","word","word",0.547593455438666
"öde","öde","related","word","word",1
"groda","ödla","related","word","word",0.415293456260229
"officiellt","officiell","related","word","word",0.775185366125517
"oförmåga","oförmögen","related","word","word",0.524399164607888
"ibland","ofta","related","word","word",0.537250171601022
"anonym","okänd","related","word","word",0.390011287859749
"september","oktober","related","word","word",0.58913932962085
"dryck","öl","related","word","word",0.369030715221999
"kol","olja","related","word","word",0.443061209410324
"incident","olycka","related","word","word",0.431197214881457
"olyckligt","olycka","related","word","word",0.433733814917284
"radie","omkrets","related","word","word",0.498445743619062
"önskan","önskar","related","word","word",0.408843938245237
"öga","öra","related","word","word",0.423536027699542
"grön","orange","related","word","word",0.4550092513317
"orättvisa","orättvis","related","word","word",0.822217699378654
"ordna","organisera","related","word","word",0.387928126175891
"mask","orm","related","word","word",0.318810926427908
"oro","oroa","related","word","word",0.409401079708777
"anledning","orsak","related","word","word",0.757270965963699
"bröd","ost","related","word","word",0.489377845710014
"väst","öst","related","word","word",0.684681268867879
"plötsligt","oväntat","related","word","word",0.376267202330937
"underskattar","överdriva","related","word","word",0.393160590297863
"flytta","överföra","related","word","word",0.336331594313309
"lämna","överge","related","word","word",0.491044637549563
"leva","överleva","related","word","word",0.462689765558478
"allmän","överste","related","word","word",0.121424655489223
"skärm","övervaka","related","word","word",0.123361921997843
"öva","övning","related","word","word",0.37366033230912
"lägre","övre","related","word","word",0.353492606399666
"kuvert","paket","related","word","word",0.522768618436604
"farbror","pappa","related","word","word",0.57521219398051
"sektion","paragraf","related","word","word",0.459885875605983
"övernaturlig","paranormal","related","word","word",0.496931947332387
"läppstift","parfym","related","word","word",0.456118773985913
"materia","partikel","related","word","word",0.53512003108281
"biljett","pass","related","word","word",0.407180658791125
"entusiasm","passion","related","word","word",0.46208291650961
"kommentar","påstående","related","word","word",0.316383252807485
"eländig","patetisk","related","word","word",0.490720814206068
"vakt","patrullera","related","word","word",0.263467511054562
"kontanter","pengar","related","word","word",0.555694281176467
"vagina","penis","related","word","word",0.529113253366351
"papper","penna","related","word","word",0.488656114205787
"idealisk","perfekt","related","word","word",0.394619774906556
"fas","period","related","word","word",0.430036947049741
"karaktär","personlighet","related","word","word",0.477803235919982
"se","perspektiv","related","word","word",0.266411580222864
"läsplatta","piller","related","word","word",0.133010886708375
"astronaut","pilot","related","word","word",0.48014608673622
"gevär","pistol","related","word","word",0.623270110222422
"status","placera","related","word","word",0.0965968199170238
"ficka","plånbok","related","word","word",0.509407080688332
"förberedelse","planera","related","word","word",0.449248764166139
"cement","plast","related","word","word",0.372419456350999
"plats","plats","related","word","word",1
"ansvar","plikt","related","word","word",0.382833390611421
"flicka","pojke","related","word","word",0.71756614546861
"spelande","poker","related","word","word",0.413485236213673
"journalistik","politik","related","word","word",0.509222107781377
"politik","politiker","related","word","word",0.593394110436551
"kritisk","politisk","related","word","word",0.522114609184807
"portal","port","related","word","word",0.669421073808885
"bokstavligen","praktiskt taget","related","word","word",NA
"munk","präst","related","word","word",0.441034146433196
"tal","predikan","related","word","word",0.426619141890124
"kansler","president","related","word","word",0.390583577149127
"show","prestanda","related","word","word",0.265761265747449
"skytte","prickskytt","related","word","word",0.414617792144417
"sekundär","primär","related","word","word",0.422794460352229
"prinsessa","prins","related","word","word",0.670705189614571
"nobel","pris","related","word","word",0.172863259901154
"bonus","pris","related","word","word",0.28626440287691
"värde","pris","related","word","word",0.417219490059257
"problem","problem","related","word","word",1
"bearbeta","procedur","related","word","word",0.187525600819316
"skapa","producera","related","word","word",0.367794585975019
"varumärke","produkt","related","word","word",0.275147180465847
"fabrik","produktion","related","word","word",0.318545461070122
"amatör","professionell","related","word","word",0.37855256453816
"dekanus","professor","related","word","word",0.333141310901039
"projekt","program","related","word","word",0.428432955705093
"tupplur","promenad","related","word","word",0.46774149533455
"springa","promenad","related","word","word",0.285531778213314
"regel","protokoll","related","word","word",0.364359894865086
"modell","prototyp","related","word","word",0.454659194842455
"anatomi","psykologi","related","word","word",0.523600630055117
"medicinsk","psykologisk","related","word","word",0.547011887041739
"folkmassan","publik","related","word","word",0.327540477935489
"hjälte","räddare","related","word","word",0.503248805362101
"skräck","rädsla","related","word","word",0.600772087485957
"stöld","rån","related","word","word",0.48544441806101
"stjäla","råna","related","word","word",0.439944176399455
"ilska","rasa","related","word","word",0.100849854951522
"mus","råtta","related","word","word",0.492828179041245
"hörsel","rättegång","related","word","word",0.11303470779304
"olaglig","rättslig","related","word","word",0.356510860902746
"hämnd","rättvisa","related","word","word",0.490873163577529
"generator","reaktor","related","word","word",0.48404123582469
"optimistisk","realistiskt","related","word","word",0.422984100103955
"administrering","regering","related","word","word",0.474860051364138
"filosofi","religion","related","word","word",0.508541362215854
"kedja","rep","related","word","word",0.425141918289537
"fixera","reparera","related","word","word",0.363625192980731
"pub","restaurang","related","word","word",0.451886508097883
"resultat","resultat","related","word","word",1
"portfölj","resväska","related","word","word",0.481107994730076
"kör","rida","related","word","word",0.232875487081072
"fattig","rik","related","word","word",0.593675236740872
"kunglig","rike","related","word","word",0.193830834894489
"skatt","rikedom","related","word","word",0.354609654669593
"rättvist","rimlig","related","word","word",0.315271671663326
"förklaring","rimlig","related","word","word",0.345958725563161
"kvick","rolig","related","word","word",0.403058313606235
"kejsar","rom","related","word","word",0.400291122379
"dramatisk","romantisk","related","word","word",0.496776375491066
"majoritet","rösta","related","word","word",0.462832907215536
"sväng","rotera","related","word","word",0.214903364496027
"kidnappa","röva bort","related","word","word",NA
"byte","rovdjur","related","word","word",0.44515037223691
"runda","runt om","related","word","word",NA
"skydda","rustning","related","word","word",0.21534402453766
"karriär","rykte","related","word","word",0.409742110848545
"till sist","så småningom","related","word","word",NA
"spionage","sabotage","related","word","word",0.410144044261754
"säga","säga","related","word","word",1
