pt_cue,pt_target,type,cue_type,target_type,pt_br_cosine
segredo,mistério,related,word,word,0.43026023718489
combinação,mistura,related,word,word,0.516032299239759
humilde,modesto,related,word,word,0.536149025187048
seco,molhado,related,word,word,0.607622135556013
creme,molho,related,word,word,0.567203641318822
tela,monitor,related,word,word,0.314141670445128
colina,montanha,related,word,word,0.670209616741078
soma,montante,related,word,word,0.510906105913186
número,morada,related,word,word,0.452716556703633
banana,morango,related,word,word,0.56385038270674
aspirina,morfina,related,word,word,0.574758339877261
sofra,morrer,related,word,word,0.328634671414086
vivo,morta,related,word,word,0.335761718581847
terra,mosca,related,word,word,0.124452823036289
templo,mosteiro,related,word,word,0.572937141452019
hotel,motel,related,word,word,0.779457546439226
tanque,motor,related,word,word,0.465623124412693
às vezes,muitas vezes,related,word,word,
extremamente,muito,related,word,word,0.659643580648451
viúva,mulher,related,word,word,0.523170212115409
internacional,mundo,related,word,word,0.321822293583775
nervo,músculo,related,word,word,0.549280826559888
biblioteca,museu,related,word,word,0.446058340021648
jazz,música,related,word,word,0.580466459723237
álbum,música,related,word,word,0.44455272871108
cantor,músico,related,word,word,0.688144041383945
evolução,mutação,related,word,word,0.536973195640339
país,nação,related,word,word,0.571881314898741
afogar,nadar,related,word,word,0.449690471581737
boca,nariz,related,word,word,0.456087681498013
diarréia,náusea,related,word,word,0.524887133622827
positivo,negativo,related,word,word,0.736835627364398
com ciumes,nervoso,related,word,word,
preocupado,nervoso,related,word,word,0.534723918705226
chuva,neve,related,word,word,0.550556146034981
nuvem,névoa,related,word,word,0.543002481105933
noivo,noiva,related,word,word,0.766559931906384
saudável,normal,related,word,word,0.471161278685759
sul,norte,related,word,word,0.883066258510378
excepcional,notável,related,word,word,0.592411080215876
canal,notícias,related,word,word,0.270873428547665
velho,novo,related,word,word,0.391572278042648
nu,despido,related,word,word,0.586318616119612
atômico,nuclear,related,word,word,0.494964959530798
indústria,negócio,related,word,word,0.433362322230055
claramente,obviamente,related,word,word,0.621366811960059
mar,oceano,related,word,word,0.763355051581227
sulista,ocidental,related,word,word,0.346176803096731
cobrir,ocultar,related,word,word,0.350661553863651
insulto,ofender,related,word,word,0.414409100193075
leilão,oferta,related,word,word,0.301296316799082
oficialmente,oficial,related,word,word,0.477919074977184
carvão,óleo,related,word,word,0.353741854191203
comboio,ônibus,related,word,word,0.55377900377906
hoje,ontem,related,word,word,0.665964688921718
escolha,opção,related,word,word,0.683181195464333
inimigo,oponente,related,word,word,0.509004239458236
planeta,órbita,related,word,word,0.494622781963073
olho,orelha,related,word,word,0.349758733306232
arranjo,organizar,related,word,word,0.263883564824494
rachadura,orifício,related,word,word,0.322233509574605
primavera,outono,related,word,word,0.712938484896677
setembro,outubro,related,word,word,0.654191102418669
escutar,ouvir,related,word,word,0.767303722359241
ninho,ovo,related,word,word,0.431308525663513
ar,oxigênio,related,word,word,0.427893786582893
envelope,pacote,related,word,word,0.518240326635297
monge,padre,related,word,word,0.530319496807675
adulto,pai,related,word,word,0.294956837056631
mãe,pai,related,word,word,0.690345387795703
entusiasmo,paixão,related,word,word,0.518930370771891
seminário,palestra,related,word,word,0.542223405615992
tio,papai,related,word,word,0.438470148194437
eterno,para sempre,related,word,word,
seção,parágrafo,related,word,word,0.453924112892812
sobrenatural,paranormal,related,word,word,0.581873880735475
evitar,pare,related,word,word,0.211002049034261
matéria,partícula,related,word,word,0.488380273368247
chegada,partida,related,word,word,0.401473013799968
torneio,partida,related,word,word,0.364131313657216
futuro,passado,related,word,word,0.47711839082859
bilhete,passaporte,related,word,word,0.499835374242273
borboleta,pássaro,related,word,word,0.485096659501753
dirigir,passeio,related,word,word,0.173959077233842
cochilo,passeio,related,word,word,0.299610711247516
miserável,patético,related,word,word,0.549789706108508
ganso,pato,related,word,word,0.60004404194237
guarda,patrulha,related,word,word,0.327705661589883
quebra,pausa,related,word,word,0.084909290706787
fragmento,peça,related,word,word,0.269363106956365
comando,pedido,related,word,word,0.158571286174974
rocha,pedra,related,word,word,0.676960595458906
estômago,peito,related,word,word,0.546306823345862
tubarão,peixe,related,word,word,0.598948353722292
vagina,pênis,related,word,word,0.559365774361249
considerar,pensar,related,word,word,0.475426730494188
pouco,pequeno,related,word,word,0.234998289459652
ideal,perfeito,related,word,word,0.627459921416009
batom,perfume,related,word,word,0.504285592806179
pergunta,perguntar,related,word,word,0.645748522980147
risco,perigo,related,word,word,0.764446209264092
arriscado,perigoso,related,word,word,0.617212209659535
raio,perímetro,related,word,word,0.283681162477398
estágio,período,related,word,word,0.446342601386244
ficar,permanecer,related,word,word,0.547461224999093
seguir,perseguir,related,word,word,0.455085233510647
personagem,personalidade,related,word,word,0.488562900149876
visão,perspectiva,related,word,word,0.502598100634662
interromper,perturbar,related,word,word,0.590998590988273
frango,peru,related,word,word,0.652910754925783
caçando,pescaria,related,word,word,0.280902459096018
garganta,pescoço,related,word,word,0.531767460061582
população,pessoas,related,word,word,0.328734358304687
truque,piada,related,word,word,0.307697119109087
astronauta,piloto,related,word,word,0.446593174517927
artista,pintor,related,word,word,0.689745223865827
tigela,placa,related,word,word,0.281806985666128
preparação,planejamento,related,word,word,0.473614020971626
cimento,plástico,related,word,word,0.537297793337817
explicação,plausível,related,word,word,0.460030926599714
cinzas,pó,related,word,word,0.541030529734491
oxidado,poeirento,related,word,word,0.314909910158729
texto,poema,related,word,word,0.526733388747593
jogatina,poker,related,word,word,0.454067564649354
jornalismo,política,related,word,word,0.409537242138326
política,político,related,word,word,0.566833272710159
crítico,político,related,word,word,0.496277312403926
inserir,por,related,word,word,0.114849732998493
volta,ao redor,related,word,word,
vaca,porco,related,word,word,0.630433757473896
janela,porta,related,word,word,0.610323874834633
portal,portão,related,word,word,0.516442027335083
baía,porto,related,word,word,0.54491380266806
status,posição,related,word,word,0.376714866512161
chance,possibilidade,related,word,word,0.59726058844256
dourado,prateado,related,word,word,0.565361833342617
literalmente,praticamente,related,word,word,0.530958633864356
confortável,prazeroso,related,word,word,0.371096705057632
necessário,precisar,related,word,word,0.402060825355828
valor,preço,related,word,word,0.539551323656498
presa,predador,related,word,word,0.381602071661822
xerife,prefeito,related,word,word,0.511536853452569
nobel,prêmio,related,word,word,0.394459189743846
punir,prender,related,word,word,0.434733617317388
preocupação,receio,related,word,word,0.368220833626346
pronto,preparar,related,word,word,0.501596683436589
elogio,presente,related,word,word,0.352291212463459
chanceler,presidente,related,word,word,0.477661059076715
pulso,pressão,related,word,word,0.340952976548083
botão,pressione,related,word,word,0.492611133564983
branco,preto,related,word,word,0.797097145972968
secundário,primário,related,word,word,0.52527772554472
relativo,primo,related,word,word,0.13467358924862
princesa,principe,related,word,word,0.58095545791127
cela,prisão,related,word,word,0.56718226927392
pena,prisão,related,word,word,0.31121776714398
refém,prisioneiro,related,word,word,0.546835658370098
privado,privacidade,related,word,word,0.42616733464867
dificuldade,problema,related,word,word,0.403880499837382
processar,procedimento,related,word,word,0.251811031347051
fábrica,produção,related,word,word,0.455895270179035
marca,produtos,related,word,word,0.270857233435914
criar,produzir,related,word,word,0.542579673041464
reitor,professor,related,word,word,0.540437042922554
aluna,professora,related,word,word,0.702706708258272
amador,profissional,related,word,word,0.548072845650943
projeto,programa,related,word,word,0.455151785687338
proibido,proibir,related,word,word,0.604369150702684
garantia,promessa,related,word,word,0.409482283016766
advogado,promotor,related,word,word,0.551313066204663
propriedade,proprietário,related,word,word,0.466789584070922
continuar,prosseguir,related,word,word,0.595472961197503
regra,protocolo,related,word,word,0.507583913242928
modelo,protótipo,related,word,word,0.410363748666559
evidência,prova,related,word,word,0.597712656192049
probabilidade,provável,related,word,word,0.472464076606847
talvez,provavelmente,related,word,word,0.317140858973218
habilitar,providenciar,related,word,word,0.368620883905457
anatomia,psicologia,related,word,word,0.49742850091074
médico,psicológico,related,word,word,0.351322780695935
multidão,público,related,word,word,0.398271403017479
escalar,pular,related,word,word,0.453112902107605
empurrar,puxar,related,word,word,0.649889074180031
quantidade,qualidade,related,word,word,0.45767415773468
base,quartel general,related,word,word,
terceiro,quarto,related,word,word,0.292798533171798
sala,quarto,related,word,word,0.398655993441267
dois,quatro,related,word,word,0.71602987047603
pão,queijo,related,word,word,0.640381075557055
contaminação,radiação,related,word,word,0.588040393043854
devagar,rapidamente,related,word,word,0.452492277268758
distância,rapidez,related,word,word,0.202828425022333
ocasionalmente,raramente,related,word,word,0.524816103152572
camundongo,rato,related,word,word,0.509985238173231
justo,razoável,related,word,word,0.552592594159321
verdadeiro,real,related,word,word,0.51669899277236
otimista,realista,related,word,word,0.535887217824926
na verdade,realmente,related,word,word,
gerador,reator,related,word,word,0.614679549923791
somente,recentemente,related,word,word,0.0559554458371689
bônus,recompensa,related,word,word,0.423161224551841
internet,rede,related,word,word,0.40596105398577
aumentar,reduzir,related,word,word,0.691359585278811
comida,refeição,related,word,word,0.562605251635482
limonada,refrigerante,related,word,word,0.578164067037023
rainha,rei,related,word,word,0.655696368168469
real,reino,related,word,word,0.306219929134274
filosofia,religião,related,word,word,0.562702980796053
eliminar,remover,related,word,word,0.53570040302516
contratar,renda,related,word,word,0.209006607383914
lucro,renda,related,word,word,0.359290844621358
consertar,reparar,related,word,word,0.660952078998804
apavorante,assustador,related,word,word,0.555657379182132
sujo,repugnante,related,word,word,0.413271176478709
carreira,reputação,related,word,word,0.540043207963596
quente,frio,related,word,word,0.653257459268466
seqüestrador,resgate,related,word,word,0.373644567119128
resistência,resistir,related,word,word,0.531322598960764
responda,responder,related,word,word,0.705164057621483
bar,restaurante,related,word,word,0.659301723467389
resultado,desfecho,related,word,word,0.550446810633209
de volta,retorna,related,word,word,
coletar,reunir,related,word,word,0.423666257487473
playboy,revista,related,word,word,0.502800487849619
pobre,rico,related,word,word,0.416333297848136
sorrir,risada,related,word,word,0.326537608379362
estrada,rodovia,related,word,word,0.589935834119368
