"ta_cue","ta_target","type","cue_type","target_type","ta_cosine"
"துரதிஷ்டவசமாக","துரதிர்ஷ்டம்","related","word","word",NA
"பின்பற்றவும்","துரத்தல்","related","word","word",NA
"சிக்கன்","துருக்கி","related","word","word",NA
"உளவு","துரோகி","related","word","word",NA
"கிராக்","துளை","related","word","word",NA
"பே","துறைமுகம்","related","word","word",NA
"பொறி","துாண்டில்","related","word","word",NA
"ஓய்வு","தூங்கு","related","word","word",NA
"சாம்பல்","தூசி","related","word","word",NA
"ரஸ்டி","தூசி","related","word","word",NA
"இறைவன்","தெய்வீக","related","word","word",NA
"அநாமதேய","தெரியவில்லை","related","word","word",NA
"இப்போது","தெரியும்","related","word","word",NA
"அவென்யூ","தெரு","related","word","word",NA
"பிரச்சாரம்","தேர்தல்","related","word","word",NA
"தேர்வு","தேர்ந்தெடு","related","word","word",NA
"தேவையான","தேவை","related","word","word",NA
"உன்னத","தைரியமாக","related","word","word",NA
"உறை","தொகுப்பு","related","word","word",NA
"தொடரவும்","தொடரவும்","related","word","word",NA
"எப்போதும்","தொடர்ந்து","related","word","word",NA
"தங்கியிருங்கள்","தொடர்ந்து","related","word","word",NA
"வழிசெலுத்தல்","தொடர்பு","related","word","word",NA
"குறுக்கீடு","தொந்தரவு","related","word","word",NA
"தலைக்கவசம்","தொப்பி","related","word","word",NA
"கண்ணாடிகள்","தொப்பி","related","word","word",NA
"வானொலி","தொலைக்காட்சி","related","word","word",NA
"அஞ்சல்","தொலைநகல்","related","word","word",NA
"அழைப்பு","தொலைபேசி","related","word","word",NA
"உழவர்","தொழிலாளி","related","word","word",NA
"அமெச்சூர்","தொழில்முறை","related","word","word",NA
"மில்லியனர்","தொழில்முனைவோர்","related","word","word",NA
"வைரஸ்","தொற்று","related","word","word",NA
"வெற்றி","தோல்வி","related","word","word",NA
"வெற்றி","தோல்வி","related","word","word",NA
"மூலதன","நகரம்","related","word","word",NA
"அசல்","நகல்","related","word","word",NA
"வைரம்","நகை","related","word","word",NA
"நாடகம்","நகைச்சுவை","related","word","word",NA
"தந்திரம்","நகைச்சுவை","related","word","word",NA
"ஓடு","நட","related","word","word",NA
"ஏற்படும்","நடக்கும்","related","word","word",NA
"செயலில்","நடவடிக்கை","related","word","word",NA
"நடனமாடுபவர்","நடனம்","related","word","word",NA
"நூலாசிரியர்","நடிகர்","related","word","word",NA
"உண்மையாகவே","நடைமுறையில்","related","word","word",NA
"பிரபல","நட்சத்திரம்","related","word","word",NA
"மரியாதைக்குரிய","நட்பாக","related","word","word",NA
"உறவு","நட்பு","related","word","word",NA
"மிட்நைட்","நண்பகல்","related","word","word",NA
"சக","நண்பர்","related","word","word",NA
"விளக்கம்","நம்பத்தகுந்த","related","word","word",NA
"மரியாதை","நம்பிக்கை","related","word","word",NA
