"es_cue","es_target","type","cue_type","target_type","es_cosine"
"divorcio","matrimonio","related","word","word",0.617718051249146
"mínimo","máximo","related","word","word",0.583586398824576
"salsa de tomate","mayonesa","related","word","word",NA
"técnico","mecánico","related","word","word",0.546380830673145
"trofeo","medalla","related","word","word",0.534300321641959
"artefacto","medallón","related","word","word",0.493360818578543
"cirujano","médico","related","word","word",0.679872944150956
"medianoche","mediodía","related","word","word",0.694596827526358
"labio","mejilla","related","word","word",0.60895652653682
"cambiar","mejora","related","word","word",0.376951695355707
"más","menos","related","word","word",0.523393498535539
"advertencia","mensaje","related","word","word",0.383814096194333
"mentir","mentiroso","related","word","word",0.476034402313724
"junio","mes de julio","related","word","word",NA
"planchar","metal","related","word","word",0.1791228180655
"kilómetro","metro","related","word","word",0.517610269035873
"combinación","mezcla","related","word","word",0.55867933605297
"cámara","micrófono","related","word","word",0.518623975605196
"telescopio","microscopio","related","word","word",0.583770716375354
"horror","miedo","related","word","word",0.404908197337019
"civil","militar","related","word","word",0.619992842091113
"embajada","ministerio","related","word","word",0.454299971291103
"embajador","ministro","related","word","word",0.513024667331538
"segundo","minuto","related","word","word",0.704542424816829
"pobreza","miseria","related","word","word",0.638473553034299
"perdón","misericordia","related","word","word",0.181206892236102
"cohete","misil","related","word","word",0.60633793814904
"tarea","misión","related","word","word",0.626154974344193
"secreto","misterio","related","word","word",0.425631207531643
"humilde","modesto","related","word","word",0.598494821668423
"seco","mojado","related","word","word",0.539584926078563
"interrumpir","molestar","related","word","word",0.492526398917188
"templo","monasterio","related","word","word",0.583110099583494
"pantalla","monitor","related","word","word",0.487969968364709
"colina","montaña","related","word","word",0.701083162356978
"suma","monto","related","word","word",0.422057787711458
"rasguño","moretón","related","word","word",0.578792181846168
"aspirina","morfina","related","word","word",0.569049451356223
"sufrir","morir","related","word","word",0.564132117934884
"tierra","mosca","related","word","word",0.106318046616722
"hotel","motel","related","word","word",0.786058981363603
"tanque","motor","related","word","word",0.477884784911507
"niños","muchachas","related","word","word",0.436653564777324
"vivo","muerto","related","word","word",0.454466070817147
"masculino","mujer","related","word","word",0.330297822971979
"vdo","mujer","related","word","word",0.212041598413312
"internacional","mundo","related","word","word",0.285626573235079
"nervio","músculo","related","word","word",0.610730356258344
"biblioteca","museo","related","word","word",0.46187558266829
"jazz","música","related","word","word",0.633857441595452
"cantante","músico","related","word","word",0.678244870089068
"evolución","mutación","related","word","word",0.553167556578956
"extremadamente","muy","related","word","word",0.773745716309366
"país","nación","related","word","word",0.611487703214875
"ahogar","nadar","related","word","word",0.398091952489016
"verde","naranja","related","word","word",0.651363644936763
"boca","nariz","related","word","word",0.524528757088616
"diarrea","náusea","related","word","word",0.620426751321237
"ancla","navegar","related","word","word",0.347045910716541
"necesario","necesitar","related","word","word",0.361467834197959
"positivo","negativo","related","word","word",0.791277455209771
"industria","negocio","related","word","word",0.506507969991278
"blanco","negro","related","word","word",0.776344273273722
"preocupado","nervioso","related","word","word",0.568385920253038
"nube","niebla","related","word","word",0.528752485104565
"lluvia","nieve","related","word","word",0.573482573713395
"bebé","niño","related","word","word",0.704868143235334
"noche","noche","related","word","word",1
"saludable","normal","related","word","word",0.47922337786956
"sur","norte","related","word","word",0.906656967765939
"excepcional","notable","related","word","word",0.607739990507876
"inspector","notario","related","word","word",0.314750596878674
"canal","noticias","related","word","word",0.368127387057812
"acicalar","novia","related","word","word",0.16058690614552
"atómico","nuclear","related","word","word",0.532991735223198
"claramente","obviamente","related","word","word",0.594478021835429
"meridional","occidental","related","word","word",0.489165434457194
"mar","oceano","related","word","word",0.657318421667954
"septiembre","octubre","related","word","word",0.810305908132313
"insulto","ofender","related","word","word",0.352993704398269
"oficialmente","oficial","related","word","word",0.391471662815254
"escritorio","oficina","related","word","word",0.587205509657364
"gusto","oler","related","word","word",0.193495356004037
"elección","opción","related","word","word",0.647580871336283
"palabra","oración","related","word","word",0.427674380653187
"planeta","orbita","related","word","word",0.5584871029947
"ojo","oreja","related","word","word",0.394333169439583
"arreglar","organizar","related","word","word",0.433482933299123
"sangre","orina","related","word","word",0.603467335627706
"sombra","oscuro","related","word","word",0.354311244102996
"primavera","otoño","related","word","word",0.780087829487362
"aire","oxígeno","related","word","word",0.497396304509889
"adulto","padre","related","word","word",0.309772443294861
"madre","padre","related","word","word",0.783596168537655
"mariposa","pájaro","related","word","word",0.542367745971396
"tela","pañuelo","related","word","word",0.41160366380356
"tío","papá","related","word","word",0.500422845452701
"sobre","paquete","related","word","word",0.151396143471443
"sobrenatural","paranormal","related","word","word",0.585712840435872
"sección","párrafo","related","word","word",0.464418859439243
"importar","partícula","related","word","word",0.0921166675852847
"torneo","partido","related","word","word",0.53915741318453
"futuro","pasado","related","word","word",0.43525794348957
"billete","pasaporte","related","word","word",0.570666021901525
"conducir","paseo","related","word","word",0.275401687731217
"siesta","paseo","related","word","word",0.353954967997272
"entusiasmo","pasión","related","word","word",0.5892798689974
"postre","pastel","related","word","word",0.701717824469306
"miserable","patético","related","word","word",0.5828706333188
"ganso","pato","related","word","word",0.636536908200759
"gerente","patrón","related","word","word",0.235178054528614
"guardia","patrulla","related","word","word",0.420203939153894
"pollo","pavo","related","word","word",0.721232494026124
"fragmento","pedazo","related","word","word",0.500943382513378
"mando","pedido","related","word","word",0.131552303828682
"pregunta","pedir","related","word","word",0.196733568671245
"combate","pelear","related","word","word",0.458777848027192
"pornografía","película","related","word","word",0.389059887799066
"riesgo","peligro","related","word","word",0.715649525408205
