hi_cue,hi_target,type,cue_type,target_type,hi_cosine
मोका,संभावना,related,word,word,
मोड़,घुमाएँ,related,word,word,
भ्रम,मतिभ्रम,related,word,word,
मौत,लापता होने के,related,word,word,
यशस्वी,वैभव,related,word,word,
यहां,वहां,related,word,word,
यातना,अत्याचार,related,word,word,
यात्रा,कंसर्ट,related,word,word,
यात्री,चालक,related,word,word,
युद्ध,लड़ाई,related,word,word,
युवा,बचपन,related,word,word,
योग,रकम,related,word,word,
योग,मालिश,related,word,word,
योग्य होना,योग्य,related,word,word,
योजना,रणनीति,related,word,word,
यौन,शारीरिक,related,word,word,
रक्त,मूत्र,related,word,word,
रक्षक,पहरा,related,word,word,
बचाना,रक्षा करना,related,word,word,
रक्षित,बनाए रखना,related,word,word,
रंग,चित्र बनाना,related,word,word,
रदेऊ,चरवाहे,related,word,word,
रम,कॉग्नेक,related,word,word,
रसायन विज्ञान,जीवविज्ञान,related,word,word,
रसोइया,बावर्ची,related,word,word,
ठहरना,रहना,related,word,word,
श्रुति,दृष्टि,related,word,word,
राइफल,बंदूक,related,word,word,
राकेट,मिसाइल,related,word,word,
राक्षस,जंतु,related,word,word,
राजकुमारी,राजकुमार,related,word,word,
राजधानी,शहर,related,word,word,
राजवंश,साम्राज्य,related,word,word,
राज्यपाल,सीनेटर,related,word,word,
राडार,उपग्रह,related,word,word,
रात,शाम,related,word,word,
रात का खाना,सुबह का नाश्ता,related,word,word,
रानी,राजा,related,word,word,
राय,रवैया,related,word,word,
राष्ट्रीय,वैश्विक,related,word,word,
रासायनिक,जैविक,related,word,word,
रिपोर्ट,सूचित करना,related,word,word,
रिपोर्टर,पत्रकार,related,word,word,
रिश्तेदार,चचेरा भाई,related,word,word,
रिश्वत,भयादोहन,related,word,word,
रीढ़ की हड्डी में,पेट,related,word,word,
प्रतीक्षा,अपेक्षा करना,related,word,word,
रेगिस्तान,घाटी,related,word,word,
रेजिमेंट,बटालियन,related,word,word,
रेडियो,टेलीविजन,related,word,word,
रेल गाडी,बस,related,word,word,
रेशम,कपास,related,word,word,
मना करना,रोकना,related,word,word,
एम्बुलेंस,हेलीकॉप्टर,related,word,word,
रोज,साप्ताहिक,related,word,word,
रोटी,पनीर,related,word,word,
रोबोट,मशीन,related,word,word,
रोमन,यूनानी,related,word,word,
रोमियो,जूलियट,related,word,word,
लक्षण,सिंड्रोम,related,word,word,
लंगर,जलयात्रा,related,word,word,
लज़ान्या,स्पघेटी,related,word,word,
लड़का,भाई,related,word,word,
लड़की,लड़का,related,word,word,
लड़के,लड़कियाँ,related,word,word,
संग्राम,लड़ाई,related,word,word,
लपकना,पकड़,related,word,word,
लहसुन,प्याज,related,word,word,
लाइव,बच जाना,related,word,word,
लाओ,भेजना,related,word,word,
लागू,उपयोग,related,word,word,
लाल,पीला,related,word,word,
लिपस्टिक,इत्र,related,word,word,
लिफ़ाफ़ा,पैकेज,related,word,word,
लेख,अखबार,related,word,word,
लेखक,अभिनेता,related,word,word,
लोकप्रिय,प्रसिद्ध,related,word,word,
लोमड़ी,खरगोश,related,word,word,
लोहा,धातु,related,word,word,
वकील,अभियोक्ता,related,word,word,
वजन,ऊंचाई,related,word,word,
बालिग,माता-पिता,related,word,word,
वरिष्ठ,जूनियर,related,word,word,
वर्णन करना,व्यक्त करना,related,word,word,
वर्तमान,बिजली,related,word,word,
वर्षा,बर्फ,related,word,word,
वंश,परिवार,related,word,word,
वसंत,पतझड़,related,word,word,
वस्तु,विषय,related,word,word,
वाइन,शैंपेन,related,word,word,
वाइरस,संक्रमण,related,word,word,
वातावरण,वायुमंडल,related,word,word,
