en_cue,en_target,unique,en_cosine,en_fake_cue,en_fake_target,af_target,af_cue,af_cosine,af_fake_cue,af_fake_target,ar_target,ar_cue,ar_cosine,ar_fake_cue,ar_fake_target,bg_target,bg_cue,bg_cosine,bg_fake_cue,bg_fake_target,ca_target,ca_cue,ca_cosine,ca_fake_cue,ca_fake_target,cs_target,cs_cue,cs_cosine,cs_fake_cue,cs_fake_target,da_target,da_cue,da_cosine,da_fake_cue,da_fake_target,de_target,de_cue,de_cosine,de_fake_cue,de_fake_target,el_target,el_cue,el_cosine,el_fake_cue,el_fake_target,es_target,es_cue,es_cosine,es_fake_cue,es_fake_target,et_target,et_cue,et_cosine,et_fake_cue,et_fake_target,eu_target,eu_cue,eu_cosine,eu_fake_cue,eu_fake_target,fa_target,fa_cue,fa_cosine,fa_fake_cue,fa_fake_target,fi_target,fi_cue,fi_cosine,fi_fake_cue,fi_fake_target,fr_target,fr_cue,fr_cosine,fr_fake_cue,fr_fake_target,gl_target,gl_cue,gl_cosine,gl_fake_cue,gl_fake_target,he_target,he_cue,he_cosine,he_fake_cue,he_fake_target,hi_target,hi_cue,hi_cosine,hi_fake_cue,hi_fake_target,hr_target,hr_cue,hr_cosine,hr_fake_cue,hr_fake_target,hu_target,hu_cue,hu_cosine,hu_fake_cue,hu_fake_target,hy_target,hy_cue,hy_cosine,hy_fake_cue,hy_fake_target,id_target,id_cue,id_cosine,id_fake_cue,id_fake_target,it_target,it_cue,it_cosine,it_fake_cue,it_fake_target,ja_target,ja_cue,ja_cosine,ja_fake_cue,ja_fake_target,ko_target,ko_cue,ko_cosine,ko_fake_cue,ko_fake_target,lt_target,lt_cue,lt_cosine,lt_fake_cue,lt_fake_target,lv_target,lv_cue,lv_cosine,lv_fake_cue,lv_fake_target,nl_target,nl_cue,nl_cosine,nl_fake_cue,nl_fake_target,no_target,no_cue,no_cosine,no_fake_cue,no_fake_target,pl_target,pl_cue,pl_cosine,pl_fake_cue,pl_fake_target,pt_target,pt_cue,pt_cosine,pt_fake_cue,pt_fake_target,ro_target,ro_cue,ro_cosine,ro_fake_cue,ro_fake_target,ru_target,ru_cue,ru_cosine,ru_fake_cue,ru_fake_target,sk_target,sk_cue,sk_cosine,sk_fake_cue,sk_fake_target,sl_target,sl_cue,sl_cosine,sl_fake_cue,sl_fake_target,sr_target,sr_cue,sr_cosine,sr_fake_cue,sr_fake_target,sv_target,sv_cue,sv_cosine,sv_fake_cue,sv_fake_target,ta_target,ta_cue,ta_cosine,ta_fake_cue,ta_fake_target,tr_target,tr_cue,tr_cosine,tr_fake_cue,tr_fake_target,uk_target,uk_cue,uk_cosine,uk_fake_cue,uk_fake_target,ur_target,ur_cue,ur_cosine,ur_fake_cue,ur_fake_target,vi_target,vi_cue,vi_cosine,vi_fake_cue,vi_fake_target,zh_cn_target,zh_cn_cue,zh_cn_cosine,zh_cn_fake_cue,zh_cn_fake_target,zh_tw_target,zh_tw_cue,zh_tw_cosine,zh_tw_fake_cue,zh_tw_fake_target,total
strength,force,strengthforce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jõud,tugevus,0.472063535,tuievus,jaud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,voima,vahvuus,0.508526637,vahvuks,voimk,forcer,forcé,0.702881827,oorcé,forcèr,NA,NA,NA,NA,NA,כוח,חוזק,0.478821212,חוזד,כךח,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erő,erőn,0.56943528,erőn,ező,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kraft,styrka,0.601798338,suyrka,kbaft,NA,NA,NA,NA,NA,kuvvet,güç,0.666262045,güj,kuvaet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lực,sức,0.347826035,đức,lủc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46846847
stress,depression,stressdepression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,депресия,стрес,0.481566068,стреф,дептесия,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depresión,estrés,0.55332364,estrés,dcpresión,depressioon,stress,0.51512674,siress,deprassioon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masennus,stressi,0.596542482,streksi,masenmus,dépression,stress,0.509084163,styess,dépresœion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depresija,stres,0.471917056,stren,dopresija,depresszió,stressz,0.515405138,strzssz,lepresszió,դեպրեսիա,սթրես,0.538364862,սթժես,ևեպրեսիա,depresi,stres,0.441048838,strep,dehresi,depressione,stress,0.548817589,stresà,dfpressione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depressie,stress,0.48312569,sthess,deeressie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,депрессия,стресс,0.500028686,стлесс,дяпрессия,depresia,stres,0.424726978,stfes,depresil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depression,stress,0.53871797,streks,mepression,NA,NA,NA,NA,NA,depresyon,stres,0.53908245,stles,deuresyon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23423423
stubborn,selfish,stubbornselfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,selvisk,stædig,0.459100887,stædim,selvisv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isekas,kangekaelne,0.5233253,kangekaelnp,isekfs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itsekeskeinen,itsepäinen,0.581334876,itsepäinyn,itsekeskeinen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sebičan,tvrdoglav,0.564251362,tvrdogliv,sebičač,önző,makacs,0.529730274,makecs,öiző,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egoista,testardo,0.584177144,tertardo,egoisaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egoïstisch,eigenwijs,0.615489779,eigenwijf,egoïttisch,NA,NA,NA,NA,NA,samolubny,uparty,0.631645789,użarty,samalubny,egoísta,teimoso,0.600771106,teimoao,egoísla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sebičen,trmast,0.553936183,troast,stbičen,NA,NA,NA,NA,NA,självisk,envis,0.482233079,envps,sdälvisk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22522523
submarine,boat,submarineboat,NA,NA,NA,boot,duikboot,0.561740753,duikkoot,boit,NA,NA,NA,NA,NA,лодка,подводница,0.586957293,подводняца,лрдка,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,βάρκα,υποβρύχιο,0.46807815,υπυβρύχιο,ιάρκα,barco,submarino,0.661267796,submarzno,baeco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vene,sukellusvene,0.588929992,sukallusvene,veje,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,csónak,tengeralattjáró,0.515913094,tengeralattjáró,ciónak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barca,sottomarino,0.518750712,sottumarino,barce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,båt,ubåt,0.562460741,ubåt,bct,NA,NA,NA,NA,NA,barco,submarino,0.63593327,submarină,bauco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,båt,ubåt,0.546001021,lbåt,båf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
suffering,pain,sufferingpain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,болка,страдания,0.618508933,смрадания,болва,NA,NA,NA,NA,NA,bolest,utrpení,0.601450008,utrpřní,bolest,smerte,lidelse,0.663833108,lidewse,smertå,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dolor,sufrimiento,0.726357218,sufrimienté,eolor,valu,kannatus,0.456814957,kannapus,välu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kipu,kärsimys,0.490185294,käksimys,kipr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,כאב,סבל,0.512288178,ףבל,כזב,NA,NA,NA,NA,NA,bol,patnja,0.592792632,natnja,boa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kepedihan,penderitaan,0.597935753,penderityan,kepedihun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pijn,lijden,0.551752941,lzjden,picn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dor,sofrimento,0.677309548,sofrimentú,doâ,durere,suferinta,0.585798686,sufjrinta,durerg,боль,страдание,0.609020913,страданив,болд,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bola,patnja,0.507188095,šatnja,kola,smärta,lidande,0.597361888,lidaade,smarta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23423423
symptom,syndrome,symptomsyndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,синдром,симптома,0.502420745,симптомз,синдрой,NA,NA,NA,NA,NA,syndrom,příznak,0.507566555,příjnak,syndrjm,syndrom,symptom,0.473295211,symptoh,synerom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,síndrome,síntoma,0.500775495,síntema,síngrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,תסמונת,סימפטום,0.463393042,סימפטום,תסמוהת,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,համախտանիշ,ախտանիշ,0.793632719,ախտանիք,համամտանիշ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sindromas,simptomas,0.747618086,simptofas,siödromas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syndrom,symptom,0.48152802,symptom,syndrkm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sindrom,simptom,0.507854208,simptok,sinprom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sindrom,simptom,0.497295632,simptof,sinurom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
tank,engine,tankengine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,двигател,танк,0.451250325,тунк,двигатеш,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mootor,paak,0.546821852,pagk,müotor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moottori,tankki,0.496118924,uankki,moottohi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,מנוע,טנק,0.404623163,טשק,מכוע,NA,NA,NA,NA,NA,motor,rezervoar,0.511168912,rezezvoar,motof,motor,tank,0.461760657,tana,motok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silnik,zbiornik,0.502433717,zbiornpk,ęilnik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motor,rezervoar,0.524987018,revervoar,motow,motor,tank,0.400970273,tanâ,mctor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
taxi,limousine,taxilimousine,NA,NA,NA,NA,NA,NA,NA,NA,الليموزين,التاكسي,0.579517668,ذلتاكسي,طلليموزين,лимузина,таксито,0.496522372,паксито,яимузина,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limusiini,taksi,0.50941735,takni,limusilni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limuzina,taksija,0.525193203,takskja,limjzina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limousine,taxi,0.587583608,taxs,limoucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limuzīns,taksometrs,0.601102766,gaksometrs,limuzīgs,NA,NA,NA,NA,NA,limousin,taxi,0.492417533,taji,limjusin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limuzina,taxi,0.573071003,toxi,limuzinw,лимузин,такси,0.52646302,таксщ,лимузфн,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limousin,taxi,0.522629324,tixi,licousin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
tear,cut,tearcut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skære,flå,0.498879636,fvå,soære,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortar,arrancar,0.568448882,arraocar,sortar,lõikama,rebima,0.577599832,rebimõ,lõskama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leikata,repiä,0.504985541,rzpiä,öeikata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vág,tép,0.465422052,téu,vzg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skjære,rive,0.42939568,rise,hkjære,przeciąć,rozerwać,0.544125981,lozerwać,prziciąć,corto,arranco,0.733433851,arranbo,morto,NA,NA,NA,NA,NA,разрезать,порвать,0.51493972,горвать,разрезапь,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skära,slita,0.562088902,slita,skäja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
text,poem,textpoem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,стихотворение,текст,0.444735366,теост,стимотворение,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poema,texto,0.464401562,tefto,loema,luuletus,tekst,0.472538647,tezst,luulotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poème,texte,0.594388201,nexte,poèce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vers,szöveg,0.472024971,szaveg,vers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dikt,tekst,0.429543893,teyst,dikv,NA,NA,NA,NA,NA,poema,texto,0.526733389,rexto,poemú,NA,NA,NA,NA,NA,стих,текст,0.447179472,тешст,стищ,NA,NA,NA,NA,NA,pesem,besedilo,0.469669299,beseoilo,pepem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
thief,criminal,thiefcriminal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,престъпник,крадец,0.64872894,крлдец,престъпнхк,NA,NA,NA,NA,NA,zločinec,zloděj,0.623230048,zlotěj,zlbčinec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kriminalac,lopov,0.672792438,lšpov,kriminalaš,bűnöző,tolvaj,0.630675155,toxvaj,bűnötő,NA,NA,NA,NA,NA,penjahat,pencuri,0.449929512,pencudi,pennahat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crimineel,dief,0.582358684,cief,criminerl,NA,NA,NA,NA,NA,kryminalista,złodziej,0.529630117,ałodziej,kryminalista,criminoso,ladrão,0.577707561,lldrão,criginoso,criminal,hoţ,0.572992383,hmţ,coiminal,преступник,вор,0.569201564,воe,пыеступник,NA,NA,NA,NA,NA,kriminalec,lopov,0.529246318,lopož,kriminnlec,NA,NA,NA,NA,NA,brottsling,tjuv,0.52175734,ttuv,brottslong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.47747748
thin,thick,thinthick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,дебел,тънък,0.470576459,тънъс,дчбел,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyk,tynd,0.565083086,tyed,tdk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paksu,ohut,0.536432866,ohkt,paksu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vastag,vékony,0.658449948,vékoay,vasjag,NA,NA,NA,NA,NA,tebal,tipis,0.531984759,tipil,uebal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tykk,tynn,0.494613514,tunn,tykk,NA,NA,NA,NA,NA,espesso,fino,0.561457957,finj,espevso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tjock,smal,0.490781908,jmal,tjocg,NA,NA,NA,NA,NA,kalın,ince,0.486213617,incı,kalsn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dày,mỏng,0.413160722,mỏnứ,dáy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
third,fourth,thirdfourth,NA,NA,NA,vierde,derde,0.693711208,deüde,viexde,NA,NA,NA,NA,NA,четвърта,трето,0.444144722,хрето,челвърта,NA,NA,NA,NA,NA,čtvrtý,třetím,0.501089143,třitím,ktvrtý,fjerde,tredje,0.645572107,aredje,fjtrde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neljas,kolmas,0.628585898,kopmas,ne_jas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,չորրորդ,երրորդ,0.843681129,երլորդ,չորրծրդ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ketvirta,trečia,0.47449634,trečiw,ketviąta,ceturtais,trešais,0.807343093,trešans,ceturtaiw,NA,NA,NA,NA,NA,fjerde,tredje,0.629944851,tretje,fwerde,czwarta,trzeci,0.616773961,trzici,czharta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,štvrtý,tretie,0.370708792,tčetie,štvrtý,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,چوتھا,تیسرا,0.669591874,تیoرا,چوبھا,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.47747748
toast,bacon,toastbacon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peekon,röstsai,0.583817826,rösdsai,pwekon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pekoni,paahtoleipä,0.579442608,pabhtoleipä,pykoni,bacon,toast,0.39986037,toadt,bncon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slaninu,tost,0.570920218,tomt,slžninu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bacon,toast,0.645881051,tnast,ùacon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bacon,toast,0.531861575,tobst,bahon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,бекон,тост,0.44427823,тосн,бекоя,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slanina,tost,0.570638234,tšst,sllnina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46846847
tobacco,cigarette,tobaccocigarette,NA,NA,NA,NA,NA,NA,NA,NA,السيجارة,التبغ,0.426676427,التمغ,الأيجارة,цигара,тютюн,0.500788716,тютют,цигарл,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cigaret,tobak,0.406500947,tobuk,cigaref,zigaretten,tabak,0.60279129,tabaf,zigaretteä,NA,NA,NA,NA,NA,cigarrillo,tabaco,0.639938382,tébaco,citarrillo,sigaret,tubakas,0.456474104,tuuakas,sdgaret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,savuke,tupakka,0.624556344,wupakka,zavuke,cigarette,tabac,0.497242938,tdbac,zigarette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cigareta,duhan,0.461043875,fuhan,cigtreta,cigaretta,dohány,0.605192312,nohány,cigarátta,NA,NA,NA,NA,NA,rokok,tembakau,0.501423895,tembykau,rokpk,sigaretta,tabacco,0.493283279,tabaccd,sigarepta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sigarett,tobakk,0.391629242,tobaki,sixarett,NA,NA,NA,NA,NA,cigarro,tabaco,0.559397854,tubaco,cigprro,NA,NA,NA,NA,NA,сигарет,табак,0.457044471,такак,сигапет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cigareta,duvan,0.53492915,buvan,cigareua,cigarett,tobak,0.467478278,oobak,cdgarett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.73873874
toilet,sink,toiletsink,NA,NA,NA,NA,NA,NA,NA,NA,البالوعة,المرحاض,0.481758623,احمرحاض,الرالوعة,мивка,тоалетна,0.629445405,ьоалетна,мввка,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,évier,toilette,0.525939387,toilettj,énier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mosdó,vécére,0.460031721,vécjre,mosdü,NA,NA,NA,NA,NA,wastafel,toilet,0.458381424,toiset,wastafkl,lavandino,gabinetto,0.562415838,fabinetto,lavandkno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lavabo,tuvalet,0.674700091,tuvaaet,lağabo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21621622
