"ru_cue","ru_target","type","cue_type","target_type","ru_cosine"
"терапия","заем","unrelated","word","word",0.141020933085268
"восстанавливаться","информировать","unrelated","word","word",0.268695790680213
"ложь","работай","unrelated","word","word",0.127602333173837
"консервативный","отказ","unrelated","word","word",0.193958645075481
"член","спагетти","unrelated","word","word",0.100356863006707
"отстой","фотограф","unrelated","word","word",0.162771587559276
"такси","беглец","unrelated","word","word",0.231952088256513
"минь","система","unrelated","word","word",0.0649910501664896
"изобразительное искусство","хранить","unrelated","word","word",NA
"персонаж","человек","unrelated","word","word",0.2995264661619
"пенальти","инструмент","unrelated","word","word",0.158565728795279
"схватить","император","unrelated","word","word",0.160692991191913
"охота","статуя","unrelated","word","word",0.157421711739808
"подводная лодка","хлопок","unrelated","word","word",NA
"подделка","изгородь","unrelated","word","word",0.120619347232422
"осел","фото","unrelated","word","word",0.0187116272004542
"чеснок","масло","unrelated","word","word",0.411249540850878
"ненавидеть","печь","unrelated","word","word",0.227392045507906
"население","рассказать","unrelated","word","word",0.0973789127521146
"кетчуп","прекрасный","unrelated","word","word",0.115485697705592
