fi_cue,fi_target,type,cue_type,target_type,fi_cosine
paperi,kynä,related,word,word,0.553879085463265
paratiisi,helvetti,related,word,word,0.320719167393484
parlamentti,senaatti,related,word,word,0.483392190902808
paroni,kreivitär,related,word,word,0.4477574670796
pehmeä,lempeä,related,word,word,0.451230389280497
peite,piilottaa,related,word,word,0.30213648880053
pelastaa,tallentaa,related,word,word,0.168624405543451
pelästyttää,pelotella,related,word,word,0.625154510937266
pelata,peli,related,word,word,0.54360510347863
pelottava,kammottava,related,word,word,0.634103806199093
perävaunu,pakettiauto,related,word,word,0.515803566090144
perhonen,lintu,related,word,word,0.527153072634807
perse,pylly,related,word,word,0.565391209678389
peruna,tomaatti,related,word,word,0.563769836413431
pesä,kananmuna,related,word,word,0.241213666180126
peto,eläin,related,word,word,0.493176271769687
piano,kitara,related,word,word,0.55277457990647
piispa,kardinaali,related,word,word,0.457787470133688
piknikki,telttailu,related,word,word,0.384031282673111
pilvi,sumu,related,word,word,0.412595320715832
pimeys,valo,related,word,word,0.513841610439396
ping,ding,related,word,word,0.59695258826851
pistooli,ase,related,word,word,0.715218158016017
pitää,säilyttää,related,word,word,0.400448224067163
keppi,vasara,related,word,word,0.476228046779112
planeetta,kiertorata,related,word,word,0.559180672809309
playboy,aikakauslehti,related,word,word,0.330290235388953
plus,miinus,related,word,word,0.619227954467875
tukikohta,pääkonttori,related,word,word,0.29391217477446
poikkeuksellinen,huomattava,related,word,word,0.420191344732691
eliminoida,poistaa,related,word,word,0.483548855132596
uloskäynti,sisäänkäynti,related,word,word,0.730327193302055
pojanpoika,veljenpoika,related,word,word,0.653400259744587
pojat,tytöt,related,word,word,0.721972911743126
pommi,räjähtävä,related,word,word,0.48329983094582
porno,elokuva,related,word,word,0.371568057448469
portaali,portti,related,word,word,0.594919593825717
positiivinen,negatiivinen,related,word,word,0.802081004155787
posti,faksi,related,word,word,0.464577678933156
potentiaali,lahjakkuus,related,word,word,0.379412826636987
potilas,asiakas,related,word,word,0.468890131485719
pöytä,tuoli,related,word,word,0.622566000173526
prinsessa,prinssi,related,word,word,0.719283755534896
profiili,kuvaus,related,word,word,0.396474326876977
proteiini,vitamiini,related,word,word,0.598467191463395
protesti,mielenilmaus,related,word,word,0.36816233389403
pub,ravintola,related,word,word,0.38738317824228
pudota,luhistua,related,word,word,0.3473049010351
tippa,siemaus,related,word,word,0.404512986756539
puhdas,pestä,related,word,word,0.300997277002447
puhe,saarna,related,word,word,0.478564626250825
puhua,sanoa,related,word,word,0.423227892011011
pulssi,paine,related,word,word,0.461942359688523
pumppu,letku,related,word,word,0.5293302345913
punainen,keltainen,related,word,word,0.717983931372778
punta,dollari,related,word,word,0.566830662678011
puoli,neljäsosa,related,word,word,0.390020298166896
puska,puu,related,word,word,0.401435219331758
pyöristää,noin,related,word,word,0.143112337797551
pyramidi,rakenne,related,word,word,0.477028698919151
pysyä,jäädä jäljelle,related,word,word,
raamattu,kirja,related,word,word,0.528488472040805
radio,televisio,related,word,word,0.55594635648381
uhkapeli,pokeri,related,word,word,0.384129528178801
rahoittaa,sijoittaa,related,word,word,0.443727748095405
raitis,humalassa,related,word,word,0.269789966869808
sytytin,ajastin,related,word,word,0.526724688178682
puhjeta,räjähtää,related,word,word,0.30302030303793
rakentaminen,rakentaa,related,word,word,0.60540482385341
raketti,ohjus,related,word,word,0.549991420114396
rangaista,pidätys,related,word,word,0.212716707952688
rangaistus,vankeusrangaistus,related,word,word,0.805544073469543
ranta,rannikko,related,word,word,0.512485593629149
raportti,ilmoittaa,related,word,word,0.251369289548489
rasistinen,kommunisti,related,word,word,0.424024788124755
raskas,voimakkaasti,related,word,word,0.267279708925622
ratsuväki,tykistö,related,word,word,0.502175365316234
rauta,metalli,related,word,word,0.436406248886781
reitti,polku,related,word,word,0.576975679394245
sormus,kaulakoru,related,word,word,0.613645627891718
repiä,leikata,related,word,word,0.50498554088298
reportteri,toimittaja,related,word,word,0.636938400080088
hirttäminen,teloitus,related,word,word,0.5962901348256
ripuli,pahoinvointi,related,word,word,0.593797108764769
riski,vaara,related,word,word,0.524428480799279
riskialtis,vaarallinen,related,word,word,0.552575690197378
rituaali,seremonia,related,word,word,0.603232179390956
robotti,kone,related,word,word,0.379429298508217
kallio,kivi,related,word,word,0.452027219665035
rodeo,cowboy,related,word,word,0.328243210430198
rohkeus,päättäväisyys,related,word,word,0.579321689646016
romeo,julia,related,word,word,0.665312349340357
rommi,konjakki,related,word,word,0.557272925619562
roomalainen,kreikkalainen,related,word,word,0.669561101205367
roska,jäte,related,word,word,0.452175571146109
keho,ruumis,related,word,word,0.463624724713262
runoilija,kirjailija,related,word,word,0.699927069148985
ruoka,ateria,related,word,word,0.525701204218464
ruosteinen,pölyinen,related,word,word,0.531263193857146
ruskea,sininen,related,word,word,0.642600951095549
rutto,epidemia,related,word,word,0.499867915154081
ruumiinavaus,analyysi,related,word,word,0.513909989285246
ruuti,dynamiitti,related,word,word,0.393125354264365
rykmentti,pataljoona,related,word,word,0.676317074542188
rytmi,tyyli,related,word,word,0.449792841695276
saada,voittaa,related,word,word,0.280220980878063
saalis,saalistaja,related,word,word,0.699144178061788
sääntö,protokolla,related,word,word,0.455561189466804
saapas,kenkä,related,word,word,0.475694558432952
saapua,tulla,related,word,word,0.438538074103877
saapuminen,lähtö,related,word,word,0.441273353541254
saastuminen,säteily,related,word,word,0.460955032801709
sade,lumi,related,word,word,0.508221686392837
säde,kehä,related,word,word,0.352111470286419
säiliö,moottori,related,word,word,0.432151765634931
sairaala,klinikka,related,word,word,0.627678100148851
kipeä,sairas,related,word,word,0.545563240970957
salaisuus,mysteeri,related,word,word,0.413429786788815
salaliitto,petos,related,word,word,0.45042368850253
salama,ukkonen,related,word,word,0.372089362057842
tasapaino,harmonia,related,word,word,0.507172709965595
salkku,matkalaukku,related,word,word,0.57777631294509
sallia,antaa,related,word,word,0.447368067586351
samanlainen,eri,related,word,word,0.288545532191925
sammakko,lisko,related,word,word,0.432203679123217
sana,lause,related,word,word,0.535035934279934
sanakirja,lause,related,word,word,0.328979097146774
sankari,pelastaja,related,word,word,0.526354695460954
sanoa,kertoa,related,word,word,0.637693321355717
sarja,episodi,related,word,word,0.254883941492288
torvi,pilli,related,word,word,0.401273067895651
satunnaisesti,harvoin,related,word,word,0.192876355097598
savu,sikari,related,word,word,0.331679817733652
seinä,aita,related,word,word,0.410215032227369
seksuaalinen,fyysinen,related,word,word,0.556972057238687
selitys,uskottava,related,word,word,0.350006571626085
selkärangan,vatsan,related,word,word,0.3712973159962
selvästi,ilmeisesti,related,word,word,0.518509697498929
sementti,muovi,related,word,word,0.379811275406425
seminaari,luento,related,word,word,0.472831001814491
sensaatiomainen,mahtava,related,word,word,0.41985528526832
sensori,lähetin,related,word,word,0.172146935804199
setä,isä,related,word,word,0.5086669753646
seurata,ajojahti,related,word,word,0.172920912997632
seriffi,pormestari,related,word,word,0.488784182543818
sherlock,watson,related,word,word,0.438090999663936
sianliha,liha,related,word,word,0.580159547461073
sielu,henki,related,word,word,0.500049813431339
siepata,kaapata,related,word,word,0.652964167021128
sieppaaja,lunnaat,related,word,word,0.381800344136321
sihteeri,avustaja,related,word,word,0.533178067470356
siirtomaa,liitto,related,word,word,0.337816950728181
silkki,puuvilla,related,word,word,0.380475967046315
silmä,korva,related,word,word,0.437330490263165
silta,tunneli,related,word,word,0.390531063207889
siru,laite,related,word,word,0.527668554161132
sisäinen,ulkoinen,related,word,word,0.516957972511954
sisältää,sisältö,related,word,word,0.503619690805393
sisko,veli,related,word,word,0.647015668221644
sitoa,solmio,related,word,word,0.341071766095518
kihlaus,häät,related,word,word,0.427386387045477
siviili,sotilaallinen,related,word,word,0.473602943056296
sohva,sänky,related,word,word,0.593940091317805
soittaa,puhelin,related,word,word,0.377027309051382
sokea,kuuro,related,word,word,0.646126168133114
sokeri,suklaa,related,word,word,0.433607516327591
selli,vankila,related,word,word,0.588695916362812
sopimus,sopu,related,word,word,0.395028765760338
sormi,peukalo,related,word,word,0.600509351475485
sota,taistelu,related,word,word,0.657024306931282
sotilas,soturi,related,word,word,0.571771932067892
stadion,baseball,related,word,word,0.353032227117523
stressi,masennus,related,word,word,0.596542481922859
suhde,ystävyys,related,word,word,0.464745027201886
sukulainen,serkku,related,word,word,0.428823350040422
suihku,kylpyhuone,related,word,word,0.568027002418627
sukellusvene,vene,related,word,word,0.588929991808932
sulaa,jäätyä,related,word,word,0.432501485519223
sulhanen,morsian,related,word,word,0.697795186011233
summa,määrä,related,word,word,0.452513546553462
suojella,puolustaa,related,word,word,0.630685212351321
säilyttää,ylläpitää,related,word,word,0.363753791548756
suora,suoraan,related,word,word,0.490490768914111
suosittu,kuuluisa,related,word,word,0.452094564253329
teräsmies,lepakkomies,related,word,word,0.474014045125942
surullinen,traaginen,related,word,word,0.48798245893747
suu,nenä,related,word,word,0.47765188829763
suudella,halata,related,word,word,0.588939249777983
suunnitelma,strategia,related,word,word,0.558787814164838
enemmistö,äänestys,related,word,word,0.481825504665092
suurlähettiläs,ministeri,related,word,word,0.580226956284495
suurlähetystö,ministeriö,related,word,word,0.42610229812178
viha,raivo,related,word,word,0.649770830294668
synti,rikos,related,word,word,0.460165626619309
syntymä,raskaus,related,word,word,0.292957239925216
syöttää,syödä,related,word,word,0.378486322680598
syy,aiheuttaja,related,word,word,0.377819710035941
syyskuu,lokakuu,related,word,word,0.578102684729496
taajuus,signaali,related,word,word,0.585963754993541
tabletti,pilleri,related,word,word,0.565108090804858
taide,kirjallisuus,related,word,word,0.488451497027106
taika,velho,related,word,word,0.550729208617512
taistelu,taistella,related,word,word,0.590324950198503
taiteilija,taidemaalari,related,word,word,0.678462421155848
taivas,taivaallinen,related,word,word,0.528769786904025
takaisin,palata,related,word,word,0.566733870474017
taksi,limusiini,related,word,word,0.509417349582401
takuu,lupaus,related,word,word,0.395513159006717
talo,asunto,related,word,word,0.646807465924307
taloudellisesti,rahoitus,related,word,word,0.278405324913903
tänään,eilen,related,word,word,0.600377921351952
tanssija,tanssi,related,word,word,0.577169398490923
tapahtuma,onnettomuus,related,word,word,0.510042568408838
tappaja,murhaaja,related,word,word,0.820041137431029
tappava,kohtalokas,related,word,word,0.378852203751355
tarjoilija,tarjoilijatar,related,word,word,0.830022993815926
tarjous,antaa,related,word,word,0.142214477767995
tarkastaja,komissaari,related,word,word,0.411262180827422
tarkistaa,varmentaa,related,word,word,0.449955319084815
tarkoitus,aikomus,related,word,word,0.459084110015031
tarpeeksi,riittävä,related,word,word,0.630649872514571
tasku,lompakko,related,word,word,0.514226814117382
imarrella,vaikuttaa,related,word,word,0.183453271721548
tässä,siellä,related,word,word,0.377771609623272
tatuointi,arpi,related,word,word,0.472884391110596
tavallinen,yleinen,related,word,word,0.41606686679308
laittaa,tehdä,related,word,word,0.352069844170707
kasvi,kukka,related,word,word,0.488121394340403
tehdas,tuotanto,related,word,word,0.333853499895524
tehtävä,missio,related,word,word,0.275633095724205
teini-ikä,teini-ikäinen,related,word,word,
tekijä,elementti,related,word,word,0.307897069907846
tekijä,näyttelijä,related,word,word,0.335515518294947
tekniikka,tiede,related,word,word,0.451638620840397
tekninen,mekaaninen,related,word,word,0.537052326942214
teksti,runo,related,word,word,0.456125344537182
sähke,kirje,related,word,word,0.594622698733172
teleskooppi,mikroskooppi,related,word,word,0.68057094067791
temppeli,luostari,related,word,word,0.490473353969611
temppu,vitsi,related,word,word,0.362278233745965
terminaali,lentokenttä,related,word,word,0.433020292778246
terve,normaali,related,word,word,0.238934271232076
terveys,koulutus,related,word,word,0.402096169272459
tie,valtatie,related,word,word,0.520011295977925
tiedosto,asiakirja,related,word,word,0.516949328047159
data,tieto,related,word,word,0.228250262392093
tietämättömyys,ylimielisyys,related,word,word,0.538479597356345
tila,asema,related,word,word,0.357220755336967
tilanne,kriisi,related,word,word,0.451181855125579
timantti,jalokivi,related,word,word,0.563459550813276
tiukasti,voimakkaasti,related,word,word,0.396486830433493
todellisuus,fantasia,related,word,word,0.441294925609288
todennäköisyys,todennäköisesti,related,word,word,0.490231620425434
todistaa,todistus,related,word,word,0.57123146066996
näyttö,todiste,related,word,word,0.499880508222732
operoida,leikkaus,related,word,word,0.253753490606234
toimivalta,viranomainen,related,word,word,0.292343783523594
sekunti,minuutti,related,word,word,0.738753576859385
toipua,parantaa,related,word,word,0.339781493279701
toissijainen,ensisijainen,related,word,word,0.684902375715188
toivo,usko,related,word,word,0.302628340359058
tonnikala,hummeri,related,word,word,0.514979570540672
torkut,kävellä,related,word,word,0.212209583361112
torni,rakennus,related,word,word,0.494847916062455
totta,todellinen,related,word,word,0.277221772078248
pokaali,mitali,related,word,word,0.524123860590839
tuhat,sata,related,word,word,0.701313289586959
tuhka,pöly,related,word,word,0.438253781895739
tuki,apu,related,word,word,0.321184983544595
