pl_cue,pl_target,type,cue_type,target_type,pl_cosine
stanowisko,praca,related,word,word,0.262134161384596
rolnik,pracownik,related,word,word,0.440718881431565
głód,pragnienie,related,word,word,0.460305197178369
dosłownie,faktycznie,related,word,word,0.282039805295281
prawdopodobieństwo,prawdopodobne,related,word,word,0.666546855635968
może,prawdopodobnie,related,word,word,0.387667129629968
prawda,prawdziwy,related,word,word,0.251459018210734
zło,prawidłowy,related,word,word,0.128956059439648
nielegalny,legalny,related,word,word,0.754965217360142
dystans,prędkość,related,word,word,0.431668304459768
komplement,prezent,related,word,word,0.470547016539009
kanclerz,prezydent,related,word,word,0.485952246806421
próbować,próba,related,word,word,0.314753585710462
kłopoty,problem,related,word,word,0.516136464678395
proces,procedura,related,word,word,0.364053420825718
fabryka,produkcja,related,word,word,0.563017773533078
tworzyć,produkować,related,word,word,0.529336072732182
marka,produkt,related,word,word,0.091651518060528
amatorski,profesjonalny,related,word,word,0.567648334691503
dziekan,profesor,related,word,word,0.508907416539893
projekt,program,related,word,word,0.507642551639256
prawnik,prokurator,related,word,word,0.627267404396659
zanieczyszczenie,promieniowanie,related,word,word,0.483801186577463
żądanie,prośba,related,word,word,0.411505078891831
zwyczajnie,prosty,related,word,word,0.294448834070394
reguła,protokół,related,word,word,0.422597938628826
model,prototyp,related,word,word,0.578862365710372
zbadać,prowadzić śledztwo,related,word,word,
prywatny,prywatność,related,word,word,0.409165361857696
drzemka,przechadzka,related,word,word,0.46536856289544
naprzeciw,przeciwnie,related,word,word,0.218952100449952
wróg,przeciwnik,related,word,word,0.618203788628229
obiekt,przedmiot,related,word,word,0.589930667088929
milioner,przedsiębiorca,related,word,word,0.461350913087997
ruszać,przenosić,related,word,word,0.431475667886197
grzech,przestępczość,related,word,word,0.202920654364475
wystraszyć,przestraszyć,related,word,word,0.912458302510509
przerwać,przeszkadzać,related,word,word,0.361149575621265
przyszły,przeszłość,related,word,word,0.13700387279056
gorąco,zimno,related,word,word,0.753354751828941
los,przeznaczenie,related,word,word,0.554788108803052
żyć,przeżyć,related,word,word,0.49656669649061
powód,przyczyna,related,word,word,0.51585127998251
gotowy,przygotowywać,related,word,word,0.474398962847675
współpracownik,przyjaciel,related,word,word,0.554355762557895
relacja,przyjaźń,related,word,word,0.454486159217656
grzeczny,przyjazny,related,word,word,0.503860188439975
wygodny,przyjemny,related,word,word,0.602971336006028
pułapka,przynęta,related,word,word,0.584892269664592
przysięgać,przysięga,related,word,word,0.830045033017496
anatomia,psychologia,related,word,word,0.536367750844931
medyczny,psychologiczny,related,word,word,0.562958577555802
motyl,ptak,related,word,word,0.568034476761868
tłum,publiczność,related,word,word,0.382059597728382
generał,pułkownik,related,word,word,0.623180612088045
popiół,pył,related,word,word,0.636965810451071
smaczny,pyszny,related,word,word,0.687493816021741
przyjemność,radość,related,word,word,0.67368581668867
rada,radzić,related,word,word,0.25454941735862
ręka,ramię,related,word,word,0.462125368287078
jutro,rano,related,word,word,0.560410837706443
generator,reaktor,related,word,word,0.624152118515206
optymistyczny,realistyczny,related,word,word,0.618174984456359
koc,ręcznik,related,word,word,0.599008156839989
zwiększać,redukować,related,word,word,0.614143795244469
detonator,licznik,related,word,word,0.435697147564612
filozofia,religia,related,word,word,0.618997306468343
farba,rysować,related,word,word,0.267227805468083
kariera,reputacja,related,word,word,0.578968359786101
pub,restauracja,related,word,word,0.410297397416688
czynić,robić,related,word,word,0.503062729272213
dorosły,rodzic,related,word,word,0.431684501129583
klan,rodzina,related,word,word,0.327511881131719
dramatyczny,romantyczny,related,word,word,0.599186773648919
kradzież,rozbój,related,word,word,0.500313629403583
niespodzianka,rozczarowanie,related,word,word,0.275181240473035
sprawiedliwy,rozsądny,related,word,word,0.487894953040855
zrozumieć,rozumieć,related,word,word,0.738046775296397
postęp,rozwój,related,word,word,0.516501748141809
rekin,ryba,related,word,word,0.488035878263692
administracja,rząd,related,word,word,0.452821493734556
sporadycznie,rzadko,related,word,word,0.38168252780631
cezar,rzym,related,word,word,0.581100738596257
szpiegostwo,sabotaż,related,word,word,0.403580696029308
zupa,sałatka,related,word,word,0.67960266699105
pojazd,samochód,related,word,word,0.705542589825297
jeep,ciężarówka,related,word,word,0.509813208889977
uparty,samolubny,related,word,word,0.631645788552793
sam,samotny,related,word,word,0.369805060022589
ninja,samuraj,related,word,word,0.445597662026812
radar,satelita,related,word,word,0.331107877327546
schronienie,schron,related,word,word,0.619617551365598
trasa,ścieżka,related,word,word,0.458888813542174
sąd,sędzia,related,word,word,0.637074839819838
parlament,senat,related,word,word,0.551604118988186
gubernator,senator,related,word,word,0.683894774824519
chleb,ser,related,word,word,0.501818882917204
internet,sieć,related,word,word,0.404331918679067
stać,siedzieć,related,word,word,0.354232189359659
mocno,silnie,related,word,word,0.580442650145328
zbiornik,silnik,related,word,word,0.502433716947583
zadrapanie,siniak,related,word,word,0.567841917912041
wnuk,siostrzeniec,related,word,word,0.544658015641892
plotka,skandal,related,word,word,0.367012769294701
sklepik,sklep,related,word,word,0.736205503246798
wspinanie,skok,related,word,word,0.261274058229899
pokorny,skromny,related,word,word,0.467840434904357
brzuch,klatka piersiowa,related,word,word,
mocny,słaby,related,word,word,0.574950719791288
ładny,śliczny,related,word,word,0.674757161522827
słodki,uroczy,related,word,word,0.657313189578896
księżyc,słońce,related,word,word,0.586065877068374
księżycowy,słoneczny,related,word,word,0.530889171394029
zaręczyny,ślub,related,word,word,0.588275361475423
niewolnik,sługa,related,word,word,0.470501230993834
popularny,słynny,related,word,word,0.401125310737648
słuchać,słyszeć,related,word,word,0.558215277665703
uśmiechać się,śmiać,related,word,word,
śmieci,odpady,related,word,word,0.555861083250214
dowcipny,śmieszny,related,word,word,0.55700380112257
ambulans,śmigłowiec,related,word,word,0.502377794461912
strzelec,snajper,related,word,word,0.64094929210973
kolacja,śniadanie,related,word,word,0.489269102568282
koszmar,śnić,related,word,word,0.370633484024815
deszcz,śnieg,related,word,word,0.626561922871918
lemoniada,napój,related,word,word,0.447500249676383
mleko,sok,related,word,word,0.501715990666745
kapsuła,sonda,related,word,word,0.527301884811835
krem,sos,related,word,word,0.525983785226993
odpoczynek,spać,related,word,word,0.343844110990998
biegać,spacerować,related,word,word,0.613457981991974
lazania,spagetti,related,word,word,0.441741037962002
ekspert,specjalista,related,word,word,0.705141251807476
rewelacyjny,spektakularny,related,word,word,0.461781749628713
konflikt,spór,related,word,word,0.610153865806736
cichy,spokojny,related,word,word,0.632125464390054
społeczeństwo,społeczność,related,word,word,0.617326609446119
hobby,sport,related,word,word,0.35222667709116
konferencja,spotkanie,related,word,word,0.40622352791819
zemsta,sprawiedliwość,related,word,word,0.410478886016819
kupić,sprzedać,related,word,word,0.644586687658245
złoty,srebrny,related,word,word,0.645019524645327
platforma,stacja,related,word,word,0.457124039776097
beton,stal,related,word,word,0.504343193886024
zawsze,stale,related,word,word,0.531548837953552
federalny,stanowy,related,word,word,0.547525513623048
załoga,statek,related,word,word,0.419696729955721
pomnik,statua,related,word,word,0.401525556736905
tysiąc,sto,related,word,word,0.685933101405805
zastosować,użyć,related,word,word,0.452188666226428
przerażenie,strach,related,word,word,0.548745777681457
uderzyć,walnąć,related,word,word,0.606116819272736
okropny,straszny,related,word,word,0.752622755820684
plan,strategia,related,word,word,0.443984951114446
powierzchnia,strefa,related,word,word,0.430975356105591
piramida,struktura,related,word,word,0.460529911697216
strzał,strzelać,related,word,word,0.476401314811001
igła,strzykawka,related,word,word,0.543514339462358
rytm,styl,related,word,word,0.418733146830807
proponować,sugerować,related,word,word,0.596779452119122
spódnica,sukienka,related,word,word,0.661486408973633
świadek,świadectwo,related,word,word,0.29102703153258
międzynarodowy,świat,related,word,word,0.166479745074246
krajowy,światowy,related,word,word,0.506512393301736
lampa,świeca,related,word,word,0.537396009254813
doskonale,świetnie,related,word,word,0.703355190611813
krowa,świnia,related,word,word,0.588313851562245
zachód słońca,wschód słońca,related,word,word,
częstotliwość,sygnał,related,word,word,0.544081355806459
flaga,symbol,related,word,word,0.386262562958021
córka,syn,related,word,word,0.642985995848706
pokój,sypialnia,related,word,word,0.509147317103025
sieć,system,related,word,word,0.348156494927131
wino,szampan,related,word,word,0.555963263505556
przekupstwo,szantaż,related,word,word,0.527180812443128
antidotum,szczepionka,related,word,word,0.534248334703171
usatysfakcjonowany,szczęśliwy,related,word,word,0.527455067263859
mysz,szczur,related,word,word,0.465009605889467
menedżer,szef,related,word,word,0.515517455150147
ugotować,kucharz,related,word,word,0.396627764909
wąski,szeroki,related,word,word,0.531451474386312
klasa,szkoła,related,word,word,0.494192913434412
wiewiórka,szop pracz,related,word,word,
naturalny,sztuczny,related,word,word,0.544132241061946
fragment,kawałek,related,word,word,0.667120425961772
wolny,szybki,related,word,word,0.42386240742268
powoli,szybko,related,word,word,0.4736846503019
gardło,szyja,related,word,word,0.3437070145145
sekret,tajemnica,related,word,word,0.673811125677921
w porządku,tak,related,word,word,
potencjał,talent,related,word,word,0.56874533955581
miska,talerz,related,word,word,0.467490310174133
kabina,pokład,related,word,word,0.335125326344161
tutaj,tam,related,word,word,0.646467648388837
drogi,tani,related,word,word,0.198137000732923
tancerz,taniec,related,word,word,0.465051717871085
wujek,tata,related,word,word,0.682754256597161
kino,teatr,related,word,word,0.510308705734241
metoda,technika,related,word,word,0.555950206153178
dzwonić,telefon,related,word,word,0.413826666605167
radio,telewizja,related,word,word,0.43471875507897
ciepło,temperatura,related,word,word,0.438215048203114
golf,tenis,related,word,word,0.542218184267159
pomysł,teoria,related,word,word,0.304183295541275
eksperyment,test,related,word,word,0.502848463720759
przesłuchanie,proces,related,word,word,0.391751602155244
żyła,tętnica,related,word,word,0.33418580585159
skóra,tkanka,related,word,word,0.551107923660584
powietrze,tlen,related,word,word,0.451552763215477
toaleta,zlew,related,word,word,0.47986457930737
skrzynka,torba,related,word,word,0.489645143398457
huragan,tornado,related,word,word,0.54916935912376
dręczyć,torturować,related,word,word,0.586374231465637
eskortować,towarzyszyć,related,word,word,0.489261685930832
nowoczesny,tradycyjny,related,word,word,0.479575808954909
smutny,tragiczny,related,word,word,0.515834408029422
okrąg,trójkąt,related,word,word,0.539386395049577
korona,tron,related,word,word,0.405955789877633
banan,truskawka,related,word,word,0.513700422256876
pierwszy,ostatni,related,word,word,0.665988392544784
jeden,trzy,related,word,word,0.360618965914721
trzymać,zatrzymać,related,word,word,0.485576282451454
most,tunel,related,word,word,0.514896084021115
miesiąc,tydzień,related,word,word,0.867906269680943
codziennie,tygodniowo,related,word,word,0.434441101382895
przód,tył,related,word,word,0.787077780653481
imię,tytuł,related,word,word,0.325555871273841
oko,ucho,related,word,word,0.486042054278015
pierzchanie,uciekanie,related,word,word,
lojalność,uczciwość,related,word,word,0.697134595852886
przyzwoity,uczciwy,related,word,word,0.61627800994359
wrażenie,uczucie,related,word,word,0.444728007162835
przykryć,ukryć,related,word,word,0.534821453237465
aleja,ulica,related,word,word,0.513082930639543
zdolność,umiejętność,related,word,word,0.822124157671684
cierpieć,umierać,related,word,word,0.580799658788742
specjalny,unikalny,related,word,word,0.521973280507459
wydział,uniwersytet,related,word,word,0.51984945918876
porwać,uprowadzić,related,word,word,0.620398884519773
atrakcyjny,uroczy,related,word,word,0.565514143745486
rocznica,urodziny,related,word,word,0.56868882056132
żeton,urządzenie,related,word,word,0.203643804157324
oficjalnie,urzędnik,related,word,word,0.208356530774431
pocałunek,uścisk,related,word,word,0.606995713522611
sekcja,akapit,related,word,word,0.237991031500362
wyeliminować,usunąć,related,word,word,0.529357541678324
zachować,utrzymywać,related,word,word,0.599235557505301
ufać,wierzyć,related,word,word,0.566896874792344
kara,uwięzienie,related,word,word,0.344964828578461
wyzdrowieć,leczyć,related,word,word,0.391275814372316
w dół,w górę,related,word,word,
na zewnątrz,w środku,related,word,word,
boże narodzenie,wakacje,related,word,word,
aktówka,walizka,related,word,word,0.611642712516926
zombi,wampir,related,word,word,0.451822979813326
cynamon,wanilia,related,word,word,0.528733088941988
