ur_cue,ur_target,type,cue_type,target_type,ur_cosine
آگ,شعلہ,related,word,word,0.393901877521146
شفا پانا,صحت یاب ہونا,related,word,word,
صبر,دردمندی,related,word,word,0.330977680831705
شکار,شکاری,related,word,word,0.628246305068995
شک کرنا,مشتبہ,related,word,word,
تواضع,تشکر,related,word,word,0.356225570989612
شکر گزار,شکریہ,related,word,word,
فتح,شکست,related,word,word,0.469137496676312
نواب,نواب کی بیوی,related,word,word,
جنوب,شمال,related,word,word,0.816097867075388
قمری,شمسی,related,word,word,0.460885291925647
دارالحکومت,شہر,related,word,word,0.488381738821645
کیرئیر,ساکھ,related,word,word,0.281601510199944
شاہانہ,شہنشاہ,related,word,word,0.262685276712799
کیلنڈر,شیڈول,related,word,word,0.273566822113645
ڈریگن,شیر,related,word,word,0.265840833319622
فرشتہ,شیطان,related,word,word,0.336693390058614
کک,شیف,related,word,word,0.229468722256287
وائن,شیمپین,related,word,word,0.33943773576533
کل,صبح,related,word,word,0.209874176356192
رپورٹر,صحافی,related,word,word,0.423339005040281
وزیراعظم,صدر,related,word,word,0.394280087322751
صلاحیت,قابلیت,related,word,word,0.549570609976206
ضروری,ضرورت,related,word,word,0.435717610066468
برطانوی ضلع,ضلع,related,word,word,
مایوس,بے بس,related,word,word,
عمل,طریقہ کار,related,word,word,
ہوا,طوفان,related,word,word,0.277993915995677
طوفانی آندھی,بگولہ,related,word,word,
مختصر,طویل,related,word,word,0.454143572020809
بے رحم,ظالم,related,word,word,
برائی,ظلم,related,word,word,0.344090228359937
صاف طورپر,واضح طور پر,related,word,word,
قدرتی طور پر,عام طور پر,related,word,word,
حسب معمول,عام طور پر,related,word,word,
انوکھا,عجیب,related,word,word,0.368632232345955
بذلہ سنج,شوخ,related,word,word,
موجودگی,عدم موجودگی,related,word,word,
استحقاق,وقار,related,word,word,0.215421946790876
جرات,عزم,related,word,word,0.353291387422144
اندام نہانی,عضو تناسل,related,word,word,
خیرات,عطیہ,related,word,word,0.283183869177819
نمک حلالی,وفاداری,related,word,word,
معالجہ,علاج,related,word,word,0.632869539954075
فرضی داستان,دیومالا,related,word,word,
پرچم,علامت,related,word,word,0.222224678861086
تجربہ,علم,related,word,word,0.242413753674995
مینار,عمارت,related,word,word,0.412697489592973
لٹکا دینا,پھانسی دینا,related,word,word,
حقیقی معنی میں,عملی طور پر,related,word,word,
تندرست,نارمل,related,word,word,0.222410199071674
سبب,عنصر,related,word,word,0.28926733988429
نام,لقب,related,word,word,0.473067336140031
بیوہ,عورت,related,word,word,0.386696603264788
مرد,عورت,related,word,word,0.668802378260244
کیتھولک,عیسائی,related,word,word,0.394553690502752
جاسوس,غدار,related,word,word,0.301636163098287
غصہ,طیش,related,word,word,0.359006221404336
جعلی,غلط,related,word,word,0.292442858364591
غلطی,خطاء,related,word,word,0.326347830273679
غیر معقول,غیر ذمہ دار,related,word,word,
اچانک,غیر متوقع طور پر,related,word,word,
فوق الفطرت,پراسرار,related,word,word,
اڑن طشتری,خلائی مخلوق,related,word,word,
نا انصافی,ناجائز,related,word,word,
ہارا ہوا,فاتح,related,word,word,
باسکٹ بال,فٹ بال,related,word,word,
بھاگ جانا,فرارہونا,related,word,word,
انگریزی,فرانسیسی,related,word,word,0.419048200445239
قابل بنانا,مہیا کرنا,related,word,word,
ذمہ داری,فرض,related,word,word,
خریدنا,بیچنا,related,word,word,0.571653830988307
نیلامی,فروخت,related,word,word,0.334030641476238
تشویش,فکر,related,word,word,0.231423051629378
فحش,فلم,related,word,word,0.185920119824823
مالی طور پر,سرمایہ کاری,related,word,word,
بجٹ,رقم کی فراھمی,related,word,word,
کام سے متعلق,فعلی,related,word,word,
ڈی این اے,فنگر پرنٹ,related,word,word,
آٹوگراف,فوٹوگرافر,related,word,word,
شہری,فوج,related,word,word,0.216652183584898
طاقت,زور,related,word,word,0.309681574402308
چمچ,کانٹا,related,word,word,0.327838218993866
نوآبادی,وفاق,related,word,word,0.241007515368308
جشن,تہوار,related,word,word,0.543354551690456
میل,فیکس,related,word,word,0.167712861095075
مستحق,قابل,related,word,word,0.260651140663012
غیر معمولی,قابل ذکر,related,word,word,
وضاحت,بظاہرمعقول,related,word,word,
نالائقی,لاچار,related,word,word,
مارنے والا,قاتل,related,word,word,
فرش,قالین,related,word,word,0.354236769602603
غیر قانونی,قانونی,related,word,word,
قبر,قبرستان,related,word,word,0.56047960168088
انکار کرنا,قبول کرنا,related,word,word,
زہردینا,قتل کرنا,related,word,word,
خودکشی,قتل,related,word,word,0.411401591817086
ادھار,قرض,related,word,word,0.516383987836306
سلسلہ,قسط,related,word,word,0.248013623612217
قسمت,مقدر,related,word,word,0.38091173495418
محل,قلعہ,related,word,word,0.347018602784144
کاغذ,قلم,related,word,word,0.379326258984125
جرمانہ,قید,related,word,word,0.41320790213881
یرغمال,قیدی,related,word,word,0.384002124437683
قدر,قیمت,related,word,word,0.396383595493575
اصل,نقل,related,word,word,0.298401524255658
کمپنی,کارپوریشن,related,word,word,0.536647355404716
مافیا,کارٹیل,related,word,word,
بشپ,کارڈنل,related,word,word,
نمائش,کارکردگی,related,word,word,0.283729135992882
کسان,کارکن,related,word,word,0.270877202795819
مال اسباب,جہازکا سامان,related,word,word,
ارب پتی,کاروبار کرنے والا,related,word,word,
کافی مقدارمیں,حسب ضرورت,related,word,word,
کپ,کافی,related,word,word,0.195199366557453
نوکری,کام,related,word,word,0.261569643162749
مثالی,کامل,related,word,word,0.205034281794772
انتظام کرنا,کامیاب ہونا,related,word,word,
آنکھ,کان,related,word,word,0.306216324646944
کبھی نہیں,ہمیشہ,related,word,word,
ریشمی,سوتی,related,word,word,0.419580876318792
کمانڈر,کپتان,related,word,word,0.3002081490243
بائبل,کتاب,related,word,word,0.325564202143275
پھاڑنا,کاٹنا,related,word,word,
کچھ نہیں,کچھ,related,word,word,
گھونگا,کچھوا,related,word,word,
کرایہ پر لینا,کرایہ پردینا,related,word,word,
میز,کرسی,related,word,word,0.453234257955722
جنرل,کرنل,related,word,word,0.436334689902625
رشتہ دار,کزن,related,word,word,
آبدوز,کشتی,related,word,word,0.374589111528257
آج,کل,related,word,word,0.325912918514414
مریض,گاہک,related,word,word,0.223925709630944
عمومی درجے کا,اعلی ترین درجے کا,related,word,word,
ہسپتال,کلینک,related,word,word,0.462978553783981
اضافہ,کمی,related,word,word,0.46278303162307
سافٹ ویئر,کمپیوٹر,related,word,word,
مضبوط,کمزور,related,word,word,0.524952093782501
انسپکٹر,کمشنر,related,word,word,0.397542522744589
نسل پرست,اشتراکیت پسند,related,word,word,
کمیشن,کمیٹی,related,word,word,0.456578314895242
تفریحی دورہ,کنسرٹ,related,word,word,
رابطہ,تعلق,related,word,word,0.336083153772467
یتیم خانہ,خانقاہ,related,word,word,
عرفیت,کنیت,related,word,word,0.410842657151891
کھلانا,کھانا,related,word,word,0.592696389116813
خوراک,کھانا,related,word,word,0.416847710570223
گڑیا,کھلونا,related,word,word,0.381876659639719
ہڈی,کھوپڑی,related,word,word,0.548184588954498
شوق,کھیل,related,word,word,0.177854205338443
کھیل,تفریح,related,word,word,0.341988697979754
کائنات,کہکشاں,related,word,word,0.45054844517991
کسی اورجگہ,کہیں نہ کہیں,related,word,word,
کوشش کرنا,سعی کرنا,related,word,word,
تعریف کرنا,داد دینا,related,word,word,
بنانا,کرنا,related,word,word,0.502190219385976
عینک,ٹوپی,related,word,word,0.259534502328242
کتا,بلی,related,word,word,0.301618403115732
مکڑا,کیڑا,related,word,word,0.506461338344307
میٹھا,کیک,related,word,word,0.368521183012055
پکنک,کیمپنگ,related,word,word,0.584499087095738
ٹیومر,کینسر,related,word,word,0.343160959586569
سبز,نارنجی,related,word,word,0.424076093797565
باہر,کے بارے میں,related,word,word,
کیمپ,گاؤں,related,word,word,0.188381527393727
سواری,کار,related,word,word,0.240242990098612
ہونٹ,گال,related,word,word,0.314596188638549
پیانو,گٹار,related,word,word,0.524697070759453
کلو,گرام,related,word,word,0.420411346133921
آسمانی بجلی,گرج چمک,related,word,word,
حلق,گردن,related,word,word,0.453509424500201
سزا,گرفتاری,related,word,word,0.378444217360766
گرنا,ڈھیرہوجانا,related,word,word,
گینگ,گروپ,related,word,word,0.259786532575121
ڈپلومہ,گریجویٹ,related,word,word,0.471758650527241
حفاظت کرنا,گشت کرنا,related,word,word,
قومی,بین الاقوامی,related,word,word,
کونہ,تنگ گلی,related,word,word,
چومنا,گلے لگانا,related,word,word,
موت,گمشد گی,related,word,word,
رائفل,بند وق,related,word,word,
ناگوار,غلیظ,related,word,word,0.273527253528015
کندھے,گھٹنے,related,word,word,0.400852045095376
موڑنا,گھوما نا,related,word,word,
قطرہ,گھونٹ,related,word,word,0.338624318302247
گواہ,گواہی,related,word,word,0.650571910919415
بندر,گوریلا,related,word,word,0.287951384816575
سور کا گوشت,گوشت,related,word,word,
بندوق کی نالی کا قطر,گولی,related,word,word,
ٹیبلٹ,دوا کی گولی,related,word,word,
نشانہ لگانا,گولی مارنا,related,word,word,
شا ندار دروازہ,دروازہ,related,word,word,
ورکشاپ,گیراج,related,word,word,
خشک,گیلا,related,word,word,0.304255897881027
بام مچھلی,جھینگا مچھلی,related,word,word,
جسم,لاش,related,word,word,0.278038139229224
چابی,تالہ,related,word,word,0.257549386881909
لہنگا,پوشاک,related,word,word,
لڑائی,جھڑپ,related,word,word,0.472817012510434
چیمپئن شپ,لڑاکا,related,word,word,
بہادر,جنگجو,related,word,word,0.380196532746366
لڑکے,لڑکیاں,related,word,word,0.561791279483173
پڑھنا,لکھنا,related,word,word,0.549170406394723
پڑھیں,لکھیں,related,word,word,0.379802333477243
ناپ,لمبائی,related,word,word,0.309033592776964
آبادی,لوگ,related,word,word,0.307339666389976
اکیلا,تنہا,related,word,word,0.417476126126346
طنز,طنزیہ,related,word,word,0.630801159079438
جھوٹ,جھوٹا,related,word,word,0.641342292276828
مالک,مالکن,related,word,word,0.625447698026361
سازوسامان,سازوسامان مہیا کرنا,related,word,word,
سارجنٹ,لیفٹیننٹ,related,word,word,0.442115794013149
سیمینار,لیکچر,related,word,word,0.281358708384088
ٹیکسی,لیموزین کار,related,word,word,
مفید,مؤثر,related,word,word,0.252446116507752
پہاڑی,پہاڑ,related,word,word,0.553640676071338
کیمرا,مائیکروفون,related,word,word,0.399888637644404
ماحول,فضا,related,word,word,0.406492032371624
اشتہارات,مارکیٹنگ,related,word,word,0.321247566551569
مستقبل,ماضی,related,word,word,0.506578333497652
جائیداد,مالک,related,word,word,0.288106288908835
کرایہ دار,مالک مکان,related,word,word,
بینکاری,مالیاتی,related,word,word,0.502359035687558
سکرین,مانیٹر,related,word,word,0.309048207142468
باپ,ماں,related,word,word,0.602578025678736
مشاق,ماہر,related,word,word,0.404686418382648
شکار,ماہی گیری,related,word,word,
تعجب,مایوسی,related,word,word,0.232966676003864
ذاتی,قلبی,related,word,word,0.210935903015773
کم اندازہ لگانا,بڑھاچڑھا کے بتانا,related,word,word,
چاپلوسی کرنا,متاثر کرنا,related,word,word,
تبدیل کرنا,متبادل,related,word,word,
ارتقاء,میوٹیشن,related,word,word,0.229930122879487
اسہال,متلی,related,word,word,0.486864067552239
دائرہ,مثلث,related,word,word,0.371081575600363
معصوم,مجرم,related,word,word,0.281383843171202
چور,مجرم,related,word,word,0.242523270739618
شارک,مچھلی,related,word,word,0.447351910665981
نفرت,محبت,related,word,word,0.476816871186781
محرک ہونا,حرکت میں لانا,related,word,word,
محفوظ,مستحکم,related,word,word,0.254422022491942
دشمن,مخالف,related,word,word,0.377263104408777
