"ur_cue","ur_target","type","cue_type","target_type","ur_cosine"
"لیمونیڈ","سوڈا","related","word","word",NA
"گائے","سور","related","word","word",0.33423418388373
"کریک","سوراخ","related","word","word",0.180382649087329
"چاند","سورج","related","word","word",0.52406476990539
"صحافی","سیاست","related","word","word",0.238452800116813
"پالیسی","سیاستدان","related","word","word",0.212052571738048
"اہم","سیاسی","related","word","word",0.305968955148174
"مائع","سیال","related","word","word",0.37032394794872
"رڈار","سیٹلائٹ","related","word","word",NA
"سینگ","سیست","related","word","word",NA
"لنگر","سیل","related","word","word",0.190670283331398
"میل","سینٹی میٹر","related","word","word",NA
"پارلیمان","سینیٹ","related","word","word",0.45999386228055
"گورنر","سینیٹر","related","word","word",0.35488962376682
"پیٹ","سینے","related","word","word",0.377856956716654
"مصروفیت","شادی","related","word","word",0.21466069716432
"طلاق","شادی","related","word","word",0.511513584904607
"سنگل","شادی شدہ","related","word","word",NA
"رات","شام","related","word","word",0.394440513349166
"حساس","شاندار","related","word","word",0.0804940855050016
"شاید","شاید","related","word","word",1
"کبھی کبھار","شاید ہی","related","word","word",NA
"کردار","شخصیت","related","word","word",0.309803650781475
"آگ","شعلہ","related","word","word",0.393901877521146
"بازیابی","شفا","related","word","word",0.239722563168412
"صبر","شفقت","related","word","word",0.271349445365687
"شکار","شکاری","related","word","word",0.628246305068995
"شک","شکایات","related","word","word",0.203287002002915
"مہمانیت","شکرگزاری","related","word","word",NA
"شکر گزار","شکریہ","related","word","word",NA
"فتح","شکست","related","word","word",0.469137496676312
"بارون","شمار","related","word","word",0.0959377422393786
"جنوب","شمال","related","word","word",0.816097867075388
"چاند","شمسی توانائی","related","word","word",NA
"دارالحکومت","شہر","related","word","word",0.488381738821645
"کیریئر","شہرت","related","word","word",0.231093606640728
"شاہی","شہنشاہ","related","word","word",0.317448099269583
"کیلنڈر","شیڈول","related","word","word",0.273566822113645
"ڈریگن","شیر","related","word","word",0.265840833319622
"فرشتہ","شیطان","related","word","word",0.336693390058614
"کک","شیف","related","word","word",0.229468722256287
"شراب","شیمپین","related","word","word",0.184190926655933
"کل","صبح","related","word","word",0.209874176356192
"رپورٹر","صحافی","related","word","word",0.423339005040281
"چانسلر","صدر","related","word","word",0.393395832644106
"صلاحیت","صلاحیت","related","word","word",1
"ضروری","ضرورت ہے","related","word","word",NA
"کاؤنٹی","ضلع","related","word","word",0.23857462874243
"لاچار","طاقتور","related","word","word",0.128829285440912
"عمل","طریقہ کار","related","word","word",NA
"ہوا","طوفان","related","word","word",0.277993915995677
"طوفان","طوفان","related","word","word",1
"مختصر","طویل","related","word","word",0.454143572020809
"ظالمانہ","ظالمانہ","related","word","word",1
"بدی","ظالمانہ","related","word","word",0.182186620193372
"واضح طور پر","ظاہر ہے","related","word","word",NA
"قدرتی طور پر","عام طور پر","related","word","word",NA
"عام طور پر","عام طور پر","related","word","word",NA
"غیر معمولی","عجیب","related","word","word",NA
"وٹی","عجیب","related","word","word",0.253910522123646
"موجودگی","عدم موجودگی","related","word","word",NA
"استحقاق","عزت","related","word","word",0.335489866224133
"جرات","عزم","related","word","word",0.353291387422144
"اندام نہانی","عضو تناسل","related","word","word",NA
"صدقہ","عطیہ","related","word","word",0.320077664881741
"مخلص","عقیدت","related","word","word",0.20137380289766
"تھراپی","علاج","related","word","word",0.404961177764568
"مکہ","علامات","related","word","word",0.18989818079189
"پرچم","علامت","related","word","word",0.222224678861086
"تجربہ","علم","related","word","word",0.242413753674995
"ٹاور","عمارت","related","word","word",0.502397679863116
"پھانسی","عملدرآمد","related","word","word",0.323273073608486
"لفظی","عملی طور پر","related","word","word",NA
"صحت مند","عمومی","related","word","word",NA
"عنصر","عنصر","related","word","word",1
"نام","عنوان","related","word","word",0.349280355655505
"بیوہ","عورت","related","word","word",0.386696603264788
"مرد","عورت","related","word","word",0.668802378260243
"کیتھولک","عیسائی","related","word","word",0.394553690502752
"جاسوس","غدار","related","word","word",0.301636163098287
"غصہ","غصہ","related","word","word",1
"جعلی","غلط","related","word","word",0.292442858364591
"غلطی","غلطی","related","word","word",1
"غیر معقول","غیر ذمہ دار","related","word","word",NA
"اچانک","غیر متوقع طور پر","related","word","word",NA
"الہی الہی","غیر معمولی","related","word","word",NA
"ufo","غیر ملکی","related","word","word",NA
"ظلم","غیر منصفانہ","related","word","word",NA
"ہارا ہوا","فاتح","related","word","word",NA
"باسکٹ بال","فٹ بال","related","word","word",NA
"بھاگ","فرار","related","word","word",0.329567223432552
"انگریزی","فرانسیسی","related","word","word",0.419048200445239
"فعال","فراہم","related","word","word",0.251969620865815
"ذمہ داری","فرض","related","word","word",NA
"خریدنے","فروخت","related","word","word",0.548487184424091
"نیلامی","فروخت","related","word","word",0.334030641476238
"تشویش","فکر","related","word","word",0.231423051629378
"فحش","فلم","related","word","word",0.185920119824823
"مالی طور پر","فنانسنگ","related","word","word",NA
"بجٹ","فنڈ","related","word","word",0.331271107005061
"آپریشنل","فنکشنل","related","word","word",0.362734220651483
"ڈی این اے","فنگر پرنٹ","related","word","word",NA
"آٹوگراف","فوٹوگرافر","related","word","word",NA
"سول","فوج","related","word","word",0.258408780649824
"طاقت","فورس","related","word","word",0.180557987121821
"چمچ","فورک","related","word","word",0.164429064652559
"کالونی","فیڈریشن","related","word","word",0.231314033592793
"کارنیول","فیسٹیول","related","word","word",0.218744859429284
"میل","فیکس","related","word","word",0.167712861095075
"مستحق","قابل","related","word","word",0.260651140663012
"غیر معمولی","قابل ذکر","related","word","word",NA
"وضاحت","قابل فہم","related","word","word",NA
"اسمرتتا","قابل نہیں","related","word","word",NA
"قاتل","قاتل","related","word","word",1
"فرش","قالین","related","word","word",0.354236769602603
"غیر قانونی","قانونی","related","word","word",NA
"قبر","قبرستان","related","word","word",0.56047960168088
"انکار","قبول","related","word","word",0.453468948470358
"زہر","قتل","related","word","word",0.277002734771408
"خودکشی","قتل","related","word","word",0.411401591817086
"کریڈٹ","قرض","related","word","word",0.39775857809531
"سیریز","قسط","related","word","word",0.370073373167278
"قسمت","قسمت","related","word","word",1
"محل","قلعہ","related","word","word",0.347018602784144
"کاغذ","قلم","related","word","word",0.379326258984125
"جرمانہ","قید","related","word","word",0.41320790213881
"یرغمال","قیدی","related","word","word",0.384002124437683
"قدر","قیمت","related","word","word",0.396383595493575
"اصل","کاپی","related","word","word",0.180209400805639
"کمپنی","کارپوریشن","related","word","word",0.536647355404716
"مافیا","کارٹیل","related","word","word",NA
"بش","کارڈنل","related","word","word",NA
"شو","کارکردگی","related","word","word",0.170943339955255
"کسان","کارکن","related","word","word",0.27087720279582
"لوڈ","کارگو","related","word","word",0.27203012689912
"ملین ڈالر","کاروباری","related","word","word",NA
"کافی","کافی","related","word","word",1
"کپ","کافی","related","word","word",0.195199366557453
"کام","کام","related","word","word",1
"مثالی","کامل","related","word","word",0.205034281794772
"انتظام","کامیاب","related","word","word",0.199991677076541
"آنکھ","کان","related","word","word",0.306216324646944
"کبھی نہیں","کبھی","related","word","word",NA
"ریشم","کپاس","related","word","word",0.401864421637837
"کمانڈر","کپتان","related","word","word",0.3002081490243
"بائبل","کتاب","related","word","word",0.325564202143275
"آنسو","کٹ","related","word","word",0.157141104436242
"کچھ نہیں","کچھ","related","word","word",NA
"سست","کچھی","related","word","word",0.0502133100204444
"کرایہ پر","کرایہ","related","word","word",NA
"ٹیبل","کرسی","related","word","word",0.310612306154268
