sk_cue,sk_target,type,cue_type,target_type,sk_cosine
pripravený,pripraviť,related,word,word,0.517648141794028
prisahať,prísaha,related,word,word,0.48136486358961
doraziť,prísť,related,word,word,0.409985680990173
záliv,prístav,related,word,word,0.337914292449509
úkryt,prístrešok,related,word,word,0.415317412924361
nástroj,prístroj,related,word,word,0.451697359631969
pripustiť,priznať,related,word,word,0.563674816626302
hlas,prízvuk,related,word,word,0.442262611863338
nepríjemnosť,problém,related,word,word,0.236933074298373
amatérsky,profesionálny,related,word,word,0.483512754022494
dekan,profesor,related,word,word,0.398399883386657
projekt,program,related,word,word,0.396933572418219
právnik,prokurátor,related,word,word,0.491721737603421
pravidlo,protokol,related,word,word,0.399735418645563
model,prototyp,related,word,word,0.357478777370132
faktor,prvok,related,word,word,0.394831624850296
anatómia,psychológia,related,word,word,0.435119935553766
lekársky,psychologický,related,word,word,0.38197691672969
dav,publikum,related,word,word,0.364040529111907
potešenie,radosť,related,word,word,0.468461549780756
hnev,zlosť,related,word,word,0.492173014229422
raketa,strela,related,word,word,0.434190205261595
nádor,rakovina,related,word,word,0.493404807652874
ruka,rameno,related,word,word,0.332950124002819
večera,raňajky,related,word,word,0.31947129126598
zajtra,ráno,related,word,word,0.376561135063889
únosca,výkupné,related,word,word,0.2569642630133
generátor,reaktor,related,word,word,0.491528904859528
optimistický,realistický,related,word,word,0.668218366905371
pravda,skutočnosť,related,word,word,0.362843465647654
krčma,reštaurácia,related,word,word,0.491092568006642
výrobca,riaditeľ,related,word,word,0.333760049690624
kazár,rím,related,word,word,
dynastia,ríša,related,word,word,0.413365598347519
urobiť,robiť,related,word,word,0.650448099266333
dospelý,rodič,related,word,word,0.335691332459061
rod,rodina,related,word,word,0.114663421547825
dramatický,romantický,related,word,word,0.484231811600964
odvaha,rozhodnosť,related,word,word,0.306781632304529
podobný,odlišný,related,word,word,0.418440094131333
sladký,roztomilý,related,word,word,0.446010381666499
uvedomiť,rozumieť,related,word,word,0.282086460251088
spravodlivý,rozumný,related,word,word,0.417860333109147
kalendár,rozvrh,related,word,word,0.456118929018423
lov,rybolov,related,word,word,0.51945137358185
žralok,ryba,related,word,word,0.424369239644997
pomaly,rýchlo,related,word,word,0.430963329368317
vzdialenosť,rýchlosť,related,word,word,0.538723081296262
pomalý,rýchly,related,word,word,0.55108943569835
špionáž,sabotáž,related,word,word,0.467650402854099
polievka,šalát,related,word,word,0.4634200380122
samozrejme,očividne,related,word,word,0.241866596607976
víno,šampanské,related,word,word,0.627328787178223
súťaž,šampionát,related,word,word,0.386502188823582
ninja,samuraj,related,word,word,0.343100129831133
radar,satelit,related,word,word,0.435479669437253
sukňa,šaty,related,word,word,0.368663872928239
kapacita,schopnosť,related,word,word,0.342617485784696
povolenie,schválenie,related,word,word,0.470203047086823
tvrdohlavý,sebecký,related,word,word,0.507501683830387
stáť,sedieť,related,word,word,0.549072792956208
manažér,šéf,related,word,word,0.371319852517334
variť,šéfkuchár,related,word,word,0.2839775590347
tlačiť,ťahať,related,word,word,0.408594069898938
nočná mora,sen,related,word,word,
parlament,senát,related,word,word,0.379566644439459
guvernér,senátor,related,word,word,0.441878463378052
južný,severný,related,word,word,0.467362168418208
frekvencia,signál,related,word,word,0.440876382161909
sila,tlak,related,word,word,0.24470317794129
úzky,široký,related,word,word,0.427143110282103
klebeta,škandál,related,word,word,0.345238513492156
hojnosť,škaredý,related,word,word,0.0910520014229614
prekvapenie,sklamanie,related,word,word,0.467697002524361
liezť,skočiť,related,word,word,0.370147592160408
trieda,škola,related,word,word,0.39684678315518
záver,koniec,related,word,word,0.356960054122186
skrinka,skriňa,related,word,word,0.564170484015653
pokorný,skromný,related,word,word,0.41830417211693
zakryť,skryť,related,word,word,0.586724575522867
banda,skupina,related,word,word,0.457227858286975
experiment,skúška,related,word,word,0.217822527935438
vynikajúci,skvelý,related,word,word,0.612725307010731
silný,slabý,related,word,word,0.468513525982041
úžasný,sláva,related,word,word,0.120414651832131
populárny,slávny,related,word,word,0.437307724975082
pozerať,sledovať,related,word,word,0.476481927670287
mesiac,slnko,related,word,word,0.310751554233164
záruka,sľub,related,word,word,0.284108869300447
otrok,sluha,related,word,word,0.310295243897401
opatrovateľka,chyžná,related,word,word,0.393233759087276
úsmev,smiech,related,word,word,0.363523243083959
smrteľný,osudný,related,word,word,0.38712800360629
dážď,sneh,related,word,word,0.450955314665408
strelec,ostreľovač,related,word,word,0.490280123684742
pamätník,socha,related,word,word,0.237883757817557
limonáda,sóda,related,word,word,0.564463032776327
lunárny,solárny,related,word,word,0.618947967933928
kapsula,sonda,related,word,word,0.403190686966871
lazane,špagety,related,word,word,0.381486349278955
miestnosť,spálňa,related,word,word,0.482223873555417
oddych,spánok,related,word,word,0.430018935531782
odborník,špecialista,related,word,word,0.516551326879649
odporný,špinavý,related,word,word,0.541843298260721
básnik,spisovateľ,related,word,word,0.536528401478816
späť,návrat,related,word,word,0.330257437585828
vidieť,stretnúť,related,word,word,0.408243710617445
spoločnosť,komunita,related,word,word,0.387682335650239
konflikt,spor,related,word,word,0.473956096216579
rúra,sporák,related,word,word,0.325235373997941
záľuba,šport,related,word,word,0.217406516038429
varovanie,správa,related,word,word,0.238904198271285
nesprávny,správny,related,word,word,0.777522565605458
pomsta,spravodlivosť,related,word,word,0.393752874156512
sprevádzať,odprevádzať,related,word,word,0.85272002059593
už,stále,related,word,word,0.325711337943884
nástupište,stanica,related,word,word,0.320522848627096
šerif,starosta,related,word,word,0.363203861506064
spokojný,šťastný,related,word,word,0.50209309040174
federálny,štátny,related,word,word,0.515559161183573
udiať,nastať,related,word,word,0.430505292848699
mlieko,šťava,related,word,word,0.389134817079158
kŕmiť,jesť,related,word,word,0.380305257919762
tlačidlo,stlačenie,related,word,word,0.585149510738811
tisíc,sto,related,word,word,0.496129162298258
stôl,stolička,related,word,word,0.35467720698968
hrôza,strach,related,word,word,0.406393268792263
starosť,obava,related,word,word,0.339044513066557
recepcia,večierok,related,word,word,0.296683676230732
desivý,strašidelný,related,word,word,0.509705296181958
plán,stratégia,related,word,word,0.31141841534297
konferencia,stretnutie,related,word,word,0.377347686219054
zlatý,strieborný,related,word,word,0.398514196225558
ihla,striekačka,related,word,word,0.349609675370427
trhať,strihať,related,word,word,0.350733151435972
robot,stroj,related,word,word,0.357667734370772
krík,strom,related,word,word,0.465224042069067
skúmať,študovať,related,word,word,0.487625464139927
monštrum,stvorenie,related,word,word,0.364018245122732
polovica,štvrtina,related,word,word,0.429638409057278
tretí,štvrtý,related,word,word,0.592240455332414
rytmus,štýl,related,word,word,0.285881526378471
dva,štyri,related,word,word,0.555543103701537
trpezlivosť,súcit,related,word,word,0.412881048005106
súd,sudca,related,word,word,0.441413965480773
odmietnuť,prijať,related,word,word,0.524278389091689
súkromný,súkromie,related,word,word,0.497772316054731
súčet,množstvo,related,word,word,0.263538209026714
zásnuby,svadba,related,word,word,0.426218528852974
nerv,sval,related,word,word,0.418918288816013
svedok,svedectvo,related,word,word,0.355421788115559
medzinárodný,svetový,related,word,word,0.501297280429918
temnota,svetlo,related,word,word,0.378393261885757
lampa,sviečka,related,word,word,0.430479114566356
súmrak,úsvit,related,word,word,0.496879375072591
reč,kázeň,related,word,word,0.397720267268226
vlajka,symbol,related,word,word,0.248431061116192
dcéra,syn,related,word,word,0.456232543952467
príznak,syndróm,related,word,word,0.397183953701629
vnuk,synovec,related,word,word,0.466037580033788
chlieb,syr,related,word,word,0.493084260242229
sieť,systém,related,word,word,0.317682707281688
tajomstvo,záhada,related,word,word,0.259772017162156
potenciál,talent,related,word,word,0.465847868468965
tu,tam,related,word,word,0.709855575740429
tanečník,tanec,related,word,word,0.46813385870835
ťažký,ťažko,related,word,word,0.356397684221743
metóda,technika,related,word,word,0.46449031815493
dospievajúci,teenager,related,word,word,0.270253451833838
narodenie,tehotenstvo,related,word,word,0.403398875937482
kvapalina,tekutina,related,word,word,0.591855144696359
hovor,telefón,related,word,word,0.409025090909719
rádio,televízia,related,word,word,0.391884169712273
golf,tenis,related,word,word,0.544251075533609
myšlienka,teória,related,word,word,0.432863305834015
teplo,teplota,related,word,word,0.569217264037796
hlad,smäd,related,word,word,0.535921371020311
tichý,ticho,related,word,word,0.501033023530482
liga,tím,related,word,word,0.258892971647552
meno,titul,related,word,word,0.267127828235311
koža,tkanivo,related,word,word,0.394603889629309
pulz,tlak,related,word,word,0.454776889511667
tieňový,tmavý,related,word,word,0.400656663664606
čo,to,related,word,word,0.494662416790168
otočiť,otáčať,related,word,word,0.522033643203851
hurikán,tornádo,related,word,word,0.408348386055236
dezert,torta,related,word,word,0.378641681775941
moderný,tradičný,related,word,word,0.473701499334197
smutný,tragický,related,word,word,0.405426890762517
zlodej,zločinec,related,word,word,0.607193753803736
jeden,tri,related,word,word,0.257823806401057
dvojitý,trojitý,related,word,word,0.781870702617909
kruh,trojuholník,related,word,word,0.446227435638303
koruna,trón,related,word,word,0.380097194137411
most,tunel,related,word,word,0.435633753810142
kura,morka,related,word,word,0.386677804286508
tuhý,tvrdý,related,word,word,0.38421858614708
mesiac,týždeň,related,word,word,0.561769651749618
denný,týždenný,related,word,word,0.69361746508424
oko,ucho,related,word,word,0.378230659162696
držať,zachovať,related,word,word,0.373002443292929
užitočný,účinný,related,word,word,0.392184611661228
vplyv,účinok,related,word,word,0.340324913352511
učiť,naučiť,related,word,word,0.637139264582162
študent,učiteľ,related,word,word,0.588139178891441
fenomén,udalosť,related,word,word,0.286709788792638
rana,úder,related,word,word,0.359284637398754
púšť,údolie,related,word,word,0.281467108656317
služby,údržba,related,word,word,0.260481291829362
bulvár,ulica,related,word,word,0.183031139425818
roh,alej,related,word,word,0.122589882383296
uchmatnúť,chytať,related,word,word,0.280221182232196
vyslobodiť,zachrániť,related,word,word,0.470959267887089
obchod,sklad,related,word,word,0.347942315574097
prírodný,umelý,related,word,word,0.394409569718163
neúmyselne,úmyselne,related,word,word,0.833111737654621
vyčistiť,umyť,related,word,word,0.495681253599174
únos,uniesť,related,word,word,0.248717710081059
odznak,uniforma,related,word,word,0.354064028537988
utiecť,uniknúť,related,word,word,0.60469204482599
vysokoškolský,univerzitný,related,word,word,0.48265743234688
zombie,upír,related,word,word,0.245582091324878
absolútne,úplne,related,word,word,0.536932949272553
celkový,úplný,related,word,word,0.30929388106772
lojalita,úprimnosť,related,word,word,0.487349843909154
slušný,úprimný,related,word,word,0.405280168690895
jurisdikcia,úrad,related,word,word,0.268839738064116
úradne,úradný,related,word,word,0.669620858845399
nahnevať,uraziť,related,word,word,0.483846987568781
zvládnuť,uspieť,related,word,word,0.356009506985086
právo,ústava,related,word,word,0.234128273290267
hrdina,záchranca,related,word,word,0.437249035941966
základňa,riaditeľstvo,related,word,word,0.242653492278909
deka,uterák,related,word,word,0.301052956627693
obeť,útočník,related,word,word,0.309036923502214
invázia,útok,related,word,word,0.3967818499079
pondelok,utorok,related,word,word,0.548120355151399
mrhať,utratiť,related,word,word,0.265059262426115
chudoba,bieda,related,word,word,0.478796261112691
trest,uväznenie,related,word,word,0.341750737086831
úver,pôžička,related,word,word,0.447658021021781
ukázať,označiť,related,word,word,0.210737959711992
pôsobivý,úžasný,related,word,word,0.444964950700893
okuliare,čiapka,related,word,word,0.3732542511536
otvorenie,zatvorenie,related,word,word,0.798076818549871
zotavenie,uzdravenie,related,word,word,0.676228281536647
jún,júl,related,word,word,0.609839214452204
hniezdo,vajce,related,word,word,0.312550212555833
protijed,vakcína,related,word,word,0.475258762714791
príves,dodávka,related,word,word,0.33085164496992
