"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ακοήασηπιθανώς","ακοήαση","πιθανώς","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακολουθηστεκυνηγητό","ακολουθηστε","κυνηγητό","related","word","word",0.174511997074704,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακολουθηστεπυρηνικός","ακολουθηστε","πυρηνικός","unrelated","word","word",0.122571888136489,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακολουθηστευχήματα","ακολουθηστε","υχήματα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακολουοαστεμετριμής","ακολουοαστε","μετριμής","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακολουοαστετέταρτος","ακολουοαστε","τέταρτος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακριβόςγάσι","ακριβός","γάσι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακριβόςθέμα","ακριβός","θέμα","unrelated","word","word",0.14720543390307,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακριβόςφτηνός","ακριβός","φτηνός","related","word","word",0.518997915557185,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακρισπςγνώριζα","ακρισπς","γνώριζα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακρισπςπαλέτης","ακρισπς","παλέτης","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακρόασηδοκιμή","ακρόαση","δοκιμή","related","word","word",0.269485847604438,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακρόασημακαζ","ακρόαση","μακαζ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακρόασηχαλί","ακρόαση","χαλί","unrelated","word","word",0.0775909869992612,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακσχωαπιοω","ακσχω","απιοω","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακσχωκλείσιμο","ακσχω","κλείσιμο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτέλήςεπαρτύς","ακτέλής","επαρτύς","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτέλήςσυμβουλεύω","ακτέλής","συμβουλεύω","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτίνα κύκλουαναμένω","ακτίνα κύκλου","αναμένω","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτίνα κύκλουπερίμετρος","ακτίνα κύκλου","περίμετρος","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτίνα κύκλουπρρv","ακτίνα κύκλου","πρρv","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτίναζέύκλουστολή","ακτίναζέύκλου","στολή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ακτίναζέύκλουφυσιδες","ακτίναζέύκλου","φυσιδες","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλεπούεγκαταφέίπω","αλεπού","εγκαταφέίπω","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλεπούεπισκευάζω","αλεπού","επισκευάζω","unrelated","word","word",0.0602227938250628,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλεπούκουνέλι","αλεπού","κουνέλι","related","word","word",0.478046335138402,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αληθhuπόκερ","αληθhu","πόκερ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αληθhuπρόσvτα","αληθhu","πρόσvτα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αληθησαληθινός","αληθησ","αληθινός","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αληθησαστέντ","αληθησ","αστέντ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αληθησδιεύθυνση","αληθησ","διεύθυνση","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλκοβήεπισκευάζω","αλκοβή","επισκευάζω","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλκοβήζητομο","αλκοβή","ζητομο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλκοόλπρόταση","αλκοόλ","πρόταση","unrelated","word","word",0.0739442946128093,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλκοόλσκθαρός","αλκοόλ","σκθαρός","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλκοόλφάρμακο","αλκοόλ","φάρμακο","related","word","word",0.392564036848617,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλαγήακρίαρτος","αλλαγή","ακρίαρτος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλαγήβελτίωση","αλλαγή","βελτίωση","related","word","word",0.487492687829943,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλαγήτέταρτος","αλλαγή","τέταρτος","unrelated","word","word",0.133709981989243,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλαπεμπέιοϋπολ","αλλαπε","μπέιοϋπολ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλαπεπρόεδρος","αλλαπε","πρόεδρος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλίούμαντσoι","αλλίού","μαντσoι","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλίούχορός","αλλίού","χορός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλού-κάπου αλλούεγκληματίας","αλλού-κάπου αλλού","εγκληματίας","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλού-κάπου αλλούκάπου","αλλού-κάπου αλλού","κάπου","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλλού-κάπου αλλούμετριμής","αλλού-κάπου αλλού","μετριμής","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλμπλεξημάγουλο","αλμπλεξη","μάγουλο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλμπλεξηπαγκδομια","αλμπλεξη","παγκδομια","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλμπουμμέτρο","άλμπουμ","μέτρο","unrelated","word","word",0.110655056859064,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλμπουμπροχματικός","άλμπουμ","προχματικός","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλμπουμτραγούδι","άλμπουμ","τραγούδι","related","word","word",0.509325046983923,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλνησηκουαάκ","άλνηση","κουαάκ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλνησηπυροβολικό","άλνηση","πυροβολικό","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλποκάποναβούτυρο","αλποκάπονα","βούτυρο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλποκάπονακλελική","αλποκάπονα","κλελική","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλτιοςφήμη","άλτιος","φήμη","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλτιοςχεουνα","άλτιος","χεουνα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλυσίδααντίβολος","αλυσίδα","αντίβολος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλυσίδαπροσδιορισμός","αλυσίδα","προσδιορισμός","unrelated","word","word",0.102776248929779,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλυσίδασκοινί","αλυσίδα","σκοινί","related","word","word",0.438666786867844,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλφοςεκτιπo","άλφος","εκτιπo","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άλφοςπολιτισμός","άλφος","πολιτισμός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλωτίδαβασιλιάς","αλωτίδα","βασιλιάς","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αλωτίδακωιγνισμα","αλωτίδα","κωιγνισμα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμαρκέααποστολή","αμαρκέα","αποστολή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμαρκέαρόκητής","αμαρκέα","ρόκητής","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμαρτίαγενέθλια","αμαρτία","γενέθλια","unrelated","word","word",0.0338474089349677,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμαρτίαέγκλημα","αμαρτία","έγκλημα","related","word","word",0.463843781464733,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμαρτίαπαράνέ","αμαρτία","παράνέ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άμπλωμαάδικος","άμπλωμα","άδικος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άμπλωμαπρωταρχισας","άμπλωμα","πρωταρχισας","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμφιβολίαπλούπτος","αμφιβολία","πλούπτος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμφιβολίατέταρτο","αμφιβολία","τέταρτο","unrelated","word","word",-0.013812061382946,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμφιβολίαύποπτος","αμφιβολία","ύποπτος","related","word","word",0.147674609188524,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμφιζαλίαβαν","αμφιζαλία","βαν","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αμφιζαλίατοδικός","αμφιζαλία","τοδικός","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγνωρίζωαντιδρασντρας","αναγνωρίζω","αντιδρασντρας","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγνωρίζωγνώριζα","αναγνωρίζω","γνώριζα","related","word","word",0.430073093120217,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγνωρίζωτελικά","αναγνωρίζω","τελικά","unrelated","word","word",0.147615985320627,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγνωσηγραφή","αναγνωση","γραφή","related","word","word",0.345359071861352,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγνωσηθεαματικός","αναγνωση","θεαματικός","unrelated","word","word",0.0227866861657348,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγνωσηπανοπλάι","αναγνωση","πανοπλάι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγτασηέγγραφο","αναγταση","έγγραφο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγτασηφαηθώ","αναγταση","φαηθώ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγχαρίζωαπισσία","αναγχαρίζω","απισσία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναγχαρίζωγιατρός","αναγχαρίζω","γιατρός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναζέρησηαντιδρασντρας","αναζέρηση","αντιδρασντρας","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναζέρησηκαπάκι","αναζέρηση","καπάκι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναζήτησηβούτυρο","αναζήτηση","βούτυρο","unrelated","word","word",0.0825895108533372,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναζήτησηβρίσκω","αναζήτηση","βρίσκω","related","word","word",0.187478292228612,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναζήτησηοωθος","αναζήτηση","οωθος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναλμαήςπλούπτος","αναλμαής","πλούπτος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναλμαήςπρωί","αναλμαής","πρωί","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναλυτήςερευνητής","αναλυτής","ερευνητής","related","word","word",0.528406925905462,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναλυτήςθέτω εις ενέργειαν","αναλυτής","θέτω εις ενέργειαν","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναλυτήςτοποθεαμα","αναλυτής","τοποθεαμα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανάνωαμκτική","ανάνω","αμκτική","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανάνωαρουραίος","ανάνω","αρουραίος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναραζααπογοήτευση","αναραζα","απογοήτευση","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναραζασκκανί","αναραζα","σκκανί","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρίχησηάλμα","αναρρίχηση","άλμα","related","word","word",0.347135324846139,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρίχησηγρήγορα","αναρρίχηση","γρήγορα","unrelated","word","word",0.0923510127435318,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρίχησηινικόπτερο","αναρρίχηση","ινικόπτερο","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρίώτσηαγόρι","αναρρίώτση","αγόρι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρίώτσηπιθαλές","αναρρίώτση","πιθαλές","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρώνωθεραπεύω","αναρρώνω","θεραπεύω","related","word","word",0.467979742014893,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρώνωθρύλος","αναρρώνω","θρύλος","unrelated","word","word",0.121688240771383,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρρώνωμεορμέρι","αναρρώνω","μεορμέρι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρτηνωαέόνη","αναρτηνω","αέόνη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρτηνωβροντή","αναρτηνω","βροντή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρχίαεθιχύς","αναρχία","εθιχύς","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρχίακαπιταλισμός","αναρχία","καπιταλισμός","related","word","word",0.378430491733416,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναρχίαντουλάπα","αναρχία","ντουλάπα","unrelated","word","word",0.117465257586176,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναταφίαμετρώνωλην ώραν","αναταφία","μετρώνωλην ώραν","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αναταφίαορισμός","αναταφία","ορισμός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανατομίαερευνώ","ανατομία","ερευνώ","unrelated","word","word",0.139199944173134,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανατομίαλέσος","ανατομία","λέσος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανατομίαψυχολογία","ανατομία","ψυχολογία","related","word","word",0.513021709302623,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνδραςάνθρωπος","άνδρας","άνθρωπος","related","word","word",0.660481871222164,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνδραςβρυκξιακας","άνδρας","βρυκξιακας","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνδραςποσό","άνδρας","ποσό","unrelated","word","word",0.105805965280391,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανειστασηβοήθεια","ανεισταση","βοήθεια","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανειστασηπληρεμορώ","ανεισταση","πληρεμορώ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανειτοςδυιπτά","ανειτος","δυιπτά","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανειτοςλεωφορείο","ανειτος","λεωφορείο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνεμοςγενικά","άνεμος","γενικά","unrelated","word","word",0.12457955449494,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνεμοςκαταιγίδα","άνεμος","καταιγίδα","related","word","word",0.450564281204648,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνεμοςσαγγτα","άνεμος","σαγγτα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανένδυτοςγυμνός","ανένδυτος","γυμνός","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανένδυτοςήττα","ανένδυτος","ήττα","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανένδυτοςμηχαλάκός","ανένδυτος","μηχαλάκός","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνετοςευχάριστος","άνετος","ευχάριστος","related","word","word",0.521005621085583,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνετοςκέικ","άνετος","κέικ","unrelated","word","word",0.0671807874658291,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άνετοςσφναί","άνετος","σφναί","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανήμποροςανίσχυρος","ανήμπορος","ανίσχυρος","related","word","word",0.565070182855632,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανήμποροςφεστιβάλ","ανήμπορος","φεστιβάλ","unrelated","word","word",0.00105247751451136,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανήμποροςχάμπουνικερ","ανήμπορος","χάμπουνικερ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανησυχισαναχώρηση","ανησυχισ","αναχώρηση","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανησυχισσχεδιάρι","ανησυχισ","σχεδιάρι","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ανήσυχοςεπισζύμη","ανήσυχος","επισζύμη","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
