"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"ギャンブルジュリエット","ギャンブル","ジュリエット","unrelated","word","word",0.901672579031132,NA,NA,NA,NA,NA
"ギャンブルポーカー","ギャンブル","ポーカー","related","word","word",0.882866698328187,NA,NA,NA,NA,NA
"ギャンブルほこス","ギャンブル","ほこス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"キャンプ村","キャンプ","村","related","word","word",0.630802984673918,NA,NA,NA,NA,NA
"キログラム","キロ","グラム","related","word","word",0.819140067708297,NA,NA,NA,NA,NA
"キロメートルハグ","キロメートル","ハグ","unrelated","word","word",0.809472613513504,NA,NA,NA,NA,NA
"キロメートルメートル","キロメートル","メートル","related","word","word",0.98670375994428,NA,NA,NA,NA,NA
"キロメートル夭階","キロメートル","夭階","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"キロ恕謝らた","キロ","恕謝らた","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"キロ親密な","キロ","親密な","unrelated","word","word",0,NA,NA,NA,NA,NA
"キ次際","キ","次際","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"キ精神","キ","精神","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"クアロフにた","クア","ロフにた","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"クア尿","クア","尿","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"クイアメートル","クイア","メートル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"クイア喩近ぬ","クイア","喩近ぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"くネ的架吉者","くネ的","架吉者","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"くネ的正常な","くネ的","正常な","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"くま妻","くま","妻","unrelated","word","word",0.83915376698008,NA,NA,NA,NA,NA
"くま採値","くま","採値","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"くま狼","くま","狼","related","word","word",0.888917608141159,NA,NA,NA,NA,NA
"クモ採う凹み","クモ","採う凹み","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"クモ紛争","クモ","紛争","unrelated","word","word",0,NA,NA,NA,NA,NA
"クモ虫","クモ","虫","related","word","word",0.94494277346593,NA,NA,NA,NA,NA
"グラスボトル","グラス","ボトル","related","word","word",0,NA,NA,NA,NA,NA
"グラス損開ダも","グラス","損開ダも","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"グラス雑誌","グラス","雑誌","unrelated","word","word",0.786210504767466,NA,NA,NA,NA,NA
"クラブバー","クラブ","バー","related","word","word",0.893133145431286,NA,NA,NA,NA,NA
"クラブ版射ね","クラブ","版射ね","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"クラブ確認する","クラブ","確認する","unrelated","word","word",0.62102448186344,NA,NA,NA,NA,NA
"クラぺド","クラ","ぺド","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"クラ所得","クラ","所得","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"グラ犯洗う","グラ犯","洗う","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"グラ犯話度","グラ犯","話度","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"クリームウセらほぬ","クリーム","ウセらほぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"クリームソース","クリーム","ソース","related","word","word",0.859650262346942,NA,NA,NA,NA,NA
"クリーム与える","クリーム","与える","unrelated","word","word",0.657192784989941,NA,NA,NA,NA,NA
"クリスマス休日","クリスマス","休日","related","word","word",0.751061535643221,NA,NA,NA,NA,NA
"クリスマス定義","クリスマス","定義","unrelated","word","word",0.582742549563487,NA,NA,NA,NA,NA
"クリスマス宴盾","クリスマス","宴盾","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"クレジットローン","クレジット","ローン","related","word","word",0.850309356858357,NA,NA,NA,NA,NA
"クレジット一又","クレジット","一又","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"クレジット幻覚","クレジット","幻覚","unrelated","word","word",0.793242420219504,NA,NA,NA,NA,NA
"グンターナシンイル害危","グンターナシンイル","害危","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"グンターナシンイル金星","グンターナシンイル","金星","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ケーブルファリー","ケーブル","ファリー","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ケーブルワイヤー","ケーブル","ワイヤー","related","word","word",0.947607577798891,NA,NA,NA,NA,NA
"ケーブル港","ケーブル","港","unrelated","word","word",0.804367462723986,NA,NA,NA,NA,NA
"けかアェ","けか","アェ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"けか運命","けか","運命","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ケチャップマヨネーズ","ケチャップ","マヨネーズ","related","word","word",0.886467802695634,NA,NA,NA,NA,NA
"ケチャップ財布","ケチャップ","財布","unrelated","word","word",0.838446616295668,NA,NA,NA,NA,NA
"ケチャップ遂丁わも","ケチャップ","遂丁わも","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"けと量お世","けと量","お世","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"けと量気前のよい","けと量","気前のよい","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"けぬメッセージ","けぬ","メッセージ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"けぬ州のリカ","けぬ","州のリカ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ゲノファリー","ゲノ","ファリー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ゲノ探偵","ゲノ","探偵","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ケプアクティビティ","ケプ","アクティビティ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ケプ実仏","ケプ","実仏","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ケペ佐親ぬ","ケペ","佐親ぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ケペ武士","ケペ","武士","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ゲメトルートンネル","ゲメトルー","トンネル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ゲメトルー巣絆","ゲメトルー","巣絆","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"けろプレッシャー","けろ","プレッシャー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"けろ耳り畿会","けろ","耳り畿会","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"コーチプレーヤー","コーチ","プレーヤー","related","word","word",0.790542093887789,NA,NA,NA,NA,NA
"コーチ冬","コーチ","冬","unrelated","word","word",0.861132625515745,NA,NA,NA,NA,NA
"コーチ怖こ","コーチ","怖こ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"コードパスワード","コード","パスワード","related","word","word",0.953545994852308,NA,NA,NA,NA,NA
"コード才能","コード","才能","unrelated","word","word",0.787991925432445,NA,NA,NA,NA,NA
"コード痛ルみ","コード","痛ルみ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"コカインヘロイン","コカイン","ヘロイン","related","word","word",0.980881591496146,NA,NA,NA,NA,NA
"コカインボリ","コカイン","ボリ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"コカイン傷跡","コカイン","傷跡","unrelated","word","word",0.653662345931731,NA,NA,NA,NA,NA
"こくずみスグン","こくずみ","スグン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"こくずみ感謝する","こくずみ","感謝する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ここそこの","ここ","そこの","related","word","word",0.927404037094943,NA,NA,NA,NA,NA
"ここ多秗抙剎","ここ","多秗抙剎","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ここ家族","ここ","家族","unrelated","word","word",0.76347764078095,NA,NA,NA,NA,NA
"コシシお尻","コシシ","お尻","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"コシシ詳田い","コシシ","詳田い","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ゴシップスキャンダル","ゴシップ","スキャンダル","related","word","word",0.863911990932113,NA,NA,NA,NA,NA
"ゴシップ式即ぬ","ゴシップ","式即ぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ゴシップ父親","ゴシップ","父親","unrelated","word","word",0.750575017066278,NA,NA,NA,NA,NA
"ごす天の","ごす","天の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ごす宅璽よ","ごす","宅璽よ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"こぬホース","こぬ","ホース","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"こぬ身想","こぬ","身想","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ゴへベッド","ゴへ","ベッド","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ゴへ囹宴","ゴへ","囹宴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ごみくずヒヌ","ごみくず","ヒヌ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ごみくず正常な","ごみくず","正常な","unrelated","word","word",0,NA,NA,NA,NA,NA
"ごみくず生ごみ","ごみくず","生ごみ","related","word","word",0,NA,NA,NA,NA,NA
"コミップ歓喜","コミップ","歓喜","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"コミップ禅争ディー","コミップ","禅争ディー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ごみマイヤ","ごみ","マイヤ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ごみ受け入れる","ごみ","受け入れる","related","word","word",0.721786351102853,NA,NA,NA,NA,NA
"ごみ情熱","ごみ","情熱","unrelated","word","word",0.530887720892456,NA,NA,NA,NA,NA
"ゴルフテニス","ゴルフ","テニス","related","word","word",0.952316857774375,NA,NA,NA,NA,NA
"ゴルフ晰","ゴルフ","晰","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ゴルフ肝臓","ゴルフ","肝臓","unrelated","word","word",0.801749395977359,NA,NA,NA,NA,NA
"コレフ夭伍","コレフ","夭伍","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"コレフ殺す","コレフ","殺す","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ゴレ杯可ゲッティ","ゴレ","杯可ゲッティ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ゴレ狼","ゴレ","狼","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"コンーカジュニア","コンーカ","ジュニア","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"コンーカ救さは","コンーカ","救さは","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"コンクリートガレージ","コンクリート","ガレージ","unrelated","word","word",0.836556021185144,NA,NA,NA,NA,NA
"コンクリートネソ","コンクリート","ネソ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"コンクリート鋼","コンクリート","鋼","related","word","word",0.755037785924659,NA,NA,NA,NA,NA
"コンゲーム","コン","ゲーム","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"コンツ代里","コンツ","代里","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"コンツ十月","コンツ","十月","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"こんにちはさよなら","こんにちは","さよなら","related","word","word",0.487541956349337,NA,NA,NA,NA,NA
"こんにちはローカル","こんにちは","ローカル","unrelated","word","word",0.431931999957872,NA,NA,NA,NA,NA
"こんにちは陛科さへ","こんにちは","陛科さへ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"コン磯能まし","コン","磯能まし","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"サービスメンテナンス","サービス","メンテナンス","related","word","word",0.854257974053572,NA,NA,NA,NA,NA
"サービス尭ぬ傷炉な房ろ","サービス","尭ぬ傷炉な房ろ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"サービス照合する","サービス","照合する","unrelated","word","word",0,NA,NA,NA,NA,NA
"さー安腎さ","さー","安腎さ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"さー教える","さー","教える","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"サイズ仔蛾","サイズ","仔蛾","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"サイズ石","サイズ","石","unrelated","word","word",0.730282958022786,NA,NA,NA,NA,NA
"サイズ長さ","サイズ","長さ","related","word","word",0.804784500133549,NA,NA,NA,NA,NA
"サインロープ","サイン","ロープ","unrelated","word","word",0.94198827558706,NA,NA,NA,NA,NA
"サイン久目る見に","サイン","久目る見に","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"サイン写真家","サイン","写真家","related","word","word",0.856895307347991,NA,NA,NA,NA,NA
"さえ玉族亭枼圧","さえ玉族","亭枼圧","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"さえ玉族感謝する","さえ玉族","感謝する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ざせシスヌル","ざせ","シスヌル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ざせ大隊","ざせ","大隊","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"さびたアッパー","さびた","アッパー","unrelated","word","word",0,NA,NA,NA,NA,NA
"さびたほこりの多い","さびた","ほこりの多い","related","word","word",0,NA,NA,NA,NA,NA
"さびたムーキーフォ","さびた","ムーキーフォ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ザび李唐企","ザび","李唐企","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ザび百","ザび","百","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"さふ恐らく","さふ","恐らく","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"さふ数目","さふ","数目","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"サラ壱す","サラ","壱す","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"サラ結婚式","サラ","結婚式","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"サンドイッチハンバーガー","サンドイッチ","ハンバーガー","related","word","word",0.924738023261087,NA,NA,NA,NA,NA
"サンドイッチ使用する","サンドイッチ","使用する","unrelated","word","word",0,NA,NA,NA,NA,NA
"サンドイッチ廉柴葵","サンドイッチ","廉柴葵","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"サントイ二―舐める","サントイ二―","舐める","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"サントイ二―阻微やを","サントイ二―","阻微やを","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ジープトラック","ジープ","トラック","related","word","word",0.727894835313553,NA,NA,NA,NA,NA
"ジープ会土ス","ジープ","会土ス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ジープ日曜日","ジープ","日曜日","unrelated","word","word",0.787240037512922,NA,NA,NA,NA,NA
"ジェスチャーその周り","ジェスチャー","その周り","unrelated","word","word",0,NA,NA,NA,NA,NA
"ジェスチャー救さは","ジェスチャー","救さは","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ジェスチャー行為","ジェスチャー","行為","related","word","word",0.764588362541367,NA,NA,NA,NA,NA
"シェなへエイチアイブイ","シェなへ","エイチアイブイ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"シェなへ格ちター","シェなへ","格ちター","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"シェンヘロイン","シェン","ヘロイン","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"シェン狎み","シェン","狎み","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"シナモンバニラ","シナモン","バニラ","related","word","word",0.888336206075319,NA,NA,NA,NA,NA
"シナモン胃れ","シナモン","胃れ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"シナモン証明","シナモン","証明","unrelated","word","word",0.790091362706728,NA,NA,NA,NA,NA
"ジナルゴリラ","ジナル","ゴリラ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ジナル洗ビう","ジナル","洗ビう","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"シニアジュニア","シニア","ジュニア","related","word","word",0.931621364152141,NA,NA,NA,NA,NA
"シニアタハ","シニア","タハ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"シニア炎","シニア","炎","unrelated","word","word",0.866632163198601,NA,NA,NA,NA,NA
"じにシェフ","じに","シェフ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"じにちぞ","じに","ちぞ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"シニド信じる","シニド","信じる","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"シニド症き諸姓","シニド","症き諸姓","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"シネマシアター","シネマ","シアター","related","word","word",0.89688195403456,NA,NA,NA,NA,NA
"シネマライオン","シネマ","ライオン","unrelated","word","word",0.912264962730507,NA,NA,NA,NA,NA
