sl_cue,sl_target,type,cue_type,target_type,sl_cosine
reči,povedati,related,word,word,0.568874918807115
stik,povezava,related,word,word,0.364748892157338
layer,površina,related,word,word,
čestitati,pozdraviti,related,word,word,0.413084174606095
pepel,prah,related,word,word,0.522379109232838
dobesedno,praktično,related,word,word,0.342264629205949
čist,prati,related,word,word,0.218032928687422
krava,prašič,related,word,word,0.445559784335779
nezakonito,zakonito,related,word,word,0.764199012383246
narobe,pravilno,related,word,word,0.374717683250047
maščevanje,pravica,related,word,word,0.294217651709044
zvestoba,predanost,related,word,word,0.589397902869083
seminar,predavanje,related,word,word,0.516677140059248
predlagati,namigniti,related,word,word,0.444085669910304
predmet,osebek,related,word,word,0.320664442037568
zaključek,predpostavka,related,word,word,0.27762132852475
miza,stol,related,word,word,0.400685942411671
kancler,predsednik,related,word,word,0.413929121388848
pregledati,preiskovati,related,word,word,0.47089591638217
analitik,preiskovalec,related,word,word,0.474665938651049
razbiti,zlomiti,related,word,word,0.580045035596625
premakniti,prenesti,related,word,word,0.374072190123213
prepovedano,prepovedati,related,word,word,0.725342925494043
krona,prestol,related,word,word,0.38665091014635
prestrašiti,preplašiti,related,word,word,0.705114926011925
prihodnost,preteklost,related,word,word,0.629721462194776
podcenjevati,pretiravati,related,word,word,0.480009770695504
preveriti,potrditi,related,word,word,0.487841454601067
živeti,preživeti,related,word,word,0.552865615456598
ventil,prezračevanje,related,word,word,0.500819154067985
ven,okoli,related,word,word,0.23729981784486
počakati,pričakovati,related,word,word,0.311494359450764
priča,pričanje,related,word,word,0.437162079184361
prispeti,priti,related,word,word,0.54679270250466
vzdevek,priimek,related,word,word,0.476404993460061
kolega,prijatelj,related,word,word,0.646026036708068
odnos,prijateljstvo,related,word,word,0.42374074495891
vljuden,prijateljski,related,word,word,0.427016259255136
udoben,prijeten,related,word,word,0.518440819489791
sekundaren,primaren,related,word,word,
princesa,princ,related,word,word,0.642317702630538
pripravljen,pripraviti,related,word,word,0.43766067913427
zaliv,pristanišče,related,word,word,0.423094926510308
utrip,pritisk,related,word,word,0.4522239415051
gumb,pritisniti,related,word,word,0.642647993302808
pozornost,privlačiti,related,word,word,0.262599382748272
priznati,spovedati,related,word,word,0.515597085170376
težava,problem,related,word,word,0.662924235954077
kupiti,prodati,related,word,word,0.587287830829134
dražba,prodaja,related,word,word,0.400458060507144
dekan,profesor,related,word,word,0.54321479500726
projekt,program,related,word,word,0.409607510295851
ustvariti,proizvajati,related,word,word,0.387214904183555
tovarna,proizvodnja,related,word,word,0.57043825762081
zahteva,prošnja,related,word,word,0.407521284222818
prosto,prost,related,word,word,0.571003203280672
prostovoljec,prostovoljno,related,word,word,0.719322824672535
pravilo,protokol,related,word,word,0.432353128474938
model,prototip,related,word,word,0.440288442644021
želodec,prsni koš,related,word,word,
dna,prstni odtis,related,word,word,
tekmovanje,prvenstvo,related,word,word,0.621767410566448
anatomija,psihologija,related,word,word,0.565137784248696
medicinski,psihološki,related,word,word,0.53646484614991
metulj,ptica,related,word,word,0.451794098896663
piščanec,puran,related,word,word,0.515071116773094
dovoliti,pustiti,related,word,word,0.593336419519411
vstaviti,postaviti,related,word,word,0.569039060496619
maraton,dirka,related,word,word,0.255213210609942
programska oprema,računalnik,related,word,word,
tumor,rak,related,word,word,0.476527894075853
raketa,izstrelek,related,word,word,0.54113750704203
veverica,rakun,related,word,word,0.432456003357079
ugrabitelj,odkupnina,related,word,word,0.34345892987575
presenečenje,razočaranje,related,word,word,0.54137132728075
galerija,razstava,related,word,word,0.566656512377128
zavedati se,razumeti,related,word,word,
pravičen,razumen,related,word,word,0.558002848906144
napredek,razvoj,related,word,word,0.480200890748644
generator,reaktor,related,word,word,0.521393546824537
pravi,resničen,related,word,word,0.34714143670198
optimističen,realističen,related,word,word,0.662164747732279
občasno,redko,related,word,word,0.390544868572266
filozofija,religija,related,word,word,0.494130694755236
pravzaprav,res,related,word,word,0.292194318587893
gostilna,restavracija,related,word,word,0.517100910741308
morski pes,riba,related,word,word,
lov,ribolov,related,word,word,0.585153196910651
reven,bogat,related,word,word,0.577047184952708
voziti,jahati,related,word,word,0.529398370934731
cezar,rim,related,word,word,0.539546793068829
krpa,robček,related,word,word,0.320721747507304
obletnica,rojstni dan,related,word,word,
dlan,roka,related,word,word,0.450110764065547
dramatičen,romantičen,related,word,word,0.58821674820261
kraja,rop,related,word,word,0.294468706887175
rdeča,rumena,related,word,word,0.570120834729624
vohunstvo,sabotaža,related,word,word,0.313759901351419
jabolko,sadje,related,word,word,0.464106134710191
sidro,jadro,related,word,word,0.588364090764348
pirat,mornar,related,word,word,0.485734234767566
trik,šala,related,word,word,0.29292531869405
tempelj,samostan,related,word,word,0.512483863306107
sirotišnica,ženski samostan,related,word,word,
nindža,samurai,related,word,word,0.310478977610136
blato,pesek,related,word,word,0.479275118825784
radar,satelit,related,word,word,0.45767754363299
govorice,škandal,related,word,word,0.300267816581598
končno,sčasoma,related,word,word,0.307776565093806
že,še,related,word,word,0.41004398665118
trmast,sebičen,related,word,word,0.55393618298573
varen,zaščiten,related,word,word,0.529137117270173
baza,štab,related,word,word,0.284735562756086
menedžer,šef,related,word,word,0.439196872160969
parlament,senat,related,word,word,0.537695914991164
guverner,senator,related,word,word,0.43792080075036
govor,pridiga,related,word,word,0.313721937680656
konferenca,sestanek,related,word,word,0.43393178140006
kontaminacija,sevanje,related,word,word,0.373210058711293
jug,sever,related,word,word,0.725285993148644
strel,streljati,related,word,word,0.459379541330825
osvoboditi,rešiti,related,word,word,0.56487452368976
močen,šibek,related,word,word,0.507261579047474
frekvenca,signal,related,word,word,0.525796301332263
moč,sila,related,word,word,0.375196899864152
zlat,srebrn,related,word,word,0.503968153482051
zastava,simbol,related,word,word,0.317199632428205
hči,sin,related,word,word,0.439957253610733
simptom,sindrom,related,word,word,0.49729563170561
kaplja,požirek,related,word,word,0.245428993240151
ozek,širok,related,word,word,0.49603618538728
omrežje,sistem,related,word,word,0.410504575561232
stati,sedeti,related,word,word,0.651904149880823
skrb,skrbeti,related,word,word,0.496167740212359
pokriti,skriti,related,word,word,0.473074806431099
tajnost,skrivnost,related,word,word,0.543684727495319
ponižen,skromen,related,word,word,0.47915492445375
tolpa,skupina,related,word,word,0.52932879174822
društvo,skupnost,related,word,word,0.384280073413234
dober,slab,related,word,word,0.692657273501765
driska,slabost,related,word,word,0.359531304490127
toast,slanina,related,word,word,0.506752407167868
okusen,slasten,related,word,word,0.698030934895211
veličasten,veličastnost,related,word,word,0.613914246447315
popularen,slaven,related,word,word,0.493952603490873
umetnik,slikar,related,word,word,0.673847787592732
ritual,obred,related,word,word,0.656393351223168
suženj,služabnik,related,word,word,0.438734128783138
varuška,služkinja,related,word,word,0.47576775630821
nasmeh,smeh,related,word,word,0.606744218186056
urgenten,nuja,related,word,word,0.170548463584547
duhovit,smešen,related,word,word,0.565886771671756
odpadki,smeti,related,word,word,0.535394639451234
črv,kača,related,word,word,0.367687058654269
dež,sneg,related,word,word,0.536985462003907
snemati,posnetek,related,word,word,0.297314066122261
strelec,ostrostrelec,related,word,word,0.728259484325124
potrpežljivost,sočutje,related,word,word,0.445681786047395
limonada,gazirana pijača,related,word,word,
sodišče,sodnik,related,word,word,0.483994959339424
mleko,sok,related,word,word,0.521925337719127
razred,šola,related,word,word,0.35443153029331
lunin,sončev,related,word,word,0.506433309522646
juha,solata,related,word,word,0.578456622005374
luna,sonce,related,word,word,0.5794517657583
kapsula,sonda,related,word,word,0.521602680814417
hrup,zvok,related,word,word,0.562770027050762
lazanja,špageti,related,word,word,0.405954852360292
soba,spalnica,related,word,word,0.648215925581031
padec,kolaps,related,word,word,0.427476299345929
počitek,spanje,related,word,word,0.509587666993583
strokovnjak,specialist,related,word,word,0.636278425960217
senzacionalen,spektakularen,related,word,word,0.489643395581568
duša,duh,related,word,word,0.4295386089502
vrh,dno,related,word,word,0.394974160330759
konflikt,spor,related,word,word,0.493938762716105
pogodba,sporazum,related,word,word,0.446492262421868
joga,masaža,related,word,word,0.494545573948262
opozorilo,sporočilo,related,word,word,0.549593229251115
hobi,šport,related,word,word,0.456636855976862
kapaciteta,sposobnost,related,word,word,0.354432940075032
dremež,sprehod,related,word,word,0.349251132470426
zavrniti,sprejeti,related,word,word,0.600132892513003
spremstvo,spremljati,related,word,word,0.247489746451067
prijazen,srčkan,related,word,word,0.508837701591124
videti,srečati,related,word,word,0.407704022916732
zadovoljen,srečen,related,word,word,0.538809608348662
odrasel,starš,related,word,word,0.436187152384763
stolp,stavba,related,word,word,0.373236993585248
beseda,poved,related,word,word,0.291077729397048
slovar,besedna zveza,related,word,word,
zadeti,udariti,related,word,word,0.492292475844391
pečica,štedilnik,related,word,word,0.465491373435412
kozarec,steklenica,related,word,word,0.516720293201076
dva,štiri,related,word,word,0.450963758086646
tisoč,sto,related,word,word,0.60764930776181
groza,strah,related,word,word,0.54023000555314
navdušenje,strast,related,word,word,0.466279911165846
načrt,strategija,related,word,word,0.351529809620796
avenija,ulica,related,word,word,0.570964897509871
robot,stroj,related,word,word,0.52371390859205
amater,strokovnjak,related,word,word,0.348454796268616
piramida,zgradba,related,word,word,0.460870747593951
raziskava,študija,related,word,word,0.444006016959274
ritem,stil,related,word,word,0.379422127731323
odlično,super,related,word,word,0.490203254112806
svetilka,sveča,related,word,word,0.572525281467982
nasvet,svetovati,related,word,word,0.292885369865799
tableta,pastila,related,word,word,
potencial,talent,related,word,word,0.430822909386668
tukaj,tam,related,word,word,0.760669992646634
mesec,teden,related,word,word,0.689980460580348
dnevno,tedensko,related,word,word,0.553193430806801
metoda,tehnika,related,word,word,0.542110249345079
klic,telefon,related,word,word,0.395631555647059
radio,televizija,related,word,word,0.44961994608374
senca,temen,related,word,word,0.277336294835281
vročina,temperatura,related,word,word,0.568344539210792
golf,tenis,related,word,word,0.582074366679311
ideja,teorija,related,word,word,0.496501183930998
poskus,test,related,word,word,0.43588545327045
odporen,vzdržljiv,related,word,word,0.498285029798344
upoštevati,misliti,related,word,word,0.342687423224791
tih,tišina,related,word,word,0.22054742883282
koža,tkivo,related,word,word,0.456176164242756
kaj,tisto,related,word,word,0.276091293092827
škatla,torba,related,word,word,0.535390252630241
ponedeljek,torek,related,word,word,0.663033473621426
orkan,tornado,related,word,word,0.577067641894542
breme,tovor,related,word,word,0.277230543691697
odvetnik,tožilec,related,word,word,0.544878762518145
moderen,tradicionalen,related,word,word,0.504412476377235
žalosten,tragičen,related,word,word,0.574255905557974
trgovina,prodajalna,related,word,word,0.655401304119585
ena,tri,related,word,word,0.258565708390315
zaslišanje,sojenje,related,word,word,0.59366625732757
krog,trikotnik,related,word,word,0.381986584753656
dvojen,trojen,related,word,word,
džip,tovornjak,related,word,word,0.618013862591136
most,tunel,related,word,word,0.381742388123402
polž,želva,related,word,word,0.340374531515916
begunec,ubežnik,related,word,word,0.607774959857881
zastrupiti,ubiti,related,word,word,0.523563015115563
vpliv,učinek,related,word,word,0.486692600424961
koristen,učinkovit,related,word,word,0.448860825826182
učiti,poučevati,related,word,word,0.681971193193811
študent,učitelj,related,word,word,0.541543143171147
kariera,ugled,related,word,word,0.358245116779797
oko,uho,related,word,word,0.476353190694409
turnir,tekma,related,word,word,0.403256321582642
zgrabiti,uloviti,related,word,word,0.435218858322591
končen,zadnji,related,word,word,0.269313902104522
ogaben,umazan,related,word,word,0.514958917681257
naraven,umeten,related,word,word,0.491070003841061
samomor,umor,related,word,word,0.538703919344123
ustvarjanje,uničenje,related,word,word,0.444940546201317
značka,uniforma,related,word,word,0.498087158015
fakulteta,univerza,related,word,word,0.668419119342966
odpor,upirati se,related,word,word,
