"lt_cue","lt_target","type","cue_type","target_type","lt_cosine"
"pakeisti","pavaduojantis narys","related","word","word",NA
"slapyvardis","pavardė","related","word","word",0.54537711123003
"paveldas","paveldėti","related","word","word",NA
"sluoksnis","paviršius","related","word","word",0.274083966307443
"rizikinga","pavojinga","related","word","word",0.542542111337254
"rizika","pavojus","related","word","word",0.337293954357879
"garantija","pažadas","related","word","word",0.18488759580792
"kardas","peilis","related","word","word",0.353156023380967
"makštis","penis","related","word","word",0.316394325940921
"nuvertinti","perdėti","related","word","word",0.220991204550584
"spindulys","perimetras","related","word","word",0.443412239330659
"view","perspektyva","related","word","word",NA
"smash","pertrauka","related","word","word",NA
"judėti","pervedimas","related","word","word",NA
"dažyti","piešimas","related","word","word",NA
"užkandis","pietūs","related","word","word",0.270054014165248
"karvė","pig","related","word","word",NA
"brangus","pigūs","related","word","word",0.214183425505524
"pavydus","piktas","related","word","word",0.306204594997925
"rūmai","pilis","related","word","word",0.190397756614091
"tablėtė","pill","related","word","word",NA
"tuščia","pilnas","related","word","word",0.312627799007898
"astronautas","pilotas","related","word","word",0.476931688652787
"stuburo","pilvo","related","word","word",0.415358757829634
"pinigai","pinigai","related","word","word",1
"kišenė","piniginė","related","word","word",0.509649225330587
"pardavėjas","pirkėjas","related","word","word",0.59401264633846
"antrinis","pirmas","related","word","word",NA
"dnr","pirštų atspaudai","related","word","word",NA
"stick","plaktukas","related","word","word",NA
"paruošimas","planavimas","related","word","word",0.543612732684725
"cementas","plastmasinis","related","word","word",NA
"siauras","platus","related","word","word",0.225244626177342
"skandinimas","plaukti","related","word","word",NA
"patogus","pleasant","related","word","word",NA
"grobis","plėšrūnas","related","word","word",0.358804668863845
"progresas","plėtra","related","word","word",NA
"betonas","plieno","related","word","word",0.0784698826324297
"dubuo","plokštelė","related","word","word",0.301472004838523
"lošimas","pokeris","related","word","word",NA
"triukas","pokštas","related","word","word",0.357931883261477
"žurnalistika","politika","related","word","word",0.472464920942752
"politika","politikas","related","word","word",0.857623323590898
"kritiškai","politinis","related","word","word",NA
"bulvė","pomidorai","related","word","word",0.49861109652503
"įtaka","poveikis","related","word","word",0.306088947208197
"status","pozicija","related","word","word",0.188417989218249
"nuomonė","požiūris","related","word","word",0.397204535555
"vėlai","pradžioje","related","word","word",0.0972140532857364
"ateityje","praeitis","related","word","word",0.259992571311211
"paradise","pragaras","related","word","word",NA
"pažodžiui","praktiškai","related","word","word",0.11258244487485
"atliekai","praleisti","related","word","word",NA
"anglų","prancūzų kalba","related","word","word",NA
"įspėjimas","pranešimas","related","word","word",0.602954541627111
"reikalavimas","prašymas","related","word","word",0.4273332539282
"praktika","pratimas","related","word","word",0.257350759261252
"komercinė","prekybininkas","related","word","word",NA
"kancleris","prezidentas","related","word","word",0.290113983849985
"prieglobstis","prieglauda","related","word","word",0.618590818500388
"išvada","prielaida","related","word","word",0.349343419087868
"prisiekti","priesaika","related","word","word",0.331852069720114
"priešingas","priešingai","related","word","word",0.745371699806411
"priešas","priešininkas","related","word","word",0.498788335909308
"lustas","prietaisas","related","word","word",NA
"priežastis","priežastis","related","word","word",1
"paslauga","priežiūra","related","word","word",0.257316065596422
"atsisakyti","priimti","related","word","word",0.259722723291492
"princesė","princas","related","word","word",0.736990924402646
"pamiršti","prisiminti","related","word","word",0.325037513175068
"dėmesio","pritraukti","related","word","word",0.353909404981778
"privati","privatumas","related","word","word",0.672801048879169
"nobel","prizas","related","word","word",NA
"problema","problema","related","word","word",1
"procesas","procedūra","related","word","word",0.639142587877359
"prekės ženklas","produktas","related","word","word",NA
"dekanas","profesorius","related","word","word",0.232328581384748
"amateur","professional","related","word","word",NA
"projektas","programa","related","word","word",0.345485770432026
"šviesus","protinga","related","word","word",0.0943306215723762
"protingas","protingas","related","word","word",1
"taisyklių taisyklė","protokolas","related","word","word",NA
"modelis","prototipas","related","word","word",0.308611823112
"anatomija","psichologija","related","word","word",0.494397239064184
"medicina","psichologinis","related","word","word",0.360233638823749
"išskirtinis","puikus","related","word","word",0.282646081834428
"puikiai","puikus","related","word","word",0.476179378562196
"ideal","puikus","related","word","word",NA
"apskritai","pulkininkas","related","word","word",0.0888750653922272
"stumti","pull","related","word","word",NA
"giminaitis","pusbrolis","related","word","word",0.374453453972399
"vakarienė","pusryčiai","related","word","word",0.447827527331407
"viduriavimas","pykinimas","related","word","word",NA
"pyktis","pyktis","related","word","word",1
"squirrel","raccoon","related","word","word",NA
"užteršimas","radiacija","related","word","word",NA
"prakeikimas","ragana","related","word","word",0.163120202190114
"tyliai","ramus","related","word","word",0.255587209885622
"rankų","ranka","related","word","word",0.650940814322339
"antklodė","rankšluostis","related","word","word",0.405740327199858
"pagrobėjas","ransom","related","word","word",NA
"popierius","rašiklis","related","word","word",0.31228222082564
"paieška","rasti","related","word","word",0.166566807284872
"skaityti","rašykite","related","word","word",0.211263065557462
"skaitymas","rašymas","related","word","word",0.624669786695547
"poetas","rašytojas","related","word","word",0.378040129742592
"nervas","raumuo","related","word","word",0.372124643817046
"generatorius","reaktorius","related","word","word",0.721886145591771
"optimistiškas","realus","related","word","word",NA
"būtina","reikia","related","word","word",0.344350375341492
"filosofija","religija","related","word","word",0.620303267744691
"fix","remontas","related","word","word",NA
"karjera","reputacija","related","word","word",0.368476204070495
"pub","restoranas","related","word","word",NA
"kartais","retai","related","word","word",0.339255975783793
"rezultatas","rezultatas","related","word","word",1
"kandidatas","rinkėjas","related","word","word",0.311605232170127
"kampanija","rinkimai","related","word","word",0.231339334984883
"reklama","rinkodara","related","word","word",0.317725850182393
"pavogti","rob","related","word","word",NA
"cezaris","roma","related","word","word",0.266330676269209
"dramatiška","romantiškas","related","word","word",0.503459372513364
"pavasaris","ruduo","related","word","word",0.502432992074559
"debesis","rūkas","related","word","word",0.426624803903705
"turnyras","rungtynės","related","word","word",0.408250912107279
"kontaktas","ryšys","related","word","word",0.44265027427113
"rytoj","rytas","related","word","word",0.328759794102144
"šnipinėjimas","sabotažas","related","word","word",NA
"piratas","sailor","related","word","word",NA
"žodis","sakinys","related","word","word",0.339332437834963
"šaukštas","šakutė","related","word","word",0.344691907280178
"sriuba","salotos","related","word","word",0.432477500093304
"karšta","šalta","related","word","word",0.504399694661471
"vynas","šampanas","related","word","word",0.557562508873669
"ninja","samurai","related","word","word",NA
"kyšis","šantažas","related","word","word",0.45975595253571
"skyrybų","santuoka","related","word","word",0.215809847272949
"shield","šarvai","related","word","word",0.143892559506703
"radaras","satellite","related","word","word",NA
"šaudymas","šaudyti","related","word","word",0.528342435800985
"saugus","saugoma","related","word","word",0.57545023477298
"saugumas","saugumas","related","word","word",1
"mėnulis","saulė","related","word","word",0.390645333667089
"lunar","saulės saulės","related","word","word",NA
"šiltas","saunus","related","word","word",NA
"kasdien","savaitai","related","word","word",NA
"mėnuo","savaitė","related","word","word",0.350791231301248
"užsispyręs","savanaudis","related","word","word",0.437401111290629
"savanoriškai","savanoriškai","related","word","word",1
"nuosavybė","savininkas","related","word","word",0.311747380555552
"lojalumas","sąžiningumas","related","word","word",0.598938642212071
"tatuiruotė","scar","related","word","word",NA
"stovėkite","sėdėti","related","word","word",0.378351786043733
"klanas","šeima","related","word","word",0.138466445590862
"šeštadienį","sekmadienis","related","word","word",0.646294327189433
"valdyti","sėkmingai","related","word","word",0.112711527886279
"parlamentas","senatas","related","word","word",NA
"gubernatorius","senatorius","related","word","word",0.824462530462677
"nesveikas","serga","related","word","word",0.211982424241032
"pietūs","šiaurė","related","word","word",0.232465352649181
"auksinis","sidabras","related","word","word",0.314109634028116
"dažnis","signalas","related","word","word",0.371829310751308
