es_cue,es_target,type,cue_type,target_type,es_cosine
cámara,micrófono,related,word,word,0.518623975605196
telescopio,microscopio,related,word,word,0.583770716375354
horror,miedo,related,word,word,0.404908197337019
civil,militar,related,word,word,0.619992842091113
embajada,ministerio,related,word,word,0.454299971291103
embajador,ministro,related,word,word,0.513024667331538
segundo,minuto,related,word,word,0.704542424816829
pobreza,miseria,related,word,word,0.638473553034299
perdón,misericordia,related,word,word,0.181206892236102
cohete,misil,related,word,word,0.60633793814904
tarea,misión,related,word,word,0.626154974344193
secreto,misterio,related,word,word,0.425631207531642
humilde,modesto,related,word,word,0.598494821668423
seco,mojado,related,word,word,0.539584926078563
interrumpir,molestar,related,word,word,0.492526398917188
templo,monasterio,related,word,word,0.583110099583494
pantalla,monitor,related,word,word,0.487969968364709
colina,montaña,related,word,word,0.701083162356978
suma,cantidad,related,word,word,0.519833245956304
rasguño,hematoma,related,word,word,0.434428446683479
aspirina,morfina,related,word,word,0.569049451356223
sufrir,morir,related,word,word,0.564132117934884
aterrizar,volar,related,word,word,0.547311135232987
hotel,motel,related,word,word,0.786058981363603
cisterna,motor,related,word,word,0.377069503993989
niños,niñas,related,word,word,0.738639407649974
vivo,muerto,related,word,word,0.454466070817147
masculino,femenino,related,word,word,0.790810203982541
viuda,mujer,related,word,word,0.466583686647788
internacional,mundo,related,word,word,0.285626573235079
nervio,músculo,related,word,word,0.610730356258344
biblioteca,museo,related,word,word,0.46187558266829
jazz,música,related,word,word,0.633857441595452
cantante,músico,related,word,word,0.678244870089068
evolución,mutación,related,word,word,0.553167556578956
extremadamente,muy,related,word,word,0.773745716309366
país,nación,related,word,word,0.611487703214875
ahogar,nadar,related,word,word,0.398091952489016
verde,naranja,related,word,word,0.651363644936763
boca,nariz,related,word,word,0.524528757088616
diarrea,náusea,related,word,word,0.620426751321237
ancla,vela,related,word,word,0.406520485808164
necesario,necesitar,related,word,word,0.361467834197959
positivo,negativo,related,word,word,0.791277455209771
industria,negocio,related,word,word,0.506507969991278
blanco,negro,related,word,word,0.776344273273722
preocupado,nervioso,related,word,word,0.568385920253038
nube,niebla,related,word,word,0.528752485104565
lluvia,nieve,related,word,word,0.573482573713394
bebé,niño,related,word,word,0.704868143235334
noche,atardecer,related,word,word,0.325015974117268
saludable,normal,related,word,word,0.47922337786956
sur,norte,related,word,word,0.906656967765939
excepcional,notable,related,word,word,0.607739990507876
inspector,notario,related,word,word,0.314750596878674
canal,noticias,related,word,word,0.368127387057812
novio,novia,related,word,word,0.83964977543001
atómico,nuclear,related,word,word,0.532991735223198
claramente,obviamente,related,word,word,0.59447802183543
meridional,occidental,related,word,word,0.489165434457194
mar,océano,related,word,word,0.816021505612694
septiembre,octubre,related,word,word,0.810305908132313
insultar,ofender,related,word,word,0.561408914741099
oficialmente,oficial,related,word,word,0.391471662815254
escritorio,oficina,related,word,word,0.587205509657364
gusto,olfato,related,word,word,0.401252096087945
elección,opción,related,word,word,0.647580871336283
palabra,oración,related,word,word,0.427674380653187
planeta,órbita,related,word,word,0.534854541343736
ojo,oreja,related,word,word,0.394333169439583
arreglar,organizar,related,word,word,0.433482933299123
sangre,orina,related,word,word,0.603467335627706
sombra,oscuro,related,word,word,0.354311244102996
primavera,otoño,related,word,word,0.780087829487362
aire,oxígeno,related,word,word,0.497396304509889
adulto,progenitor,related,word,word,0.333666594908278
madre,padre,related,word,word,0.783596168537655
mariposa,pájaro,related,word,word,0.542367745971396
tela,pañuelo,related,word,word,0.41160366380356
tío,papá,related,word,word,0.500422845452701
sobre,paquete,related,word,word,0.151396143471443
sobrenatural,paranormal,related,word,word,0.585712840435872
sección,párrafo,related,word,word,0.464418859439243
materia,partícula,related,word,word,0.622001914125735
torneo,partido,related,word,word,0.53915741318453
futuro,pasado,related,word,word,0.435257943489571
ticket,pasaporte,related,word,word,0.48599142685895
conducir,pasear,related,word,word,0.347211837401192
siesta,mecer,related,word,word,0.258575271857278
entusiasmo,pasión,related,word,word,0.5892798689974
postre,pastel,related,word,word,0.701717824469306
miserable,patético,related,word,word,0.5828706333188
ganso,pato,related,word,word,0.636536908200759
gerente,patrón,related,word,word,0.235178054528614
guardia,patrulla,related,word,word,0.420203939153894
pollo,pavo,related,word,word,0.721232494026124
fragmento,pedazo,related,word,word,0.500943382513379
comanda,pedido,related,word,word,0.118735330128034
preguntar,pedir,related,word,word,0.482917779682443
combate,pelea,related,word,word,0.50382605542831
pornografía,película,related,word,word,0.389059887799066
riesgo,peligro,related,word,word,0.715649525408205
arriesgado,peligroso,related,word,word,0.597553868017965
vagina,pene,related,word,word,0.71786717694787
considerar,pensar,related,word,word,0.512752591737416
chiquito,pequeño,related,word,word,0.587692991754433
ideal,perfecto,related,word,word,0.647766492466954
pintalabios,perfume,related,word,word,0.518983345842016
radio,perímetro,related,word,word,0.303224982931379
artículo,periódico,related,word,word,0.559553003035386
reportero,periodista,related,word,word,0.825789846138995
fase,período,related,word,word,0.454979808504396
quedarse,permanecer,related,word,word,0.599533236996675
seguir,perseguir,related,word,word,0.376772365768918
carácter,personalidad,related,word,word,0.635104636228674
vista,perspectiva,related,word,word,0.552497649427239
caza,pesca,related,word,word,0.582733350998461
carbón,petróleo,related,word,word,0.560179764405388
tiburón,pez,related,word,word,0.648544337982315
pastilla,píldora,related,word,word,0.82359423525477
astronauta,piloto,related,word,word,0.49661174772603
artista,pintor,related,word,word,0.731522433876215
rifle,pistola,related,word,word,0.674363483136081
preparación,planificación,related,word,word,0.642162851505177
oro,plata,related,word,word,0.750829722944856
camarote,cubierta,related,word,word,0.402695466515374
bol,plato,related,word,word,0.610088229073091
explicación,plausible,related,word,word,0.459420148425593
tesoro,riqueza,related,word,word,0.401501655526154
texto,poema,related,word,word,0.464401561752279
apuestas,póquer,related,word,word,0.500008922253892
periodismo,política,related,word,word,0.419507121159877
críticamente,políticamente,related,word,word,0.750749013965716
política,político,related,word,word,0.572668860285442
ceniza,polvo,related,word,word,0.594469064815828
oxidado,polvoriento,related,word,word,0.393865281067386
insertar,poner,related,word,word,0.435537180341448
razón,causa,related,word,word,0.348393653443471
portal,puerta,related,word,word,0.523537913051143
oportunidad,posibilidad,related,word,word,0.562064920322659
status,posición,related,word,word,0.389887201498038
literalmente,prácticamente,related,word,word,0.547962981805454
valor,precio,related,word,word,0.407718776151718
Nobel,premio,related,word,word,
botón,pulsar,related,word,word,0.703543275241068
preocupación,inquietud,related,word,word,0.639302727300378
listo,preparado,related,word,word,0.740970527021878
canciller,presidente,related,word,word,0.425825293880958
pulso,presión,related,word,word,0.435192347969451
crédito,préstamo,related,word,word,0.469333456142983
pariente,primo,related,word,word,0.543245150934497
secundario,primario,related,word,word,0.645515316005527
princesa,príncipe,related,word,word,0.664858281340051
pena,prisión,related,word,word,0.29410437693828
celda,cárcel,related,word,word,0.575341709559682
rehén,prisionero,related,word,word,0.585420223074061
posible,probable,related,word,word,0.558674953297153
quizás,probablemente,related,word,word,0.5580226145456
contratiempo,problema,related,word,word,0.428620282965005
proceso,procedimiento,related,word,word,0.625897009428786
fábrica,producción,related,word,word,0.418291357908148
crear,producir,related,word,word,0.576369327212088
marca,producto,related,word,word,0.315399459286188
aficionado,profesional,related,word,word,0.457438919157724
estudiante,maestro,related,word,word,0.445096530639362
decano,profesor,related,word,word,0.561514086679912
proyecto,programa,related,word,word,0.453646044660045
prohibido,vedado,related,word,word,0.496111782569959
garantía,promesa,related,word,word,0.396098530208528
regla,protocolo,related,word,word,0.498538259477749
modelo,prototipo,related,word,word,0.488290989716906
habilitar,proporcionar,related,word,word,0.365387327022669
evidencia,prueba,related,word,word,0.502697791437989
audiencia,juicio,related,word,word,0.478875051618539
experimentar,probar,related,word,word,0.469556630534979
anatomía,psicología,related,word,word,0.534625395041605
médico,psicológico,related,word,word,0.368732022644196
acampar,poblado,related,word,word,0.275388269877401
ventana,puerta,related,word,word,0.622945622702851
bahía,puerto,related,word,word,0.623851759661856
dedo,pulgar,related,word,word,0.74254237364169
qué,eso,related,word,word,0.462672026774866
pan,queso,related,word,word,0.615863356169842
contaminación,radiación,related,word,word,0.556978248785993
lentamente,rápidamente,related,word,word,0.630712156571025
describir,expresar,related,word,word,0.523410621622739
lento,rápido,related,word,word,0.635623040260432
ratón,rata,related,word,word,0.668865844487796
maratón,carrera,related,word,word,0.430236771138141
justo,razonable,related,word,word,0.284742097735336
generador,reactor,related,word,word,0.614662512507511
optimista,realista,related,word,word,0.582844932821921
subasta,rebajas,related,word,word,0.3522741311335
recolectar,juntar,related,word,word,0.56846946302417
premio,recompensa,related,word,word,0.564924014899687
olvidar,recordar,related,word,word,0.734212881798728
aumentar,reducir,related,word,word,0.737020918754982
albergue,refugio,related,word,word,0.691976934005748
felicitación,regalo,related,word,word,0.429728543794852
atrás,regreso,related,word,word,0.145569661749849
real,reino,related,word,word,0.21849253631868
sonreír,reír,related,word,word,0.737888187558525
filosofía,religión,related,word,word,0.632959702353992
mirar,observar,related,word,word,0.608498824295398
espectáculo,actuación,related,word,word,0.539313480511006
contratar,alquilar,related,word,word,0.485761701679967
arreglar,reparar,related,word,word,0.73414786689373
profesión,reputación,related,word,word,0.435712055411042
secuestrador,rescate,related,word,word,0.454187133188871
resistencia,resistir,related,word,word,0.517407268868733
contestar,respuesta,related,word,word,0.511977853322943
pub,restaurante,related,word,word,0.511803762547411
eliminar,retirar,related,word,word,0.442377720047136
conferencia,reunión,related,word,word,0.621717493248438
verse,reunirse,related,word,word,0.49907432027355
periódico,revista,related,word,word,0.618697128227911
reina,rey,related,word,word,0.72695218617185
pobre,rico,related,word,word,0.387932042947129
hurtar,robar,related,word,word,0.661880834345614
hurto,robo,related,word,word,0.683603072610906
roca,piedra,related,word,word,0.707892254389646
hombro,rodilla,related,word,word,0.575016720174254
César,Roma,related,word,word,
dramático,romántico,related,word,word,0.529341122602336
ahora,saber,related,word,word,0.286871855398711
espionaje,sabotaje,related,word,word,0.528055229272531
monje,sacerdote,related,word,word,0.66646041606518
