"de_target","de_cue","type","target_type","cue_type","de_cosine"
"muskel","nerv","related","word","word",0.464260156180841
"ei","nest","related","word","word",0.351284688511305
"system","netzwerk","related","word","word",0.502017804895727
"etwas","nichts","related","word","word",0.505077997372616
"bummel","nickerchen","related","word","word",0.2593062782627
"hoch","nieder","related","word","word",0.177199499345949
"hoch","niedrig","related","word","word",0.558467463833856
"oberer, höher","niedriger","related","word","word",NA
"leber","niere","related","word","word",0.685071603598482
"samurai","ninja","related","word","word",0.453109657316015
"preis-","nobel","related","word","word",NA
"je","noch nie","related","word","word",NA
"meistens","normalerweise","related","word","word",0.6147997167101
"brauchen","notwendig","related","word","word",0.321677342739677
"dezember","november","related","word","word",0.666377644685992
"betrunken","nüchtern","related","word","word",0.500545569888482
"wertlos","nutzlos","related","word","word",0.599070602579082
"unterseite","oben","related","word","word",0.268388743083607
"fach","objekt","related","word","word",0.241190831960708
"herd","ofen","related","word","word",0.57257138187378
"nah dran","offen","related","word","word",NA
"vision","offenbarung","related","word","word",0.364544288717335
"offiziell","offiziell","related","word","word",1
"schließung","öffnung","related","word","word",0.423287672223438
"ja","okay","related","word","word",0.68613485772431
"vati","onkel","related","word","word",0.31956404714115
"angreifer","opfer","related","word","word",0.424609845470678
"realistisch","optimistisch","related","word","word",0.517799843036691
"band","orchester","related","word","word",0.441884521165822
"organisieren","ordnen","related","word","word",0.412216580748218
"erektion","orgasmus","related","word","word",0.498092699681335
"kopieren","original","related","word","word",0.418409320517169
"lage","ort","related","word","word",0.140868830414699
"schloss","palast","related","word","word",0.429038641067556
"motor","panzer","related","word","word",0.295756948859353
"stift","papier","related","word","word",0.544222728423998
"hölle","paradies","related","word","word",0.357650709327293
"verrückt","paranoid","related","word","word",0.562662151505054
"senat","parlament","related","word","word",0.514793652922454
"treiber","passagier","related","word","word",0.193177324662337
"atlantisch","pazifik","related","word","word",NA
"individuell","person","related","word","word",0.244283221543309
"intim","persönlich","related","word","word",0.309636038118503
"epidemie","pest","related","word","word",0.460997285627346
"blume","pflanze, anlage","related","word","word",NA
"dollar","pfund","related","word","word",0.592699196824089
"veranstaltung","phänomen","related","word","word",0.161114155984165
"zeitraum","phase","related","word","word",0.274239463752585
"religion","philosophie","related","word","word",0.505591248703692
"mathematik","physik","related","word","word",0.646770962946919
"camping","picknick","related","word","word",0.430345826116301
"seemann","pirat","related","word","word",0.386808298020874
"waffe","pistole","related","word","word",0.806048285322263
"strategie","planen","related","word","word",0.337860358700903
"orbit","planet","related","word","word",0.430712086222816
"bahnhof","plattform","related","word","word",0.168886619800568
"explodieren","platzen","related","word","word",0.489898569357319
"zeitschrift","playboy","related","word","word",0.412431235902643
"unerwartet","plötzlich","related","word","word",0.340530641212232
"minus-","plus","related","word","word",NA
"politiker","politik","related","word","word",0.565980813034045
"menschen","population","related","word","word",0.294355069235106
"film","porno","related","word","word",0.545911262269445
"tor","portal","related","word","word",0.524348295897182
"negativ","positiv","related","word","word",0.705305467831684
"talent","potenzial","related","word","word",0.53068442675197
"prinz","prinzessin","related","word","word",0.580870754496248
"privatsphäre","privat","related","word","word",0.309196692170152
"ehren","privileg","related","word","word",0.245947486032045
"direktor","produzent","related","word","word",0.302464015516261
"bezeichnung","profil","related","word","word",0.182143907096582
"einkommen","profitieren","related","word","word",0.257965509411686
"entwicklung","progress","related","word","word",0.330487741386657
"programm","projekt","related","word","word",0.485881987600448
"vitamin","protein","related","word","word",0.527319775132195
"demonstration","protest","related","word","word",0.454038887397148
"verfahren","prozess","related","word","word",0.576770562465414
"informieren","prüfbericht","related","word","word",0.380293611345528
"verifizieren","prüfen","related","word","word",0.41843395143635
"emotional","psychisch","related","word","word",0.582762705425488
"restaurant","pub","related","word","word",0.435578787445882
"schlauch","pumpe","related","word","word",0.511552039051577
"angeben","punkt","related","word","word",0.0244616478153189
"spielzeug","puppe","related","word","word",0.396750667848583
"struktur","pyramide","related","word","word",0.276523738508291
"folter","quälen","related","word","word",0.376572734144826
"informant","quelle","related","word","word",0.442001902699538
"die gerechtigkeit","rache","related","word","word",NA
"satellit","radar","related","word","word",0.467238385234741
"fernsehen","radio","related","word","word",0.577407369125583
"umfang","radius","related","word","word",0.375577644314543
"rakete","rakete","related","word","word",1
"kommunistisch","rassist","related","word","word",0.361794494837242
"beraten","rat","related","word","word",0.351553508623246
"zigarre","rauch","related","word","word",0.4271050568807
"verstehen","realisieren","related","word","word",0.415468040658361
"links","rechts","related","word","word",0.922446428523234
"predigt","rede","related","word","word",0.19823897883419
"protokoll","regel","related","word","word",0.392426971269267
"schnee","regen","related","word","word",0.594518599552943
"bataillon","regiment","related","word","word",0.671586127870013
"lokal","regional","related","word","word",0.204408335177383
"waschen","reinigen","related","word","word",0.558148512865478
"vetter","relativ","related","word","word",0.038907537541037
"journalist","reporter","related","word","word",0.576733523876686
"vertrauen","respekt","related","word","word",0.302129190620087
"sparen","rettung","related","word","word",0.0964164478319953
"gruppe","rezeption","related","word","word",0.126915041368213
"stil","rhythmus","related","word","word",0.409314102666812
"halskette","ring","related","word","word",0.484426730866568
"achtung","risiko","related","word","word",0.0953379130073121
"gefährlich","riskant","related","word","word",0.617001226189245
"schneiden","riss","related","word","word",0.239891560662076
"loch","riss","related","word","word",0.43087150312706
"zeremonie","ritual","related","word","word",0.542463884890009
"maschine","roboter","related","word","word",0.440330250074343
"kleid","rock","related","word","word",0.405999282802105
"cowboy","rodeo","related","word","word",0.431648091190632
"juliet","romeo","related","word","word",0.350050252140214
"griechisch","römisch","related","word","word",0.465246757346775
"staubig","rostig","related","word","word",0.48121550412502
"gelb","rot","related","word","word",0.665816891890876
"weg","route","related","word","word",0.134394843690165
"entlassung","rücktritt","related","word","word",0.415783562840477
"ruhe","ruhig","related","word","word",0.276404228305389
"cognac","rum","related","word","word",0.0708496822636682
"um herum","runden","related","word","word",NA
"erzählen","sagen","related","word","word",0.551729068374341
"soße","sahne","related","word","word",0.553713972955373
"versammeln","sammeln","related","word","word",0.533771784324337
"sonntag","samstag","related","word","word",0.786867456632196
"hamburger","sandwich","related","word","word",0.505507724856592
"musiker","sänger","related","word","word",0.605613832123635
"beerdigung","sarg","related","word","word",0.369866198096836
"lecken","saugen","related","word","word",0.486090973996474
"produzieren","schaffen","related","word","word",0.221825187587349
"zerstörung","schaffung","related","word","word",0.376654818369253
"aufzeichnung","schallplatte","related","word","word",0.255033268807852
"dunkel","schatten","related","word","word",0.306177586137238
"vermögen","schatz","related","word","word",0.237414047312813
