"cs_target","cs_cue","type","target_type","cue_type","cs_cosine"
"obvykle","přirozeně","related","word","word",0.319130016190151
"přísaha","přísahat","related","word","word",0.723902841067936
"let","přistání","related","word","word",0.351413494956442
"létat","přistát","related","word","word",0.548173314717927
"okouzlující","přitažlivý","related","word","word",0.553578174787702
"absence","přítomnost","related","word","word",0.428686528275959
"čest","privilegium","related","word","word",0.452069774664144
"problém","problémy","related","word","word",0.695728286602712
"postup","proces","related","word","word",0.53795441938429
"kupující","prodejce","related","word","word",0.418142728317349
"obchod","prodejna","related","word","word",0.455869634092112
"popis","profil","related","word","word",0.483931391707917
"koncert","prohlídka","related","word","word",0.219578406452161
"program","projekt","related","word","word",0.500188997677237
"pronajmout si","pronájem","related","word","word",NA
"nedávno","prostě","related","word","word",0.0461265441188126
"vitamín","protein","related","word","word",0.60403095026206
"demonstrace","protest","related","word","word",0.517976095795016
"vakcína","protijed","related","word","word",0.467070222831381
"elektřina","proud","related","word","word",0.480724315016406
"funkční","provozní","related","word","word",0.355791040300785
"vyšetřovat","prozkoumat","related","word","word",0.437725107243721
"palec","prst","related","word","word",0.721953659458797
"náhrdelník","prsten","related","word","word",0.661542177164085
"nevolnost","průjem","related","word","word",0.54319220686882
"doušek","průmysl","related","word","word",0.145515679536364
"poledne","půlnoc","related","word","word",0.478914165433347
"tlak","puls","related","word","word",0.499173961601384
"obejmout","pusa","related","word","word",0.290115734970991
"pistole","puška","related","word","word",0.67920428685792
"struktura","pyramida","related","word","word",0.478760081020169
"radit, podat zprávu","rada","related","word","word",NA
"družice","radar","related","word","word",0.449893980709493
"televize","rádio","related","word","word",0.524644407348432
"peklo","ráj","related","word","word",0.511740150562016
"střela","raketa","related","word","word",0.637773372305101
"pohřeb","rakev","related","word","word",0.46359770713441
"koleno","rameno","related","word","word",0.643362516325073
"zranění","rána","related","word","word",0.372155579360212
"komunistický","rasista","related","word","word",0.380043154554404
"kulka","ráže","related","word","word",0.554064470275352
"podpis","razítko","related","word","word",0.398809960332448
"fantazie","realita","related","word","word",0.53903398318572
"rozumět","realizovat","related","word","word",0.279501089179491
"strana","recepce","related","word","word",0.172436609433178
"místní","regionální","related","word","word",0.524588605089366
"jezero","řeka","related","word","word",0.479205725395854
"marketing","reklamní","related","word","word",0.52744557757004
"bratranec","relativní","related","word","word",0.0453996805835729
"tvář","ret","related","word","word",0.320415196801723
"lano","řetěz","related","word","word",0.482967241212685
"zaprášený","rezavý","related","word","word",0.43207499023027
"propuštění","rezignace","related","word","word",0.417083106645332
"sdělit","říci","related","word","word",0.634831628559563
"jízda","řídit","related","word","word",0.213784962155887
"řecký","římský","related","word","word",0.55576850127664
"nebezpečný","riskantní","related","word","word",0.540047294834575
"obřad","rituál","related","word","word",0.713686764777097
"manipulovat","řízení","related","word","word",0.21462966683463
"správní","řízení","related","word","word",0.245964319664302
"nebezpečí","riziko","related","word","word",0.548265072157155
"stroj","robot","related","word","word",0.543283313109021
"kovboj","rodeo","related","word","word",0.40270998342843
"alej","roh","related","word","word",0.205852497362933
"pískat","roh","related","word","word",0.156957800600806
"juliet","romeo","related","word","word",0.439198492871427
"květ","rostlina","related","word","word",0.443519774771741
"přestávka","rozbít","related","word","word",0.090105050570221
"časovač","rozbuška","related","word","word",0.530783990015609
"financování","rozpočet","related","word","word",0.377442774663757
"střih","roztržení","related","word","word",0.151406370101586
"manželství","rozvod","related","word","word",0.478671963576463
"parfém","rtěnka","related","word","word",0.404158727698085
"paže","ruka","related","word","word",0.529371211530221
"vězeň","rukojmí","related","word","word",0.353632205270065
"koňak","rum","related","word","word",0.499583039881444
"styl","rytmus","related","word","word",0.465619551999182
"osamělý","sám","related","word","word",0.404300424594963
"možnost","šance","related","word","word",0.586042597220498
"lízat","sát","related","word","word",0.554599101295088
"shromáždit","sbírat","related","word","word",0.490674404078862
"vražda","sebevražda","related","word","word",0.722402172394821
"ověřovat","šek","related","word","word",0.161954921174569
"odstavec","sekce","related","word","word",0.413088192402314
"hlavní","sekundární","related","word","word",0.488170649503548
"přednáška","seminář","related","word","word",0.481196596279188
"hamburger","sendvič","related","word","word",0.665586257272943
"juniorský","senior","related","word","word",0.348696950408957
"okázalý","senzační","related","word","word",0.31282602379238
"vysílač","senzor","related","word","word",0.559659914164206
"epizoda","série","related","word","word",0.51413522210119
"starosta","šerif","related","word","word",0.590697934181507
"údržba","servis","related","word","word",0.362412035770073
"poručík","seržant","related","word","word",0.654271945350364
"bratr","sestra","related","word","word",0.549849434785278
"fyzický","sexuální","related","word","word",0.474087750792966
"watson","sherlock","related","word","word",0.409053988578562
"platnost","síla","related","word","word",0.272921315376006
"hloupost","šílenství","related","word","word",0.313036903614294
"dálnice","silnice","related","word","word",0.808648399975172
"slabý","silný","related","word","word",0.657007836086655
"ženatý","singl","related","word","word",0.17216149252135
"klášter","sirotčinec","related","word","word",0.519266379046278
"systém","síť","related","word","word",0.399358874257687
"krize","situace","related","word","word",0.498980936304292
"kámen","skála","related","word","word",0.475100499334182
"láhev","sklenka","related","word","word",0.652795658482567
"vanilka","skořice","related","word","word",0.65672108428849
"skříň","skříň","related","word","word",1
"nemovitý","skutečný","related","word","word",0.184280300908658
"sláva","slavný","related","word","word",0.297196388905565
"hluchý","slepý","related","word","word",0.601332100056963
"fráze","slovník","related","word","word",0.379417360939525
"věta","slovo","related","word","word",0.383506467751045
"zkušební verze","sluch","related","word","word",NA
"upřímný","slušný","related","word","word",0.399127878713179
"indikovat","směřovat","related","word","word",0.342980148971619
"absurdní","směšný","related","word","word",0.60272799632126
"dohoda","smlouva","related","word","word",0.777638775269618
"zmizení","smrt","related","word","word",0.409713856096075
"fatální","smrtící","related","word","word",0.392664467881981
"tragický","smutný","related","word","word",0.532379748008935
"pokus","snaž se","related","word","word",NA
"neděle","sobota","related","word","word",0.658473484972391
"počítač","software","related","word","word",0.581368551028048
"dokument","soubor","related","word","word",0.439780291434383
"množství","součet","related","word","word",0.313826665351384
"štědrý","soucitný","related","word","word",0.542583893610485
"soudce","soud","related","word","word",0.6247030419771
"soukromí","soukromý","related","word","word",0.505255614038082
