cs_cue,cs_target,type,cue_type,target_type,cs_cosine
proud,elektřina,related,word,word,0.480724315016406
provozní,funkční,related,word,word,0.355791040300785
prozkoumat,vyšetřovat,related,word,word,0.437725107243721
prst,palec,related,word,word,0.721953659458797
prsten,náhrdelník,related,word,word,0.661542177164085
průjem,nevolnost,related,word,word,0.54319220686882
průmysl,doušek,related,word,word,0.145515679536364
půlnoc,poledne,related,word,word,0.478914165433347
puls,tlak,related,word,word,0.499173961601384
pusa,obejmout,related,word,word,0.290115734970991
puška,pistole,related,word,word,0.67920428685792
pyramida,struktura,related,word,word,0.478760081020169
rada,radit,related,word,word,0.319619705612688
radar,družice,related,word,word,0.449893980709493
rádio,televize,related,word,word,0.524644407348432
ráj,peklo,related,word,word,0.511740150562016
raketa,střela,related,word,word,0.637773372305101
rakev,pohřeb,related,word,word,0.463597707134411
rameno,koleno,related,word,word,0.643362516325073
rána,zranění,related,word,word,0.372155579360212
rasista,komunista,related,word,word,0.600856515758444
ráže,kulka,related,word,word,0.554064470275352
razítko,podpis,related,word,word,0.398809960332448
realita,fantazie,related,word,word,0.53903398318572
realizovat,rozumět,related,word,word,0.279501089179491
recepce,párty,related,word,word,0.48417794076553
regionální,místní,related,word,word,0.524588605089366
řeka,jezero,related,word,word,0.479205725395854
inzerce,marketing,related,word,word,0.379792138862447
příbuzný,bratranec,related,word,word,0.498727562255401
ret,tvář,related,word,word,0.320415196801723
řetěz,lano,related,word,word,0.482967241212685
rezavý,zaprášený,related,word,word,0.43207499023027
rezignace,propuštění,related,word,word,0.417083106645333
říci,sdělit,related,word,word,0.634831628559563
řídit,jízda,related,word,word,0.213784962155887
římský,řecký,related,word,word,0.55576850127664
riskantní,nebezpečný,related,word,word,0.540047294834575
rituál,obřad,related,word,word,0.713686764777097
ovládat,manipulovat,related,word,word,0.532825522859351
řízení,správní,related,word,word,0.245964319664302
riziko,nebezpečí,related,word,word,0.548265072157155
robot,stroj,related,word,word,0.543283313109021
rodeo,kovboj,related,word,word,0.40270998342843
roh,alej,related,word,word,0.205852497362933
roh,pískat,related,word,word,0.156957800600806
romeo,Jůlie,related,word,word,
rostlina,květina,related,word,word,0.643760177526209
roztříštit,rozbít,related,word,word,0.615484412809851
rozbuška,časovač,related,word,word,0.530783990015609
rozpočet,financování,related,word,word,0.377442774663757
roztržení,střih,related,word,word,0.151406370101586
rozvod,manželství,related,word,word,0.478671963576463
rtěnka,parfém,related,word,word,0.404158727698085
ruka,paže,related,word,word,0.529371211530221
rukojmí,vězeň,related,word,word,0.353632205270065
rum,koňak,related,word,word,0.499583039881444
rytmus,styl,related,word,word,0.465619551999182
sám,osamělý,related,word,word,0.404300424594963
šance,možnost,related,word,word,0.586042597220498
sát,lízat,related,word,word,0.554599101295088
sbírat,shromáždit,related,word,word,0.490674404078863
sebevražda,vražda,related,word,word,0.722402172394822
šek,ověřovat,related,word,word,0.161954921174569
sekce,odstavec,related,word,word,0.413088192402314
sekundární,hlavní,related,word,word,0.488170649503548
seminář,přednáška,related,word,word,0.481196596279188
sendvič,hamburger,related,word,word,0.665586257272943
seniorní,juniorní,related,word,word,
senzační,okázalý,related,word,word,0.31282602379238
senzor,vysílač,related,word,word,0.559659914164206
série,epizoda,related,word,word,0.51413522210119
šerif,starosta,related,word,word,0.590697934181507
servis,údržba,related,word,word,0.362412035770073
seržant,poručík,related,word,word,0.654271945350364
sestra,bratr,related,word,word,0.549849434785279
sexuální,fyzický,related,word,word,0.474087750792966
sherlock,watson,related,word,word,0.409053988578562
síla,platnost,related,word,word,0.272921315376006
šílenství,hloupost,related,word,word,0.313036903614294
silnice,dálnice,related,word,word,0.808648399975172
silný,slabý,related,word,word,0.657007836086655
singl,ženatý,related,word,word,0.17216149252135
sirotčinec,klášter,related,word,word,0.519266379046278
síť,systém,related,word,word,0.399358874257687
situace,krize,related,word,word,0.498980936304292
skála,kámen,related,word,word,0.475100499334182
sklenka,láhev,related,word,word,0.652795658482567
skořice,vanilka,related,word,word,0.65672108428849
kabinet,skříň,related,word,word,0.33298895712205
skutečný,pravý,related,word,word,0.731251081843425
slavný,sláva,related,word,word,0.297196388905565
slepý,hluchý,related,word,word,0.601332100056963
slovník,fráze,related,word,word,0.379417360939525
slovo,věta,related,word,word,0.383506467751045
sluch,zkouška,related,word,word,0.146289850905564
slušný,upřímný,related,word,word,0.399127878713179
ukázat,indikovat,related,word,word,0.24920947345056
směšný,absurdní,related,word,word,0.60272799632126
smlouva,dohoda,related,word,word,0.777638775269618
smrt,zmizení,related,word,word,0.409713856096075
smrtící,fatální,related,word,word,0.392664467881981
smutný,tragický,related,word,word,0.532379748008935
zkusit,pokus,related,word,word,0.395714152363119
sobota,neděle,related,word,word,0.658473484972391
software,počítač,related,word,word,0.581368551028048
soubor,dokument,related,word,word,0.439780291434383
součet,množství,related,word,word,0.313826665351384
soucitný,štědrý,related,word,word,0.542583893610485
soud,soudce,related,word,word,0.6247030419771
soukromý,soukromí,related,word,word,0.505255614038082
zaměřit,soustředit,related,word,word,0.703936262164525
soutěž,mistrovství,related,word,word,0.432953938149534
špatně,správně,related,word,word,0.552384619756039
speciální,unikátní,related,word,word,0.482069256278132
spiknutí,podvod,related,word,word,0.459221297463843
páteřní,břišní,related,word,word,0.522348113489238
špinavý,nechutný,related,word,word,0.61501550186753
špionáž,sabotáž,related,word,word,0.465580813676361
spokojený,šťastný,related,word,word,0.62759295556467
společnost,korporace,related,word,word,0.524709201187542
společnost,společenství,related,word,word,0.389005860994024
spustit,aktivovat,related,word,word,0.59319927754275
správa,vláda,related,word,word,0.481948827114119
spravovat,uspět,related,word,word,0.183783862371492
sprcha,koupelna,related,word,word,0.621308015137818
stadión,baseball,related,word,word,0.455540938683451
starý,mladá,related,word,word,0.300506513108392
stěna,plot,related,word,word,0.293251313536009
stín,temný,related,word,word,0.401949379584727
štít,zbroj,related,word,word,0.38084527848715
stížnost,obvinění,related,word,word,0.506831528416783
století,desetiletí,related,word,word,0.643138139714629
lézt,skákat,related,word,word,0.553894279853274
střelec,odstřelovač,related,word,word,0.637831465362597
střelný prach,dynamit,related,word,word,
stres,deprese,related,word,word,0.43120237819994
střízlivý,opilý,related,word,word,0.587268167785934
strýc,táta,related,word,word,0.596202778945724
student,učitel,related,word,word,0.689179386085903
stůl,židle,related,word,word,0.512786208273909
suchý,mokrý,related,word,word,0.573694359432075
sukně,šaty,related,word,word,0.477186592694152
superman,batman,related,word,word,0.611532863656687
svačina,oběd,related,word,word,0.512418134467942
svázat,kravata,related,word,word,0.19541429346177
svědek,svědectví,related,word,word,0.470954841233815
lampa,svíčka,related,word,word,0.544762419091331
svoboda,demokracie,related,word,word,0.538245402400562
svobodně,volný,related,word,word,0.351753142190712
symptom,syndrom,related,word,word,0.501756838592334
tabák,cigareta,related,word,word,0.43042006621649
tableta,pilulka,related,word,word,0.581035203338138
tábor,vesnice,related,word,word,0.384873627119015
tady,tam,related,word,word,0.656578902954731
sekretářka,asistent,related,word,word,0.489961236759433
skrytý,tajemství,related,word,word,0.334068504760306
tlačit,táhnout,related,word,word,0.456499143741075
tanečník,tanec,related,word,word,0.503683648957958
tát,zmrazit,related,word,word,0.332683522633704
tatínek,maminka,related,word,word,0.72050628824555
taxi,limuzína,related,word,word,0.46429092030768
technický,mechanický,related,word,word,0.606584149385295
technologie,věda,related,word,word,0.539904124517553
tekutý,tekutina,related,word,word,0.550889601070952
telegram,dopis,related,word,word,0.693871342435743
tělo,mrtvola,related,word,word,0.45010884580203
tenký,tlustý,related,word,word,0.483970087787021
teplo,teplota,related,word,word,0.520344277720898
teplý,chladný,related,word,word,0.468992044652137
terapie,léčba,related,word,word,0.621955693267396
terminál,letiště,related,word,word,0.458415716089539
tetování,jizva,related,word,word,0.45785111446364
text,báseň,related,word,word,0.426323260923482
těžký,těžce,related,word,word,0.373024803036345
tichý,umlčet,related,word,word,0.140640390259845
tisíc,sto,related,word,word,0.634486616425111
tkanina,kapesník,related,word,word,0.263206661070048
tma,světlo,related,word,word,0.444546098694942
toaleta,dřez,related,word,word,0.368607607519669
touha,přání,related,word,word,0.346813211721562
továrna,výroba,related,word,word,0.528017711736337
trápení,mučení,related,word,word,0.376777110770322
trasa,cesta,related,word,word,0.603615226084732
trenér,hráč,related,word,word,0.533153820841848
trest,uvěznění,related,word,word,0.335256566333664
třetí,čtvrtý,related,word,word,0.77745437782371
třída,škola,related,word,word,0.470733638441634
trik,žert,related,word,word,0.446817282392846
trofej,medaile,related,word,word,0.510425085194914
trouba,kamna,related,word,word,0.43464932780425
trpěliví,klienta,related,word,word,0.0822537718443751
trpělivost,soucit,related,word,word,0.513115873274547
trpět,zemřít,related,word,word,0.526540986703053
tuňák,humr,related,word,word,0.652198512279002
turnaj,zápas,related,word,word,0.653058253410934
tvorba,zničení,related,word,word,0.251558147065021
tvrdohlavý,sobecký,related,word,word,0.581436048986902
silný,tvrdý,related,word,word,0.459198295064696
typický,klasický,related,word,word,0.598027287562127
blízko,daleko,related,word,word,0.5397904121328
ubohý,patetický,related,word,word,0.671118204209163
účel,záměr,related,word,word,0.603128721255043
učit se,učit,related,word,word,
úcta,důvěra,related,word,word,0.531192671577775
udělat,dělat,related,word,word,0.64913917962443
udeřit,praštit,related,word,word,0.619531002489899
ufo,mimozemšťan,related,word,word,0.411117736140444
uhlí,ropa,related,word,word,0.529406124365923
uhlík,vodík,related,word,word,0.638431351730817
ukázat,výkon,related,word,word,0.0642566404378769
úkol,mise,related,word,word,0.421873878943005
ukrást,okrást,related,word,word,0.659248739289874
umělec,malíř,related,word,word,0.704494029771947
umění,literatura,related,word,word,0.486885231931544
umožnit,poskytnout,related,word,word,0.48859976419065
unavený,hladový,related,word,word,0.571517267119261
odvléci,unést,related,word,word,0.318379950338949
únosce,výkupné,related,word,word,0.409056668938347
úplatek,vydírání,related,word,word,0.396523639826396
přívěs,dodávka,related,word,word,0.377832024089777
uprchlík,utečenec,related,word,word,0.595819654225981
uprchnout,uniknout,related,word,word,0.705365540957656
kapka,doušek,related,word,word,0.451319012443948
pohanět,urazit,related,word,word,
urgentní,pohotovost,related,word,word,0.407506635197834
lapnout,chytit,related,word,word,0.503746020052948
ušlechtilý,statečný,related,word,word,0.606183532749114
úsměv,smích,related,word,word,0.547110000699609
úspěch,selhání,related,word,word,0.361978935337526
uspořádat,organizovat,related,word,word,0.574423048997839
ústa,nos,related,word,word,0.469557916740213
ustaraný,nervózní,related,word,word,0.482623733755461
útočiště,přístřeší,related,word,word,0.617114080416698
utopit,plavat,related,word,word,0.469176921464201
utrpení,bolest,related,word,word,0.601450007581164
užitečný,efektivní,related,word,word,0.4233965895439
úzký,široký,related,word,word,0.507554102028173
uznat,věděl,related,word,word,0.187641537387963
vagina,penis,related,word,word,0.474565376917552
válka,bitva,related,word,word,0.692298012767635
