"el_target","el_cue","type","target_type","cue_type","el_cosine"
"άρωμα","κραγιόν","related","word","word",0.43907319850003
"καπέλο","κράνος","related","word","word",0.581272084983507
"σαμπάνια","κρασί","related","word","word",0.65310877916532
"διατήρηση","κρατήστε","related","word","word",0.290929675821696
"σάλτσα","κρέμα","related","word","word",0.564518771871555
"εκτέλεση","κρέμασμα","related","word","word",0.422823784545243
"πολιτικός","κρίσιμος","related","word","word",0.412103665622484
"σκληρός","κτηνώδης","related","word","word",0.423127510305596
"απεργία","κτύπημα","related","word","word",0.180695291701403
"γερουσιαστής","κυβερνήτης","related","word","word",0.544897268902762
"τρίγωνο","κύκλος","related","word","word",0.350175812341224
"αλιεία","κυνήγι","related","word","word",0.367814195595309
"πρακτικά","κυριολεκτικά","related","word","word",0.326666693832413
"φυλακή","κύτταρο","related","word","word",0.0571344119900936
"κωδικός πρόσβασης","κώδικας","related","word","word",NA
"μακαρόνια","λαζάνια","related","word","word",0.67808435166912
"λάθος","λάθος","related","word","word",1
"λαιμός","λαιμός","related","word","word",1
"κερί","λάμπα","related","word","word",0.407482689978458
"λαμπρόσ","λάμψη","related","word","word",NA
"σωστός","λανθασμένος","related","word","word",0.495247308329232
"άμμος","λάσπη","related","word","word",0.499979498577191
"στρατός","λεγεώνας","related","word","word",0.350668965534665
"αρπακτικός","λεία","related","word","word",0.37397690445949
"χειρουργική επέμβαση","λειτουργεί","related","word","word",NA
"σόδα","λεμονάδα","related","word","word",0.651441652855314
"λέγω","λένε","related","word","word",0.326269632751683
"πρόταση","λέξη","related","word","word",0.331920097317527
"φράση","λεξικό","related","word","word",0.346154499594556
"ευαίσθητος","λεπτός","related","word","word",0.523170731100327
"πυκνός","λεπτός","related","word","word",0.525332817814474
"γκέι","λεσβία","related","word","word",0.568062646273529
"μπαρ","λέσχη","related","word","word",0.36237119783674
"μαύρος","λευκό","related","word","word",0.459836027287952
"δρόμος","λεωφόρος","related","word","word",0.317845830422203
"δολάριο","λίβρα","related","word","word",0.384765299812585
"μικρό","λίγο","related","word","word",0.19149062681877
"υπολογιστή","λογισμικό","related","word","word",0.57273054143094
"αιτία","λόγος","related","word","word",0.425936724658092
"βουνό","λόφος","related","word","word",0.393324382115305
"υπολοχαγός","λοχίας","related","word","word",0.68938378217683
"τραγικός","λυπημένος","related","word","word",0.460751468567967
"μάγος","μαγεία","related","word","word",0.53426060161335
"σεφ","μάγειρας","related","word","word",0.616955430386286
"ηλεκτρικός","μαγνητικός","related","word","word",0.604559882753638
"διδάσκω","μαθαίνω","related","word","word",0.497067638031147
"δάσκαλος","μαθητης σχολειου","related","word","word",NA
"ευγενής","μαλακός","related","word","word",0.333712281364643
"γενειάδα","μαλλιά","related","word","word",0.50896251040062
"αγώνας","μαραθώνας","related","word","word",0.579575852010976
"προϊόν","μάρκα","related","word","word",0.236561508228311
"μαρτυρία","μάρτυρας","related","word","word",0.527991752208991
"αυτί","μάτι","related","word","word",0.47831627089417
"καρτέλ","μαφία","related","word","word",0.470151852567289
"πάλη","μάχη","related","word","word",0.525263615532794
"υψηλότητα","μεγαλείο","related","word","word",0.324367184395334
"τεράστιος","μεγάλο","related","word","word",0.470492063867598
"μήκος","μέγεθος","related","word","word",0.485154787850077
"τεχνική","μέθοδος","related","word","word",0.571342627265135
"βούτυρο","μέλι","related","word","word",0.532065863237696
"μυρμήγκι","μέλισσα","related","word","word",0.457015978312126
"το παρελθόν","μελλοντικός","related","word","word",NA
"ηγέτης","μέλος","related","word","word",0.469929223085038
"μεσημέρι","μεσάνυχτα","related","word","word",0.604842164708507
"ντεντεκτίβ","μέσο","related","word","word",NA
"βαμβάκι","μετάξι","related","word","word",0.514945044559046
"χρήματα","μετρητά","related","word","word",0.625898879443429
"υπολογίζω","μετρώ","related","word","word",0.401141442955833
"καρπός","μήλο","related","word","word",0.250895977191011
"εβδομάδα","μήνας","related","word","word",0.350856879075948
"πατέρας","μητέρα","related","word","word",0.660828458722625
"αρχιτέκτονας","μηχανικός","related","word","word",0.567243373942493
"εδώδιμος ιχθύς του βορρά","μίγμα","related","word","word",NA
"μακρύς","μικρός","related","word","word",0.320176990308451
"μιλώ","μιλα ρε","related","word","word",NA
"εκατοστόμετρο","μίλι","related","word","word",0.188712094090408
"δολοφόνος","μισθοφόρος","related","word","word",0.368227990770182
"αγάπη","μισώ","related","word","word",0.176130763122835
"άγαλμα","μνημείο","related","word","word",0.545973796767579
"κομψός","μόδας","related","word","word",0.208408625892181
"πεπρωμενο","μοίρα","related","word","word",0.461828821092812
"πρόσφατα","μόλις","related","word","word",0.370153642038534
"ακτινοβολία","μόλυνση","related","word","word",0.471478098408705
"διαίρεση","μονάδα","related","word","word",0.188446887705253
"παντρεμένος","μονόκλινο","related","word","word",0.182074610744278
"μοναχικός","μόνος","related","word","word",0.424509525600809
"πρωτότυπο","μοντέλο","related","word","word",0.383896294904767
"παραδοσιακός","μοντέρνο","related","word","word",0.365096105125921
"σημάδι","μορφή","related","word","word",0.16478975796897
"φράουλα","μπανάνα","related","word","word",0.610267576167524
"ποδόσφαιρο","μπάσκετ","related","word","word",0.739048349934783
"κάτω μέρος","μπλουζα","related","word","word",NA
"πιθανώς","μπορεί","related","word","word",0.42671137458929
"παπούτσι","μπότα","related","word","word",0.588332468546176
"άλφα","μπράβο","related","word","word",0.370847632249962
"θρύλος","μύθος","related","word","word",0.672409144530043
"μυστήριο","μυστικό","related","word","word",0.444185643276724
"παιδί","μωρό","related","word","word",0.700904241266038
"στείλετε","να φερεις","related","word","word",NA
