"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"հոտ","համտեսել","related","word","word",0.314916371718504
"սահմանում","հայեցակարգ","related","word","word",0.326411492640032
"տեսողություն","հայտնություն","related","word","word",0.353956669157062
"մայրիկ","հայրիկ","related","word","word",0.802247245087014
"հանգիստ","հանգիստ","related","word","word",1
"քնել","հանգստանալ","related","word","word",0.470928868174773
"գիտնական","հանելուկ","related","word","word",0.221826461914642
"անսպասելիորեն","հանկարծակի","related","word","word",0.435257811253104
"կոմիտե","հանձնաժողով","related","word","word",0.573267295637363
"հայտնի","հանրաճանաչ","related","word","word",0.470577889104079
"հաշվել","հաշվել","related","word","word",1
"ձախողում","հաջողություն","related","word","word",0.452582568756905
"համայնք","հասարակություն","related","word","word",0.301627932623944
"հաստատել","հաստատում","related","word","word",0.688645458026667
"հնդկահավ","հավ","related","word","word",0.59234341696266
"հավանաբար","հավանականություն","related","word","word",0.457475694390996
"համընկնում","հավասարակշռություն","related","word","word",0.198684270864041
"հավատարիմ","հավատարիմ","related","word","word",1
"ազնվություն","հավատարմություն","related","word","word",0.576462948102036
"նվիրվածություն","հավատարմություն","related","word","word",0.647034269007511
"հավաքվել","հավաքել","related","word","word",0.507407751536158
"ընդմիշտ","հավերժական","related","word","word",0.299783466782666
"գորգ","հատակ","related","word","word",0.208223735908326
"եզակի","հատուկ","related","word","word",0.223815684269841
"բարեկամություն","հարաբերություն","related","word","word",0.348794547418423
"հյուսիս","հարավ","related","word","word",0.804322031003757
"արեւմտյան","հարավային","related","word","word",0.457319567003443
"վստահություն","հարգանք","related","word","word",0.59032784720143
"դուրեկան","հարմարավետ","related","word","word",0.244309178432575
"գործադուլ անել","հարվածել","related","word","word",NA
"հարցնել","հարց","related","word","word",0.541568446247304
"պանիր","հաց","related","word","word",0.485391739414734
"ալյուր","հացահատիկ","related","word","word",0.446072833708644
"հեգնական","հեգնանք","related","word","word",0.688397356754663
"հրետանի","հեծելազոր","related","word","word",0.545269540224719
"դերասան","հեղինակ","related","word","word",0.25334103835519
"անհոգ","հեղուկ","related","word","word",0.178424010211675
"պենիս","հեշտոց","related","word","word",NA
"նամակ","հեռագիր","related","word","word",0.53263879016081
"մանրադիտակ","հեռադիտակ","related","word","word",0.653359421877308
"լքել","հեռանալ","related","word","word",0.474984300132953
"արագություն","հեռավորություն","related","word","word",0.54553967701094
"ուսուցում","հետազոտություն","related","word","word",0.362960273508225
"հալածում","հետեւել","related","word","word",0.219519331873727
"պտտել","հերթ","related","word","word",0.24897843423484
"փրկիչ","հերոս","related","word","word",0.242794325439588
"բարձր գնահատել","հիանալ","related","word","word",NA
"ապուշ","հիմար","related","word","word",0.329268281494186
"շտաբ","հիմք","related","word","word",0.160758975036425
"երիտասարդ","հին","related","word","word",0.258957397663537
"հաճախորդ","հիվանդ","related","word","word",0.256755564529761
"հիվանդ","հիվանդ","related","word","word",1
"կից","հիվանդանոց","related","word","word",0.168301473799844
"գեղեցկուհի","հմայք","related","word","word",0.389141637073849
"մոթել","հյուրանոց","related","word","word",0.528314294583638
"երախտագիտություն","հյուրընկալություն","related","word","word",0.369967508580149
"տգեղ","հնարագիտություն","related","word","word",NA
"հավանականություն","հնարավորություն","related","word","word",0.454140815280796
"կատակ","հնարք","related","word","word",0.280506016944962
"սպորտ","հոբբի","related","word","word",0.361527990725532
"ոխակալ","հոգի","related","word","word",NA
"սոված","հոգնած","related","word","word",0.394417299036082
"թերթ","հոդված","related","word","word",0.325622999842313
"ադրենալեն","հորմոն","related","word","word",NA
"հետաքրքիր","հուզիչ","related","word","word",0.38034296007078
"հուլիս","հունիս","related","word","word",0.75459927365506
"արձան","հուշարձան","related","word","word",0.63173515462297
"հավատ","հուսով եմ","related","word","word",NA
"հուզված","հպարտ","related","word","word",0.333756917471092
"արժանապատվություն","հպարտանալ","related","word","word",0.284301936888402
"հունական","հռոմեական","related","word","word",0.492709473564332
"շահարկել","հսկողություն","related","word","word",0.180129247037975
"հեռացում","հրաժարական","related","word","word",0.341824522522698
"ընդունել","հրաժարվել","related","word","word",0.38481826980759
"դիպուկահար","հրաձիգ","related","word","word",0.434826353761349
"պատվեր","հրաման","related","word","word",0.269965977893222
"կապիտան","հրամանատար","related","word","word",0.498618368934133
"ֆանտաստիկ","հրաշալի","related","word","word",0.291715156685219
"արտակարգ","հրատապ","related","word","word",0.202061615914998
"հրացան","հրացան","related","word","word",1
"բոց","հրդեհ","related","word","word",0.301132823040487
