"he_target","he_cue","type","target_type","cue_type","he_cosine"
"זריקה","מ נ ה","related","word","word",NA
"אַלִיבִּי","מ נ יע ","related","word","word",NA
"דוֹקטוֹר","מ נ ת ח ","related","word","word",NA
"חוֹקֵר","מ נ ת ח ","related","word","word",NA
"מֶמְשָׁלָה","מ נה ל","related","word","word",NA
"יְדִידוּתִי","מ נו מ ס","related","word","word",NA
"סוֹחֵר","מ ס ח ר י","related","word","word",NA
"צג","מ ס ך","related","word","word",NA
"שן","מ ס מ ר","related","word","word",NA
"מְסוּכָּן","מ סו כ  ן","related","word","word",NA
"שדה תעופה","מ סו ף","related","word","word",NA
"נָתִיב","מ סלו ל","related","word","word",NA
"חֲבִילָה","מ ע ט פ ה","related","word","word",NA
"פרס","מ ע נ ק","related","word","word",NA
"מזרח","מ ע ר ב","related","word","word",NA
"גדול","מ עו ל ה","related","word","word",NA
"מְצַמרֵר","מ פ ח יד","related","word","word",NA
"קַרטֵל","מ פ י ה","related","word","word",NA
"סֶרֶן","מ פ ק ד","related","word","word",NA
"נְצִיב","מ פ ק ח ","related","word","word",NA
"לנעול","מ פ ת ח ","related","word","word",NA
"תִפאֶרֶת","מ פו א ר","related","word","word",NA
"יְצוּר","מ פל צ ת","related","word","word",NA
"נמל","מ פר ץ","related","word","word",NA
"מַשׁבֵּר","מ צ ב","related","word","word",NA
"פנטזיה","מ צ יאו ת","related","word","word",NA
"מִיקרוֹפוֹן","מ צל מ ה","related","word","word",NA
"מידע","מ קו ר","related","word","word",NA
"עותק","מ קו ר י","related","word","word",NA
"חדר אמבטיה","מ קל ח ת","related","word","word",NA
"מעניין","מ ר ג ש ","related","word","word",NA
"מְהִירוּת","מ ר ח ק","related","word","word",NA
"גזע","מ ר תו ן","related","word","word",NA
"משימה","מ ש  ימ ה","related","word","word",NA
"חֲשִׁיבוּת","מ ש  מ עו ת","related","word","word",NA
"סוֹפֵר","מ ש ו ר ר","related","word","word",NA
"יְסוֹדִי","מ ש נ י","related","word","word",NA
"גוֹבַה","מ ש ק ל","related","word","word",NA
"מוקדם","מאוחר","related","word","word",0.655494504554264
"עיתון","מאמר","related","word","word",0.494125296294013
"מְמַמֵן","מבחינה כלכלית","related","word","word",NA
"רָאוּי","מגיע","related","word","word",NA
"אוּמָה","מדינה","related","word","word",NA
"זֶה","מה","related","word","word",NA
"לְהַעֲבִיר","מהלך   לזוז   לעבור","related","word","word",NA
"אַדְרִיכָל","מהנדס","related","word","word",NA
"עַצבָּנִי","מו ד א ג","related","word","word",NA
"מָסוֹרתִי","מו ד רנ י","related","word","word",NA
"מוֹחִי","מו ח ","related","word","word",NA
"הכן","מו כ ן","related","word","word",NA
"קוֹנֶה","מו כ ר","related","word","word",NA
"מוּמחֶה","מו מח ה","related","word","word",NA
"לִימוּזִינָה","מו נ ית","related","word","word",NA
"בָּר","מו ע דו ן","related","word","word",NA
"יָעִיל","מו ע יל","related","word","word",NA
"בּוֹחֵר","מו ע מ ד","related","word","word",NA
"סוֹכְנוּת","מו צ ק","related","word","word",NA
"לְהִתְרַכֵּז","מו ק ד","related","word","word",NA
"לָרֶשֶׁת","מו ר ש  ת","related","word","word",NA
"פֵדֵרַצִיָה","מו ש  ב ה","related","word","word",NA
"הַגדָרָה","מו ש  ג","related","word","word",NA
"מַקסִים","מו ש  ך","related","word","word",NA
"סֵנָטוֹר","מו ש  ל","related","word","word",NA
"הֵעָלְמוּת","מוות","related","word","word",NA
"להפך","מול","related","word","word",0.0797747180098976
"מוצר","מותג","related","word","word",0.505884638840135
"ארוחה","מזון","related","word","word",0.378148132566439
"עוֹזֵר","מזכיר","related","word","word",NA
"לימוד","מחקר","related","word","word",0.35730167188967
"לְמַעלָה","מטה","related","word","word",NA
"ייחודי","מיוחד","related","word","word",0.495484282773175
"מִשׁפָּט","מילון","related","word","word",NA
"ling","מינג","related","word","word",NA
"לווין","מכ ם","related","word","word",NA
"לְהַכּוֹת","מכה","related","word","word",NA
"מְכִירָה","מכירה פומבית","related","word","word",NA
"מוֹטֶל","מלון","related","word","word",NA
"מַלְכוּת","מלכותי","related","word","word",NA
"בּוֹס","מנהל","related","word","word",NA
"לִישׁוֹן","מנוחה","related","word","word",NA
"נר","מנורה","related","word","word",0.374108284231722
"מַסְפִּיק","מספיק","related","word","word",NA
"כתובת","מספר","related","word","word",0.295381145498341
"לְקַבֵּל","מסרב","related","word","word",NA
"משולש","מעגל","related","word","word",0.315793961705304
"בית ספר","מעמד","related","word","word",NA
"חֲבֵרוּת","מערכת יחסים","related","word","word",NA
"זוֹכֵה","מפסידן","related","word","word",NA
"הפקה","מפעל","related","word","word",0.154314119516126
"מַפָּה","מצפן","related","word","word",NA
"מקום","מקום","related","word","word",1
"פטיש","מקל","related","word","word",0.386585311803141
"מקלט","מקלט","related","word","word",1
"בּוֹגֵד","מרגל","related","word","word",NA
"סלט","מרק","related","word","word",0.50165129858096
"מדהים","מרשימים","related","word","word",0.386600937296488
"אינטרנט","מרשתת","related","word","word",NA
"כותנה","משי","related","word","word",0.491061208554289
"כובע","משקפיים","related","word","word",0.425723358488745
"חָמוּד","מתוק","related","word","word",NA
"לִקְרוֹת","מתרחש","related","word","word",NA
"נאמן","נ א מ ן","related","word","word",NA
"מְסִירוּת","נ א מ נו ת","related","word","word",NA
"יוֹשֶׁר","נ א מ נו ת","related","word","word",NA
"דְרָשָׁה","נ או ם","related","word","word",NA
"נָשִׂיא","נ ג יד","related","word","word",NA
"קְרִינָה","נ ג יעו ת","related","word","word",NA
"כּוֹמֶר","נ ז יר","related","word","word",NA
"טִיסָה","נ ח ית ה","related","word","word",NA
"חביב","נ ח מ ד","related","word","word",NA
"אחיין","נ כ ד","related","word","word",NA
"אמיתי","נ כו ן","related","word","word",NA
"גָבוֹהַ","נ מו ך","related","word","word",NA
"סָגוּר","נ עו ל","related","word","word",NA
"שָׁעוֹן עֶצֶר","נ פ  ץ","related","word","word",NA
"רוּחַ","נ פ ש ","related","word","word",NA
"פַנטַסטִי","נ פל א","related","word","word",NA
"רִגשִׁי","נ פש  י","related","word","word",NA
"לָנֶצַח","נ צח י","related","word","word",NA
"צֶדֶק","נ ק מ ה","related","word","word",NA
"מצביע","נ קו ד ה","related","word","word",NA
"פִּין","נ ר ת יק","related","word","word",NA
"לְחַבֵּק","נ ש  יק ה","related","word","word",NA
"הַדבָּקָה","נגיף","related","word","word",NA
"נסיעה","נהיגה","related","word","word",0.476349552129823
"אֲגַם","נהר","related","word","word",NA
"דֵצֶמבֶּר","נו ב מב  ר","related","word","word",NA
"נעים","נו ח ","related","word","word",NA
"חַשְׁמַל","נו כ ח י","related","word","word",NA
"נהג","נו ס ע ","related","word","word",NA
"יַלדוּת","נו ע ר","related","word","word",NA
"פרס","נובל","related","word","word",0.299389666092407
"תַרכִּיב","נוגדן","related","word","word",NA
"נוֹזֵל","נוזל","related","word","word",NA
"הֶעְדֵר","נוכחות","related","word","word",NA
"נקודת מבט","נוף","related","word","word",NA
"מַחרִיד","נורא","related","word","word",NA
"צוֹרֶך","נחוץ","related","word","word",NA
"תִקשׁוֹרֶת","ניווט","related","word","word",NA
"סמוראי","נינג ה","related","word","word",NA
"יֶדַע","ניסיון","related","word","word",NA
"לִהַבִיס","ניצחון","related","word","word",NA
"עֶלִיוֹן","נמוך יותר","related","word","word",NA
"נסיך","נסיכה","related","word","word",0.496110409306558
"קריר","נעים","related","word","word",0.324414657548035
"יֶלֶד","נערה","related","word","word",NA
"הִתמוֹטְטוּת","נפילה","related","word","word",NA
"מֵידָע","נתונים","related","word","word",NA
"סַבתָא","ס ב  א","related","word","word",NA
"כְּאֵב","ס ב ל","related","word","word",NA
"פרק","ס דר ה","related","word","word",NA
"כמות","ס כו ם","related","word","word",NA
"רַחֲמִים","ס ל יח ה","related","word","word",NA
"הַרצָאָה","ס מ ינ ר","related","word","word",NA
"מַרהִיב","ס נס צ יו נ י","related","word","word",NA
"פסקה","ס ע יף","related","word","word",NA
"מיטה","ס פ  ה","related","word","word",NA
"אוֹקְטוֹבֶּר","ס פ ט מב  ר","related","word","word",NA
"מוּזֵיאוֹן","ס פ ר י ה","related","word","word",NA
"מַחֲלוֹקֶת","ס ת יר ה","related","word","word",NA
"אַטמוֹספֵרָה","סביבה","related","word","word",NA
"חֶמלָה","סבלנות","related","word","word",NA
"לָקוּחַ","סבלני","related","word","word",NA
"מוּסָך","סדנה","related","word","word",NA
"חור","סדק","related","word","word",0.514541788409368
"מִסתוֹרִין","סו ד","related","word","word",NA
"בַּלָשׁ","סו כ ן","related","word","word",NA
"סיים","סו ף","related","word","word",NA
"באטמן","סו פ  רמ ן","related","word","word",NA
"לָמוּת","סובל","related","word","word",NA
"שוקולד","סוכר","related","word","word",0.557783595546861
"חירש","סומא","related","word","word",0.199196196346028
"בסופו של דבר","סוף סוף","related","word","word",NA
"סופי","סופי","related","word","word",1
"עמדה","סט טו ס","related","word","word",NA
"מוֹרֶה","סטו ד נט","related","word","word",NA
"גורם","סיבה","related","word","word",0.293699277848394
"חולם","סיוט","related","word","word",0.348013505530376
"קוֹנצֶרט","סיור","related","word","word",NA
"הנחה","סיכום","related","word","word",0.120486023593822
"תִסמוֹנֶת","סימפטום","related","word","word",NA
"לְהַשְׁלִים","סך הכל","related","word","word",NA
"כוכב","סלבריטאי","related","word","word",0.313436113536178
"אֶבֶן","סלע","related","word","word",NA
"רָחוֹק","סמוך ל","related","word","word",NA
"סגן","סמל","related","word","word",0.414983308773845
"דביבון","סנאי","related","word","word",0.482539614364973
"חָשׁוּד","ספק","related","word","word",NA
"רָשׁוּת","סקוור","related","word","word",NA
"מְשָׁרֵת","ע ב ד","related","word","word",NA
"סְבִיב","ע גו ל","related","word","word",NA
"עֵד","ע ד","related","word","word",NA
"רָגִישׁ","ע ד ין","related","word","word",NA
"הוכחה","ע דו ת","related","word","word",NA
"לסייע","ע זר ה","related","word","word",NA
"אֹזֶן","ע י ן","related","word","word",NA
"חֶרֶק","ע כ  ב יש ","related","word","word",NA
"לָדַעַת","ע כש  יו","related","word","word",NA
"פראנורמלית","ע ל ט בע י","related","word","word",NA
"שְׁרִיר","ע צ ב","related","word","word",NA
"לייעץ עצה","ע צ ה","related","word","word",NA
"גולגולת","ע צ ם","related","word","word",NA
"טְרָגִי","ע צו ב","related","word","word",NA
"אָנוֹכִי","ע קש  ן","related","word","word",NA
"אזעקה","ע ר נ י","related","word","word",NA
"עֵירוֹם","ע רו ם","related","word","word",NA
"חֲדָשׁוֹת","ע רו ץ","related","word","word",NA
"סִיגָר","ע ש  ן","related","word","word",NA
"עֲבוֹדָה","עבודה","related","word","word",NA
"גָלַקסִיָה","עו ל ם","related","word","word",NA
"מַאֲסָר","עו נ ש ","related","word","word",NA
"אומללות","עוני","related","word","word",0.414572282731896
"טורקיה","עוף","related","word","word",0.2551106704314
"רִקמָה","עור","related","word","word",NA
"תוֹבֵעַ","עורך דין","related","word","word",NA
"hiv","עזרי","related","word","word",0.0532465529409473
"רעב","עייף","related","word","word",0.491425195281435
"עִיר","עיר בירה","related","word","word",NA
"עֵט","עיתון","related","word","word",NA
"פּוֹלִיטִיקָה","עיתונאות","related","word","word",NA
"עכברוש","עכבר","related","word","word",0.656490264831075
