"sk_cue","sk_target","type","cue_type","target_type","sk_cosine"
"záver","predpoklad","related","word","word",0.307136523912237
"podceniť","preháňať","related","word","word",0.335592035010268
"tréner","prehrávač","related","word","word",0.358456983467366
"prenájom","prenájom","related","word","word",1
"rezignácia","prepustenie","related","word","word",0.369921877724681
"rozbiť","prestávka","related","word","word",0.176060655111276
"pohybovať sa","prevod","related","word","word",NA
"kancelár","prezident","related","word","word",0.344239659324326
"žiť","prežiť","related","word","word",0.498689593779341
"priamy","priamo","related","word","word",0.460975362570113
"kolega","priateľ","related","word","word",0.420826312530639
"zdvorilý","priateľský","related","word","word",0.506941363823529
"vzťahu","priateľstvo","related","word","word",0.34533669871813
"dôvod","príčina","related","word","word",0.326993024982344
"prezývka","priezvisko","related","word","word",0.423724592134052
"pohodlný","príjemný","related","word","word",0.492362601618889
"zisk","príjmy","related","word","word",0.343364205111066
"pozornosť","prilákať","related","word","word",0.345247140988664
"sekundárny","primárny","related","word","word",0.506710974707742
"kontakt","pripojenie","related","word","word",0.366482971158277
"pripravený","pripraviť sa","related","word","word",NA
"pristáť","prísaha","related","word","word",0.169163155742586
"prísť","prísť","related","word","word",1
"záliv","prístav","related","word","word",0.338978829520982
"útočisko","prístrešok","related","word","word",0.330925673956088
"náradie","prístroj","related","word","word",0.239102413901634
"pripustiť","priznať","related","word","word",0.56960810212422
"hlas","prízvuk","related","word","word",0.443054025302978
"problém","problém","related","word","word",1
"amatérsky","profesionálny","related","word","word",0.483562751271353
"dekan","profesor","related","word","word",0.396514498801936
"projekt","program","related","word","word",0.395922413442125
"právnik","prokurátor","related","word","word",0.490871694572639
"pravidlo","protokol","related","word","word",0.39697580564046
"model","prototyp","related","word","word",0.353059542727212
"faktor","prvok","related","word","word",0.393582096265378
"anatómia","psychológia","related","word","word",0.435022269410196
"lekársky","psychologický","related","word","word",0.38170556768487
"dav","publikum","related","word","word",0.362100152885895
"potešenie","radosť","related","word","word",0.469829846689702
"hnev","rage","related","word","word",0.183046875614613
"raketa","raketa","related","word","word",1
"nádor","rakovina","related","word","word",0.491797880121697
"ruka","rameno","related","word","word",0.333411570731991
"večera","raňajky","related","word","word",0.320576637071057
"zajtra","ranný","related","word","word",0.277355184130889
"únosca","ransom","related","word","word",0.190591825653472
"generátor","reaktor","related","word","word",0.491276169988758
"optimistický","realistický","related","word","word",0.668275124805491
"pravda","reálny","related","word","word",0.209277294192302
"pub","reštaurácia","related","word","word",0.16790618375076
"výrobca","riaditeľ","related","word","word",0.333933542311792
"kazár","rím","related","word","word",NA
"dynastie","ríše","related","word","word",0.459546696625259
"urobiť","robiť","related","word","word",0.651246542991335
"dospelý","rodič","related","word","word",0.335847528953102
"klan","rodina","related","word","word",0.233397983640957
"dramatický","romantický","related","word","word",0.481922183044127
"odvaha","rozhodnosť","related","word","word",0.302358339317663
"podobný","rôzny","related","word","word",0.332067999347492
"sladký","roztomilý","related","word","word",0.446885294702232
"realizovať","rozumieť","related","word","word",0.317288634161632
"fér","rozumný","related","word","word",0.277236012090861
"kalendár","rozvrh","related","word","word",0.456297225493776
"lovecký","rybárčenie","related","word","word",0.269378679875175
"žralok","ryby","related","word","word",0.330480770566962
"pomaly","rýchlo","related","word","word",0.427775680958718
"vzdialenosť","rýchlosť","related","word","word",0.528668420226892
"spomaliť","rýchly","related","word","word",0.3697735313789
"špionáž","sabotáž","related","word","word",0.468594567374221
"polievka","šalátový","related","word","word",0.361793062792391
"jasne","samozrejme","related","word","word",0.201860940866907
"víno","šampanské","related","word","word",0.627298726121421
"súťaž","šampionát","related","word","word",0.386264994598667
"ninja","samuraj","related","word","word",0.343311228012961
"radar","satelit","related","word","word",0.438633794070737
"sukňa","šaty","related","word","word",0.368724769290237
"kapacita","schopnosť","related","word","word",0.342280359129216
"povolenie","schválenie","related","word","word",0.479594267095182
"tvrdohlavý","sebecký","related","word","word",0.506281788421975
"stáť","sedieť","related","word","word",0.549478242507774
"manažér","šéf","related","word","word",0.373729690281091
"variť","šéfkuchár","related","word","word",0.282785433676992
"tlačiť","sem","related","word","word",0.152413823125163
"nočná mora","sen","related","word","word",NA
"parlament","senát","related","word","word",0.380186090012608
"guvernér","senátor","related","word","word",0.440286795166247
"na juh","severný","related","word","word",NA
"frekvencia","signál","related","word","word",0.433744384818918
"silový","silový","related","word","word",1
"úzky","široký","related","word","word",0.435785963441238
"gossip","škandál","related","word","word",NA
"hojnosť","škaredý","related","word","word",0.0973920542759944
"prekvapenie","sklamanie","related","word","word",0.468972770231617
"vyliezť","skočiť","related","word","word",0.46238695264117
"trieda","škola","related","word","word",0.396450708261534
"koniec","skončiť","related","word","word",0.306138157677485
"kabinet","skriňa","related","word","word",0.268090338170554
"pokorný","skromný","related","word","word",0.419304267355799
"zakryť","skryť","related","word","word",0.586729008405474
"gang","skupina","related","word","word",0.286905551951961
"experimentovať","skúška","related","word","word",0.193490667168408
"vynikajúci","skvelý","related","word","word",0.610436098674586
"silný","slabý","related","word","word",0.468396603086529
"slávny","sláva","related","word","word",0.411526199236976
"populárny","slávny","related","word","word",0.437333690324746
"vzhľad","sledovať","related","word","word",0.202507684824848
"mesačne","slnko","related","word","word",0.105067580555595
"záruka","sľub","related","word","word",0.288461992272422
"otrok","sluha","related","word","word",0.312516953358101
"opatrovateľka","slúžka","related","word","word",0.477961957948275
"úsmev","smiech","related","word","word",0.362078565147207
"smrteľný","smrteľný","related","word","word",1
"dážď","sneh","related","word","word",0.451398721961477
"strelec","sniper","related","word","word",0.444162374722144
"pamiatka","socha","related","word","word",0.343290758050462
"limonáda","sóda","related","word","word",0.567340497086596
"lunárny","solárny","related","word","word",0.620747538425697
"kapsula","sonda","related","word","word",0.402204056913182
"lasagna","špagety","related","word","word",0.392010535179994
"miestnosť","spálňa","related","word","word",0.483265881113851
"spočívať","spánok","related","word","word",0.204279076875521
"odborník","špecialista","related","word","word",0.515378370029681
"škaredý","špinavý","related","word","word",0.3903715844939
"básnik","spisovateľ","related","word","word",0.537782124213834
"späť","splatnosť","related","word","word",0.220650562045482
"pozrieť sa","splniť","related","word","word",NA
"spoločnosť","spoločenstvo","related","word","word",0.27446084217715
"konflikt","spor","related","word","word",0.472970750963537
"rúra","sporák","related","word","word",0.331454569171038
"hobby","športovať","related","word","word",0.183643439772662
"pozor","správa","related","word","word",0.0860480179402326
"vhodný","správny","related","word","word",0.483457342932514
"pomsta","spravodlivosť","related","word","word",0.394186568614258
"eskort","sprevádzať","related","word","word",0.201736752879977
"už","stále","related","word","word",0.323883252917049
"plošina","stanica","related","word","word",0.420943648031094
"šerif","starosto","related","word","word",NA
"spokojný","šťasný","related","word","word",0.345492556784706
"federálny","štát","related","word","word",0.345196463990252
"nastať","stať sa","related","word","word",NA
"mlieko","šťava","related","word","word",0.389111175228742
