fr_cue,fr_target,type,cue_type,target_type,fr_cosine
novembre,décembre,related,word,word,0.705556021983018
noyer,baignade,related,word,word,0.283521654306329
dénudé,dévêtu,related,word,word,0.398829819198809
nuage,brouillard,related,word,word,0.547101545271314
nuit,soirée,related,word,word,0.544202453430105
numéro,adresse,related,word,word,0.510299063501951
objet,sujet,related,word,word,0.276016572133825
observation,évaluation,related,word,word,0.463656440440649
obstacle,défi,related,word,word,0.402146748240637
œil,oreille,related,word,word,0.318352204613897
officiellement,officiel,related,word,word,0.601471184229236
offrir,donner,related,word,word,0.530632916682711
oie,canard,related,word,word,0.542903797366613
ombre,foncé,related,word,word,0.194214671438191
oncle,père,related,word,word,0.59580158355637
opérationnel,fonctionnel,related,word,word,0.629536039760078
opposé,contraire,related,word,word,0.391107889534104
optimiste,réaliste,related,word,word,0.544132118828002
orchestre,bande,related,word,word,0.252177980268131
ordinaire,habituel,related,word,word,0.439726066852871
arranger,organiser,related,word,word,0.538103365836183
orgasme,érection,related,word,word,0.47798928473631
orgueil,dignité,related,word,word,0.364454200657602
original,copie,related,word,word,0.509869661589921
orphelinat,couvent,related,word,word,0.481123079227609
os,crâne,related,word,word,0.46335431325789
otage,prisonnier,related,word,word,0.456801235112834
oublier,remémorer,related,word,word,0.472990727856677
ouest,est,related,word,word,0.152365263755609
ouragan,tornade,related,word,word,0.627730946702682
ours,loup,related,word,word,0.534783329646698
outil,instrument,related,word,word,0.580726611623022
ouverture,fermeture,related,word,word,0.583381964567819
ouvrir,fermer,related,word,word,0.714089415242404
ovni,extraterrestre,related,word,word,0.50168165817862
pacifique,atlantique,related,word,word,0.648160698515287
pain,fromage,related,word,word,0.624260244720425
palais,château,related,word,word,0.577879835098024
papa,maman,related,word,word,0.826608235069668
papier,stylo,related,word,word,0.517172683647207
papillon,oiseau,related,word,word,0.589621034502666
paradis,enfer,related,word,word,0.514668532615044
paranoïaque,fou,related,word,word,0.523934113163025
pardonner,excuse,related,word,word,0.410346465891915
parfois,souvent,related,word,word,0.63341708799311
parfois,rarement,related,word,word,0.575690784043268
parlement,sénat,related,word,word,0.639935860916538
discuter,parler,related,word,word,0.727320823746963
partir,abandonner,related,word,word,0.38019682326156
passager,chauffeur,related,word,word,0.557373850115542
passionnant,intéressant,related,word,word,0.714973177048608
patate,tomate,related,word,word,0.537887297508884
patience,compassion,related,word,word,0.590762415183263
patient,client,related,word,word,0.506476564044496
patrimoine,hériter,related,word,word,0.405005006136586
pauvre,riche,related,word,word,0.435829320480434
péché,criminalité,related,word,word,0.214222751027199
peine,emprisonnement,related,word,word,0.382635754184622
peinture,dessiner,related,word,word,0.347004055426236
pension,salaire,related,word,word,0.551129304275293
perdant,gagnant,related,word,word,0.624868987999229
permettre,apporter,related,word,word,0.222821521434507
personnage,personnalité,related,word,word,0.488234771724052
personnel,intime,related,word,word,0.435034677553602
petit-fils,neveu,related,word,word,
peu,petit,related,word,word,0.386022133639563
peut-être,probablement,related,word,word,
phase,période,related,word,word,0.524558949573449
phénomène,événement,related,word,word,0.502601833373836
philosophie,religion,related,word,word,0.625997391124726
piano,guitare,related,word,word,0.657483921888355
piège,appât,related,word,word,0.470753637321132
ding,dong,related,word,word,0.516055872966549
pique-nique,camping,related,word,word,
pirate,marin,related,word,word,0.537533182356607
pistolet,arme,related,word,word,0.675448538802601
plage,côte,related,word,word,0.45366630444408
plainte,accusation,related,word,word,0.500975449318708
plaisir,joie,related,word,word,0.50162598776942
planète,orbite,related,word,word,0.488756019916564
planifier,stratégie,related,word,word,0.352948700366251
plante,fleur,related,word,word,0.486130534704775
plate-forme,station,related,word,word,
playboy,magazine,related,word,word,0.564811405837758
pluie,neiger,related,word,word,0.479595551883966
plus,moins,related,word,word,0.589423307789565
inférieur,supérieur,related,word,word,0.704335670213147
poche,portefeuille,related,word,word,0.494320209652254
poète,écrivain,related,word,word,0.574009634854168
poids,taille,related,word,word,0.422103337584756
poison,tuer,related,word,word,0.272797424488332
poli,amical,related,word,word,0.510502529230425
politique,politicien,related,word,word,0.521768846129309
pomme,fruit,related,word,word,0.48968756117108
pompe,tuyau,related,word,word,0.3868530024143
pont,tunnel,related,word,word,0.505695935792685
populaire,célèbre,related,word,word,0.549636711774168
population,gens,related,word,word,0.300346722596967
porc,viande,related,word,word,0.540547728125596
porno,film,related,word,word,0.4607174350723
portail,porte,related,word,word,0.578806258016668
secourir,sauver,related,word,word,0.611684412769276
positif,négatif,related,word,word,0.744001507890346
pot-de-vin,chantage,related,word,word,
potentiel,talent,related,word,word,0.544275451325236
potins,scandale,related,word,word,0.394325695355926
poudre,dynamite,related,word,word,0.42473079718898
poulet,dinde,related,word,word,0.669003116676876
poupée,jouet,related,word,word,0.528888853087153
pousser,tirer,related,word,word,0.377474442070724
premier,dernier,related,word,word,0.688459787070561
réaliser,comprendre,related,word,word,0.489634338965395
préoccupation,inquiétude,related,word,word,0.565236062913118
préparation,planification,related,word,word,0.59356195463889
près,loin,related,word,word,0.512068414422519
présence,absence,related,word,word,0.464437438614453
préserver,maintenir,related,word,word,0.644801130933547
prêt,préparer,related,word,word,0.394035739146151
indice,preuve,related,word,word,0.35721751304672
prime,récompense,related,word,word,0.609171563790024
princesse,prince,related,word,word,0.681624849298549
privé,intimité,related,word,word,0.344426406065743
privilège,honneur,related,word,word,0.546916163759802
probabilité,probable,related,word,word,0.548037874517394
procéder,continuez,related,word,word,0.143448884002177
producteur,réalisateur,related,word,word,0.70548732464557
profil,description,related,word,word,0.508576999281889
profit,revenu,related,word,word,0.156911987449347
proie,prédateur,related,word,word,0.486356934039751
projet,programme,related,word,word,0.507977913516733
proposer,suggérer,related,word,word,0.598499342875049
protéger,défendre,related,word,word,0.671831643176743
protéine,vitamine,related,word,word,0.565182871095935
pub,restaurant,related,word,word,0.344161454597945
puissance,énergie,related,word,word,0.59409804161685
punir,arrêter,related,word,word,0.347043874168755
pupitre,bureau,related,word,word,0.387987817162736
pyramide,structure,related,word,word,0.464774319686617
quantité,qualité,related,word,word,0.46272231427869
quoi,cela,related,word,word,0.231950786581527
question,interroger,related,word,word,0.277416448879274
matière,particule,related,word,word,0.450702597514206
raciste,communiste,related,word,word,0.504352477218414
radar,satellite,related,word,word,0.552455658328879
radio,télévision,related,word,word,0.58062793361495
raison,cause,related,word,word,0.313929437393544
rapporter,informer,related,word,word,0.389370619243432
rayon,périmètre,related,word,word,0.417134743291839
égratignure,hématome,related,word,word,0.325761824779807
réalité,fantaisie,related,word,word,0.412947114535841
recherche,étude,related,word,word,0.384908647107447
tribunal,juge,related,word,word,0.656973681192256
reconnaissant,remercier,related,word,word,0.57635940538373
reconnaître,connu,related,word,word,0.265328839690302
réflexion,miroiter,related,word,word,0.229610980334118
refuge,abri,related,word,word,0.540387462062851
réfugié,fugitif,related,word,word,0.413571106800946
refuser,accepter,related,word,word,0.654442500256545
régiment,bataillon,related,word,word,0.7177296246919
région,zone,related,word,word,0.552961305887738
régional,local,related,word,word,0.476107913711051
règle,protocole,related,word,word,0.451526102430122
reine,roi,related,word,word,0.710478294361278
relatif,cousine,related,word,word,0.0490910467242852
relation,amitié,related,word,word,0.541414647769514
remplacer,substituer,related,word,word,0.446127767937024
renard,lapin,related,word,word,0.588716544686473
réparer,réparation,related,word,word,0.667327008357349
réponse,réplique,related,word,word,0.378389513052513
requin,poisson,related,word,word,0.636225859759393
réseau,système,related,word,word,0.590210044664655
responsabilité,devoir,related,word,word,0.31374571026475
rester,demeurer,related,word,word,0.599458461855282
résultat,aboutissement,related,word,word,0.439082105754575
révélation,vision,related,word,word,0.425064322224622
rhum,cognac,related,word,word,0.614608714380709
ridicule,absurde,related,word,word,0.740707969659393
rien,quelque chose,related,word,word,
risque,danger,related,word,word,0.442199660167349
risqué,dangereux,related,word,word,0.486742654787437
rituel,cérémonie,related,word,word,0.494696552904707
robot,machine,related,word,word,0.450641731686644
roche,pierre,related,word,word,0.629127756386012
rodeo,cow-boy,related,word,word,
romain,grec,related,word,word,0.373444797376521
roméo,juliette,related,word,word,0.791680753126757
rond,autour,related,word,word,0.386476785508211
rouge,jaune,related,word,word,0.758175234779337
rouge à lèvres,parfum,related,word,word,
rouillé,poussiéreux,related,word,word,0.434527628022507
route,autoroute,related,word,word,0.648268386048367
itinéraire,chemin,related,word,word,0.4325765229102
royal,royaume,related,word,word,0.343295059347117
avenue,rue,related,word,word,0.52674440023655
rythme,style,related,word,word,0.428992526567241
sain,ordinaire,related,word,word,0.338872766320419
saisir,attraper,related,word,word,0.34186320928566
sale,répugnant,related,word,word,0.459334255095342
pièce,chambre,related,word,word,0.456683552765133
samedi,dimanche,related,word,word,0.806752295804094
sandwich,hamburger,related,word,word,0.697586193726762
désespéré,impuissant,related,word,word,0.483436548223409
santé,éducation,related,word,word,0.382146756481228
satisfait,content,related,word,word,0.539711953068229
focaliser,concentrer,related,word,word,0.714452870785448
survenir,arriver,related,word,word,0.444191741125209
récupérer,guérir,related,word,word,0.29496110544176
sécher,mouiller,related,word,word,0.547583898226095
secondaire,primaire,related,word,word,0.594424239376768
seconde,minute,related,word,word,0.760095492433599
secret,mystère,related,word,word,0.44415664124677
secrétaire,assistant,related,word,word,0.501447932576697
section,paragraphe,related,word,word,0.508866491273217
sécurité,sureté,related,word,word,0.616348149004629
seigneur,dame,related,word,word,0.173699676367066
séminaire,conférence,related,word,word,0.506394422616695
sénior,junior,related,word,word,0.381878194047211
sensationnel,spectaculaire,related,word,word,0.459611736412205
septembre,octobre,related,word,word,0.697930759010254
