de_cue,de_target,type,cue_type,target_type,de_cosine
nüchtern,betrunken,related,word,word,0.500545569888482
nutzlos,wertlos,related,word,word,0.599070602579082
oben,unten,related,word,word,0.78854942187888
objekt,subjekt,related,word,word,0.592124614686359
ofen,herd,related,word,word,0.57257138187378
öffnen,schließen,related,word,word,0.619038732936259
offenbarung,vision,related,word,word,0.364544288717335
behördlich,offiziell,related,word,word,0.280558757718386
öffnung,abschluss,related,word,word,0.151972976390194
okay,klar,related,word,word,0.259572529281682
onkel,papa,related,word,word,0.476463891332007
opfer,angreifer,related,word,word,0.424609845470678
optimistisch,realistisch,related,word,word,0.51779984303669
orchester,band,related,word,word,0.441884521165822
arrangieren,organisieren,related,word,word,0.6075618416789
orgasmus,erektion,related,word,word,0.498092699681335
original,kopie,related,word,word,0.510199971490143
ort,lage,related,word,word,0.140868830414699
palast,schloss,related,word,word,0.429038641067556
tank,motor,related,word,word,0.466843214530145
papier,stift,related,word,word,0.544222728423998
paradies,hölle,related,word,word,0.357650709327293
paranoid,verrückt,related,word,word,0.562662151505054
parlament,senat,related,word,word,0.514793652922454
passagier,fahrer,related,word,word,0.381156894724744
pazifik,atlantik,related,word,word,0.538925863833357
person,individuum,related,word,word,0.393651455425283
persönlich,intim,related,word,word,0.309636038118503
pest,epidemie,related,word,word,0.460997285627346
pflanze,blume,related,word,word,0.575165344053557
pfund,dollar,related,word,word,0.592699196824089
phänomen,event,related,word,word,0.260308515466271
phase,periode,related,word,word,0.387695687984662
philosophie,religion,related,word,word,0.505591248703692
physik,mathematik,related,word,word,0.646770962946919
picknick,camping,related,word,word,0.430345826116301
pirat,seemann,related,word,word,0.386808298020874
pistole,waffe,related,word,word,0.806048285322263
plan,strategie,related,word,word,0.504476819414312
planet,umlaufbahn,related,word,word,0.447648734517648
bahnsteig,bahnhof,related,word,word,0.62304458705506
platzen,explodieren,related,word,word,0.489898569357319
playboy,zeitschrift,related,word,word,0.412431235902643
plötzlich,unerwartet,related,word,word,0.340530641212232
plus,minus,related,word,word,0.540430448369838
politik,politiker,related,word,word,0.565980813034045
bevölkerung,menschen,related,word,word,0.390753149718273
porno,film,related,word,word,0.545911262269445
portal,tor,related,word,word,0.524348295897182
positiv,negativ,related,word,word,0.705305467831684
potenzial,talent,related,word,word,0.53068442675197
prinzessin,prinz,related,word,word,0.580870754496248
privat,privatsphäre,related,word,word,0.309196692170152
privileg,ehre,related,word,word,0.472278037756848
produzent,direktor,related,word,word,0.302464015516261
profil,beschreibung,related,word,word,0.43380327961816
gewinn,einkommen,related,word,word,0.425469127221319
fortschritt,entwicklung,related,word,word,0.459346791060731
projekt,programm,related,word,word,0.485881987600448
protein,vitamin,related,word,word,0.527319775132195
protest,demonstration,related,word,word,0.454038887397148
prozess,verfahren,related,word,word,0.576770562465414
bericht,informieren,related,word,word,0.3974865247421
prüfen,überprüfen,related,word,word,0.842962784416633
mental,emotional,related,word,word,0.535210110073369
kneipe,restaurant,related,word,word,0.468354285248807
pumpe,schlauch,related,word,word,0.511552039051577
punkt,anzeigen,related,word,word,0.113565589785133
puppe,spielzeug,related,word,word,0.396750667848583
pyramide,struktur,related,word,word,0.276523738508291
quälerei,folter,related,word,word,0.454354692508076
quelle,informant,related,word,word,0.442001902699538
rache,gerechtigkeit,related,word,word,0.515998957952943
radar,satellit,related,word,word,0.467238385234741
radio,fernsehen,related,word,word,0.577407369125583
radius,umfang,related,word,word,0.375577644314543
rakete,flugkörper,related,word,word,0.531334189705927
rassist,kommunist,related,word,word,0.540582214317501
rat,beraten,related,word,word,0.351553508623246
rauch,zigarre,related,word,word,0.4271050568807
realisieren,verstehen,related,word,word,0.415468040658361
rechts,links,related,word,word,0.922446428523234
rede,predigt,related,word,word,0.19823897883419
regel,protokoll,related,word,word,0.392426971269267
regen,schnee,related,word,word,0.594518599552943
regiment,bataillon,related,word,word,0.671586127870013
regional,lokal,related,word,word,0.204408335177383
reinigen,waschen,related,word,word,0.558148512865479
verwandter,cousin,related,word,word,0.467929388485775
reporter,journalist,related,word,word,0.576733523876686
respekt,vertrauen,related,word,word,0.302129190620087
rettung,retten,related,word,word,0.466626520140448
empfang,party,related,word,word,0.319561230042572
rhythmus,stil,related,word,word,0.409314102666812
ring,halskette,related,word,word,0.484426730866568
risiko,gefahr,related,word,word,0.425622403671302
riskant,gefährlich,related,word,word,0.617001226189245
reißen,schneiden,related,word,word,0.478419978141002
riss,loch,related,word,word,0.43087150312706
ritual,zeremonie,related,word,word,0.542463884890009
roboter,maschine,related,word,word,0.440330250074343
rock,kleid,related,word,word,0.405999282802105
rodeo,cowboy,related,word,word,0.431648091190632
romeo,julia,related,word,word,0.655040468380412
römisch,griechisch,related,word,word,0.465246757346775
rostig,staubig,related,word,word,0.48121550412502
rot,gelb,related,word,word,0.665816891890876
route,weg,related,word,word,0.134394843690165
rücktritt,entlassung,related,word,word,0.415783562840477
leise,ruhig,related,word,word,0.456163116788811
rum,cognac,related,word,word,0.0708496822636682
rund,herum,related,word,word,0.206622683757856
sagen,erzählen,related,word,word,0.551729068374342
sahne,sauce,related,word,word,0.498597253685364
sammeln,versammeln,related,word,word,0.533771784324337
samstag,sonntag,related,word,word,0.786867456632196
sandwich,hamburger,related,word,word,0.505507724856592
sänger,musiker,related,word,word,0.605613832123635
sarg,beerdigung,related,word,word,0.369866198096836
saugen,lecken,related,word,word,0.486090973996474
kreieren,produzieren,related,word,word,0.429653540841665
erschaffung,zerstörung,related,word,word,0.416605544716085
schallplatte,aufnahme,related,word,word,0.345762587025135
schatten,dunkel,related,word,word,0.306177586137238
schatz,reichtum,related,word,word,0.281586555299821
scheidung,ehe,related,word,word,0.519509027210853
glänzen,hell,related,word,word,0.367273105198322
schicht,oberfläche,related,word,word,0.252932774690129
schießpulver,dynamit,related,word,word,0.487832827206259
schild,rüstung,related,word,word,0.304115200496965
langsam,schnell,related,word,word,0.488670188604303
schlucken,kauen,related,word,word,0.505820966466866
schlüssel,schloss,related,word,word,0.3559266716003
schmackhaft,köstlich,related,word,word,0.552059122666189
schmeicheln,beeindrucken,related,word,word,0.430201944482388
schmelzen,einfrieren,related,word,word,0.459228162145316
schmetterling,vogel,related,word,word,0.543512392327944
schnecke,schildkröte,related,word,word,0.405735439050991
nett,schön,related,word,word,0.547501873634191
schreck,erschrecken,related,word,word,0.434956909469848
schrecklich,furchtbar,related,word,word,0.859977128028429
schreibtisch,büro,related,word,word,0.547547875193739
schüler,lehrer,related,word,word,0.72281172898612
schulter,knie,related,word,word,0.506532906890538
schuss,schießen,related,word,word,0.394976617421681
schüssel,teller,related,word,word,0.538456913445093
schweinefleisch,fleisch,related,word,word,0.634028163505011
schwerfällig,schwer,related,word,word,0.522448098627592
schwert,messer,related,word,word,0.591679678185134
schwester,bruder,related,word,word,0.467605824344308
schwören,eid,related,word,word,0.538889376154002
seele,geist,related,word,word,0.459390634636149
sehen,treffen,related,word,word,0.38832218114377
sehen,uhr,related,word,word,0.116883687308072
sekretärin,assistent,related,word,word,0.422952215357299
abschnitt,absatz,related,word,word,0.523772248896627
sekundär,primär,related,word,word,0.441579359233406
sekunde,minute,related,word,word,0.816090066938767
selbstmord,mord,related,word,word,0.554647461039965
seminar,vorlesung,related,word,word,0.503832715015589
senior,junior,related,word,word,0.515525554147597
sensationell,spektakulär,related,word,word,0.535090993528633
sensor,sender,related,word,word,0.399047042763532
september,oktober,related,word,word,0.64730488873637
feldwebel,leutnant,related,word,word,0.492180498199465
serie,folge,related,word,word,0.501908315579748
sexuell,körperlich,related,word,word,0.485339246261275
sheriff,bürgermeister,related,word,word,0.54141352152819
sherlock,watson,related,word,word,0.453630446904663
hemd,jacke,related,word,word,0.639953132231253
schütze,scharfschütze,related,word,word,0.687142706810557
show,darbietung,related,word,word,0.415008061741863
ausruhen,schlafen,related,word,word,0.466685228490324
schmal,breit,related,word,word,0.416245768436049
ablehnen,akzeptieren,related,word,word,0.513031664614077
sicher,gesichert,related,word,word,0.332383893951832
sicherung,sicherheit,related,word,word,0.329453504697134
sieg,niederlage,related,word,word,0.575064910611765
nützlich,wirksam,related,word,word,0.375404369327832
sklave,diener,related,word,word,0.407313764863246
snack,mittagessen,related,word,word,0.437135147289538
sofa,bett,related,word,word,0.547304911278491
software,computer,related,word,word,0.485827818206924
soldat,krieger,related,word,word,0.449574489340955
söldner,attentäter,related,word,word,0.469250709556282
sommer,winter,related,word,word,0.670695843138107
sonnenuntergang,dämmerung,related,word,word,0.560309121112623
spät,früh,related,word,word,0.637657885483867
spinal,abdominal,related,word,word,0.546940444119291
spinne,insekt,related,word,word,0.422338435448336
spion,verräter,related,word,word,0.549972838723805
spionage,sabotage,related,word,word,0.388178769726311
spitzname,nachname,related,word,word,0.580978356799332
unterhalten,sprechen,related,word,word,0.584538567395792
stadion,baseball,related,word,word,0.309413744484495
stehen,sitzen,related,word,word,0.486594973098064
stark,schwach,related,word,word,0.470716564319216
stärke,gewalt,related,word,word,0.260973403096412
zudecken,verstecken,related,word,word,0.418733945329032
status,position,related,word,word,0.350552202971302
stehlen,rauben,related,word,word,0.560854289340106
klettern,springen,related,word,word,0.572781279353757
stiefel,schuh,related,word,word,0.49737458245224
stimme,akzent,related,word,word,0.393583290176841
stock,hammer,related,word,word,0.366859884541975
stoff,taschentuch,related,word,word,0.280572292727131
stolz,würde,related,word,word,0.163187442022564
stolz,aufgeregt,related,word,word,0.378773413995077
strafe,haft,related,word,word,0.464122799403017
strand,küste,related,word,word,0.481173351082708
straße,autobahn,related,word,word,0.581423956196801
strom,elektrizität,related,word,word,0.561989372181876
suchen,finden,related,word,word,0.581559498587956
südlich,westlich,related,word,word,0.654351193153492
süden,norden,related,word,word,0.740345671586861
summe,betrag,related,word,word,0.627985573303351
sünde,verbrechen,related,word,word,0.423673361871309
suppe,salat,related,word,word,0.487775663147876
süß,niedlich,related,word,word,0.665263079857156
symptom,syndrom,related,word,word,0.423827278709303
tabak,zigarette,related,word,word,0.487256262103681
tablette,pille,related,word,word,0.66341627356669
kindermädchen,dienstmädchen,related,word,word,0.677870346156296
täglich,wöchentlich,related,word,word,0.542956153678801
tänzer,tanzen,related,word,word,0.464671622497051
tasche,brieftasche,related,word,word,0.703579219816009
knopf,drücken,related,word,word,0.554035534814921
tätowierung,narbe,related,word,word,0.588501518461738
narr,idiot,related,word,word,0.601741020934376
tausend,hundert,related,word,word,0.73737453129618
taxi,limousine,related,word,word,0.509266568581526
ingenieur,architekt,related,word,word,0.460369694193885
technisch,mechanisch,related,word,word,0.544187098606158
technologie,wissenschaft,related,word,word,0.561704680772456
jugendlich,teenager,related,word,word,0.479777805895103
telegramm,brief,related,word,word,0.636905054395509
tempel,kloster,related,word,word,0.53166959327364
terminal,flughafen,related,word,word,0.445754414430093
teuer,billig,related,word,word,0.568012567511655
böse,grausamkeit,related,word,word,0.263271410110755
text,gedicht,related,word,word,0.454247888772241
drama,komödie,related,word,word,0.39490117395849
therapie,behandlung,related,word,word,0.644918240122591
thunfisch,hummer,related,word,word,0.533417893593735
biest,tier,related,word,word,0.488414671196217
tisch,stuhl,related,word,word,0.555740564981805
toast,speck,related,word,word,0.50224537607007
