"et_target","et_cue","type","target_type","cue_type","et_cosine"
"palgamõrvar","palgasõdur","related","word","word",0.624308424543213
"rahaline","pangandus","related","word","word",0.363341173344593
"investor","pankur","related","word","word",0.386921433699115
"vangija","pantvang","related","word","word",NA
"põrgu","paradiis","related","word","word",0.422977916859606
"pärima","pärand","related","word","word",0.256820651816944
"remont","parandama","related","word","word",0.389131625885106
"hull","paranoiline","related","word","word",0.449119868581504
"ilus","päris","related","word","word",0.215852819082505
"senati","parlament","related","word","word",0.364820420121628
"loendatus","parun","related","word","word",NA
"klient","patsient","related","word","word",0.428093160902236
"kuritegevus","patu","related","word","word",0.207449873034052
"peegel","peegeldus","related","word","word",0.711214936674841
"õrn","pehmed","related","word","word",0.327308498482053
"pruut","peigmees","related","word","word",0.693399287158328
"palk","pension","related","word","word",0.365762578217742
"muna","pesa","related","word","word",0.356909225827258
"raamat","piibel","related","word","word",0.482253719681201
"mahl","piim","related","word","word",0.478792483026393
"piinamine","piin","related","word","word",0.55383056683124
"kohalik","piirkondlik","related","word","word",0.43238747412342
"piisav","piisav","related","word","word",1
"kardinal","piiskop","related","word","word",0.435223569220339
"telkimine","piknik","related","word","word",0.362372120297083
"passi","pilet","related","word","word",0.356595077617478
"foto","pilt","related","word","word",0.635643117298432
"udu","pilv","related","word","word",0.401311304779592
"kurt","pime","related","word","word",0.432154117359886
"valgus","pimedus","related","word","word",0.565747333755077
"ding","ping","related","word","word",0.53560632087909
"meremees","piraat","related","word","word",0.449854919643765
"strateegia","plaanima","related","word","word",0.312884434779782
"orbiit","planeet","related","word","word",0.53653058633308
"jaama","platvorm","related","word","word",0.395181170032764
"ajakiri","playboy","related","word","word",0.309308508210383
"miinus","pluss","related","word","word",0.54197726308715
"pood","poes","related","word","word",0.431953183753327
"põgenemine","põgenema","related","word","word",0.573926563733429
"põhjustama","põhjendus","related","word","word",0.274334320526911
"tüdrukud","poisid","related","word","word",0.72540484357009
"poliitik","poliitika","related","word","word",0.706232294636409
"töötaja","põllumajandustootja","related","word","word",0.290413082181798
"plahvatusohtlik","pomm","related","word","word",0.422097568809149
"huvitav","põnev","related","word","word",0.604475687748082
"veerand","pool","related","word","word",0.380487580986081
"puu","põõsas","related","word","word",0.345977219533963
"kuulus","populaarne","related","word","word",0.335383199247717
"vaip","põrand","related","word","word",0.460397987243107
"film","porn","related","word","word",0.300163080682486
"värav","portaali","related","word","word",0.355741896652844
"negatiivne","positiivne","related","word","word",0.676349037619186
"talent","potentsiaal","related","word","word",0.322298270445854
"auk","pragu","related","word","word",0.397842092709368
"harjutus","praktika","related","word","word",0.32769176862251
"kork","prillid","related","word","word",0.225225419793811
"prints","printsess","related","word","word",0.691671178598935
"eraelu","privaatne","related","word","word",0.311459822665556
"austama","privileeg","related","word","word",0.24298780670046
"kirjeldus","profiil","related","word","word",0.354286838692821
"programm","projekt","related","word","word",0.484809815540745
"katse","proovige","related","word","word",0.200663142053652
"demonstratsioon","protestima","related","word","word",0.286665305407879
"protseduur","protsess","related","word","word",0.575445977627308
"prügi","prügikast","related","word","word",0.612116891862179
"sinine","pruun","related","word","word",0.49506196529469
"restoran","pubi","related","word","word",0.384909544257917
"pesta","puhas","related","word","word",0.258144808608566
"magama","puhata","related","word","word",0.297646144556231
"rõhk","pulss","related","word","word",0.430812970278404
"voolik","pump","related","word","word",0.43222926730193
"kollane","punane","related","word","word",0.596252903842115
"näitama","punkt","related","word","word",0.0517968698596859
"struktuur","püramiid","related","word","word",0.342560115798424
"vaheaeg","purustama","related","word","word",0.100215634887224
"relv","püstol","related","word","word",0.672667501490422
"televisioon","raadio","related","word","word",0.370624071019969
"perimeeter","raadius","related","word","word",0.445687211910815
"rääkima","rääkima","related","word","word",1
"muuseum","raamatukogu","related","word","word",0.410377362399445
"satelliit","radar","related","word","word",0.482165994049359
"raha","raha","related","word","word",1
"rahastamine","rahaliselt","related","word","word",0.327697210715467
"investeerima","rahandus","related","word","word",0.298714959906634
"õnnelik","rahuldatud","related","word","word",0.306750241374216
"publik","rahvahulk","related","word","word",0.425538441581417
"maailm","rahvusvaheline","related","word","word",0.200753249312929
"kulutama","raiskama","related","word","word",0.658048798155297
"kasutama","rakendama","related","word","word",0.580065724320606
"rakett","rakett","related","word","word",1
"rannikul","rand","related","word","word",0.406863577609225
"tugevalt","raske","related","word","word",0.167654310161834
"kommunistlik","rassistlik","related","word","word",0.521694504152303
"suurtükivägi","ratsavägi","related","word","word",0.506291251756175
"metallist","rauda","related","word","word",0.350937938689175
"fantaasia","reaalsus","related","word","word",0.43835203816482
"mõistma","realiseerima","related","word","word",0.425571612467713
"jänes","rebane","related","word","word",0.406783441607551
"lõigatud","rebima","related","word","word",0.338289585913151
"protokoll","reegel","related","word","word",0.318177442967102
"juht","reisija","related","word","word",0.308875169561511
"turundus","reklaam","related","word","word",0.42246733326665
"salvestus","rekord","related","word","word",0.179350298637539
"dünamiit","relvapowder","related","word","word",NA
"rendima","rendi","related","word","word",NA
"ajakirjanik","reporter","related","word","word",0.629096652309586
"vastu seisma","resistentsus","related","word","word",NA
"taskurätik","riie","related","word","word",0.3518857766874
"rahvas","riik","related","word","word",0.374728055837885
"ülemaailmne","riiklik","related","word","word",0.415921126372961
"kolmnurk","ring","related","word","word",0.289336669751733
"täitmine","riputamine","related","word","word",0.496756262369159
"ohtlik","riskantne","related","word","word",0.52801746776895
"oht","riskima","related","word","word",0.214231916662313
"tseremoonia","rituaal","related","word","word",0.430735456511396
"masin","robot","related","word","word",0.415744258489527
"kauboi","rodeo","related","word","word",0.344392620617712
"oranž","roheline","related","word","word",0.51822265212832
"juliet","romeo","related","word","word",0.366345670794196
"buss","rong","related","word","word",0.562471498604229
"kaelakee","rõngas","related","word","word",0.263632045614556
"hüpata","ronima","related","word","word",0.385289818168416
"rõõmustama","rõõm","related","word","word",0.375790802258967
"kreeka keel","rooma","related","word","word",NA
"tolmune","roostes","related","word","word",0.307665887602119
"lunaraha","röövima","related","word","word",0.339304038589539
"röövima","röövima","related","word","word",1
"peekon","röstsai","related","word","word",0.583817826281261
"pataljon","rügement","related","word","word",0.528305353472553
"konjak","rumm","related","word","word",0.47656132784371
"stiili","rütm","related","word","word",0.314005137910837
"tulla","saabuma","related","word","word",0.196846382433842
"lahkumine","saabumine","related","word","word",0.558736217589566
"kiskja","saak","related","word","word",0.389068343552395
"kiirgus","saastumine","related","word","word",0.377910432569284
"ministeerium","saatkond","related","word","word",0.434494318621073
"saatus","saatus","related","word","word",1
"signaal","sagedus","related","word","word",0.54723597440722
"säilitama","säilitama","related","word","word",1
"kümnend","sajand","related","word","word",0.328717001807053
"müsteerium","salajane","related","word","word",0.189883192474256
"helge","särama","related","word","word",0.335261458716743
"jope","särk","related","word","word",0.48803906282092
"erinev","sarnane","related","word","word",0.452088380155882
"vilistama","sarv","related","word","word",0.157975065404101
"varustama","seadmed","related","word","word",0.196008970997372
"põhiseadus","seadus","related","word","word",0.631444316683223
"liha","sealiha","related","word","word",0.640530291970005
"kleit","seelik","related","word","word",0.55337304846568
"episood","seeria","related","word","word",0.391457758356107
"leitnant","seersant","related","word","word",0.520427565702614
"tara","sein","related","word","word",0.054050716360656
"istuma","seisma","related","word","word",0.420737049853466
"assistent","sekretär","related","word","word",0.528255775168354
"füüsiline","seksuaalne","related","word","word",0.556928350797702
"ilmselt","selgelt","related","word","word",0.255095997997503
