"lv_cue","lv_target","type","cue_type","target_type","lv_cosine"
"atbalsts","palīdzība","related","word","word",0.215959852000692
"sekretārs","palīgs","related","word","word",0.389573750409986
"palikšana","palikt","related","word","word",NA
"iekārta","panest","related","word","word",0.222711364498215
"papildus","papildu","related","word","word",0.860368001941944
"ārā","par to","related","word","word",NA
"sadaļa","paragrāfs","related","word","word",NA
"zīmogs","paraksts","related","word","word",0.467969689974764
"pārdabisks","paranormāls","related","word","word",NA
"normāli","parasti","related","word","word",0.313237414357441
"protams","parasti","related","word","word",0.0746340677353596
"eksāmens","pārbaude","related","word","word",0.269090919302325
"eksperimentēt","pārbaude","related","word","word",0.308387495619677
"pārbaude","pārbaudīt","related","word","word",0.847962346686773
"izsole","pārdošana","related","word","word",0.338355669566548
"pirkt","pārdot","related","word","word",0.484101281466578
"nepareizi","pareizs","related","word","word",0.76588369118387
"kodekss","parole","related","word","word",0.402097092244391
"kustēties","pārskaitījums","related","word","word",NA
"novērtēt par zemu","pārspīlēt","related","word","word",NA
"iespaidīgs","pārsteidzošs","related","word","word",NA
"novērst","pārtraukt","related","word","word",0.276793097292656
"sagraut","pārtraukums","related","word","word",0.22737824671471
"starptautisks","pasaule","related","word","word",0.153016788178088
"biļete","pase","related","word","word",0.368501462726433
"napa","pastaiga","related","word","word",NA
"teiksim","pastāstīt","related","word","word",0.168973718709345
"vienmēr","pastāvīgi","related","word","word",0.12093165931442
"viesmīlība","pateicība","related","word","word",NA
"ērts","patīkams","related","word","word",NA
"sargs","patrula","related","word","word",NA
"patvērums","patversme","related","word","word",NA
"pavadīt","pavadīt","related","word","word",1
"komentēt","paziņojums, apgalvojums","related","word","word",NA
"pirmais","pēdējais","related","word","word",0.607051215143338
"noslīcināt","peldēt","related","word","word",NA
"ideāls","perfekts","related","word","word",0.555726937312313
"rādiuss","perimetrs","related","word","word",0.648751688215629
"fāze","periods","related","word","word",0.515556566157961
"zibens","pērkons","related","word","word",0.554693379417286
"raksturs","personība","related","word","word",0.297754650759215
"skats","perspektīva","related","word","word",NA
"pētniecība","pētījums","related","word","word",0.306789103453422
"prātīgs","piedzēries","related","word","word",NA
"pludmale","piekraste","related","word","word",0.207636408029234
"atteikties","pieņemt","related","word","word",0.231621217478439
"secinājums","pieņēmums","related","word","word",0.471494296355363
"pieprasījums","pieprasījums","related","word","word",1
"pierādījumi","pierādījums","related","word","word",0.873019937324089
"uzmanība","piesaistīt","related","word","word",0.28446641532582
"pazemīgs","pieticīgs","related","word","word",NA
"pietiekami","pietiekams","related","word","word",0.917375227556522
"papīrs","pildspalva","related","word","word",0.400911334911386
"zoss","pīle","related","word","word",0.445344668016876
"pilnīgi","pilnīgi","related","word","word",1
"tukšs","pilns","related","word","word",0.264229283748538
"jurisdikcija","pilnvaras","related","word","word",0.447123298819267
"kosmonauts","pilots","related","word","word",NA
"pils","pils","related","word","word",1
"kapitāls","pilsēta","related","word","word",NA
"pārdevējs","pircējs","related","word","word",0.569840859751085
"dna","pirkstu nospiedums","related","word","word",NA
"šautene","pistole","related","word","word",0.585104982380209
"bļoda","plāksne","related","word","word",NA
"sagatavošana","plānošana","related","word","word",NA
"šaurs","plašs","related","word","word",NA
"cements","plastmasa","related","word","word",NA
"cepeškrāsns","plīts","related","word","word",NA
"azartspēles","pokers","related","word","word",0.368902987946099
"žurnālistika","politika","related","word","word",NA
"politika","politiķis","related","word","word",0.666315101487591
"kritisks","politisks","related","word","word",NA
"burtiski","praktiski","related","word","word",0.679695765188786
"viens","precējies","related","word","word",0.235938984986524
"pretējs","pretēji","related","word","word",NA
"netīrs","pretīgs","related","word","word",0.445552670288335
"ienaidnieks","pretinieks","related","word","word",0.668653209272719
"pretestība","pretoties","related","word","word",0.363207476219684
"kanclers","prezidents","related","word","word",0.36577736397243
"prieks","prieks","related","word","word",1
"objekts","priekšmets","related","word","word",0.409153705235707
"mūks","priesteris","related","word","word",0.411234684748634
"sekundārs","primārs","related","word","word",NA
"princese","princis","related","word","word",0.647460300563849
"privāts","privātums","related","word","word",NA
"nepatikšanas","problēma","related","word","word",0.263108253346235
"pārstrādāt","procedūra","related","word","word",NA
"zīmols","produkts","related","word","word",NA
"amatieris","profesionāls","related","word","word",NA
"dekāns","profesors","related","word","word",NA
"projekts","programma","related","word","word",0.501258490417828
"advokāts","prokurors","related","word","word",0.423086530263388
"valdīt","protokols","related","word","word",0.169244456038051
"modelis","prototips","related","word","word",0.402082374795232
"anatomija","psiholoģija","related","word","word",NA
"medicīnisks","psiholoģisks","related","word","word",NA
"stikls","pudele","related","word","word",0.274685514992167
"vispārējs","pulkvedis","related","word","word",NA
"pusaudža","pusaudzis","related","word","word",NA
"pusnakts","pusdienas","related","word","word",0.480468961967091
"uzkodas","pusdienas","related","word","word",0.343862889046492
"sarūsējis","putekļains","related","word","word",NA
"pelni","putekļi","related","word","word",0.389061823901077
"tauriņš","putns","related","word","word",NA
"briesmonis","radījums","related","word","word",0.351854750792256
"iztēle","radošums","related","word","word",NA
"nolādēt","raganties","related","word","word",NA
"sensors","raidītājs","related","word","word",NA
"raķete","raķete","related","word","word",1
"lasīšana","rakstīšana","related","word","word",NA
"izlasīt","rakstīt","related","word","word",0.508981398259448
"dzejnieks","rakstnieks","related","word","word",0.776026018516663
"biedējoši","rāpojošs","related","word","word",NA
"maratons","rase","related","word","word",NA
"rūpnīca","ražošana","related","word","word",0.487110782713258
"radīt","ražot","related","word","word",0.49417940403984
"ģenerators","reaktors","related","word","word",0.747973006546674
"optimistisks","reālistisks","related","word","word",NA
"taisnība","reāls","related","word","word",0.240863774691814
"filozofija","reliģija","related","word","word",0.742691286415082
"noteikt","remonts","related","word","word",0.111572982636028
"karjera","reputācija","related","word","word",0.483321235646191
"krogs","restorāns","related","word","word",NA
"tetovējums","rēta","related","word","word",0.285087366155819
"reizēm","reti","related","word","word",0.355042645055988
"dienvidu","rietumu","related","word","word",0.364773433643086
"komandēt","rīkojums","related","word","word",0.177711502330412
"roka","rokas","related","word","word",0.785676243309714
"dramatisks","romantisks","related","word","word",NA
"ķezara","roms","related","word","word",NA
"lelle","rotaļlieta","related","word","word",0.431484986119411
"pavasarī","rudens","related","word","word",0.446238280752684
"runāt","runāt","related","word","word",1
"spiegošana","sabotāža","related","word","word",NA
"kritums","sabrukums","related","word","word",NA
"nogaidīt","sagaidīt","related","word","word",0.829339090423423
"gatavs","sagatavoties","related","word","word",0.54776603069616
"īrnieks","saimnieks","related","word","word",NA
"iespaids","sajūta","related","word","word",0.0974067539350641
"uzvara","sakāve","related","word","word",0.36646270658991
"zupa","salāti","related","word","word",0.375700416975152
"palielināt","samazināt","related","word","word",0.643703659521165
"vīns","šampanietis","related","word","word",0.437296467225553
"ninja","samurajs","related","word","word",NA
"konference","sanāksme","related","word","word",0.465403121507523
"kukulis","šantāža","related","word","word",NA
"ciešanas","sāpes","related","word","word",0.33848047032496
"murgs","sapnis","related","word","word",0.4439466775851
"saprast","saprast","related","word","word",1
"godīgs","saprātīgs","related","word","word",0.587469990696535
"radars","satelīts","related","word","word",0.40792246955619
"redzēt","satikt","related","word","word",0.368998526996467
"lepns","satraukts","related","word","word",0.438587533917595
"saturēt","saturs","related","word","word",0.62476718854892
"mēness","saule","related","word","word",0.380158859463994
"lunar","saules","related","word","word",0.169792658129913
"šāviens","šaut","related","word","word",0.315319488178553
"līdzīgs","savādāk","related","word","word",0.216228310531525
"neparasts","savāds","related","word","word",0.423666995545147
"savākt","savākt","related","word","word",1
"sazināties","savienojums","related","word","word",0.261919123619404
"spītīgs","savtīgs","related","word","word",NA
"stāvēt","sēdēt","related","word","word",0.522586054221871
"pavārs","šefpavārs","related","word","word",NA
"gubernators","senators","related","word","word",0.848391603111805
"parlaments","senāts","related","word","word",NA
"maize","siers","related","word","word",0.214329307606387
"vīrs","sieva","related","word","word",0.254355096287567
"vīrietis","sieviete","related","word","word",0.475434083759874
"atraitne","sieviete","related","word","word",0.283451394860702
"biežums","signāls","related","word","word",NA
"supermens","sikspārņacilvēks","related","word","word",NA
"karogs","simbols","related","word","word",0.43180388245641
