"eu_target","eu_cue","type","target_type","cue_type","eu_cosine"
"federazio","kolonia","related","word","word",0.212460686474407
"kapitain","komandante","related","word","word",0.342774795982864
"merkatari","komentartzi","related","word","word",NA
"nahasketa","konbinazio","related","word","word",0.342811529966384
"txapelketa","konkurrentzia","related","word","word",NA
"mapa","konpas","related","word","word",0.166495929922916
"lotune","kontaktu","related","word","word",NA
"akordio","kontratu","related","word","word",0.34147622544217
"maneiatu","kontrolatu","related","word","word",0.398389808195685
"mantendu","kontserbatu","related","word","word",NA
"liberal","kontserbazio","related","word","word",NA
"ulertu","konturatu","related","word","word",0.117375139704511
"definizio","kontzeptu","related","word","word",0.389511123711864
"tronu","koroa","related","word","word",0.300255291243801
"ibili","korrika egin","related","word","word",NA
"elektrizitate","korronte","related","word","word",0.288166481525465
"mailegu","kreditu","related","word","word",0.359811091470392
"saltsa","krema","related","word","word",0.488870596648976
"politiko","kritiko","related","word","word",0.675152906146441
"administrazio","kudeaketa","related","word","word",NA
"arrakasta","kudeatu","related","word","word",0.189673158951214
"nagusi","kudeatzailea","related","word","word",0.105091484004953
"zibilizazio","kultura","related","word","word",0.382955072568699
"erradiazio","kutsadura","related","word","word",0.374482097226855
"poltsa","kutxa","related","word","word",0.428789348360696
"eskandalu","kuxkuxean ibili","related","word","word",NA
"sutegi","labe","related","word","word",NA
"luze","labur","related","word","word",0.29319663658279
"ibar","laga","related","word","word",0.177275938739724
"talde","lagun-talde","related","word","word",NA
"korporazio","lagundi","related","word","word",NA
"sorospen","lagundu","related","word","word",NA
"sorotsi","laguntza","related","word","word",NA
"e-a","laguntzak","related","word","word",NA
"atlantiko","laiziko","related","word","word",NA
"beita","lakirio","related","word","word",NA
"eguzki","langai","related","word","word",NA
"errudun","laño","related","word","word",NA
"kandela","lanpara","related","word","word",0.445053832931886
"ekoizpen","lantegi","related","word","word",0.389226599364811
"kriminal","lapur","related","word","word",0.217147293596823
"lapurreta","lapurreta","related","word","word",1
"lapurreta egin","lapurtu","related","word","word",NA
"kanposantu","larri","related","word","word",NA
"mukizapi","larru","related","word","word",NA
"igande","larunbat","related","word","word",0.510364905285103
"spaghetti","lasagna","related","word","word",NA
"bare","lasai","related","word","word",0.158083478940805
"opari","laudorio","related","word","word",0.151673986855249
"konstituzioa","lege","related","word","word",0.280940683397318
"su","legebiltzar","related","word","word",NA
"arauzko","legezkontrako","related","word","word",NA
"gudaroste","legio","related","word","word",0.32453322112971
"azken","lehenengo","related","word","word",0.232553109498581
"menpeko","lehengoen","related","word","word",NA
"eztandagarri","lehergailu","related","word","word",NA
"heze","lehortu","related","word","word",0.332289835404175
"leial","leial","related","word","word",1
"zintzotasuna","leialtasun","related","word","word",0.684332836898215
"ate","leiho","related","word","word",0.359981192847739
"kokaleku","leku","related","word","word",0.542156070416931
"gauer","lesiera","related","word","word",NA
"dohainik","libritan","related","word","word",NA
"museoa","liburutegi","related","word","word",0.28672348326925
"fluido","likido","related","word","word",NA
"seltz-ur","limoi-edari","related","word","word",NA
"harea","lokatz","related","word","word",0.119031612915505
"azpimarratu","losentxatu","related","word","word",NA
"hegan egin","lur","related","word","word",NA
"hegaldi","lurreratze","related","word","word",0.213231519892723
"leherketa","lurrikara","related","word","word",0.245028054671326
"kartel","mafia","related","word","word",0.219532346097555
"emode","magia","related","word","word",NA
"elektriko","magital","related","word","word",NA
"aulki","mahai","related","word","word",0.410249837454663
"seinalea","maiztasun","related","word","word",0.176447466713073
"etxeko jabe","maizter","related","word","word",NA
"barra","makila","related","word","word",0.171137180162797
"lore","makineria","related","word","word",0.15594722483526
"zapata","maletategi","related","word","word",0.311938738656658
"udazken","malguki","related","word","word",NA
"lasterketa","maratcho","related","word","word",NA
"marraztu","margotu","related","word","word",0.48435416505423
"ekoizkin","marka","related","word","word",NA
"artizarra","markak","related","word","word",NA
"dortoka","marraskilo","related","word","word",NA
"arrain","marrazo","related","word","word",0.479960639336186
"urdin","marroi","related","word","word",0.331648937130728
"psikologiko","medikuntza-","related","word","word",NA
"lodi","mehe","related","word","word",0.400824896952928
"artera","meket","related","word","word",NA
"hamarkada","mende","related","word","word",0.263582767529156
"ekialde","mendebalde","related","word","word",0.572464260633155
"zuzentasun","mendeku","related","word","word",0.0927852975549187
"duin","merezi","related","word","word",0.27269221998648
"hiltzaile","merpenatar","related","word","word",NA
"teknika","metodo","related","word","word",0.499279282632717
"arduratu","miatu","related","word","word",0.299782338105079
"ehun","mila","related","word","word",0.439162614087238
"zentimetro","milia","related","word","word",0.346114827297226
"bilioi","milioi","related","word","word",0.793008270320518
"sabelezur","minkultza","related","word","word",NA
"hitzaldi","mintegi","related","word","word",0.151912507728751
"prediku","mintzamen","related","word","word",NA
"harrigarri","miragarri","related","word","word",0.695243510672528
"eskertu","miretsi","related","word","word",0.327263037679277
"elezahar","mito","related","word","word",0.366455616919239
"dotore","mode","related","word","word",NA
"apaiz","monako","related","word","word",0.242092122117424
"estatua","monumentu","related","word","word",0.180636651454535
"eskola","mota","related","word","word",0.146161959522382
"agudo","motel","related","word","word",0.282009669195361
"biratu","mugimendu","related","word","word",0.136821861883642
"mendi","muino","related","word","word",0.336673657864271
"izaki","munstro","related","word","word",0.336058116027963
"partikula","munys","related","word","word",NA
"hespila","murru","related","word","word",NA
"erakusketa","museo","related","word","word",0.350560977009193
"besarkada","musu","related","word","word",0.424968447553874
"neska","mutil","related","word","word",0.319472588076849
"ergel","nabano","related","word","word",NA
"froga","nabaritasun","related","word","word",NA
"komunikazio","nabigazio","related","word","word",NA
"nahiko","nahikoa","related","word","word",0.715225002085187
"neskatila","nanbiri","related","word","word",NA
"gune","nasa","related","word","word",0.393453470064625
"artifizial","natural","related","word","word",0.30383827529375
"mundu","nazioarteko","related","word","word",0.159731379213061
"mundu mailako","nazional","related","word","word",NA
"goseti","nekatu","related","word","word",0.250897758548701
"nerabe","nerabe","related","word","word",1
"gihar","nerbio","related","word","word",0.306598825659642
"mutiko","neska","related","word","word",0.261445046580143
"samurai","ninja","related","word","word",0.287307474924665
"sari","nobele","related","word","word",NA
"andre","noble","related","word","word",0.265933257871557
"adoretsu","nobulu","related","word","word",NA
"maiz","noizbait","related","word","word",0.195477169196868
"oso gutxitan","noizik behin","related","word","word",NA
"normalean","normalean","related","word","word",1
"gernu","odol","related","word","word",0.246616525156973
"gazta","ogi","related","word","word",0.429826963917638
"ohiko","ohiko","related","word","word",1
"nabarmen","ohizkanpoko","related","word","word",NA
"indioilar","oilasko","related","word","word",0.535343386913428
"trumoi","oinaztargi","related","word","word",NA
"zuzen","okerreko","related","word","word",0.207443254483399
"idazle","olerkari","related","word","word",0.446062013474676
"txar","on","related","word","word",0.309274958046348
"hiri","ondasun","related","word","word",0.144379156441371
"emari","onegintza","related","word","word",NA
"aitortu","ontzat hartu","related","word","word",NA
"jakin","orain","related","word","word",0.225754595373141
"tradiziozko","oraingo","related","word","word",NA
"oratu","oratu","related","word","word",1
"ordeztu","ordezkatu","related","word","word",0.71233177246451
"ezabar","orgasmo","related","word","word",NA
"aldra","orkestra","related","word","word",NA
"funtzionari","oroiaz","related","word","word",NA
"xiringa","orratz","related","word","word",0.318313656278235
"aitatxo","osaba","related","word","word",0.343890685348713
"heziera","osasun","related","word","word",NA
"ohiko","osasuntsu","related","word","word",0.146596363154423
"izar","ospetsu","related","word","word",0.230827954658987
"kontsultategi","ospitale","related","word","word",NA
"bazkari","otamen","related","word","word",NA
"menperatu","oztopoak jarri","related","word","word",NA
"behatu","paintaila handi","related","word","word",NA
"hil","pairatu","related","word","word",0.14111484708568
"jostailu","panpina","related","word","word",0.291817175378779
"maleta","paper-zorro","related","word","word",NA
"boligrafo","papera","related","word","word",0.339753490261395
"infernu","paradisu","related","word","word",0.343810332196587
"tomate","patata","related","word","word",0.41630434820096
"patu","patu","related","word","word",1
"erruki","pazientzia","related","word","word",0.171721114213784
"soldata","pentsio","related","word","word",0.161868527466068
"indibidual","pertsona","related","word","word",NA
"gitarra","piano","related","word","word",0.258697986979849
"zinki","piiberak","related","word","word",NA
"kanpin","pikniko","related","word","word",NA
"pilula","pilula","related","word","word",1
"ding","ping","related","word","word",0.648583408644156
"egitura","piramide","related","word","word",0.238450828224404
"marinel","pirata","related","word","word",0.27785155831681
