"no_cue","no_target","type","cue_type","target_type","no_cosine"
"kanal","nyheter","related","word","word",0.246923310228317
"bare","nylig","related","word","word",0.153763833671277
"generell","oberst","related","word","word",0.25626446747737
"skjerm","observere","related","word","word",0.199846562456003
"opprettelse","ødeleggelse","related","word","word",0.35796159247289
"offisielt","offisielt","related","word","word",1
"noen ganger","ofte","related","word","word",NA
"frosk","øgle","related","word","word",0.394843877076875
"luft","oksygen","related","word","word",0.517025516539517
"september","oktober","related","word","word",0.444020295052437
"drikke","øl","related","word","word",0.475021075047221
"kull","olje","related","word","word",0.350519949968094
"ute","om","related","word","word",0.18912255028605
"radius","omkrets","related","word","word",0.453463805945684
"ned","opp","related","word","word",0.454653644664386
"oppgave","oppdrag","related","word","word",0.397186325324875
"forestilling","opptreden","related","word","word",0.431555437172444
"grønn","oransje","related","word","word",0.436812626110637
"øye","øre","related","word","word",0.316994715404017
"arrangere","organisere","related","word","word",0.394363968254665
"brød","ost","related","word","word",0.514848690751434
"vest","øst","related","word","word",0.672900305989247
"undervurdere","overdrive","related","word","word",0.440499976153484
"bevege seg","overføre","related","word","word",NA
"bo","overleve","related","word","word",0.263269318308772
"nedre","øverste","related","word","word",0.342535995042682
"konvolutt","pakke","related","word","word",0.337738778025708
"onkel","pappa","related","word","word",0.334609994917013
"overnaturlig","paranormal","related","word","word",0.431245309897983
"leppestift","parfyme","related","word","word",0.37440141780508
"resepsjon","parti","related","word","word",0.0604916597542606
"saken","partikkel","related","word","word",0.180797299036366
"billett","pass","related","word","word",0.125938917213713
"kode","passord","related","word","word",0.373686845010566
"elendig","patetisk","related","word","word",0.394250395305199
"vakt","patrulje","related","word","word",0.34978991103816
"penger","penger","related","word","word",1
"vagina","penis","related","word","word",0.481693645111012
"papir","penn","related","word","word",0.501356305879932
"ideell","perfekt","related","word","word",0.365909299803883
"fase","periode","related","word","word",0.34796320372006
"karakter","personlighet","related","word","word",0.427827134050126
"privat","personvern","related","word","word",0.336103901961594
"utsikt","perspektiv","related","word","word",0.239303218287781
"tablett","pille","related","word","word",0.518211918580308
"astronaut","pilot","related","word","word",0.366514765873178
"forberedelse","planlegger","related","word","word",0.400257921930789
"plass","plassering","related","word","word",0.396811253144714
"sement","plast","related","word","word",0.312106935054147
"forklaring","plausible","related","word","word",NA
"ansvar","plikt","related","word","word",0.409604452720586
"velge","plukke ut","related","word","word",NA
"horn","plystre","related","word","word",0.19572709530156
"gambling","poker","related","word","word",0.337473163917487
"politikk","politiker","related","word","word",0.638686654836117
"journalistikk","politikk","related","word","word",0.416170497552511
"kritisk","politisk","related","word","word",0.446382648255832
"portal","port","related","word","word",0.656521882022491
"status","posisjon","related","word","word",0.387867017014493
"bokstavelig","praktisk talt","related","word","word",NA
"tale","preken","related","word","word",0.34613423785554
"nobel","premie","related","word","word",0.16656251576072
"kansler","president","related","word","word",0.316161958097614
"puls","press","related","word","word",0.145638391271748
"munk","prest","related","word","word",0.419545525192169
"prinsesse","prins","related","word","word",0.666099563816349
"verdi","pris","related","word","word",0.334776781032778
"problemer","problem","related","word","word",0.605528843454698
"fabrikk","produksjon","related","word","word",0.327053497354436
"merke","produkt","related","word","word",0.10737392983895
"skape","produsere","related","word","word",0.320122972400471
"amatør","profesjonell","related","word","word",0.330675877040128
"dekanus","professor","related","word","word",0.379056586347176
"prosjekt","program","related","word","word",0.376479361489844
"regel","protokoll","related","word","word",0.313425839583463
"modell","prototype","related","word","word",0.346210087278823
"anatomi","psykologi","related","word","word",0.443974928668719
"medisinsk","psykologisk","related","word","word",0.511073151921583
"publikum","publikum","related","word","word",1
"råd","rådgi","related","word","word",0.387248921461837
"rakett","rakett","related","word","word",1
"tyveri","ran","related","word","word",0.43760234203834
"stjele","rane","related","word","word",0.394461243896501
"uvanlig","rar","related","word","word",0.309622997788894
"sinne","raseri","related","word","word",0.524895853058546
"sakte","raskt","related","word","word",0.420457969502796
"generator","reaktor","related","word","word",0.436989508591648
"optimistisk","realistisk","related","word","word",0.521532534381682
"øke","redusere","related","word","word",0.577815735794861
"produsent","regissør","related","word","word",0.497505260498077
"telle","regne ut","related","word","word",NA
"kommando","rekkefølge","related","word","word",0.121691515102806
"filosofi","religion","related","word","word",0.441052859926301
"fastsette","reparere","related","word","word",0.205161654120052
"pub","restaurant","related","word","word",0.341113173350324
"hevn","rettferdighet","related","word","word",0.425528495013476
"hørsel","rettssaken","related","word","word",0.0980779853491722
"kjøre","ri","related","word","word",0.367034117657474
"fattige","rik","related","word","word",0.37810328988297
"skatt","rikdom","related","word","word",0.192039721717833
"royal","rike","related","word","word",0.112746406256543
"feil","riktig","related","word","word",0.472457374307618
"rettferdig","rimelig","related","word","word",0.395528190910542
"stille","rolig","related","word","word",0.451698474422275
"caesar","roma","related","word","word",0.227855069368658
"dramatisk","romantisk","related","word","word",0.366468371459476
"flyktning","rømling","related","word","word",0.460078990639041
"ufo","romvesen","related","word","word",0.296403088272471
"sving","rotere","related","word","word",0.290794551729679
"mus","rotte","related","word","word",0.381685095161748
"bytte","rovdyret","related","word","word",0.301431542063872
"rund","rundt","related","word","word",0.523994954971626
"skjold","rustning","related","word","word",0.371591458139097
"kalender","rute","related","word","word",0.248306250547124
"karriere","rykte","related","word","word",0.293805664405826
"spionasje","sabotasje","related","word","word",0.53107936560117
"suppe","salat","related","word","word",0.41927855712542
"auksjon","salg","related","word","word",0.346108268579545
"samfunn","samfunnet","related","word","word",0.782644075381159
"samle inn","samle","related","word","word",NA
"ninja","samurai","related","word","word",0.245739154839266
"søle","sand","related","word","word",0.320207185171158
"album","sang","related","word","word",0.370930582525601
"sannsynlighet","sannsynlig","related","word","word",0.803116591398247
"kan være","sannsynligvis","related","word","word",NA
"radar","satellitt","related","word","word",0.46389209268105
"krem","saus","related","word","word",0.418880656789346
"se","se","related","word","word",1
"anker","seile","related","word","word",0.343504183945884
"kjøpe","selge","related","word","word",0.559206815100015
"selskap","selskap","related","word","word",1
"sta","selvopptatt","related","word","word",0.383544582128522
"stortinget","senatet","related","word","word",0.283845888582774
"guvernør","senator","related","word","word",0.423950845874454
"bringe","sende","related","word","word",0.364041544062003
"sensor","sender","related","word","word",0.258429575693283
"sofa","seng","related","word","word",0.434253971595044
"ritual","seremoni","related","word","word",0.398894878424578
"kelner","servitør","related","word","word",0.404944030247466
"ord","setning","related","word","word",0.384195356398392
"sett inn","sette","related","word","word",NA
"beundre","sette pris på","related","word","word",NA
"røyk","sigar","related","word","word",0.391833802550027
"tobakk","sigarett","related","word","word",0.391629242068955
"frekvens","signal","related","word","word",0.425605164347649
"stemple","signatur","related","word","word",0.143350965207021
"sikkerhet","sikkerhet","related","word","word",1
"sikker","sikre","related","word","word",0.553058137185505
