"hu_target","hu_cue","type","target_type","cue_type","hu_cosine"
"megöl","méreg","related","word","word",0.307655548660372
"hossz","méret","related","word","word",0.377082533590669
"centiméter","mérföld","related","word","word",0.442891559660413
"építészmérnök","mérnök","related","word","word",0.785910078392353
"osztály","mértékegység","related","word","word",0.210765604311414
"meztelen","meztelen","related","word","word",1
"milliárd, ezermillió","millió","related","word","word",NA
"vállalkozó","milliomos","related","word","word",0.333194432342063
"állandóan","mindig","related","word","word",0.577039566023718
"ling","ming","related","word","word",0.601277241397464
"maximális","minimális","related","word","word",0.651595552465988
"hogy","mit","related","word","word",0.281834435157942
"legenda","mítosz","related","word","word",0.575038102559923
"prototípus","modell","related","word","word",0.459560757878506
"hagyományos","modern","related","word","word",0.409075343850491
"technika","módszer","related","word","word",0.491078405056471
"mosómedve","mókus","related","word","word",0.49986431399069
"mondd","mond","related","word","word",0.465477034560141
"nevetés","mosoly","related","word","word",0.544383917860733
"tud","most","related","word","word",0.184930636858015
"színház","mozi","related","word","word",0.506536060749583
"átruházás","mozog","related","word","word",0.096157922098927
"medalion","műalkotás","related","word","word",0.219148529716079
"garázs","műhely","related","word","word",0.461514560124095
"sebészet","működtet","related","word","word",0.117382200690861
"munka","munka","related","word","word",1
"mechanikai","műszaki","related","word","word",0.540265908126197
"festő","művész","related","word","word",0.700620922484992
"irodalom","művészet","related","word","word",0.53687038581686
"hatalmas","nagy","related","word","word",0.747398669142215
"nagymama","nagyapa","related","word","word",0.683667569814317
"apu","nagybácsi","related","word","word",0.475762589394396
"miniszter","nagykövet","related","word","word",0.579204791813834
"minisztérium","nagykövetség","related","word","word",0.527829951082269
"hülye","naiv","related","word","word",0.399459348457054
"cinikus","naiv","related","word","word",0.497480579775339
"séta","nap","related","word","word",0.23061128146597
"heti","napi","related","word","word",0.646061398882356
"hajnal","napnyugta","related","word","word",0.480752026131
"menetrend","naptár","related","word","word",0.280544208965898
"kommunikáció","navigáció","related","word","word",0.514780451883561
"gyakran","néha","related","word","word",0.599359669415688
"ritkán","néha","related","word","word",0.452444695675806
"súlyosan","nehéz","related","word","word",0.162693795202928
"bátor","nemes","related","word","word",0.442561366279644
"globális","nemzeti","related","word","word",0.400786545531364
"világ","nemzetközi","related","word","word",0.232488140554655
"emberek","népesség","related","word","word",0.302933559595233
"híres","népszerű","related","word","word",0.46056401819705
"cím","név","related","word","word",0.579505189197577
"abszurd","nevetséges","related","word","word",0.660227483846875
"ismeretlen","névtelen","related","word","word",0.433136556258795
"néz","néz","related","word","word",1
"szamuráj","nindzsa","related","word","word",0.478673333772932
"díj","nobel","related","word","word",0.469240475491785
"általában","normális esetben","related","word","word",NA
"csökkent","növekedés","related","word","word",0.506052791417404
"december","november","related","word","word",0.655906249658333
"virág","növény","related","word","word",0.591647826281721
"téli","nyári","related","word","word",0.605536981832649
"rágás","nyel","related","word","word",0.243922479467487
"jövedelem","nyereség","related","word","word",0.517051700738957
"győzelem","nyereség","related","word","word",0.511477614165337
"bezárás","nyisd ki","related","word","word",NA
"bezárás","nyítás","related","word","word",NA
"húzni","nyom","related","word","word",0.143164828919364
"szánalmas","nyomorult","related","word","word",0.606160582964481
"keleti","nyugat","related","word","word",0.456781901466944
"fizetés","nyugdíj","related","word","word",0.543388518811346
"kikötő","öböl","related","word","word",0.490236546525544
"ok","ok","related","word","word",1
"igen","oké","related","word","word",0.673215241094768
"érettségizni","oklevél","related","word","word",0.25439163400788
"intelligens","okos","related","word","word",0.658385821926147
"fagy","olvad","related","word","word",0.571279968702067
"ír","olvas","related","word","word",0.46684876906779
"írás","olvasás","related","word","word",0.479266737960986
"gyilkosság","öngyilkosság","related","word","word",0.692894222965875
"önkéntesen","önkéntes","related","word","word",0.751000383127894
"reális","optimista","related","word","word",0.363488581732121
"járőr","őr","related","word","word",0.43240790121805
"erekció","orgazmus","related","word","word",0.564120477992499
"hadnagy","őrmester","related","word","word",0.677786388047306
"örökké","örök","related","word","word",0.469133078416846
"örököl","örökség","related","word","word",0.4731983562884
"öröm","öröm","related","word","word",1
"nemzet","ország","related","word","word",0.666750659132288
"hülyeség","őrültség","related","word","word",0.702165464114209
"pszichológiai","orvosi","related","word","word",0.530267229419911
"csalás","összeesküvés","related","word","word",0.490923568177035
"összeg","összeg","related","word","word",1
"szünet","összetör","related","word","word",0.0272257004450406
"iskola","osztály","related","word","word",0.462793489326235
"intuíció","ösztön","related","word","word",0.535785576739506
"elmélet","ötlet","related","word","word",0.40903057426301
"nő","özvegy","related","word","word",0.372200686481987
"szőnyeg","padló","related","word","word",0.521307865056996
"páncél","pajzs","related","word","word",0.472670158254608
"vár","palota","related","word","word",0.224018084982922
"vád","panasz","related","word","word",0.310672027962293
"toll","papír","related","word","word",0.590465873059556
"pokol","paradicsom","related","word","word",0.307935624900478
"rendelés","parancs","related","word","word",0.357071195793781
"kapitány","parancsnok","related","word","word",0.698884302910697
"őrült","paranoid","related","word","word",0.399640533646036
"szenátus","parlament","related","word","word",0.525220349405754
"tölt","pazarlás","related","word","word",0.274757644478467
"befektetés","pénzügy","related","word","word",0.517300990566912
"finanszírozás","pénzügyileg","related","word","word",0.365247107279815
"járvány","pestis","related","word","word",0.675088789371521
"alvás","pihenés","related","word","word",0.626713735360765
"kemping","piknik","related","word","word",0.440617148595055
"madár","pillangó","related","word","word",0.537959094010092
"pincérnő","pincér","related","word","word",0.756950172537852
"ding","ping","related","word","word",0.613620380767821
"szerkezet","piramis","related","word","word",0.42858163224335
"szalonna","pirítós","related","word","word",0.580311277582256
"sárga","piros","related","word","word",0.722787230228589
"undorító","piszkos","related","word","word",0.443945442355861
"fegyver","pisztoly","related","word","word",0.77390197248827
"botrány","pletyka","related","word","word",0.46253702025185
"mínusz","plusz","related","word","word",0.507447111302407
"rovar","pók","related","word","word",0.474362695086741
"jelez","pont","related","word","word",0.155188971347508
"film","pornó","related","word","word",0.424831230978727
"kapu","portál","related","word","word",0.520576140568328
"negatív","pozitív","related","word","word",0.728428116941462
"kísérlet","próbálja meg","related","word","word",NA
"leírás","profil","related","word","word",0.461729516311975
"program","projekt","related","word","word",0.504517773656895
"kedves","puha","related","word","word",0.284212425695602
"pisztoly","puska","related","word","word",0.739252372092607
"dinamit","puskapor","related","word","word",0.512341472736502
"bíboros","püspök","related","word","word",0.586611829852342
"szolgáló","rabszolga","related","word","word",0.368717253401315
"műhold","radar","related","word","word",0.514346305288409
"televízió","rádió","related","word","word",0.556269238976637
"fényes","ragyog","related","word","word",0.564078053486738
