hu_cue,hu_target,type,cue_type,target_type,hu_cosine
mozog,szállítás,related,word,word,0.143448876750563
műalkotás,medál,related,word,word,0.24846752376037
műhely,garázs,related,word,word,0.461514560124095
operál,sebészet,related,word,word,0.44324669866587
foglalkozás,munka,related,word,word,0.493033133332409
műszaki,mechanikai,related,word,word,0.540265908126197
művész,festő,related,word,word,0.700620922484991
művészet,irodalom,related,word,word,0.536870385816861
nagy,hatalmas,related,word,word,0.747398669142215
nagyapa,nagymama,related,word,word,0.683667569814317
nagybácsi,apu,related,word,word,0.475762589394396
nagykövet,miniszter,related,word,word,0.579204791813834
nagykövetség,minisztérium,related,word,word,0.527829951082269
naiv,hülye,related,word,word,0.399459348457054
naiv,cinikus,related,word,word,0.497480579775339
szundi,séta,related,word,word,0.37363783063259
napi,heti,related,word,word,0.646061398882356
napnyugta,hajnal,related,word,word,0.480752026131
naptár,menetrend,related,word,word,0.280544208965898
navigáció,kommunikáció,related,word,word,0.514780451883561
néha,gyakran,related,word,word,0.599359669415688
esetenként,ritkán,related,word,word,0.304877919886776
nehéz,nehezen,related,word,word,0.487403425875727
nemes,bátor,related,word,word,0.442561366279644
nemzeti,globális,related,word,word,0.400786545531364
nemzetközi,világ,related,word,word,0.232488140554655
népesség,emberek,related,word,word,0.302933559595233
népszerű,híres,related,word,word,0.46056401819705
név,cím,related,word,word,0.579505189197577
nevetséges,abszurd,related,word,word,0.660227483846874
névtelen,ismeretlen,related,word,word,0.433136556258795
tekint,néz,related,word,word,0.608048358410381
nindzsa,szamuráj,related,word,word,0.478673333772932
nobel,díj,related,word,word,0.469240475491785
normálisan,általában,related,word,word,0.173209581219386
növekedés,csökkent,related,word,word,0.506052791417404
november,december,related,word,word,0.655906249658333
növény,virág,related,word,word,0.591647826281721
nyári,téli,related,word,word,0.605536981832649
nyel,rágás,related,word,word,0.243922479467487
nyereség,jövedelem,related,word,word,0.517051700738958
nyereség,győzelem,related,word,word,0.511477614165337
kinyit,bezárás,related,word,word,0.378653791721629
nyitás,bezárás,related,word,word,0.519156541407285
nyom,húzni,related,word,word,0.143164828919364
nyomorult,szánalmas,related,word,word,0.606160582964481
nyugat,keleti,related,word,word,0.456781901466944
nyugdíj,fizetés,related,word,word,0.543388518811346
öböl,kikötő,related,word,word,0.490236546525544
tekint,ok,related,word,word,0.0917240974250365
oké,igen,related,word,word,0.673215241094768
diploma,érettségizni,related,word,word,0.423850979375063
okos,intelligens,related,word,word,0.658385821926147
olvad,fagy,related,word,word,0.571279968702067
olvas,ír,related,word,word,0.46684876906779
olvasás,írás,related,word,word,0.479266737960986
öngyilkosság,gyilkosság,related,word,word,0.692894222965875
önkéntes,önkéntesen,related,word,word,0.751000383127894
optimista,reális,related,word,word,0.363488581732121
őr,járőr,related,word,word,0.43240790121805
orgazmus,erekció,related,word,word,0.564120477992499
őrmester,hadnagy,related,word,word,0.677786388047306
örök,örökké,related,word,word,0.469133078416846
örökség,örököl,related,word,word,0.4731983562884
élvezet,öröm,related,word,word,0.623988972231166
ország,nemzet,related,word,word,0.666750659132288
őrültség,hülyeség,related,word,word,0.702165464114209
orvosi,pszichológiai,related,word,word,0.530267229419911
összeesküvés,csalás,related,word,word,0.490923568177036
összeg,mennyiség,related,word,word,0.516400433057657
széttör,eltör,related,word,word,
osztály,iskola,related,word,word,0.462793489326235
ösztön,intuíció,related,word,word,0.535785576739506
ötlet,elmélet,related,word,word,0.40903057426301
özvegy,nő,related,word,word,0.372200686481987
padló,szőnyeg,related,word,word,0.521307865056996
pajzs,páncél,related,word,word,0.472670158254608
palota,vár,related,word,word,0.224018084982922
panasz,vád,related,word,word,0.310672027962293
papír,toll,related,word,word,0.590465873059556
paradicsom,pokol,related,word,word,0.307935624900478
parancs,rendelés,related,word,word,0.357071195793781
parancsnok,kapitány,related,word,word,0.698884302910697
paranoid,őrült,related,word,word,0.399640533646036
parlament,szenátus,related,word,word,0.525220349405754
pazarlás,elkölt,related,word,word,0.287773571461143
pénzügy,befektetés,related,word,word,0.517300990566912
pénzügyileg,finanszírozás,related,word,word,0.365247107279815
pestis,járvány,related,word,word,0.675088789371521
pihenés,alvás,related,word,word,0.626713735360765
piknik,kemping,related,word,word,0.440617148595055
pillangó,madár,related,word,word,0.537959094010092
pincér,pincérnő,related,word,word,0.756950172537852
ping,ding,related,word,word,0.613620380767821
piramis,szerkezet,related,word,word,0.42858163224335
pirítós,szalonna,related,word,word,0.580311277582256
piros,sárga,related,word,word,0.722787230228589
piszkos,undorító,related,word,word,0.443945442355861
pisztoly,fegyver,related,word,word,0.773901972488271
pletyka,botrány,related,word,word,0.46253702025185
plusz,mínusz,related,word,word,0.507447111302407
pók,rovar,related,word,word,0.474362695086741
pont,jelez,related,word,word,0.155188971347508
pornó,film,related,word,word,0.424831230978727
portál,kapu,related,word,word,0.520576140568328
pozitív,negatív,related,word,word,0.728428116941462
megpróbál,megkísérel,related,word,word,0.5651861090887
profil,leírás,related,word,word,0.461729516311975
projekt,program,related,word,word,0.504517773656895
finom,kedves,related,word,word,0.343367736234724
puska,pisztoly,related,word,word,0.739252372092607
puskapor,dinamit,related,word,word,0.512341472736502
püspök,bíboros,related,word,word,0.586611829852342
rabszolga,szolgáló,related,word,word,0.368717253401315
radar,műhold,related,word,word,0.514346305288409
rádió,televízió,related,word,word,0.556269238976637
ragyog,fényes,related,word,word,0.564078053486738
rájön,megért,related,word,word,0.248882712908118
rakéta,lövedék,related,word,word,0.438909323697229
rasszista,kommunista,related,word,word,0.410085662542108
recepció,buli,related,word,word,0.208891754654984
régi,fiatal,related,word,word,0.191246330434948
regionális,helyi,related,word,word,0.415430294235083
rekord,felvétel,related,word,word,0.198656807533695
rokon,unokatestvér,related,word,word,0.406881576360993
rémálom,álom,related,word,word,0.623535654166215
remény,hit,related,word,word,0.462326962904012
rendes,szokásos,related,word,word,0.176980026870632
rendezni,szervez,related,word,word,0.424712039830826
rendkívüli,nagyon,related,word,word,0.316210055643436
rés,lyuk,related,word,word,0.494196974255547
réteg,felület,related,word,word,0.420447547459265
riporter,újságíró,related,word,word,0.733863398019869
ritmus,stílus,related,word,word,0.349329802278525
robbanás,felrobban,related,word,word,0.514702149569845
robot,gép,related,word,word,0.344929746206055
rodeó,cowboy,related,word,word,0.3889406974409
róka,nyúl,related,word,word,0.41554528509897
római,görög,related,word,word,0.514878174618801
rómeó,júlia,related,word,word,0.841188979337184
helytelen,helyes,related,word,word,0.633108028867077
rövid,hosszú,related,word,word,0.683103137354491
rozsdás,poros,related,word,word,0.301647441570821
rúd,kalapács,related,word,word,0.348313681320234
rum,konyak,related,word,word,0.539490547663919
sár,homok,related,word,word,0.523260006495207
sárkány,oroszlán,related,word,word,0.484791657846804
sarok,sikátor,related,word,word,0.469790395253785
seb,sérülés,related,word,word,0.655829833248323
sebész,orvos,related,word,word,0.675217788446386
segítség,segít,related,word,word,0.431888836761729
cella,börtön,related,word,word,0.515900681241218
selyem,pamut-,related,word,word,
semmi,valami,related,word,word,0.46239114909694
seriff,polgármester,related,word,word,0.568240894757259
sértés,megsérti,related,word,word,0.383479123664952
sertéshús,hús,related,word,word,0.614492713231724
sherlock,watson,related,word,word,0.447640053244354
siker,kudarc,related,word,word,0.594158434696261
sír,temető,related,word,word,0.41155126460961
sisak,kalap,related,word,word,0.477895406926154
sivatag,völgy,related,word,word,0.383439545068923
soha,valaha,related,word,word,0.300276373460977
sorozat,epizód,related,word,word,0.473748820882665
végzet,sors,related,word,word,0.74911753004447
sötétség,fény,related,word,word,0.629268827491904
stádium,baseball,related,word,word,0.0698520308714677
strand,tengerpart,related,word,word,0.559963610147921
sugár,kerület,related,word,word,0.183276326278468
sugárút,utca,related,word,word,0.615504691795732
súly,magasság,related,word,word,0.501080271080619
sürgős,vészhelyzet,related,word,word,0.518628451421114
sütő,tűzhely,related,word,word,0.678908150665848
szabadon,ingyenes,related,word,word,0.191265942493783
szabadság,demokrácia,related,word,word,0.544834868336528
szabály,jegyzőkönyv,related,word,word,0.181697461610514
száj,orr,related,word,word,0.516907012772492
szakács,séf,related,word,word,0.618946231874644
szakasz,bekezdés,related,word,word,0.418074574039
szakértő,szakember,related,word,word,0.659901847583452
szálloda,motel,related,word,word,0.602266103777412
szám,cím,related,word,word,0.435962986710806
segg,fenék,related,word,word,0.450006024687756
szamár,ló,related,word,word,0.527066397443513
számol,kiszámítja,related,word,word,0.402631946619768
száraz,nedves,related,word,word,0.616947032406674
század,évtized,related,word,word,0.435861509873713
szegény,gazdag,related,word,word,0.462926564131475
szegénység,szenvedés,related,word,word,0.505163303463299
szekrény,fülke,related,word,word,0.499911532210452
szél,vihar,related,word,word,0.605318851291476
szelep,szellőzés,related,word,word,0.549648553266426
szellemes,vicces,related,word,word,0.531491334055142
szellemi,érzelmi,related,word,word,0.474828098805008
szem,fül,related,word,word,0.566920970483838
szemben,ellentétes,related,word,word,0.367408692328791
személy,egyedi,related,word,word,0.287414691656856
személyes,meghitt,related,word,word,0.277659694102932
szemét,hulladék,related,word,word,0.401965850126449
szeminárium,előadás,related,word,word,0.437898460001808
szemüveg,sapka,related,word,word,0.557834384728131
szén,hidrogén,related,word,word,0.576029528612907
szén,olaj,related,word,word,0.467447573315751
szendvics,hamburger,related,word,word,0.626980492531992
szennyeződés,sugárzás,related,word,word,0.528093644717537
szenvedni,meghal,related,word,word,0.255742693601552
szenvedő,fájdalom,related,word,word,0.316661907372979
szenzációs,látványos,related,word,word,0.417931089037458
szép,bájos,related,word,word,0.516725280087796
csinos,szép,related,word,word,0.629778269926547
szeptember,október,related,word,word,0.697557779158157
szerencsejáték,póker,related,word,word,0.531167948190701
szerencsétlen,balszerencse,related,word,word,0.393486385967188
szertartás,ünnepség,related,word,word,0.647396409814707
szerzetes,pap,related,word,word,0.56623270338823
szerző,színész,related,word,word,0.44029308558911
szerződés,megegyezés,related,word,word,0.524382895635872
szexuális,fizikai,related,word,word,0.461138712620024
szikla,kő,related,word,word,0.578053852196748
szopás,nyalás,related,word,word,0.478411351327734
szivattyú,tömlő,related,word,word,0.520953764771975
szó,mondat,related,word,word,0.391140529410951
szó szerint,gyakorlatilag,related,word,word,
szoba,hálószoba,related,word,word,0.660757998217189
szoftver,számítógép,related,word,word,0.608675454191407
szokatlan,furcsa,related,word,word,0.640006484049085
szoknya,ruha,related,word,word,0.590493558267039
szolgáltatás,karbantartás,related,word,word,0.470663272825149
szombat,vasárnap,related,word,word,0.671393165873963
szomorú,tragikus,related,word,word,0.550011323585959
szörnyeteg,teremtmény,related,word,word,0.555481953018977
rettenetes,szörnyű,related,word,word,0.767810225343821
szótár,kifejezés,related,word,word,0.45832637550311
szöveg,vers,related,word,word,0.472024970559323
szövet,zsebkendő,related,word,word,0.355590257391031
szövetségi,állam,related,word,word,0.396927827935407
szűkítés,csúnya,related,word,word,
szükséges,szükség,related,word,word,0.525139358946253
születés,terhesség,related,word,word,0.442328426174839
gyógyszer,tabletta,related,word,word,0.675250358083184
tábor,falu,related,word,word,0.496397331194559
tábornok,ezredes,related,word,word,0.647496596151897
tag,vezető,related,word,word,0.233018983132535
etet,eszik,related,word,word,0.404809293708082
takaró,törülköző,related,word,word,0.465525212075054
