"bg_cue","bg_target","type","cue_type","target_type","bg_cosine"
"първо","минус","unrelated","word","word",0.0874780798082877
"точка","заем","unrelated","word","word",0.0613527211270517
"набиване","оръжейница","unrelated","word","word",0.102686330682297
"винаги","глътка","unrelated","word","word",0.110446166823762
"съвети","мокър","unrelated","word","word",0.0643899334088762
"потвърждение","връзка","unrelated","word","word",0.217001633273091
"обяснение","тройно","unrelated","word","word",0.143729420578179
"погрешно","зъб","unrelated","word","word",0.0171231152870366
"администрация","приятен","unrelated","word","word",0.16987871725446
"отмъщение","цвете","unrelated","word","word",0.180943478153334
"онези","плуване","unrelated","word","word",0.122418939008015
"коледа","лъв","unrelated","word","word",0.0699871761413847
"буквално","изтезание","unrelated","word","word",0.201183512697768
"аш","грам","unrelated","word","word",0.143296985956845
"целувка","намерение","unrelated","word","word",0.124267815756239
"сензор","мъгла","unrelated","word","word",0.16688696490189
"вярност","максимум","unrelated","word","word",0.122504428490116
"шпионин","пълен","unrelated","word","word",0.0607536423398069
"пречка","униформа","unrelated","word","word",0.158385620435069
"предложи","кардинал","unrelated","word","word",0.177095140405966
"обект","лидер","unrelated","word","word",0.17807174509278
"случайно","ванилия","unrelated","word","word",0.124643048640762
"активиране","дък","unrelated","word","word",0.0714930963478393
"заключение","тъмен","unrelated","word","word",0.127112527924379
"милионер","връщане","unrelated","word","word",0.0739098977307882
"таблица","в крайна сметка","unrelated","word","word",NA
"канцлер","долината","unrelated","word","word",0.0157554905763918
"ница","традиционен","unrelated","word","word",0.0801792298786353
"елиминирайте","фантастичен","unrelated","word","word",0.0860879368367837
"изкачвам се","дълго","unrelated","word","word",NA
"грях","майка","unrelated","word","word",0.159288839955094
"крадец","болен","unrelated","word","word",0.154770178957689
"подценявам","гей","unrelated","word","word",0.138024071098202
"внимание","френски","unrelated","word","word",0.108915156058262
"готов","портмоне","unrelated","word","word",0.0573737684835687
"ескорт","килим","unrelated","word","word",0.165077063199372
"отказвам","гадене","unrelated","word","word",0.0790018709367487
"признавам","оценявам","unrelated","word","word",0.363437987864528
"капан","принц","unrelated","word","word",0.0967658648321722
"принцеса","пръск","unrelated","word","word",NA
"залив","картел","unrelated","word","word",0.25832932481658
"дума","машина","unrelated","word","word",0.142544085514036
"причина","водород","unrelated","word","word",0.0783031904083797
"колега","някога","unrelated","word","word",0.0987834968763195
"учтив","парола","unrelated","word","word",0.167036721295179
"връзка","театър","unrelated","word","word",0.100541614020644
"удобно","изчисли","unrelated","word","word",0.10553786240267
"изслушване","радиация","unrelated","word","word",0.13615961352487
