"fr_target","fr_cue","type","target_type","cue_type","fr_cosine"
"samouraï","ninja","related","word","word",0.476722769684836
"prix","nobel","related","word","word",0.280020256282202
"braver","noble","related","word","word",0.355096804824377
"vacances","noël","related","word","word",0.455777686305901
"titre","nom","related","word","word",0.400163361450977
"femme de ménage","nounou","related","word","word",NA
"décembre","novembre","related","word","word",0.705556021983018
"baignade","noyer","related","word","word",0.283521654306329
"nu","nu","related","word","word",1
"brouillard","nuage","related","word","word",0.547101545271314
"soirée","nuit","related","word","word",0.544202453430105
"adresse","numéro","related","word","word",0.510299063501951
"matière","objet","related","word","word",0.293346637238903
"évaluation","observation","related","word","word",0.463656440440649
"défi","obstacle","related","word","word",0.402146748240637
"oreille","œil","related","word","word",0.318352204613897
"officiel","officiellement","related","word","word",0.601471184229236
"donner","offrir","related","word","word",0.530632916682711
"canard","oie","related","word","word",0.542903797366613
"foncé","ombre","related","word","word",0.194214671438192
"père","oncle","related","word","word",0.59580158355637
"fonctionnel","opérationnel","related","word","word",0.629536039760078
"contraire","opposé","related","word","word",0.391107889534104
"réaliste","optimiste","related","word","word",0.544132118828002
"bande","orchestre","related","word","word",0.252177980268131
"habituel","ordinaire","related","word","word",0.439726066852871
"organiser","organiser","related","word","word",1
"érection","orgasme","related","word","word",0.47798928473631
"dignité","orgueil","related","word","word",0.364454200657602
"copie","original","related","word","word",0.509869661589921
"couvent","orphelinat","related","word","word",0.481123079227609
"crâne","os","related","word","word",0.46335431325789
"prisonnier","otage","related","word","word",0.456801235112834
"rappelles toi","oubliez","related","word","word",NA
"est","ouest","related","word","word",0.152365263755609
"tornade","ouragan","related","word","word",0.627730946702682
"loup","ours","related","word","word",0.534783329646698
"instrument","outil","related","word","word",0.580726611623022
"fermeture","ouverture","related","word","word",0.583381964567819
"fermer","ouvrir","related","word","word",0.714089415242404
"extraterrestre","ovni","related","word","word",0.50168165817862
"atlantique","pacifique","related","word","word",0.648160698515287
"fromage","pain","related","word","word",0.624260244720425
"château","palais","related","word","word",0.577879835098024
"maman","papa","related","word","word",0.826608235069668
"stylo","papier","related","word","word",0.517172683647207
"oiseau","papillon","related","word","word",0.589621034502666
"enfer","paradis","related","word","word",0.514668532615044
"fou","paranoïaque","related","word","word",0.523934113163025
"excuse","pardonner","related","word","word",0.410346465891915
"souvent","parfois","related","word","word",0.63341708799311
"rarement","parfois","related","word","word",0.575690784043268
"sénat","parlement","related","word","word",0.639935860916538
"parlez","parler","related","word","word",0.537077461864123
"abandonner","partir","related","word","word",0.38019682326156
"chauffeur","passager","related","word","word",0.557373850115542
"intéressant","passionnant","related","word","word",0.714973177048608
"tomate","patate","related","word","word",0.537887297508884
"la compassion","patience","related","word","word",NA
"client","patient","related","word","word",0.506476564044496
"hériter","patrimoine","related","word","word",0.405005006136586
"riche","pauvre","related","word","word",0.435829320480434
"la criminalité","péché","related","word","word",NA
"emprisonnement","peine","related","word","word",0.382635754184622
"dessiner","peinture","related","word","word",0.347004055426236
"un salaire","pension","related","word","word",NA
"gagnant","perdant","related","word","word",0.624868987999229
"apporter","permettre","related","word","word",0.222821521434507
"personnalité","personnage","related","word","word",0.488234771724052
"intime","personnel","related","word","word",0.435034677553602
"neveu","petit fils","related","word","word",NA
"petit","peu","related","word","word",0.386022133639563
"probablement","peut être","related","word","word",NA
"point final","phase","related","word","word",NA
"un événement","phénomène","related","word","word",NA
"religion","philosophie","related","word","word",0.625997391124726
"guitare","piano","related","word","word",0.657483921888355
"appât","piège","related","word","word",0.470753637321132
"dingue","ping","related","word","word",0.104721311580935
"camping","pique-nique","related","word","word",NA
"marin","pirate","related","word","word",0.537533182356607
"arme","pistolet","related","word","word",0.675448538802601
"côte","plage","related","word","word",0.45366630444408
"accusation","plainte","related","word","word",0.500975449318708
"joie","plaisir","related","word","word",0.50162598776942
"orbite","planète","related","word","word",0.488756019916564
"stratégie","planifier","related","word","word",0.352948700366251
"fleur","plante","related","word","word",0.486130534704775
"station","plate-forme","related","word","word",NA
"magazine","playboy","related","word","word",0.564811405837757
"neiger","pluie","related","word","word",0.479595551883966
"moins","plus","related","word","word",0.589423307789565
"supérieur","plus bas","related","word","word",NA
"portefeuille","poche","related","word","word",0.494320209652254
"écrivain","poète","related","word","word",0.574009634854168
"la taille","poids","related","word","word",NA
"tuer","poison","related","word","word",0.272797424488332
"amical","poli","related","word","word",0.510502529230425
"politicien","politique","related","word","word",0.521768846129309
"fruit","pomme","related","word","word",0.48968756117108
"tuyau","pompe","related","word","word",0.3868530024143
"tunnel","pont","related","word","word",0.505695935792685
"célèbre","populaire","related","word","word",0.549636711774168
"gens","population","related","word","word",0.300346722596967
"viande","porc","related","word","word",0.540547728125596
"film","porno","related","word","word",0.4607174350723
"portail","portail","related","word","word",1
"enregistrer","porter secours","related","word","word",NA
"négatif","positif","related","word","word",0.744001507890346
"chantage","pot-de-vin","related","word","word",NA
"talent","potentiel","related","word","word",0.544275451325236
"scandale","potins","related","word","word",0.394325695355926
"dynamiter","poudre à canon","related","word","word",NA
"dinde","poulet","related","word","word",0.669003116676876
"jouet","poupée","related","word","word",0.528888853087153
"tirer","pousser","related","word","word",0.377474442070724
