"ro_cue","ro_target","type","cue_type","target_type","ro_cosine"
"bibliotecă","muzeu","related","word","word",0.431200904280187
"jazz","muzică","related","word","word",0.585799468231998
"cântăreaţă","muzician","related","word","word",0.531041762491896
"gură","nas","related","word","word",0.459411208631525
"țară","naţiune","related","word","word",0.357891493637873
"echipaj","navă","related","word","word",0.487751992461777
"ancoră","naviga","related","word","word",0.372567848867563
"marin","navy","related","word","word",0.415923872247597
"brusc","neasteptat","related","word","word",0.450612824468643
"paranoid","nebun","related","word","word",0.440817472079622
"anonim","necunoscut","related","word","word",0.482363406966147
"pozitiv","negativ","related","word","word",0.773636454841556
"alb","negru","related","word","word",0.810406435791798
"incomod","neplăcut","related","word","word",0.568830272532656
"nepot","nepot","related","word","word",1
"nedreptate","nepotrivit","related","word","word",0.219926986209786
"necesar","nevoie","related","word","word",0.441262014655889
"noroi","nisip","related","word","word",0.581108909776406
"sud","nord","related","word","word",0.888058924887798
"sănătos","normal","related","word","word",0.45204353862473
"atomic","nuclear","related","word","word",0.603139145171621
"poreclă","nume de familie","related","word","word",NA
"logodnă","nuntă","related","word","word",0.701543428714662
"îngust","o largă","related","word","word",NA
"populație","oameni","related","word","word",0.305748554935223
"buze","obraz","related","word","word",0.567860352843012
"mare","ocean","related","word","word",0.289817831169693
"septembrie","octombrie","related","word","word",0.744154453668126
"oficial","oficial","related","word","word",1
"reflecţie","oglindă","related","word","word",0.516449291994493
"geniu","om de stiinta","related","word","word",NA
"loialitate","onestitate","related","word","word",0.624317258304327
"privilegiu","onora","related","word","word",0.320615196281862
"alegere","opțiune","related","word","word",0.4463318190943
"capital","oraș","related","word","word",0.209063750448851
"planetă","orbită","related","word","word",0.48095279807783
"comanda","ordin","related","word","word",0.428096867259754
"aranja","organiza","related","word","word",0.497653526766745
"teribil","oribil","related","word","word",0.732163868757511
"beton","oţel","related","word","word",0.52287060374962
"cuib","ou","related","word","word",0.482877350055644
"aer","oxigen","related","word","word",0.408506603497746
"buna ziua","pa","related","word","word",NA
"plic","pachet","related","word","word",0.565673183060962
"junglă","pădure","related","word","word",0.647841591322546
"cască","pălărie","related","word","word",0.519739526762312
"cizme","pantof","related","word","word",0.47549083874859
"secțiune","paragraf","related","word","word",0.340260067761325
"supranatural","paranormal","related","word","word",0.589506174484581
"ruj","parfum","related","word","word",0.567058580372338
"cod","parola","related","word","word",0.450242686679276
"recepţie","parte","related","word","word",0.101572635426457
"materie","particulă","related","word","word",0.470595725522376
"bilet","pașaport","related","word","word",0.342856299293558
"fluture","pasăre","related","word","word",0.491190906734935
"entuziasm","pasiune","related","word","word",0.452949157968708
"canapea","pat","related","word","word",0.617922760638961
"două","patru ani","related","word","word",NA
"gardian","patrulare","related","word","word",0.24330101248174
"lovitura","pauză","related","word","word",0.161839329204384
"penalizare","pedeapsa cu închisoarea","related","word","word",NA
"hoţ","penal","related","word","word",0.177331638323512
"vagina","penis","related","word","word",0.497000224057278
"etern","pentru totdeauna","related","word","word",NA
"ideal","perfect","related","word","word",0.576454792146405
"spectacol","performanţă","related","word","word",0.296491700340747
"risc","pericol","related","word","word",0.597193054334859
"riscant","periculos","related","word","word",0.688441287994692
"rază","perimetru","related","word","word",0.405432180754993
"fază","perioadă","related","word","word",0.481683912619922
"caracter","personalitate","related","word","word",0.507132846367793
"vedere","perspectivă","related","word","word",0.397414147749898
"întrerupe","perturba","related","word","word",0.475261903918255
"vânătoare","pescuit","related","word","word",0.514266485142494
"rechin","peşte","related","word","word",0.574783159346395
"deşeuri","petrece","related","word","word",0.143026807428512
"rock","piatră","related","word","word",0.237646494036439
"artist","pictor","related","word","word",0.723664157790419
"astronaut","pilot","related","word","word",0.520173531551031
"comprimat","pilulă","related","word","word",0.158885750832799
"câine","pisică","related","word","word",0.598257436710784
"hârtie","pix","related","word","word",0.487904100120362
"confortabil","placut","related","word","word",0.281071472963941
"pregătirea","planificare","related","word","word",0.429078019578132
"ciment","plastic","related","word","word",0.470810913898309
"explicaţie","plauzibil","related","word","word",0.434082472972082
"sosire","plecare","related","word","word",0.518321626386
"conduce","plimbare","related","word","word",0.237217287540139
"pui de somn","plimbare","related","word","word",NA
"portal","poartă","related","word","word",0.335330098883007
"text","poem","related","word","word",0.51523994711603
"jocuri de noroc","poker","related","word","word",NA
"critic","politic","related","word","word",0.424081836323907
"jurnalism","politică","related","word","word",0.369309839318466
"politică","politician","related","word","word",0.485548566127823
"vacă","porc","related","word","word",0.585641483013782
"dafin","port","related","word","word",0.129694757915695
"verde","portocale","related","word","word",0.33856325083804
"buzunar","portofel","related","word","word",0.692603008883487
"şansă","posibilitate","related","word","word",0.55008423274464
"stare","poziţie","related","word","word",0.287776636190238
"literalmente","practic","related","word","word",0.544269757415558
"pradă","prădător","related","word","word",0.603465188378483
"frasin","praf","related","word","word",0.241534590840994
"vorbire","predică","related","word","word",0.260551274457374
"nobel","premiu","related","word","word",0.434463285967475
"călugăr","preot","related","word","word",0.628833061012222
"buton","presa","related","word","word",0.164183953260026
"cancelar","președinte","related","word","word",0.386671370913094
"puls","presiune","related","word","word",0.358181138358409
"concluzie","presupunere","related","word","word",0.462507862039581
"valoare","preț","related","word","word",0.399152158597334
"coleg","prieteni","related","word","word",0.393940260669189
"relaţie","prietenie","related","word","word",0.517115866809683
"politicos","prietenos","related","word","word",0.575640776255546
"secundar","primar","related","word","word",0.31931470344952
"şerif","primar","related","word","word",0.51514177931187
"prinţesă","prinţ","related","word","word",0.709938962863212
"ostatic","prizonier","related","word","word",0.610244727753207
"pot fi","probabil","related","word","word",NA
"probabilitate","probabil","related","word","word",0.39174303752869
"probleme","problemă","related","word","word",0.612800025226532
"proces","procedură","related","word","word",0.422062574484517
"auz","proces","related","word","word",0.24101591755591
"avocat","procuror","related","word","word",0.628502644339091
"fabrică","producție","related","word","word",0.354287661325713
"marca","produs","related","word","word",0.284522088183831
"amator","profesional","related","word","word",0.389995798175714
"decan","profesor","related","word","word",0.588204288000018
