ro_cue,ro_target,type,cue_type,target_type,ro_cosine
fizică,matematică,related,word,word,0.609053602980876
pian,chitară,related,word,word,0.71087825272261
picnic,camping,related,word,word,0.519542780591887
imagine,fotografie,related,word,word,0.617199279838796
ping,ding,related,word,word,0.493157912226082
pirat,marinar,related,word,word,0.538902266608046
pistol,armă,related,word,word,0.661337621529467
loc,locație,related,word,word,0.226959683279642
ciumă,epidemie,related,word,word,0.635161593430957
plan,strategie,related,word,word,0.523567369725918
planetă,orbită,related,word,word,0.48095279807783
plantă,floare,related,word,word,0.543751453754272
platformă,statie,related,word,word,0.369752461640074
juca,joc,related,word,word,0.618578397190406
playboy,revistă,related,word,word,0.397635173508262
plăcere,bucurie,related,word,word,0.464531096120902
plus,minus,related,word,word,0.690357306606619
buzunar,portofel,related,word,word,0.692603008883487
poet,scriitor,related,word,word,0.631106097922915
punct,indica,related,word,word,0.167133741895636
otravă,ucide,related,word,word,0.299444138390998
politică,politician,related,word,word,0.485548566127823
politicos,prietenos,related,word,word,0.575640776255546
sărac,bogat,related,word,word,0.635613607831236
popular,faimos,related,word,word,0.559420007089978
populație,oameni,related,word,word,0.305748554935223
porc,carne,related,word,word,0.586073891385284
porno,film,related,word,word,0.464107397608537
portal,poartă,related,word,word,0.335330098883007
pozitiv,negativ,related,word,word,0.773636454841556
cartof,roșie,related,word,word,0.178887965144821
potenţial,talent,related,word,word,0.400843504010904
livră,dolar,related,word,word,0.377293644137345
sărăcie,suferință,related,word,word,0.415262889884603
putere,energie,related,word,word,0.515327655737537
practică,exercițiu,related,word,word,0.308836429303801
pregătire,planificare,related,word,word,0.488301015369136
prezenţă,absență,related,word,word,0.328533630616288
conservare,menţinere,related,word,word,0.387419802929427
frumușel,frumos,related,word,word,0.300924124538881
preveni,stop,related,word,word,0.111157899965057
pradă,prădător,related,word,word,0.603465188378483
mândrie,demnitate,related,word,word,0.616574875099034
prinţesă,prinţ,related,word,word,0.709938962863212
privat,confidențialitate,related,word,word,0.391732764505705
privilegiu,onoare,related,word,word,0.514819184364822
probabilitate,probabil,related,word,word,0.39174303752869
merge mai departe,continua,related,word,word,
proces,procedură,related,word,word,0.422062574484517
producător,director,related,word,word,0.456751300280622
profil,descriere,related,word,word,0.414031896786694
profit,sursă de venit,related,word,word,
progres,dezvoltare,related,word,word,0.381900722307363
proiect,program,related,word,word,0.490844803673337
proprietate,proprietar,related,word,word,0.512686469374039
propune,sugera,related,word,word,0.471515872874669
proteja,apăra,related,word,word,0.741712276690963
proteină,vitamină,related,word,word,0.571758719772947
protest,demonstrație,related,word,word,0.342323881839733
mândru,entuziasmat,related,word,word,0.466348955877105
cârciumă,restaurant,related,word,word,0.472489555525705
puls,presiune,related,word,word,0.358181138358409
pompa,furtun,related,word,word,0.496412778755225
pedepsire,arestare,related,word,word,0.272577314278609
scop,intenție,related,word,word,0.320379652465488
apăsa,trage,related,word,word,0.342860155083588
piramidă,structură,related,word,word,0.535322586348174
cantitate,calitate,related,word,word,0.361121195761418
regină,rege,related,word,word,0.655612550635943
întrebare,cere,related,word,word,0.244030771838629
liniște,calm,related,word,word,0.418418098814571
rasist,comunist,related,word,word,0.529014260981049
radar,satelit,related,word,word,0.50790038412726
radio,televiziune,related,word,word,0.609305066818966
rază,perimetru,related,word,word,0.405432180754993
ploaie,zăpadă,related,word,word,0.489662006721767
citi,scrie,related,word,word,0.587892041796063
citit,scris,related,word,word,0.609919443528579
gata,pregăti,related,word,word,0.384619082722298
realitate,fantezie,related,word,word,0.549431652629201
a-și da seama,înțelege,related,word,word,
motiv,cauză,related,word,word,0.433364630961441
recepţie,petrecere,related,word,word,0.383859588424533
recunoaşte,știa,related,word,word,0.227406650538006
înregistra,înregistrare,related,word,word,0.7044043651266
recupera,vindeca,related,word,word,0.410036384607321
roșu,galben,related,word,word,0.600728519724741
reflecţie,oglindă,related,word,word,0.516449291994493
refugiu,adăpost,related,word,word,0.62958739112984
refugiat,fugar,related,word,word,0.343886809419668
refuza,accepta,related,word,word,0.640340547894086
regiment,batalion,related,word,word,0.709403891253742
regional,local,related,word,word,0.439112102475983
relaţie,prietenie,related,word,word,0.517115866809683
rudă,vărul,related,word,word,0.418558140414499
înlocui,substitut,related,word,word,0.380541100019852
raportare,informare,related,word,word,0.421097923929576
reporter,jurnalist,related,word,word,0.797551174346736
salva,scăpa,related,word,word,0.411466551004295
cercetare,studiu,related,word,word,0.588010413993065
demisie,concediere,related,word,word,0.601055191834079
rezistenţă,a rezista,related,word,word,
respect,încredere,related,word,word,0.384237342059041
responsabilitate,datorie,related,word,word,0.460098973081935
odihni,dormi,related,word,word,0.532352425124809
rezulta,rezultat,related,word,word,0.7129096531513
revelație,viziune,related,word,word,0.362159302421508
răzbunare,justiţie,related,word,word,0.400001150634964
ritm,stil,related,word,word,0.406693525757602
ridicol,absurd,related,word,word,0.720543451103389
puşcă,armă,related,word,word,0.580764893552496
dreapta,stânga,related,word,word,0.902207433893755
inel,colier,related,word,word,0.644776122656121
risc,pericol,related,word,word,0.597193054334859
riscant,periculos,related,word,word,0.688441287994692
ritual,ceremonie,related,word,word,0.531339998522796
râu,lac,related,word,word,0.694788967174434
drum,autostradă,related,word,word,0.480406899916063
robot,mașinărie,related,word,word,0.251383342990391
rock,piatră,related,word,word,0.237646494036439
rachetă,proiectil,related,word,word,0.541717854838846
rodeo,cowboy,related,word,word,0.481894056013531
roman,grec,related,word,word,0.478254915545566
romeo,julieta,related,word,word,0.850407452575094
cameră,dormitor,related,word,word,0.535027225426565
rotund,în jur,related,word,word,
traseu,cale,related,word,word,0.262980268014735
regal,împărăție,related,word,word,0.318361853486221
regulă,protocol,related,word,word,0.21512456534755
rom,coniac,related,word,word,0.615613877374033
alerga,mers pe jos,related,word,word,
ruginit,prăfuit,related,word,word,0.444604408071898
trist,tragic,related,word,word,0.508028924140441
în siguranță,asigurat,related,word,word,
sandwich,hamburger,related,word,word,0.690032387200639
satisfăcut,fericit,related,word,word,0.455934077995289
sâmbătă,duminică,related,word,word,0.812817192926242
spune,zice,related,word,word,0.702571316450952
speria,înfricoșa,related,word,word,
înfricoșător,înfiorător,related,word,word,0.601888339960127
zgâria,învineți,related,word,word,
ecran,monitor,related,word,word,0.547531913352016
mare,ocean,related,word,word,0.289817831169693
căuta,găsi,related,word,word,0.644960147634152
secundă,minut,related,word,word,0.76768512069351
secundar,primar,related,word,word,0.31931470344952
secret,mister,related,word,word,0.356467956282795
secretar,asistent,related,word,word,0.565846976882146
secțiune,paragraf,related,word,word,0.340260067761325
securitate,siguranță,related,word,word,0.306165782831594
vede,întâlni,related,word,word,0.242530309461398
vânzător,cumpărător,related,word,word,0.637552031240822
seminar,curs,related,word,word,0.426675629933778
senior,junior,related,word,word,0.356529321646501
senzaţional,spectaculos,related,word,word,0.451015223742223
senzor,transmiţător,related,word,word,0.493830438415826
septembrie,octombrie,related,word,word,0.744154453668126
sergent,locotenent,related,word,word,0.712945321901815
serial,episod,related,word,word,0.608038783347119
reparații,întreținere,related,word,word,0.629856713372707
sexual,fizic,related,word,word,0.581207718377771
umbră,întuneric,related,word,word,0.486139702968657
rechin,peşte,related,word,word,0.574783159346395
şerif,primar,related,word,word,0.51514177931187
sherlock,watson,related,word,word,0.454329916820464
scut,armură,related,word,word,0.44805902789723
strălucire,luminos,related,word,word,0.449160982986015
cămașă,sacou,related,word,word,0.568799045959723
trăgător,lunetist,related,word,word,0.656865381242892
atelier,magazin,related,word,word,0.514654755944377
scurt,lung,related,word,word,0.650773160422887
împușcătură,trage,related,word,word,0.269117337546225
umăr,genunchi,related,word,word,0.411611229343542
spectacol,performanţă,related,word,word,0.296491700340747
duș,baie,related,word,word,0.544065480028707
tăcut,tăcere,related,word,word,0.47381154228532
mătase,bumbac,related,word,word,0.609272660231802
similar,diferit,related,word,word,0.483106797548569
pur şi simplu,simplu,related,word,word,
păcat,crimă,related,word,word,0.359603430370248
cântăreţ,muzician,related,word,word,0.685397512908778
singur,căsătorit,related,word,word,0.118584285836679
soră,frate,related,word,word,0.582067732138684
situație,criză,related,word,word,0.42389804075932
mărime,lungime,related,word,word,0.430437581890943
piele,țesut,related,word,word,0.364978615267973
fustă,rochie,related,word,word,0.624761511896552
cer,ceresc,related,word,word,0.359735550685816
sclav,servitor,related,word,word,0.515758985629425
încet,rapid,related,word,word,0.488324439994478
încet,repede,related,word,word,0.518806390739166
deștept,inteligent,related,word,word,0.593712428409103
izbi,sparge,related,word,word,0.429481722377446
zâmbet,râs,related,word,word,0.358732550189824
fum,trabuc,related,word,word,0.424468256036909
gustare,prânz,related,word,word,0.535005350363319
melc,broască țestoasă,related,word,word,
treaz,beat,related,word,word,0.520940568522224
societate,comunitate,related,word,word,0.606998087911752
canapea,pat,related,word,word,0.617922760638961
moale,blând,related,word,word,0.331725198608499
software,calculator,related,word,word,0.576090376048873
soldat,războinic,related,word,word,0.484622499002301
uneori,deseori,related,word,word,0.577360801791781
suflet,spirit,related,word,word,0.483041531681907
supă,salată,related,word,word,0.708402102924007
sursă,informator,related,word,word,0.282656183097769
sud,nord,related,word,word,0.888058924887798
sudic,vestic,related,word,word,0.600105884299888
special,unic,related,word,word,0.469725371874224
vorbire,predică,related,word,word,0.260551274457374
păianjen,insectă,related,word,word,0.507961019141058
spinal,abdominal,related,word,word,0.582048761196767
linguriţă,furculiţă,related,word,word,0.536405523611837
primăvară,toamnă,related,word,word,0.735800704167086
spion,trădător,related,word,word,0.603242552633734
veveriţă,raton,related,word,word,0.509840690630167
stadion,baseball,related,word,word,0.491568755281794
timbru,semnătură,related,word,word,0.381876728215073
sta în picioare,sta jos,related,word,word,
statut,poziţie,related,word,word,0.251217227672299
sta,rămâne,related,word,word,0.454723677239862
fura,jefui,related,word,word,0.589020912069045
băț,ciocan,related,word,word,0.327085536269521
stomac,piept,related,word,word,0.508750467624426
putere,forță,related,word,word,0.360365312102129
stres,depresie,related,word,word,0.461940862259893
puternic,slab,related,word,word,0.584995325900047
încăpăţânat,egoist,related,word,word,0.539121835318941
student,profesor,related,word,word,0.621046379470984
submarin,barcă,related,word,word,0.476626762379651
succes,eșec,related,word,word,0.349445561743714
suge,linge,related,word,word,0.507019289767856
brusc,neasteptat,related,word,word,0.450612824468643
suferi,muri,related,word,word,0.459748586290724
suferinţă,durere,related,word,word,0.61922429267237
zahăr,ciocolată,related,word,word,0.581344166183311
sinucidere,crimă,related,word,word,0.540953474684515
sumă,cantitate,related,word,word,0.49730568179524
