"nl_cue","nl_target","type","cue_type","target_type","nl_cosine"
"redden","opslaan","related","word","word",0.0500170474494945
"keuze","optie","related","word","word",0.52978080837424
"per abuis","opzettelijk","related","word","word",NA
"groente","oranje","related","word","word",0.289285538876149
"afspreken","organiseren","related","word","word",0.235708436281122
"volwassen","ouder","related","word","word",0.507202931082632
"uit","over","related","word","word",0.220259084577259
"van nature","over het algemeen","related","word","word",NA
"actie","overdracht","related","word","word",0.301946825252638
"onderschatten","overdrijven","related","word","word",0.475926694824724
"toernooi","overeenkomst","related","word","word",0.139509070260598
"live","overleven","related","word","word",0.0740237533421366
"oom","pa","related","word","word",0.530545370979128
"ezel","paard","related","word","word",0.596381798718617
"route","pad","related","word","word",0.485148027632764
"envelop","pakket","related","word","word",0.445769213540463
"sectie","paragraaf","related","word","word",0.55210614109199
"bovennatuurlijk","paranormaal","related","word","word",0.524955850838361
"lippenstift","parfum","related","word","word",0.488396241968826
"ontvangst","partij","related","word","word",0.183383648780281
"ticket","paspoort","related","word","word",0.583865326739905
"enthousiasme","passie","related","word","word",0.534249204465348
"bewaker","patrouille","related","word","word",0.34583499067136
"kapot","pauze","related","word","word",0.0843314022501715
"papier","pen","related","word","word",0.519030832555244
"vagina","penis","related","word","word",0.643496158337353
"ideaal","perfect","related","word","word",0.503685960249599
"straal","perimeter","related","word","word",0.469509448356156
"karakter","persoonlijkheid","related","word","word",0.60858279226401
"visie","perspectief","related","word","word",0.423134498019433
"bril","pet","related","word","word",0.551462339909006
"lijden","pijn","related","word","word",0.551752940648355
"tablet","pil","related","word","word",0.374499549081823
"astronaut","piloot","related","word","word",0.420106923701339
"geweer-","pistool","related","word","word",NA
"plaats","plaats","related","word","word",1
"voorbereiding","planning","related","word","word",0.586896674087249
"cement","plastic","related","word","word",0.455482715702668
"verantwoordelijkheid","plicht","related","word","word",0.50332853894304
"poging","poging","related","word","word",1
"gokken","poker","related","word","word",0.549986334811047
"beleid","politicus","related","word","word",0.214099527903973
"journalistiek","politiek","related","word","word",0.576172776254134
"kritisch","politiek","related","word","word",0.30813063203146
"portaal","poort","related","word","word",0.596972555854195
"zak-","portemonnee","related","word","word",NA
"toestand","positie","related","word","word",0.369464863833423
"letterlijk","praktisch","related","word","word",0.434032767995502
"toespraak","preek","related","word","word",0.534444558957891
"kanselier","president","related","word","word",0.471267444860323
"comfortabel","prettig","related","word","word",0.539459790149818
"monnik","priester","related","word","word",0.581006537566825
"waarde","prijs","related","word","word",0.457919781227257
"nobel","prijs","related","word","word",0.204870363694928
"ondergeschikt","primair","related","word","word",0.347783970385621
"prinses","prins","related","word","word",0.723075033341362
"privaat","privacy","related","word","word",0.377448342688381
"probleem","probleem","related","word","word",1
"verwerken","procedure","related","word","word",0.135310558894761
"gehoor","proces","related","word","word",0.163865554347894
"creëren","produceren","related","word","word",0.406388751327217
"merk","product","related","word","word",0.417949580279475
"fabriek","productie","related","word","word",0.317034522209189
"amateur","professioneel","related","word","word",0.421967915223416
"decaan","professor","related","word","word",0.47648776084274
"project","programma","related","word","word",0.510936436613533
"regel","protocol","related","word","word",0.426847286307686
"model-","prototype","related","word","word",NA
"anatomie","psychologie","related","word","word",0.466992308076371
"medisch","psychologisch","related","word","word",0.565214585791057
"menigte","publiek","related","word","word",0.546148117665357
"fase","punt uit","related","word","word",NA
"marathon","race","related","word","word",0.372179084343085
"raket","raket","related","word","word",1
"muis","rat","related","word","word",0.559855843699963
"generator","reactor","related","word","word",0.561170626663885
"optimistisch","realistisch","related","word","word",0.611065434464425
"rechtbank","rechter","related","word","word",0.637978208885233
"held","redder","related","word","word",0.555589271070304
"kermis","redelijk","related","word","word",0.0567858920189582
"administratie","regering","related","word","word",0.337766912150942
"producent","regisseur","related","word","word",0.645645489345878
"repareren","reparatie","related","word","word",0.645321669116763
"carrière","reputatie","related","word","word",0.532282735036235
"kroeg","restaurant","related","word","word",0.457321079854505
"resultaat","resultaat","related","word","word",1
"groot","reusachtig","related","word","word",0.504577532498878
"rit","rijden","related","word","word",0.464496940765921
"arm","rijk","related","word","word",0.337724327540373
"dynastie","rijk","related","word","word",0.321474300605574
"schat","rijkdom","related","word","word",0.352825023595317
"dramatisch","romantisch","related","word","word",0.460322320147645
"caesar","rome","related","word","word",0.638396470316012
"ronde","rondom","related","word","word",0.281177885238408
"dutje","rondslenteren","related","word","word",0.156413353099165
"prooi","roofdier","related","word","word",0.627327186323519
"spionage","sabotage","related","word","word",0.468247936065179
"soep","salade","related","word","word",0.580248587648405
"pensioen","salaris","related","word","word",0.535271402148083
"ninja","samurai","related","word","word",0.316160486292572
"melk","sap","related","word","word",0.472142134929978
"radar","satelliet","related","word","word",0.509372995496681
"room","saus","related","word","word",0.466153216774913
"roddel","schandaal","related","word","word",0.452829540936727
"zoet","schattig","related","word","word",0.341540559820547
"bot","schedel","related","word","word",0.460163024470362
"kalender","schema","related","word","word",0.370654486298302
"monster","schepsel","related","word","word",0.532696049644482
"schot","schieten","related","word","word",0.469771805387289
"schild","schild","related","word","word",1
"artiest","schilder","related","word","word",0.58339474245242
"slak","schildpad","related","word","word",0.439091477069399
"bemanning","schip","related","word","word",0.595869641329658
"laars","schoen","related","word","word",0.590279197701212
"klas","school","related","word","word",0.572507310271764
"bedel","schoonheid","related","word","word",0.165438668129698
"lezen","schrijven","related","word","word",0.634394381041502
"lezing","schrijven","related","word","word",0.234578270107269
"toevluchtsoord","schuilplaats","related","word","word",0.477259419299235
"onschuldig","schuldig","related","word","word",0.626514844585651
"muur","schutting","related","word","word",0.414601168002588
"kiezen","selecteren","related","word","word",0.453572754554025
"parlement","senaat","related","word","word",0.494530460082298
"gouverneur","senator","related","word","word",0.602071677991258
"bediende","serveerster","related","word","word",0.495962919993925
"rook","sigaar","related","word","word",0.402226509010336
"tabak-","sigaret","related","word","word",NA
"frequentie","signaal","related","word","word",0.538584273984428
"rust uit","slaap","related","word","word",NA
"kamer","slaapkamer","related","word","word",0.73186962250047
"ader","slagader","related","word","word",0.781028608468294
"beheren","slagen","related","word","word",0.172087642172
"arena","slagveld","related","word","word",0.378753479033014
"pomp","slang","related","word","word",0.278483214329995
"worm","slang","related","word","word",0.444050665644569
"goed","slecht","related","word","word",0.691509235727643
"laten vallen","slokje","related","word","word",NA
"toets","slot","related","word","word",0.210990225619195
"huurling","sluipmoordenaar","related","word","word",0.474719589922751
"schutter","sluipschutter","related","word","word",0.694834225298526
"opening","sluiting","related","word","word",0.429788469511677
"traan","snee","related","word","word",0.286850715395335
"regenen","sneeuw","related","word","word",0.415521136661595
"traag","snel","related","word","word",0.523722843614691
