"fi_target","fi_cue","type","target_type","cue_type","fi_cosine"
"sijainti","paikka","related","word","word",0.373991145427636
"unelma","painajainen","related","word","word",0.505728896635023
"lehdistö","painike","related","word","word",0.139807182889057
"korkeus","paino","related","word","word",0.371725696985524
"kirkas","paistaa","related","word","word",0.379839002079695
"takki","paita","related","word","word",0.721297658005004
"viikoittain","päivittäin","related","word","word",0.538369257182261
"pakolainen","pakolainen","related","word","word",1
"linna","palatsi","related","word","word",0.529866689927126
"näkemys","paljastus","related","word","word",0.199407498437666
"salamurhaaja","palkkasoturi","related","word","word",0.49016425855204
"huolto","palvelus","related","word","word",0.27301200858676
"sijoittaja","pankkiiri","related","word","word",0.457076642648849
"taloudellinen","pankkitoiminta","related","word","word",0.345397903285644
"vanki","panttivanki","related","word","word",0.499299054760586
"kynä","paperi","related","word","word",0.553879085463265
"helvetti","paratiisi","related","word","word",0.320719167393484
"senaatti","parlamentti","related","word","word",0.483392190902808
"kreivitär","paroni","related","word","word",0.4477574670796
"lempeä","pehmeä","related","word","word",0.451230389280497
"piilottaa","peite","related","word","word",0.30213648880053
"tallentaa","pelastaa","related","word","word",0.168624405543451
"pelotella","pelästyttää","related","word","word",0.625154510937266
"peli","pelata","related","word","word",0.54360510347863
"kammottava","pelottava","related","word","word",0.634103806199093
"pakettiauto","perävaunu","related","word","word",0.515803566090144
"lintu","perhonen","related","word","word",0.527153072634807
"pistorasia","perse","related","word","word",0.208683602573761
"tomaatti","peruna","related","word","word",0.563769836413431
"kananmuna","pesä","related","word","word",0.241213666180126
"eläin","peto","related","word","word",0.493176271769687
"kitara","piano","related","word","word",0.55277457990647
"kardinaali","piispa","related","word","word",0.457787470133688
"telttailu","piknikki","related","word","word",0.384031282673111
"sumu","pilvi","related","word","word",0.412595320715832
"kevyt","pimeys","related","word","word",0.123788740743136
"ding","ping","related","word","word",0.59695258826851
"ase","pistooli","related","word","word",0.715218158016017
"pitää","pitää kiinni","related","word","word",NA
"vasara","pitää kiinni","related","word","word",NA
"kiertorata","planeettaa","related","word","word",0.524659643004225
"aikakauslehti","playboy","related","word","word",0.330290235388953
"miinus","plus","related","word","word",0.619227954467875
"pääkonttori","pohja","related","word","word",0.131769394225778
"huomattava","poikkeuksellinen","related","word","word",0.420191344732691
"poista","poistaa","related","word","word",0.633901068681295
"sisäänkäynti","poistuminen","related","word","word",0.309924332545582
"veljenpoika","pojanpoika","related","word","word",0.653400259744587
"tytöt","pojat","related","word","word",0.721972911743126
"räjähtävä","pommi","related","word","word",0.48329983094582
"elokuva","porno","related","word","word",0.371568057448469
"portti","portaali","related","word","word",0.594919593825717
"negatiivinen","positiivinen","related","word","word",0.802081004155787
"faksi","posti","related","word","word",0.464577678933156
"lahjakkuus","potentiaali","related","word","word",0.379412826636987
"asiakas","potilas","related","word","word",0.468890131485719
"tuoli","pöytä","related","word","word",0.622566000173526
"prinssi","prinsessa","related","word","word",0.719283755534896
"kuvaus","profiili","related","word","word",0.396474326876977
"vitamiini","proteiini","related","word","word",0.598467191463395
"esittely","protesti","related","word","word",0.261694539552332
"ravintola","pub","related","word","word",0.38738317824228
"romahdus","pudota","related","word","word",0.162493889361884
"siemailla","pudota","related","word","word",0.143687478341507
"pestä","puhdas","related","word","word",0.300997277002447
"saarna","puhe","related","word","word",0.478564626250825
"puhua","puhua","related","word","word",1
"paine","pulssi","related","word","word",0.461942359688523
"letku","pumppu","related","word","word",0.5293302345913
"keltainen","punainen","related","word","word",0.717983931372778
"dollari","punta","related","word","word",0.566830662678011
"neljäsosa","puoli","related","word","word",0.390020298166896
"puu","puska","related","word","word",0.401435219331758
"noin","pyöristää","related","word","word",0.143112337797551
"rakenne","pyramidi","related","word","word",0.477028698919151
"jäädä jäljelle","pysyä","related","word","word",NA
"kirja","raamattu","related","word","word",0.528488472040805
"televisio","radio","related","word","word",0.55594635648381
"pokeri","rahapeli","related","word","word",NA
"sijoittaa","rahoittaa","related","word","word",0.443727748095405
"humalassa","raitis","related","word","word",0.269789966869808
"ajastin","räjähdys","related","word","word",0.338296056744902
"räjähtää","räjähtää","related","word","word",1
"rakentaa","rakentaminen","related","word","word",0.60540482385341
"ohjus","raketti","related","word","word",0.549991420114396
"pidätys","rangaista","related","word","word",0.212716707952688
"vankeusrangaistus","rangaistus","related","word","word",0.805544073469543
"rannikko","ranta","related","word","word",0.512485593629149
"ilmoittaa","raportti","related","word","word",0.251369289548489
"kommunisti","rasistinen","related","word","word",0.424024788124755
"voimakkaasti","raskas","related","word","word",0.267279708925622
"tykistö","ratsuväki","related","word","word",0.502175365316234
"metalli-","rauta-","related","word","word",NA
"polku","reitti","related","word","word",0.576975679394245
"kaulakoru","rengas","related","word","word",0.359522835423779
"leikata","repiä","related","word","word",0.50498554088298
"toimittaja","reportteri","related","word","word",0.636938400080088
"toteutus","riippuva","related","word","word",0.121389536455672
"pahoinvointi","ripuli","related","word","word",0.593797108764769
"vaara","riski","related","word","word",0.524428480799279
"vaarallinen","riskialtis","related","word","word",0.552575690197378
"seremonia","rituaali-","related","word","word",NA
"kone","robotti","related","word","word",0.379429298508217
"kivi","rock","related","word","word",0.159518514197905
"cowboy","rodeo","related","word","word",0.328243210430198
"päättäväisyys","rohkeus","related","word","word",0.579321689646016
"julet","romeo","related","word","word",NA
"konjakki","rommi","related","word","word",0.557272925619562
"kreikkalainen","roomalainen","related","word","word",0.669561101205367
"roska","roska","related","word","word",1
"ruumis","runko","related","word","word",0.255637193464579
"kirjailija","runoilija","related","word","word",0.699927069148985
"ateria","ruoka","related","word","word",0.525701204218464
"pölyinen","ruosteinen","related","word","word",0.531263193857146
"sininen","ruskea","related","word","word",0.642600951095549
"epideeminen","rutto","related","word","word",NA
"analyysi","ruumiinavaus","related","word","word",0.513909989285246
"dynamiitti","ruuti","related","word","word",0.393125354264365
"pataljoona","rykmentti","related","word","word",0.676317074542188
"tyyli","rytmi","related","word","word",0.449792841695276
"voittaa","saada","related","word","word",0.280220980878063
"saalistaja","saalis","related","word","word",0.699144178061788
"pöytäkirja","sääntö","related","word","word",0.247680387178839
"kenkä","saapas","related","word","word",0.475694558432952
"tulla","saapua","related","word","word",0.438538074103877
"lähtö","saapuminen","related","word","word",0.441273353541254
"säteily","saastuminen","related","word","word",0.460955032801709
"lumi","sade","related","word","word",0.508221686392837
"kehä","säde","related","word","word",0.352111470286419
"moottori","säiliö","related","word","word",0.432151765634931
"klinikka","sairaala","related","word","word",0.62767810014885
"sairas","sairas","related","word","word",1
"mysteeri","salaisuus","related","word","word",0.413429786788815
"petos","salaliitto","related","word","word",0.45042368850253
"ukkonen","salama","related","word","word",0.372089362057842
"harmonia","saldo","related","word","word",0.119730437975174
"matkalaukku","salkku","related","word","word",0.57777631294509
"antaa","sallia","related","word","word",0.447368067586351
"eri","samanlainen","related","word","word",0.288545532191925
"lisko","sammakko","related","word","word",0.432203679123217
"tuomita","sana","related","word","word",0.0614430923637577
"lause","sanakirja","related","word","word",0.328979097146774
"pelastaja","sankari","related","word","word",0.526354695460954
"kertoa","sanoa","related","word","word",0.637693321355717
"episodi","sarja","related","word","word",0.254883941492288
"pilli","sarvi","related","word","word",0.251407131426967
"harvoin","satunnaisesti","related","word","word",0.192876355097598
"sikari","savu","related","word","word",0.331679817733652
"aita","seinä","related","word","word",0.410215032227369
"fyysinen","seksuaalinen","related","word","word",0.556972057238687
"uskottava","selitys","related","word","word",0.350006571626085
"vatsan-","selkäranka","related","word","word",NA
"ilmeisesti","selvästi","related","word","word",0.518509697498929
"muovi-","sementti","related","word","word",NA
"luento","seminaari","related","word","word",0.47283100181449
"mahtava","sensaatiomainen","related","word","word",0.41985528526832
"lähetin","sensori","related","word","word",0.172146935804199
"isä","setä","related","word","word",0.5086669753646
"ajojahti","seurata","related","word","word",0.172920912997631
"pormestari","sheriff","related","word","word",0.318182677567768
"watson","sherlock","related","word","word",0.438090999663936
"liha","sianliha","related","word","word",0.580159547461072
"henki","sielu","related","word","word",0.500049813431339
