"hr_target","hr_cue","type","target_type","cue_type","hr_cosine"
"smanjiti","povećati","related","word","word",0.692495709386194
"vjerovati","povjerenje","related","word","word",0.387144020564905
"rijetko","povremeno","related","word","word",0.418871573234569
"negativan","pozitivan","related","word","word",0.792000487455717
"telefon","poziv","related","word","word",0.430333913260097
"vježba","praksa","related","word","word",0.421793363698659
"eksplodirati","prasak","related","word","word",0.342258918022433
"pratiti","pratnja","related","word","word",0.337631840351753
"razuman","pravedan","related","word","word",0.441195519813767
"stvaran","pravi","related","word","word",0.406585045377007
"protokol","pravilo","related","word","word",0.468401168904392
"lijevo","pravo","related","word","word",0.250803320114826
"pun","prazan","related","word","word",0.556822569622056
"fantastičan","predivan","related","word","word",0.660595122873456
"predložiti","predložiti","related","word","word",1
"inspekcija","pregledan","related","word","word",0.366245636809706
"ometati","prekinuti","related","word","word",0.423844645941024
"znao","prepoznati","related","word","word",0.267249701880188
"kombi","prikolica","related","word","word",0.48286124604164
"lijep","prilično","related","word","word",0.249211728936433
"mogućnost","prilika","related","word","word",0.508234548306459
"koristiti","primijeniti","related","word","word",0.490721177893429
"princ","princeza","related","word","word",0.632868564763299
"planiranje","priprema","related","word","word",0.385468469695078
"umjetna","prirodan","related","word","word",0.353557378658804
"općenito","prirodno","related","word","word",0.300772768346826
"pošten, čestit","pristojan","related","word","word",NA
"prijateljski","pristojan","related","word","word",0.492690129046758
"odsutnost","prisutnost","related","word","word",0.756021005049627
"optužba","pritužba","related","word","word",0.58047742151383
"privatnost","privatni","related","word","word",0.46375692124678
"čast","privilegija","related","word","word",0.507177516639288
"priznati","priznati","related","word","word",1
"odvratan","prljav","related","word","word",0.544691758630553
"pokušaj","probati","related","word","word",0.392894394507356
"kupac","prodavač","related","word","word",0.614469419840532
"opis","profil","related","word","word",0.501213261242265
"ishod","proizlaziti","related","word","word",0.316810313856987
"direktor","proizvođač","related","word","word",0.3430681094255
"program","projekt","related","word","word",0.524303232104977
"jesen","proljeće","related","word","word",0.692737225954626
"mučnina","proljev","related","word","word",0.511875156603082
"procjena","promatranje","related","word","word",0.321025091542969
"poboljšanje","promijeniti","related","word","word",0.307951584264619
"financiranje","proračun","related","word","word",0.377886785715889
"demonstracija","prosvjed","related","word","word",0.427779378099779
"vitamin","protein","related","word","word",0.5884529402114
"cjepivo","protuotrov","related","word","word",0.553158850944199
"odbor","provizija","related","word","word",0.244397589326196
"vrata","prozor","related","word","word",0.492060860911535
"palac","prst","related","word","word",0.693964731604756
"ogrlica","prsten","related","word","word",0.440883248205231
"borac","prvak","related","word","word",0.507935496292703
"posljednji","prvi","related","word","word",0.602237593020735
"zakletva","psovati","related","word","word",0.241511284850167
"restoran","pub","related","word","word",0.47309603463376
"rupa","pukotina","related","word","word",0.654142809956203
"bataljon","pukovnik","related","word","word",0.357801347657409
"pritisak","puls","related","word","word",0.476444946227966
"crijevo","pumpa","related","word","word",0.337622485195799
"pištolj","puška","related","word","word",0.53121436681843
"dolina","pustinja","related","word","word",0.505664407312786
"staza","put","related","word","word",0.312928085136218
"vozač","putnik","related","word","word",0.557258474853017
"kornjača","puž","related","word","word",0.421697368182289
"izračunati","računati","related","word","word",0.654317317741533
"satelit","radar","related","word","word",0.375640816745934
"televizija","radio","related","word","word",0.237420101210303
"garaža","radionica","related","word","word",0.536893342583256
"operacija","raditi","related","word","word",0.17990043196131
"perimetar","radius","related","word","word",0.297007170396645
"pakao","raj","related","word","word",0.585523510699981
"raketa","raketa","related","word","word",1
"koljeno","rame","related","word","word",0.620748768834263
"ozljeda","rana","related","word","word",0.628769742266744
"komunist","rasistički","related","word","word",0.36822966078604
"ružan","rastući","related","word","word",0.189943890461791
"bitka","rat","related","word","word",0.504648285754332
"sklad","ravnoteža","related","word","word",0.487718653348778
"pauza","razbiti","related","word","word",0.126047995548968
"rasprava","razgovor","related","word","word",0.461934124943788
"govoriti","razgovor","related","word","word",0.393632374062815
"uzrok","razlog","related","word","word",0.517130263223114
"brak","razvod","related","word","word",0.546275302197011
"zabava","recepcija","related","word","word",0.3339049584998
"reći","reći","related","word","word",1
"svećenik","redovnik","related","word","word",0.681887910062933
"lokalni","regionalni","related","word","word",0.519631027908318
"rođak","relativan","related","word","word",0.0966325786736212
"novinar","reporter","related","word","word",0.744834158912284
"otkaz","rezignacija","related","word","word",NA
"rečenica","riječ","related","word","word",0.443824338740492
"jezero","rijeka","related","word","word",0.464075405178114
"grčki","rimski","related","word","word",0.598461568620126
"stil","ritam","related","word","word",0.446195175242431
"ceremonija","ritual","related","word","word",0.524031461489851
"opasan","rizičan","related","word","word",0.587966880473417
"opasnost","rizik","related","word","word",0.596373405868352
"fraza","rječnik","related","word","word",0.380398932137814
"sluga","rob","related","word","word",0.565291391058228
"mašina","robot","related","word","word",0.414275356569486
"trudnoća","rođenje","related","word","word",0.334374695989987
"kauboj","rodeo","related","word","word",0.489803983878291
"zviždati","rog","related","word","word",0.331802318489894
"julija","romeo","related","word","word",0.72328353262491
"listopad","rujan","related","word","word",0.568171576155297
"ruka","ruka","related","word","word",1
"konjak","rum","related","word","word",0.52946376914056
"parfem","ruž","related","word","word",0.569532571667234
"održavati","sačuvati","related","word","word",0.509499980356975
"znati","sada","related","word","word",0.331061294906876
"sadržaj","sadržavati","related","word","word",0.497414412269518
"usamljen","sami","related","word","word",0.28903227492943
"nedavno","samo","related","word","word",0.166590847333614
"ubiti","samoubistvo","related","word","word",0.280564708002404
"suđenje","saslušanje","related","word","word",0.722055345931073
"država","savezni","related","word","word",0.335273388355921
"savjetovati","savjet","related","word","word",0.566434652516983
"čokolada","šećer","related","word","word",0.466139339551914
"siguran","sef","related","word","word",0.158131267345257
"fizički","seksualan","related","word","word",0.392599671638222
"primaran","sekundarni","related","word","word",0.393175029004459
"radnik","seljak","related","word","word",0.489575836912021
"predavanje","seminar","related","word","word",0.565961132255645
"hamburger","sendvič","related","word","word",0.661711110886372
"spektakularan","senzacionalan","related","word","word",0.558943909749579
"odašiljač","senzor","related","word","word",0.536595279030083
"gradonačelnik","šerif","related","word","word",0.536654836215516
"održavanje","servis","related","word","word",0.250584086476503
"brat","sestra","related","word","word",0.528556040684461
"watson","sherlock","related","word","word",0.41681799341977
"ploviti","sidro","related","word","word",0.386991475056142
"sigurnost","sigurnost","related","word","word",1
"sindrom","simptom","related","word","word",0.472464110508745
"oženjen","singl","related","word","word",0.227359948426965
"bogati","siromašan","related","word","word",0.487363677320016
"bijeda","siromaštvo","related","word","word",0.458167980269644
"samostan","sirotište","related","word","word",0.475972100285887
"lizati","sisati","related","word","word",0.61391079323104
"kriza","situacija","related","word","word",0.523162449341715
"svijetao","sjaj","related","word","word",0.297936120300328
"mračan","sjena","related","word","word",0.35887638420474
"sklonište","sklonište","related","word","word",1
"rotirati","skretanje","related","word","word",0.237310420353775
"jeftino","skup","related","word","word",0.255692739862438
"skupiti","skupljati","related","word","word",0.552737395835788
