pairID,word1,word2,POS,similarity,association,n_sim,n_asso,JWSAN_1400
p2010,北東,不利,1,0.68,1.15,170,150,0
p2011,北方,大物,1,0.78,1.49,170,150,0
p2012,本気,真剣,1,4.87,5.11,180,140,1
p2013,本気,誠意,1,2.58,3.77,160,150,1
p2014,本質,核心,1,4.32,4.76,150,150,1
p2015,本陣,奇襲,1,1.03,3.13,180,160,1
p2016,本部,配当,1,0.85,1.84,130,150,0
p2017,盆地,高度,1,1.02,2.39,160,170,0
p2018,摩擦,葛藤,1,1.94,3.01,160,150,1
p2019,枕元,宿命,1,0.71,1.22,170,160,0
p2020,万能,増大,1,0.83,2.06,160,150,0
p2021,味噌,出し汁,1,2,4.35,170,140,0
p2022,味方,援助,1,2.91,4.25,170,130,1
p2023,未知,暖房,1,0.46,0.95,180,140,0
p2024,蜜柑,競り,1,0.92,2.13,170,150,0
p2025,蜜蜂,白色,1,0.8,1.54,180,160,0
p2026,夢想,錯覚,1,2.46,3.48,160,120,1
p2027,無駄,祝日,1,0.48,1.42,170,160,0
p2028,無用,北西,1,0.43,0.9,160,150,1
p2029,無力,指名,1,0.59,1.38,180,160,0
p2030,名刺,出所,1,0.82,1.85,160,150,0
p2031,名簿,中絶,1,0.46,1.02,160,150,1
p2032,名誉,栄光,1,4.3,4.67,170,150,1
p2033,明かり,電灯,1,4.53,5.07,180,140,1
p2034,明き,注文,1,0.8,1.76,160,170,0
p2035,免疫,抗体,1,3.78,4.71,170,150,1
p2036,免許,公認,1,2.66,3.97,180,140,1
p2037,免許,認可,1,3.41,4.1,160,150,1
p2038,免許,認定,1,3.26,4.22,170,160,1
p2039,面持ち,顔付き,1,4,4.15,160,150,1
p2040,模型,対称,1,1,2.08,160,150,0
p2041,模範,見本,1,4.01,4.59,160,150,1
p2042,模様,飾り,1,2.86,4.16,190,140,1
p2043,模様,装飾,1,2.96,4.06,170,140,1
p2044,目的,趣旨,1,3.34,4.12,140,130,1
p2045,問屋,本質,1,0.71,1.74,170,140,0
p2046,問題,核心,1,1.97,3.79,150,140,1
p2047,問題,邪魔,1,1.74,2.72,160,100,1
p2048,問題,論点,1,3.06,4.05,170,130,1
p2049,夜間,演習,1,0.75,1.82,160,150,0
p2050,夜間,歩道,1,0.76,2.62,170,130,1
p2051,野菜,女性,1,0.52,2.04,190,140,1
p2052,野党,空洞,1,0.79,1.67,160,100,0
p2053,厄介,妨害,1,2.16,3.5,180,150,1
p2054,役割,用途,1,3.28,4.12,160,100,1
p2055,役目,職務,1,3.64,4.36,170,140,1
p2056,約束,儀式,1,1.5,2.67,180,150,1
p2057,油断,無視,1,0.9,2.01,150,150,0
p2058,輸入,関税,1,1.96,4.72,170,130,1
p2059,優雅,会釈,1,0.86,2.44,160,100,0
p2060,優雅,恵み,1,1.45,3.2,170,130,1
p2061,優雅,風情,1,2.13,3.67,150,140,1
p2062,優先,人質,1,0.74,2.71,170,150,1
p2063,勇気,根性,1,2.24,3.55,140,130,1
p2064,友好,声明,1,1.06,2.69,160,170,1
p2065,幽霊,怪物,1,2.61,3.84,150,140,1
p2066,有り様,状況,1,3.97,4.43,180,140,1
p2067,有り様,状態,1,4.36,4.49,180,150,1
p2068,有益,炎症,1,0.47,1.01,160,150,0
p2069,有限,事象,1,1.26,2.39,150,150,0
p2070,由来,起源,1,4.46,4.94,160,120,1
p2071,由来,系統,1,2.42,3.43,160,170,1
p2072,由来,系列,1,2.02,2.97,160,120,1
p2073,融資,貸し,1,4.06,4.6,180,140,1
p2074,融資,貸し出し,1,4.07,4.62,170,160,0
p2075,融資,貸し付け,1,4.59,4.74,160,170,0
p2076,夕食,献立,1,2.5,4.63,130,150,1
p2077,予感,疑惑,1,1.91,3.17,170,160,1
p2078,予感,直観,1,3.21,4.09,170,150,1
p2079,予期,見込み,1,3.79,4.26,160,170,1
p2080,予算,見積もり,1,3.49,4.97,180,130,1
p2081,予想,見通し,1,4.17,4.69,150,150,1
p2082,予測,期待,1,2.19,3.55,160,120,1
p2083,予測,見通し,1,4.51,4.83,170,160,1
p2084,予防,阻止,1,3.19,3.96,170,130,1
p2085,予約,社債,1,0.58,1.72,160,150,0
p2086,余暇,白書,1,0.9,1.94,190,140,0
p2087,余裕,断片,1,0.71,1.52,160,170,0
p2088,容赦,許し,1,3.29,4.11,130,150,1
p2089,容赦,慈悲,1,2.2,3.36,180,130,1
p2090,様式,更新,1,0.86,2.32,140,130,0
p2091,様式,戦線,1,0.92,1.79,160,170,0
p2092,様式,類型,1,2.88,3.65,160,100,1
p2093,用事,飼い主,1,0.48,1.53,160,150,0
p2094,用心,集中,1,1.88,3.45,160,120,1
p2095,用心,配慮,1,2.84,3.62,160,170,1
p2096,抑制,雨水,1,0.53,1.57,180,140,0
p2097,抑制,監督,1,1.37,2.49,170,150,1
p2098,欲求,願望,1,4.12,4.61,160,100,1
p2099,来客,増大,1,0.73,2.17,160,100,0
p2100,頼み,大事,1,1.29,3.2,150,140,1
p2101,乱暴,強姦,1,3.55,4.69,170,130,1
p2102,乱用,光景,1,0.66,1.35,130,150,0
p2103,乱用,瞑想,1,0.62,1.65,160,150,0
p2104,利益,目的,1,1.39,3.35,160,120,1
p2105,利子,切断,1,0.51,1.1,180,160,0
p2106,利点,長所,1,4.13,4.71,170,160,1
p2107,利用,喜び,1,0.73,2.05,150,150,1
p2108,理由,証し,1,2.37,3.55,180,150,0
p2109,裏口,地下,1,1.17,2.86,150,140,0
p2110,裏切り,謀反,1,4.54,4.78,170,160,0
p2111,離脱,炎症,1,0.58,1.44,160,150,0
p2112,立案,計画,1,3.55,4.53,130,150,1
p2113,立場,出し汁,1,0.54,0.92,180,160,0
p2114,立法,団体,1,0.98,2.51,190,140,1
p2115,略奪,窃盗,1,3.92,4.2,180,150,1
p2116,流行,通用,1,1.44,2.58,160,120,1
p2117,流行,風潮,1,3.33,4.3,180,160,1
p2118,留意,考慮,1,3.07,3.8,160,150,1
p2119,旅行,渡航,1,3.14,4.31,170,150,1
p2120,料理,調味,1,2.57,4.61,170,130,0
p2121,料理,波長,1,0.5,1.39,160,150,0
p2122,領域,手形,1,0.88,1.72,170,130,0
p2123,力学,複数,1,0.91,2.18,180,130,0
p2124,類似,地質,1,0.95,1.8,170,150,0
p2125,礼拝,原点,1,0.69,1.93,180,150,0
p2126,礼拝,賛美,1,2.41,3.78,150,140,1
p2127,恋人,法案,1,0.49,1.11,160,150,1
p2128,連隊,回転,1,0.94,1.67,130,150,0
p2129,路地,長屋,1,1.16,3.28,170,150,1
p2130,路面,運行,1,1.25,3.49,160,150,1
p2131,労働,雇用,1,2.81,5.03,180,130,1
p2132,労務,勤め,1,4.27,4.66,180,140,1
p2133,廊下,通路,1,3.69,4.5,170,160,1
p2134,老齢,原告,1,0.64,1.31,170,130,0
p2135,論文,支部,1,0.64,1.42,170,150,0
p2136,論理,対立,1,1.23,2.91,160,170,1
p2137,和解,小道,1,0.56,1.41,160,150,0
p2138,惑星,隕石,1,2.55,4.21,170,150,1
p2139,枠組み,構成,1,3.97,4.27,160,150,1
p2140,枠組み,理論,1,1.96,3.25,170,130,1
p2141,嗜好,風情,1,1.46,2.68,160,170,0
p2142,嘔吐,法案,1,0.55,0.88,160,100,0
p2143,躊躇,迷い,1,4.01,4.56,180,130,1
p2144,躊躇,老齢,1,0.79,2.2,150,140,0
p2145,麒麟,花瓶,1,0.57,1.24,150,150,0
