"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"блокотдел","блок","отдел","related","word","word",0.304656849459008,NA,NA,NA,NA,NA
"блоктящийканикулы","блоктящий","каникулы","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"блоктящийпротонут","блоктящий","протонут","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"блондионминус","блондион","минус","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"блондионраслать","блондион","раслать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бнутсигнал","бнут","сигнал","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бнутубоца","бнут","убоца","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бобныйрократный","бобный","рократный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бобныйчестный","бобный","честный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"боглевый","бог","левый","unrelated","word","word",0.123666130875727,NA,NA,NA,NA,NA
"богплитанье","бог","плитанье","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"богсвященный","бог","священный","related","word","word",0.315880470254868,NA,NA,NA,NA,NA
"боднасидеть","бодна","сидеть","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"боднаходартный","бодна","ходартный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"болкимужёр","болки","мужёр","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"болкиприбор","болки","прибор","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бользинойдокличка","бользиной","докличка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бользинойметалл","бользиной","металл","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"больницазарем","больница","зарем","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"больницаклиника","больница","клиника","related","word","word",0.676198550210112,NA,NA,NA,NA,NA
"больницаразвитие","больница","развитие","unrelated","word","word",0.109764989854234,NA,NA,NA,NA,NA
"больнойдесятилетие","больной","десятилетие","unrelated","word","word",0.0560275451430956,NA,NA,NA,NA,NA
"больнойнездоровый","больной","нездоровый","related","word","word",0.470267346281408,NA,NA,NA,NA,NA
"больнойнеобыционный","больной","необыционный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"большинствоголосование","большинство","голосование","related","word","word",0.277661278169323,NA,NA,NA,NA,NA
"большинствоинтестолкно","большинство","интестолкно","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"большинствоупражняться","большинство","упражняться","unrelated","word","word",0.0588260303091662,NA,NA,NA,NA,NA
"большойогромный","большой","огромный","related","word","word",0.688507785910269,NA,NA,NA,NA,NA
"большойспаситель","большой","спаситель","unrelated","word","word",0.119674148984725,NA,NA,NA,NA,NA
"большойфантастибреский","большой","фантастибреский","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"бомбавзрывной","бомба","взрывной","related","word","word",0.392682989119228,NA,NA,NA,NA,NA
"бомбаизвестный","бомба","известный","unrelated","word","word",0.120521717087911,NA,NA,NA,NA,NA
"бомбахунот","бомба","хунот","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"бомумгрезьжная глекка","бомум","грезьжная глекка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бомумкопия","бомум","копия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бонусвоскресенье","бонус","воскресенье","unrelated","word","word",0.0948042888245384,NA,NA,NA,NA,NA
"бонусидупинг","бонус","идупинг","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"бонуснаграда","бонус","награда","related","word","word",0.343781212845891,NA,NA,NA,NA,NA
"борисанна","борис","анна","related","word","word",0.300882386304658,NA,NA,NA,NA,NA
"борисбезопасность","борис","безопасность","unrelated","word","word",0.0542869227077597,NA,NA,NA,NA,NA
"борисчувствиклассный","борис","чувствиклассный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ботимистзаем","ботимист","заем","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ботимистстество","ботимист","стество","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ботинокдругой","ботинок","другой","unrelated","word","word",0.106897393746054,NA,NA,NA,NA,NA
"ботинокобувь","ботинок","обувь","related","word","word",0.449682878625724,NA,NA,NA,NA,NA
"ботинокпреобразострелчик","ботинок","преобразострелчик","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"брайнойдемосвязьтия","брайной","демосвязьтия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"брайнойдепрессия","брайной","депрессия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"брилвыйженщина","брилвый","женщина","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"брилвыйновоохра","брилвый","новоохра","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бриллиантамн","бриллиант","амн","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"бриллиантвстреча","бриллиант","встреча","unrelated","word","word",0.0820519928583753,NA,NA,NA,NA,NA
"бриллиантдрагоценность","бриллиант","драгоценность","related","word","word",0.470699739180399,NA,NA,NA,NA,NA
"бриллиаркклирья","бриллиарк","клирья","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бриллиаркмеханический","бриллиарк","механический","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"брутоводительвыбостон","брутоводитель","выбостон","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"брутоводительинформатор","брутоводитель","информатор","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бсенкнеделя","бсенк","неделя","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бсенкпатереск","бсенк","патереск","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"будуваниенедофиня","будувание","недофиня","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"будуваниетюрьма","будувание","тюрьма","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"будущеебушляпник","будущее","бушляпник","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"будущеежевать","будущее","жевать","unrelated","word","word",0.0674659787855302,NA,NA,NA,NA,NA
"будущеепрошлое","будущее","прошлое","related","word","word",0.558807199799204,NA,NA,NA,NA,NA
"буквальногошань","буквально","гошань","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"буквальнодетектив","буквально","детектив","unrelated","word","word",0.0967071511447896,NA,NA,NA,NA,NA
"буквальнопрактически","буквально","практически","related","word","word",0.501316963256365,NA,NA,NA,NA,NA
"буктентноизучукинс","буктентно","изучукинс","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"буктентнокапитализм","буктентно","капитализм","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бумагаопасность","бумага","опасность","unrelated","word","word",0.0988768595299659,NA,NA,NA,NA,NA
"бумагаручка","бумага","ручка","related","word","word",0.575600545612978,NA,NA,NA,NA,NA
"бумагаучёрия","бумага","учёрия","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"буткийблагодарность","буткий","благодарность","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"буткийгречелось","буткий","гречелось","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бухазсоной","бухаз","соной","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"бухазспаситель","бухаз","спаситель","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"бухтаворовота","бухта","воровота","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"бухтагавань","бухта","гавань","related","word","word",0.505788558568915,NA,NA,NA,NA,NA
"бухтазаем","бухта","заем","unrelated","word","word",0.0643024571144991,NA,NA,NA,NA,NA
"бюджетотзо","бюджет","отзо","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"бюджетсубсидирование","бюджет","субсидирование","related","word","word",0.387173671193028,NA,NA,NA,NA,NA
"бюджетфраза","бюджет","фраза","unrelated","word","word",0.127962019876378,NA,NA,NA,NA,NA
